id|nct_id|group_type|title|description
60025027|NCT05179603|Experimental|Cohort A: (sub study 01) classic Hodgkin lymphoma (cHL)|SAR444245 and pembrolizumab administered every 3 weeks on Day 1 of each cycle (21 days per cycle) for up to 35 cycles.
60025028|NCT05179603|Experimental|Cohort C1: (sub study 03) diffuse large B Cell lymphoma (DLBCL)|SAR444245 administered every 2 weeks on Day 1 of each cycle (14 days per cycle) for up to 52 cycles.
60025069|NCT03283631|Experimental|EGFRvIII-CARs|Gamma-retroviral MSGV1 139 scFv EGFRvIII CAR gene-modified T cells
59651744|NCT04237428|Experimental|hCD19 CAR-T cells Infusion|
60025291|NCT03267173|Experimental|CAR-T|A single dose of Chimeric antigen receptor T cells will be administered by vascular interventional mediated as one dose infusions. According to the patient's condition and weight, the intervention dose of aE7 CAR-T cells per kilogram of body weight was treated once.
60025447|NCT03258047|Experimental|CAR-T treatment|In this group, patients will be treated with autologous CAR-T, and the safety and efficacy will be evaluated
59652635|NCT05627323|Experimental|Treatment (CAR T cell therapy) 1|"Arm 1 participants will undergo resection of their tumor. Participants receive half the CHM-1101 dose via Rickham catheters into the tumor cavity and half into the lateral ventricle.~Cycle 1 (28 days) CHM 1101 total dose will be divided across 3 once-weekly administrations.~After Cycle 1, additional cycles may be initiated in the absence of disease progression or unacceptable toxicity provided that the principal investigator and participant agree to continue and if adequate autologous CAR-T doses remain."
59652636|NCT05627323|Experimental|Treatment (CAR T cell therapy) 2|"Arm 2 participants will undergo resection of their tumor. Participants receive half the CHM-1101 dose via Rickham catheters into the tumor cavity and half into the lateral ventricle.~Cycle 1 (28 days) CHM 1101 total dose will be divided across 3 once-weekly administrations.~After Cycle 1, additional cycles may be initiated in the absence of disease progression or unacceptable toxicity provided that the principal investigator and participant agree to continue and if adequate autologous CAR-T doses remain."
59652881|NCT05117008|Experimental|belantamab mafodotin|Belantamab mafodotin is an intravenous drug.
60025692|NCT04966143|Experimental|Treatment group|
59652920|NCT04984356|Experimental|WU-CART-007|"A CD7-directed chimeric antigen receptor (CAR) T-cell product.~A single IV infusion of WU-CART-007 Cells on Day 1 after Lymphodepletion(LD) Therapy."
59287592|NCT05085444|Experimental|Treatment of Scleroderma|Experimental：Administration of CD19/BCMA CAR T-cells A dose levels of 1-4*10E6/kg are administrated for each subject.
59402510|NCT04390542|Experimental|Psychoeducation intervention|Psychoeducatoinal intervention
59402511|NCT04390542|No Intervention|Usual care|Information from healthcare providers
59654772|NCT05168748|Experimental|IMJ995 in ALL|Dose escalation and expansion of IMJ995 single agent in ALL
60026939|NCT04430595|Experimental|Multiple 4SCAR T cells to treat breast cancer|Multiple 4SCAR T cells to treat breast cancer
60027313|NCT04864821|Other|T cell injection targeting CD276 chimeric antigen receptor|
59655449|NCT02772198|Experimental|Single Arm|All patients will be treated on this single arm
60028312|NCT04853277|Experimental|Education Group|Participants will receive an educational intervention focusing on psychosocial stressors and timeline of symptoms associated with the transplant/CAR-T experience.
60028981|NCT03232619|Experimental|CD19-CART with a murine scFv|All enrolled patients in this arm will receive CD19-CART with a murine scFv.
60028982|NCT03232619|Experimental|humanized CD19-CART|All enrolled patients in this arm will receive humanized CD19-CART.
59820170|NCT03751293|Experimental|C-CAR088|Lymphocytes will be transduced with lentiviral vector containing CAR-BCMA gene
60029076|NCT04792593|Experimental|Senl-h19 CAR-T|Patients will be treated with Senl-h19 CAR-T cells
60029214|NCT05473221|Experimental|CD33 CAR-T|"Dose Escalation:After enrollment ,Participants complete the PBMC apheresis,then complete the Lymphocyte clearance,and then receive the dose climning test: 3×10e6/kg，6 ×10e6/kg，9×10e6/kg.~Dose Expansion:Participants receive a single dose (at the MTD determined)."
60029566|NCT04745559|Experimental|Treatment|Pneumococcal conjugate vaccine (PCV13) .5 ml will be administered intramuscularly three times: 7 days (range 4 to 21 days) before apheresis collection and on day +30 (range +21 to +37) and day +90 (range +75 to +115) after CAR T cell infusion.
60029626|NCT05554575|Experimental|BT-007 CD7 CAR-T cells in R/R T-LBL|Subjects will receive BT-007 CD7 CAR-T cells infusion on Day 0 : 100% of total dose.
60029629|NCT01318317|Experimental|Treatment (cellular adoptive immunotherapy following PBSCT)|Patients receive standard salvage chemotherapy per standard practice and undergo standard mobilization for stem cell collection with G-CSF and/or plerixafor. Some patients may also receive rituximab IV within 4 weeks of transplant. Patients receive standard myeloablative conditioning followed by autologous PBSCT. Patients then undergo infusion of ex vivo expanded autologous TCM-enriched CD8+ T cells expressing CD19-specific CAR on day 2 or 3 after transplant.
60029644|NCT04325841|Experimental|Autologous Murine Anti-CD19 CAR-T treatment|
60029922|NCT05538195|Experimental|Intravenous of CEA-targeted CAR-T|Infusion of CEA-targeted CAR-T cells by dose of 3-10x10^6 cells/kg
60029923|NCT05538195|Experimental|intraperitoneal injection of CEA-targeted CAR-T|Infusion of CEA-targeted CAR-T cells by dose of 1-10x10^6 cells/kg
59405504|NCT05256641|Experimental|Group I (acalabrutinib)|Beginning day 90, patients receive acalabrutinib PO QD and then PO BID once no longer on prophylactic antifungal (CYP34A inhibitors) until day 365 in the absence of disease progression or unacceptable toxicity.
59405505|NCT05256641|Experimental|Group II (acalabrutinib)|Beginning day 60, patients receive acalabrutinib PO QD and then PO BID from day 74 if there are no dose reductions until day 365 in the absence of disease progression or unacceptable toxicity.
59405506|NCT05256641|Experimental|Group III (acalabrutinib)|Beginning anytime between days 28-104, patients receive acalabrutinib PO BID until day 365 in the absence of disease progression or unacceptable toxicity.
59405631|NCT04735471|Experimental|ADI-001 Dose Escalation|ADI-001 is administered via infusion with ascending dose levels as a single dose to determine the maximum tolerated dose (MTD) or maximum assessed dose (MAD) of ADI-001 (Part 1a).
59405632|NCT04735471|Experimental|ADI-001 Dose Extension|ADI-001 is administered via infusion at MAD/MTD to evaluate the safety of multiple doses (Part 1b).
59405633|NCT04735471|Experimental|ADI-001 Dose Expansion|Dose Expansion ADI-001 is administered via infusion at the MTD/MAD to confirm recommended phase 2 dose (Part 2).
59405644|NCT04661384|Experimental|Treatment (IL13Ralpha2-CAR T cells)|Patients receive IL13Ralpha2-CAR T cells ICV over 5 minutes on day 1. Treatment repeats every 7 days for 4 cycles in the absence of disease progression or unacceptable toxicity.
59657521|NCT05659628|Experimental|CAR-T combined with anti-PD1 treatment group|CD19-7×19 CAR-T combined with Tislelizumab
59657582|NCT02537977|Experimental|CAR-T cells|Autologous 2nd generation CD19-directed CAR-T cells
59657731|NCT05379569|Experimental|conditioning regimen with Malilane,cyclophosphamide and fludarabine|Malilane 3.2mg/kg/d *4d (-5,-4,-3,-2day) cyclophosphamide 25mg/kg/d*4d (-9-8,-7,-6 day) fludarabine 30mg/m2/d*4d (-9-8,-7,-6 day) Donor stem cells will be transfused at 0 days.
59657732|NCT05379569|Active Comparator|conditioning regimen with Malilane and cyclophosphamide|malilane 3.2mg/kg *4d (-5,-4,-3,-2day) cyclophosphamide 50mg/kg/d*2d (-2,-1day) Donor stem cells will be transfused at 0 days.
60031693|NCT05515185|Experimental|KT095 CAR-T|KT095 CAR-T injection Intravenous infusion
60031739|NCT05514327|Experimental|treatment group|ultra-fraction radiotherapy + CAR-T
60031915|NCT03173417|Experimental|IM19 CART|All patients will be treated with fludarabine and cyclophosphamide for 3 days,then,CAR-T cells expressing CD19 CAR will be infused 24-96 hours later.
59658242|NCT05382377|Experimental|KD-025 cell infusion|Each subject will receive KD-025 cell infusion
59406652|NCT05620680|Experimental|Treatment group|CD7 CAR-T treatment group
60032664|NCT04280133|Experimental|Educational Video Tool|Patients randomized to the intervention arm will watch a 3-minute video educational tool about CAR-T cell therapy prior to admission for CAR-T cell therapy.
60032665|NCT04280133|No Intervention|Standard Care|Patients randomized to the control arm will receive usual care per the treating team. Any questions regarding CAR-T cell therapy will be directed to the patient's medical team
59658616|NCT05639972|Experimental|Conditioning, E7 TCR-T cells, and aldesleukin|Participants will receive a conditioning regimen consisting of cyclophosphamide and fludarabine followed by E7 TCR-T cells cells IV x 1 dose, followed by aldesleukin every 8 hours for up to 3 doses.
60033601|NCT05422521|Experimental|identification of predictive and prognostic biomarkers|
59660063|NCT05588440|Experimental|Phase 1: Dose Escalation|Patients will receive a conditioning regimen of cyclophosphamide and fludarabine intravenously (IV) followed by ONCT-808 IV infusion escalated sequentially with a target dose consistent with the dose required by cohort being enrolled to determine Phase 2 dose (RP2d) regimen(s). Participants may receive bridging therapy that is appropriate to the subject's disease and treatment history if clinically indicated to maintain disease stability.
59660064|NCT05588440|Experimental|Phase 2: Dose Expansion|Patients with LBCL or MCL will receive ONCT-808 for each RP2D regimen determined in Phase 1.
60035702|NCT03191773|Experimental|Anti-CD19 CAR transduced T cells|Patients will receive a lymphodepleting preconditioning regimen with Fludarabine and Cyclophosphamide followed by anti-CD19 CAR-transduced T cells.
60036080|NCT03182803|Experimental|Anti-CTLA-4/PD-1 expressing meso-CAR-T|This study have only one arm that is the CTLA-4/PD-1 antibodies expressing mesoCAR-T cells group. All patients with advanced solid tumors will take part in the screening, who matching all the conditions will be chosen for the treatment.New CAR-T cells are cultured from PBMC and returned to the patients by venous transfusion.
59288875|NCT04194931|Experimental|Mixed BCMA/CD19 CAR-T Transfer|Subjects with BCMA/CD19+ multiple myeloma will be infused with CD19-targeting CAR T Cells and BCMA-targeting CAR T Cells in one time or in parts
60036695|NCT05385263|Experimental|NIVOLUMAB|All patients enrolled will be given nivolumab ( 3mg/kg IV) on day +5 Patients with CAR-T expansion<100 cells/microL on day +7 will be given 1 additional dose of nivolumab (3mg/kg IV) on day +19 (two weeks after first dose of nivolumab).
60036839|NCT05085431|Experimental|Treatment of Sjogren's Syndrome|Experimental：Administration of CD19/BCMA CAR T-cells A dose levels of 1-4*10E6/kg are administrated for each subject.
59409447|NCT04650451|Experimental|HER2-targeted dual-switch CAR-T cells|Subjects will receive one dose of BPX-603 on Day 1, followed by rimiducid IV infusion weekly (as tolerated) starting on Day 8 and continued until treatment discontinuation criteria are met.
59409479|NCT04526834|Experimental|CD30 positive NHL subtypes|"(ALCL, PTCL-NOS, ENKTCL, DLBCL-NOS, PMBCL)~Dose Level 1~Dose Level 2~Dose Level 3"
59409573|NCT04257578|Experimental|Treatment (acalabrutinib, axicabtagene ciloleucel)|Beginning up to 3 weeks and at least 24 hours prior to leukapheresis, patients receive acalabrutinib PO every 12 hours. Treatment continues in the absence of disease progression or unacceptable toxicity. Patients also receive axicabtagene ciloleucel IV at 36-96 hours after completion of lymphodepleting chemotherapy.
60037625|NCT04846439|Experimental|CAR-T infusion|CD19 and BCMA CAR-T cells were infused into complete remission acute leukemia patients with PTR sequentially, with（1.0-2.0）×10e7/kg respectively. Each patient was followed up for 1 years.
60037726|NCT02659943|Experimental|LEVEL 1 - Participants Who Received 0.66x10^6 CAR T Cells Only|LEVEL 1 - participants who received - 0.66x10^6 Chimeric Antigen Receptor (CAR) T cells only
60037727|NCT02659943|Experimental|LEVEL 1 Foll/by LEVEL 2-Participants Who Received - 0.66x10^6 CAR T Cells Foll/by 2x10^6 CAR T Cells|LEVEL 1 followed by LEVEL 2 - participants who received - 0.66x10^6 Chimeric Antigen Receptor (CAR) T cells followed by 2x10^6 CAR T cells
60037728|NCT02659943|Experimental|LEVEL 1 Foll/by LEVEL 3 - Participants Who Received 0.66x10^6 CAR T Cells Foll/by 6x10^6 CAR T Cells|LEVEL 1 followed by LEVEL 3 - participant who received - 0.66x10^6 Chimeric Antigen Receptor (CAR) T cells followed by 6x10^6 CAR T cells
60037729|NCT02659943|Experimental|LEVEL 2 - Participants Who Received 2x10^6 CAR T Cells Only|LEVEL 2 - participants who received - 2x10^6 Chimeric Antigen Receptor (CAR) T cells only
60037730|NCT02659943|Experimental|LEVEL 2 Followed by LEVEL 3-Participants Who Received 2x10^6 CAR T Cells Foll/by 6x10^6 CAR T Cells|LEVEL 2 followed by LEVEL 3 - participants who received - 2x10^6 Chimeric Antigen Receptor (CAR) T cells followed by 6x10^6 CAR T cells
60037731|NCT02659943|Experimental|LEVEL 3 - Participants Who Received 6x10^6 CAR T Cells Only|LEVEL 3 - participants who received - 6x10^6 Chimeric Antigen Receptor (CAR) T cells only
60038099|NCT05017883|Experimental|TAA05 cell injection|TAA6 cell injection#Targeting FLT3 autologous chimeric antigen receptor T cells#
59662658|NCT05172596|Experimental|PHE885|Patients will receive PHE885
59667135|NCT04185038|Experimental|ARM A (Tumor Cavity Infusion)|Patients with non-DIPG supratentorial tumors for which CAR T cells will be delivered into the tumor resection cavity
59667136|NCT04185038|Experimental|ARM B (Ventricular System Infusion)|Patients with non-DIPG either infratentorial tumors or leptomeningeal tumors for which the CAR T cells will be delivered into the ventricular system
59667137|NCT04185038|Experimental|ARM C (DIPG)|Patients with DIPG for whom CAR T cells will be delivered into the ventricular system
59411531|NCT05315778|Experimental|Anti-BCMA CAR T-cells infusion|R/R ITP patients will accept infusion of autologous anti-BCMA CAR T-cells with a total of 1.0-2.0×10e7/Kg. The patients will be follow-up for 6 months post CAR T-cell therapy.
60039811|NCT05131763|Experimental|KD-025|NKG2D-based CAR T-cells Injection; Dosage:1-10x10^6/kg, 70ml/time, The CAR-T cells will be administered by i.v. or hepatic portal artery injection over 20-30 minutes Frequency: total one time
60039860|NCT05097443|Experimental|Orelabrutinib+R+chemotherapy|Orelabrutinib+R-CHOP;Orelabrutinib+R-DA-EPOCH;Orelabrutinib+R-HD MTX；Orelabrutinib+R+other regimens
60040884|NCT03090659|Experimental|LCAR-B38M treatment group|r/r multiple myeloma patients be treated with a split doses of LCAR-B38M cells. Total dose of 0.5-5 millions /kg cells will be administered at day 0, day 2 and day 6 by split dose (20%, 30% and 50% respectively).
60041097|NCT05302037|Experimental|Dose-Escalation Arm|Four infusions of CTM-N2D at escalating doses: 1x10^7, 1x10^8, 3x10^8 or 1x10^9 per infusion at an interval of one infusion every 7 days.
60041098|NCT05302037|Experimental|Optimal Dose Arm|Four infusions of CTM-N2D at the optimal dose (expected to be 1x10^9) at an interval of one infusion every 7 days.
59412689|NCT05464719|Experimental|Loncastuximab Tesirine|Participants will receive Loncastuximab Tesirine (lonca) by vein.
59412833|NCT05274451|Experimental|Experimental LYL797|ROR1-targeted CAR T cells
59665842|NCT03666000|Experimental|Dose Level 1|"PBCAR0191, 3 x 10^5 CAR T cells per kg body weight.~In this study, PBCAR0191, allogeneic anti-CD19 CAR T Cells, is used to treat patients with relapsed or refractory (r/r) Non-Hodgkin Lymphoma and r/r B-cell Acute Lymphoblastic Leukemia.~Route of Administration: Intravenous infusion.~Lymphodepletion Conditioning: Lymphodepletion will be conducted several days prior to PBCAR0191 infusion. A combination of fludarabine and cyclophosphamide will be used for lymphodepletion."
59665843|NCT03666000|Experimental|Dose Level 2|PBCAR0191, 1 x 10^6 CAR T cells per kg body weight.
59665844|NCT03666000|Experimental|Dose Level 3a|PBCAR0191, 3 x 10^6 CAR T cells per kg body weight.
59665845|NCT03666000|Experimental|Dose Level 4|PBCAR0191, 6 x 10^6 CAR T cells per kg body weight as 2 administrations of 3 x 10^6 CAR T cells per kg body weight administered after a single lymphodepletion.
59665846|NCT03666000|Experimental|Dose Level 4b|PBCAR0191, 500 x 10^6 CAR T cells (flat dose)
60043783|NCT05633615|Experimental|Step I (lymphodepleting chemotherapy)|Patients receive lymphodepleting chemotherapy consisting of fludarabine IV and cyclophosphamide IV on study. Patients then receive tisagenlecleucel IV, axicabtagene ciloleucel IV, or lisocabtagene maraleucel IV on study.
60043784|NCT05633615|Experimental|Step II Arm I (mosunetuzumab)|Patients receive mosunetuzumab IV on study. Patients also undergo PET-CT and/or CT and undergo collection of blood and tissue samples throughout the study.
60043785|NCT05633615|Experimental|Step II Arm II (polatuzumab vedotin)|Patients receive polatuzumab vedotin IV on study. Patients also undergo PET-CT and/or CT and undergo collection of blood and tissue samples throughout the study.
60043786|NCT05633615|Experimental|Step II Arm III (polatuzumab vedotin, mosunetuzumab)|Patients receive polatuzumab vedotin IV and mosunetuzumab IV on study. Patients also undergo PET-CT and/or CT and undergo collection of blood and tissue samples throughout the study.
60043787|NCT05633615|Active Comparator|Step II Arm IV (observation)|Patients undergo observation on study. Patients also undergo PET-CT and/or CT and undergo collection of blood and tissue samples throughout the study. Patients with subsequent progression within 12 months of CAR T-cell therapy may crossover to Arm III.
60043811|NCT05587543|Experimental|CAR-T|Target A positivity was assigned to CAR-T cell therapy.
60043812|NCT05587543|Experimental|TCR-T|Target A negative, Target B positive and Target C positive were assigned to TCR-T cell treatment group.
59413368|NCT04432506|Experimental|Treatment (cyclophosphamide, fludarabine, axi-cel, anakinra)|Patients receive cyclophosphamide IV over 60 minutes and fludarabine IV over 30 minutes on days -5 to -3 in the absence of disease progression or unacceptable toxicity. Patients then receive axicabtagene ciloleucel IV over 30 minutes or less on day 0 and anakinra SC on days 0-6 in the absence of disease progression or unacceptable toxicity.
60044388|NCT02442297|Experimental|HER2-specific T cells - High Risk|Subjects with HER2 staining of Grade 3 (51-100% of cells staining for HER2) and intensity scores of 3+ will be assigned to the High Risk arm. Three cell dosing schedules (1, 2, 3) consisting of combinations of three cell doses (A, B, C) will be evaluated.
60044389|NCT02442297|Experimental|HER2-specific T cells - Standard Risk|All other patients not meeting the high risk description will be assigned to the Standard Risk arm. Three cell dosing schedules (1, 2, 3) consisting of combinations of three cell doses (A, B, C) will be evaluated.
59413499|NCT04071366|Experimental|Part 1: Open Label Itacitinib Once Daily|During Part 1, all participants receive itacitinib 200mg once daily (open label) for 30 days. The study population will include participants receiving any approved IEC for an approved indication.
59413500|NCT04071366|Experimental|Part 2: Double-Blind Itacitinib Twice Daily|During Part 2, participants will be randomized to receive itacitinib 200mg or placebo twice daily for 30 days. The study population also includes participants who are receiving Yescarta for relapsed or refractory large B-cell lymphoma or follicular lymphoma.
59413656|NCT03435796|Other|Participants exposed to Gene-modified (GM) T cell therapy|
59413974|NCT01087294|Experimental|1A/T cell Arm (closed)|Dose escalation of CAR+ T cells based on the patients actual body-weight
59413975|NCT01087294|Experimental|1B/T memory stem cell arm|Dose Escalation with 5 dose levels of CAR+ T memory cells based on the patients actual body-weight
59413976|NCT01087294|Other|2/Donor arm|Leukapheresis
60045718|NCT05623488|Experimental|Dose Level 1|3.00 x 10^7 CAR T cells administered intratumoral
60045719|NCT05623488|Experimental|Dose Level -1|3.00 x 10^6 CAR T cells administered intratumoral
59414481|NCT03882840|Experimental|itNK cell therapy group|Patient-originated and induced T-to-natural killer (ITNK) cells, will be administrated to kill tumor cells.
59414497|NCT03198546|Other|CAR-T cell therapy group|Appropriate patients who could benefit from the GPC3 and TGFβ targeting CAR-T cell therapy against HCC are chosen to be the CAR-T cell therapy group.
60045899|NCT05457010|Experimental|CD123-Specific Adapter (SPRX002) and Universal CAR-Modified T Cell (ARC-T Cells)|Arm 1: Phase 1 Study of monovalent CD123-Specific Adapter (SPRX002) and Universal CAR-Modified T cell (ARC-T Cells) for the Treatment of Patients with Relapsed or Refractory Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndromes
60045905|NCT05454241|Experimental|anti-CD7 UCAR-T cells|
60045915|NCT05442580|Experimental|Cohort A Dose Level 1: Relapsed/Refractory Acute Myeloid Leukemia (AML)|Cohort A Dose Level 1: Adult patients ages ≥ 18 with acute myeloid leukemia (AML) who have not achieved remission after at least two lines of prior therapy will receive a single fixed dose of 3x10(6) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045916|NCT05442580|Experimental|Cohort A Dose Level -1 :Relapsed/Refractory Acute Myeloid Leukemia (AML)|Cohort A Dose Level -1: Adult patients ages ≥ 18 with acute myeloid leukemia (AML) will receive a single fixed dose of 7x10(5) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045917|NCT05442580|Experimental|Cohort A Dose Level 2 :Relapsed/Refractory Acute Myeloid Leukemia (AML)|Cohort A Dose Level 2: Adult patients ages ≥ 18 with acute myeloid leukemia (AML) will receive a single fixed dose of 7x10(6) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045918|NCT05442580|Experimental|Cohort A Dose Level 3 :Relapsed/Refractory Acute Myeloid Leukemia (AML)|Cohort A Dose Level 3: Adult patients ages ≥ 18 with acute myeloid leukemia (AML) will receive a single fixed dose of 3x10(7) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045919|NCT05442580|Experimental|Cohort B Dose Level 1: Multiple Myeloma (MM)|Cohort B Dose Level 1 - Adult patients ages ≥ 18 with Multiple Myeloma (MM) who have not achieved remission after at least two lines of prior therapy will receive a single fixed dose of 3x10(6) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045920|NCT05442580|Experimental|Cohort B Dose Level -1: Multiple Myeloma (MM)|Cohort B Dose Level -1 - Adult patients ages ≥ 18 with Multiple Myeloma (MM) who have not achieved remission after at least two lines of prior therapy will receive a single fixed dose of 7x10(5) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045921|NCT05442580|Experimental|Cohort B Dose Level 2: Multiple Myeloma (MM)|Cohort B Dose Level 2 - Adult patients ages ≥ 18 with Multiple Myeloma (MM) who have not achieved remission after at least two lines of prior therapy will receive a single fixed dose of 7x10(6) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045922|NCT05442580|Experimental|Cohort B Dose Level 3: Multiple Myeloma (MM)|Cohort B Dose Level 3 - Adult patients ages ≥ 18 with Multiple Myeloma (MM) who have not achieved remission after at least two lines of prior therapy will receive a single fixed dose of 3x10(7) CART 38 Cells via intravenous infusion on Day 0, following lymphodepleting chemotherapy with cyclophosphamide or fludarabine based on physician discretion.
60045931|NCT05432635|Experimental|Treatment (CMV-specific CD19-CAR T cells, triplex vaccine)|"CONDITIONING REGIMEN: Patients receive standard conditioning regimen (typically carmustine, etoposide, cytarabine, melphalan) beginning approximately on day -9 in the absence of disease progression or unacceptable toxicity.~TRANSPLANTATION: Patients undergo autoHSCT on day -2.~CAR T-CELLS AND VACCINATION: Patients receive CMV-specific CD19-CAR T cells IV on day 0 and CMV-MVA triplex vaccine IM on days 28 and 56 in the absence of disease progression or unacceptable toxicity."
59414806|NCT03590574|Experimental|AUTO4|Relapsed or refractory T cell non-Hodgkin Lymphoma patients
59667482|NCT02723942|Experimental|CAR-T cell immunotherapy|Enrolled patients will receive CAR-T cell immunotherapy with a novel specific Chimeric antigen receptor aiming at GPC3 antigen by infusion.
59667483|NCT02723942|No Intervention|no intervention|no intervention
59667487|NCT05015972|Experimental|CTA30X UCAR-T treatment|CD19+ R/R B Hematologic Malignancies patients be treated with a single dose of CTA30X UCAR-T cells. Total dose of(5-30)*10E6/kg cells will be administered at Day 0
59667526|NCT02715362|Experimental|TAI-GPC3-CART cells|A single dose of GPC3-CART cells will be administered by transcatheter arterial infusion(TAI) mediated as one dose infusion. The dose is 1-10x106/kg GPC3-CAR positive T cells. The infusion will be scheduled to occur 2 days after a single dose of 1.5 grams/m2 of cyclophosphamide. Patients will undergo cannula--DSA radiography--CAR-T cells perfused into hepatic artery. The cells perfusion process would last 15min to 2 h, and the specific time depends on patent's tumor-burdened state.
60046439|NCT04877613|Experimental|Cohort 1: single dose of 5x10^7 CART-GFRa4 cells via intravenous infusion|
60046440|NCT04877613|Experimental|Cohort -1: single dose of 2x10^7 CART-GFRa4 cells via intravenous infusion|
60046441|NCT04877613|Experimental|Cohort 2: single dose of 1x10^8 CART-GFRa4 cells via intravenous infusion|
60046442|NCT04877613|Experimental|Cohort 3: single fixed dose of 3x10^8 CART-GFRa4 cells via intravenous infusion|
60046669|NCT04499339|Experimental|All eligible patients|
60046675|NCT04484012|Experimental|Treatment (CD19 CAR T cells, acalabrutinib)|Patients receive acalabrutinib PO BID on days -5 to 28 of cycle 1 and on days 1-28 of subsequent cycles. Patients also receive CD19 CAR T cells IV on day 0. Treatment with acalabrutinib repeats every 28 days for up to 6 cycles in the absence of disease progression or unacceptable toxicity. Patients who have not attained CR after the first disease assessment and tolerated the initial CAR T cell infusion may receive a second CAR T cell infusion in cycle 2.
59415936|NCT05665062|Experimental|SYNCAR-001 + STK-009|"Dose escalation: A single fixed dose of autologous SYNCAR-001 CAR-T intravenously (IV) will be administered in combination with repeated sequential ascending doses of STK-009 subcutaneously (SC)~Dose extension: A single fixed dose of autologous SYNCAR-001 CAR-T IV will be administered in combination with repeated doses of STK-009 SC at the RP2D"
59415995|NCT05322330|Experimental|XPO-1 Inhibitor+CAR-T Cells|XPO-1 Inhibitor plus CAR-T Cells
59668046|NCT02706782|Experimental|TAI-meso-CART|A single dose of meso-CART cells will be administered by vascular interventional mediated as one dose infusions. The dose is 1-10x106/kg meso-CAR positive T cells. The infusion will be scheduled to occur 2 days after a single dose of 1.5 grams/m2 of cyclophosphamide, which will be administered according to standard procedures. Patients will undergo cannula--DSA radiography--CAR-T cells perfusion. The cells perfusion process would lasts 15min to 2 h, and the specific time depends on patent's tumor-burdened state.
60047195|NCT03585764|Experimental|Cohort 1: MOv19-BBz CAR T cells without chemo|Cohort 1: (n= 3 to 6 subjects): Single infusion of 1-3x107 /m2 lentivirally transduced MOv19-BBz CAR T cells on day 0 without lymphodepleting chemotherapy.
60047196|NCT03585764|Experimental|Cohort 2: MOv19-BBz CAR T cells after chemo|Cohort 2: (n= 3 to 6 subjects): Single infusion of 1-3x107 /m2 lentivirally transduced MOv19-BBz CAR T cells on day 0 beginning 3 days (+/- 1 day) after lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
60047197|NCT03585764|Experimental|Cohort 3: MOv19-BBz CAR T cells after chemo|Cohort 3: (n=3 to 6 subjects): Single infusion of 1-3x108 lentivirally transduced MOv19-BBz CAR T cells on day 0 beginning 3 days (+/- 1 day) after lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
60047198|NCT03585764|Experimental|Cohort-1: without chemo;only if dose de-escalation required|Cohort -1: (n= 3 to 6 subjects): Single Infusion of 1-3x106 /m2 lentivirally transduced MOv19-BBz CAR T cells on day 0 without lymphodepleting chemotherapy. Up to 6 subjects will be infused in Cohort -1 with ≤ 1 DLT/6 subjects to establish the MTD.
60047216|NCT03549442|Experimental|Phase A|Safety Run-in to test the safety of CART-BCMA + huCART19 as split-dose infusions after lymphodepleting chemotherapy with cyclophosphamide + fludarabine in patients who have relapsed/refractory myeloma after two prior regimens but who are responding to their current therapy.
60047217|NCT03549442|Experimental|Phase B|Randomization Phase in which patients responding to first or second-line therapy will receive either CART-BCMA alone (Cohort 1) or CART-BCMA + huCART19 (Cohort 2) as split-doses after lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
60047218|NCT03549442|Experimental|Phase C|Single-dose infusion phase to test the safety of single-dose infusion of CART-BCMA alone (Cohort 1) and CART-BCMA + huCART19 (Cohort 2) as single-dose infusions after lymphodepleting chemotherapy with cyclophosphamide + fludarabine in patients responding to first- or second-line therapy.
60047219|NCT03549442|Experimental|Phase A Expansion|Once safety of CART-BCMA/huCART19 combination therapy is established in Phase A, an expansion of Phase A will occur in which the Phase A target population (patients with relapsed/refractory multiple myeloma responding to a standard salvage therapy regimen) will receive both CART-BCMA and huCART19. Enrollment into the Phase A Expansion may occur concurrently with Phase B once opened.
60047295|NCT03288493|Experimental|Phase 1: P-BCMA-101 CAR-T cells|Single ascending dose cohorts, given in a single intravenous infusion of CAR-T cells. Rimiducid may be administered as indicated.
