id|nct_id|responsible_party_type|name|title|organization|affiliation|old_name_title
30986293|NCT04670055|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
30914785|NCT04205409|Sponsor|||||
30986377|NCT04657965|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
30986379|NCT04658004|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
30986479|NCT04665063|Sponsor|||||
31066682|NCT04003168|Sponsor|||||
31141517|NCT02456350|Sponsor|||||
30915233|NCT05568680|Sponsor|||||
30915394|NCT03548207|Sponsor|||||
30987231|NCT04638270|Principal Investigator|Xi Zhang, MD|Chef of Hematology Department||Xinqiao Hospital of Chongqing|
31067606|NCT03573700|Sponsor|||||
30987384|NCT03455972|Sponsor|||||
30916948|NCT03585517|Sponsor|||||
30987613|NCT04627740|Principal Investigator|Qingzhu Jia, M.D.|Secretary||Xinqiao Hospital of Chongqing|
30987649|NCT04626765|Sponsor|||||
30987657|NCT04626726|Sponsor|||||
31142257|NCT03207178|Sponsor|||||
30917127|NCT05028933|Principal Investigator|Weijia Fang, MD|professor||Zhejiang University|
30917177|NCT03975907|Sponsor|||||
30987780|NCT02903810|Principal Investigator|Jiang Cao|Director of Hematology||Xuzhou Medical University|
31068297|NCT02547948|Sponsor|||||
31068312|NCT04010877|Sponsor|||||
31142601|NCT03118180|Principal Investigator|He Huang|Professor||Zhejiang University|
30988143|NCT04890236|Principal Investigator|Edmund Waller|Principal Investigator||Emory University|
31068615|NCT04119024|Sponsor|||||
30988422|NCT04601181|Sponsor|||||
30988484|NCT04599543|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31068909|NCT04089215|Sponsor|||||
31142884|NCT03185494|Principal Investigator|Han weidong|PI||Chinese PLA General Hospital|
30988803|NCT04603872|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
30988819|NCT04626908|Sponsor-Investigator|He Huang|Clinical Professor||Zhejiang University|
30988825|NCT04626752|Sponsor|||||
30989150|NCT04617704|Principal Investigator|Weijun Fu|Director of Hematology Department||Shanghai Changzheng Hospital|
31143429|NCT05008575|Principal Investigator|Xi Zhang, MD|chef of hemotology department||Xinqiao Hospital of Chongqing|
31143722|NCT03361748|Sponsor|||||
30989521|NCT04595162|Sponsor|||||
30920316|NCT05596266|Sponsor|||||
30920422|NCT05137275|Principal Investigator|Jin Li|Director||Shanghai East Hospital|
31070405|NCT04085159|Sponsor|||||
31070440|NCT04696731|Sponsor|||||
31070662|NCT04004637|Sponsor|||||
31070724|NCT05277753|Sponsor|||||
31070815|NCT05590221|Sponsor|||||
31144903|NCT03114670|Principal Investigator|Chen Hu|Affiliated Hospital to Academy of Military Medical Sciences||Affiliated Hospital to Academy of Military Medical Sciences|
31144929|NCT04440436|Sponsor|||||
30990316|NCT04609241|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31071638|NCT05546723|Sponsor|||||
31071714|NCT05388695|Sponsor|||||
31225691|NCT05179603|Sponsor|||||
31071743|NCT05312801|Sponsor|||||
31225715|NCT03283631|Sponsor-Investigator|Gary Archer Ph.D.|Assistant Professor of Neurosurgery||Duke University|
31146487|NCT03726515|Sponsor|||||
30990944|NCT04572308|Sponsor|||||
31225841|NCT03267173|Sponsor|||||
31225921|NCT03258047|Principal Investigator|Wenbin Qian|Doctor||First Affiliated Hospital of Zhejiang University|
31147357|NCT04097301|Sponsor|||||
31072667|NCT02664363|Sponsor-Investigator|Daniel Landi|Assistant Professor of Pediatrics and Neurosurgery||Duke University|
31171446|NCT04850560|Sponsor|||||
30922343|NCT04359784|Sponsor|||||
31226060|NCT04966143|Sponsor|||||
30991296|NCT04991948|Sponsor|||||
31147927|NCT04385173|Sponsor|||||
31072870|NCT03958656|Principal Investigator|James Kochenderfer, M.D.|Principal Investigator||National Cancer Institute (NCI)|
31148085|NCT03706547|Sponsor-Investigator|Peng Liu|Professor||Shanghai Zhongshan Hospital|
31148345|NCT05309213|Sponsor|||||
31148383|NCT04640909|Sponsor|||||
30922641|NCT03373097|Principal Investigator|Franco Locatelli|Haematology-Oncology Department Chief||Bambino Gesù Hospital and Research Institute|
31148498|NCT01192464|Principal Investigator|Helen Heslop|Professor||Baylor College of Medicine|
30922693|NCT05437341|Sponsor|||||
30922694|NCT05437328|Sponsor|||||
30922695|NCT05437315|Sponsor|||||
30991503|NCT04546893|Sponsor|||||
30922716|NCT05436509|Sponsor|||||
30922717|NCT05436496|Sponsor|||||
30991564|NCT04539444|Sponsor|||||
31149380|NCT03671460|Sponsor|||||
30991820|NCT04532268|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31149640|NCT03464916|Sponsor|||||
31074216|NCT03851146|Sponsor|||||
31149761|NCT03661554|Sponsor|||||
31150028|NCT03758417|Sponsor|||||
31226735|NCT04430595|Sponsor|||||
30992018|NCT04553393|Principal Investigator|Han weidong|Professor||Chinese PLA General Hospital|
31150130|NCT03318861|Sponsor|||||
31150190|NCT05420493|Sponsor|||||
31150384|NCT03984968|Principal Investigator|Sheng-Li Xue, MD|Professor||The First Affiliated Hospital of Soochow University|
30992160|NCT04550663|Principal Investigator|Baorui Liu|Professor of Medicine||The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School|
31226936|NCT04864821|Sponsor|||||
31151240|NCT04384393|Sponsor|||||
31151393|NCT04176913|Principal Investigator|WEI XU|Chief Physician of hematology department||The First Affiliated Hospital with Nanjing Medical University|
31075149|NCT04082910|Principal Investigator|Han weidong|Principal Investigator||Chinese PLA General Hospital|
31152367|NCT01355965|Sponsor|||||
31153058|NCT03952923|Sponsor|||||
31153251|NCT05665725|Sponsor-Investigator|Timothy Voorhees|Principal Investigator||Ohio State University Comprehensive Cancer Center|
31153316|NCT05648019|Sponsor|||||
31153612|NCT04657861|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
30992622|NCT04537442|Sponsor|||||
31227470|NCT04853277|Principal Investigator|Kenneth Meehan|Staff Physician||Dartmouth-Hitchcock Medical Center|
31153800|NCT03605238|Principal Investigator|Wei Shihui|Professor of Neuro-Ophthalmology||Chinese PLA General Hospital|
31076311|NCT04007978|Principal Investigator|MEI HENG|Principal Investigator||Wuhan Union Hospital, China|
31154356|NCT04083495|Sponsor|||||
31154388|NCT03873805|Sponsor|||||
31154406|NCT03648372|Sponsor|||||
31154561|NCT02132624|Sponsor|||||
31154595|NCT05370547|Principal Investigator|Han weidong|Director of Biotherapeutic Department||Chinese PLA General Hospital|
31154676|NCT02134262|Principal Investigator|Keiya Ozawa|Professor||Jichi Medical University|
30992811|NCT04534634|Principal Investigator|Xiaowen Tang|Chief Physician||The First Affiliated Hospital of Soochow University|
31154890|NCT03579888|Sponsor|||||
30924798|NCT01735604|Principal Investigator|Han weidong|PI||Chinese PLA General Hospital|
31155246|NCT05190185|Sponsor|||||
31227831|NCT03232619|Sponsor|||||
31155594|NCT03181126|Sponsor|||||
31227882|NCT04792593|Sponsor|||||
31155741|NCT05391490|Sponsor|||||
31155794|NCT05085418|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31155824|NCT03068416|Sponsor|||||
31227951|NCT05473221|Principal Investigator|He Huang|Professor||Zhejiang University|
31156127|NCT04443829|Sponsor|||||
31156934|NCT05020392|Principal Investigator|MEI HENG|Proferssor, Cheif Doctor||Wuhan Union Hospital, China|
31156951|NCT04881240|Sponsor|||||
31157006|NCT04512716|Sponsor|||||
30812920|NCT04410900|Sponsor|||||
31157043|NCT04146051|Sponsor|||||
30812978|NCT04025216|Sponsor|||||
31157065|NCT03938987|Sponsor|||||
31077772|NCT04045847|Sponsor|||||
31228128|NCT04745559|Sponsor|||||
31088066|NCT03980288|Principal Investigator|TingBo Liang|Professor||Zhejiang University|
31228161|NCT05554575|Sponsor|||||
31228163|NCT01318317|Sponsor|||||
31228176|NCT04325841|Sponsor|||||
30813545|NCT05650749|Sponsor-Investigator|Stephan Grupp MD PhD|Chief, Cell Therapy and Transplant Section Director, Susan S. and Stephen P. Kelly Center for Cancer Immunotherapy Medical Director, Cell and Gene Therapy Lab||Children's Hospital of Philadelphia|
30813618|NCT05480449|Sponsor-Investigator|Stephan Grupp MD PhD|Chief, Cell Therapy and Transplant Section Director, Susan S. and Stephen P. Kelly Center for Cancer Immunotherapy Medical Director, Cell and Gene Therapy Lab||Children's Hospital of Philadelphia|
30813819|NCT04789408|Sponsor|||||
31228313|NCT05538195|Sponsor|||||
30813902|NCT04318678|Sponsor|||||
30813984|NCT03829540|Sponsor-Investigator|Huda Salman|Director, Hematologic Malignancies Service and Director, CAR T Cellular Therapy Program||Indiana University|
31158709|NCT03674463|Sponsor|||||
30814498|NCT01460901|Principal Investigator|Doug Myers|Principal Investigator||Children's Mercy Hospital Kansas City|
30814516|NCT04888468|Sponsor|||||
30814538|NCT04556266|Sponsor|||||
31159376|NCT03559764|Sponsor|||||
31159655|NCT00881920|Principal Investigator|Carlos Ramos|Assistant Professor||Baylor College of Medicine|
30993661|NCT03853616|Sponsor|||||
30815290|NCT04196205|Principal Investigator|LiFei|M.D.,Ph.D.||The First Affiliated Hospital of Nanchang University|
31160189|NCT05626400|Sponsor|||||
31229198|NCT05515185|Sponsor|||||
31229224|NCT05514327|Principal Investigator|Ruanjing|Docter||Peking Union Medical College Hospital|
31160494|NCT05208853|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31229316|NCT03173417|Sponsor|||||
31079985|NCT05225831|Sponsor|||||
30816011|NCT02992834|Sponsor-Investigator|jiangjingting|Professor||The First People's Hospital of Changzhou|
31229677|NCT04280133|Principal Investigator|Patrick C. Johnson, MD|Principal Investigator||Massachusetts General Hospital|
31161264|NCT05106946|Sponsor|||||
30816382|NCT03159819|Principal Investigator|Bin Wang|Attending physician||Changhai Hospital|
31080620|NCT05393986|Sponsor|||||
31230191|NCT05422521|Sponsor|||||
30817085|NCT03696784|Sponsor|||||
30996581|NCT04322292|Principal Investigator|AnGang|Deputy Chief Physician||Institute of Hematology & Blood Diseases Hospital|
30817242|NCT05312476|Sponsor|||||
30817312|NCT04088890|Sponsor|||||
31080931|NCT05458297|Sponsor|||||
31080949|NCT05377827|Sponsor|||||
31080953|NCT05353530|Sponsor|||||
31081003|NCT05081479|Sponsor|||||
31081043|NCT04778579|Sponsor-Investigator|Sara V. Latorre|Clinical Research Manager||Institut d'Investigacions Biomèdiques August Pi i Sunyer|
31081097|NCT04404660|Sponsor|||||
30817544|NCT05381181|Sponsor|||||
31081207|NCT03144583|Sponsor-Investigator|Sara V. Latorre|Clinical Research Manager||Institut d'Investigacions Biomèdiques August Pi i Sunyer|
31081448|NCT04696432|Sponsor|||||
31081455|NCT04648046|Sponsor-Investigator|Steven Deeks|Professor||University of California, San Francisco|
31081484|NCT04557436|Sponsor|||||
31081496|NCT04510051|Sponsor|||||
30996859|NCT01218867|Principal Investigator|Steven Rosenberg, M.D.|Principal Investigator||National Cancer Institute (NCI)|
31163016|NCT03525782|Principal Investigator|Size Chen|Professor||The First Affiliated Hospital of Guangdong Pharmaceutical University|
30818313|NCT04762485|Sponsor|||||
31163222|NCT05429905|Sponsor|||||
31163259|NCT04173988|Principal Investigator|Xiaowen Zhai|vice president||Children's Hospital of Fudan University|
30997103|NCT04317885|Principal Investigator|Aibin Liang，MD，Ph.D.|Director, Department of Hematology||Shanghai Tongji Hospital, Tongji University School of Medicine|
31231256|NCT03191773|Sponsor|||||
30818485|NCT03030976|Sponsor|||||
31231452|NCT03182803|Sponsor|||||
31082283|NCT03502577|Sponsor|||||
31164446|NCT02932956|Principal Investigator|Andras Heczey|Assistant Professor||Baylor College of Medicine|
30997693|NCT02792114|Sponsor|||||
31164475|NCT02290951|Sponsor|||||
31082669|NCT04014881|Principal Investigator|MEI HENG|Principal Investigator||Wuhan Union Hospital, China|
31231776|NCT05385263|Sponsor|||||
31231855|NCT05085431|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
30819268|NCT03602157|Sponsor|||||
31164862|NCT05059912|Sponsor|||||
30819305|NCT03049449|Principal Investigator|James Kochenderfer, M.D.|Principal Investigator||National Cancer Institute (NCI)|
30819547|NCT05164770|Principal Investigator|Wang Xin|Director of Department of Hematology||Shandong Provincial Hospital|
31232260|NCT04846439|Sponsor|||||
31232313|NCT02659943|Principal Investigator|James Kochenderfer, M.D.|Principal Investigator||National Cancer Institute (NCI)|
30998605|NCT04264039|Principal Investigator|Xi Zhang, MD|Chef of Hematology Department||Xinqiao Hospital of Chongqing|
30998970|NCT04844866|Sponsor|||||
30998974|NCT04815356|Sponsor|||||
31165662|NCT04976218|Principal Investigator|Han weidong|Director of Bio-therapeutic Department||Chinese PLA General Hospital|
31171749|NCT01475058|Principal Investigator|Cameron Turtle|Principal Investigator||Fred Hutchinson Cancer Center|
30999008|NCT04483778|Principal Investigator|Colleen Annesley|Medical Director, Seattle Children's Therapeutics||Seattle Children's Hospital|
31165762|NCT05038696|Sponsor|||||
31232505|NCT05017883|Sponsor|||||
30999416|NCT05625594|Sponsor|||||
31083702|NCT05350787|Principal Investigator|He Huang|President/Proffessor||Zhejiang University|
30999470|NCT05352542|Sponsor-Investigator|jianming xu|Leading Site Principal Investigator||The Affiliated Hospital of the Chinese Academy of Military Medical Sciences|
30999767|NCT00840853|Principal Investigator|Carlos Ramos|Professor||Baylor College of Medicine|
31166311|NCT05150522|Principal Investigator|YuLi|Professor||Shenzhen University General Hospital|
31083995|NCT04008251|Sponsor|||||
31084040|NCT04011293|Principal Investigator|Chunyan Ji|Professor||Shandong University|
30821027|NCT03126864|Sponsor|||||
31166628|NCT03638167|Principal Investigator|Rebecca Gardner|Medical Director, Immunotherapy||Seattle Children's Hospital|
31166645|NCT03598179|Principal Investigator|JianYong Li|Professor||The First Affiliated Hospital with Nanjing Medical University|
30821348|NCT03383952|Principal Investigator|Xiulian Sun|Principal Investigator||Immune Cell, Inc.|
31167097|NCT03576807|Sponsor-Investigator|Xin Wang|The clinical research of targeted CD20-CART cells treatment for refractory or recurrence B lymphocyte lymphoma||Shanghai Longyao Biotechnology Inc., Ltd.|
30821547|NCT01583686|Principal Investigator|Steven Rosenberg, M.D.|Principal Investigator||National Cancer Institute (NCI)|
31233355|NCT05131763|Sponsor|||||
31233387|NCT05097443|Principal Investigator|Wang Xin|Director of Department of Hematology||Shandong Provincial Hospital|
31001403|NCT02862028|Sponsor|||||
31167583|NCT02194374|Sponsor|||||
30821930|NCT03366324|Sponsor|||||
31001623|NCT05199961|Sponsor|||||
30930767|NCT01864889|Principal Investigator|Han weidong|PI||Chinese PLA General Hospital|
30930768|NCT01864902|Principal Investigator|Han weidong|PI||Chinese PLA General Hospital|
31001779|NCT05654077|Sponsor|||||
31168164|NCT03672253|Sponsor|||||
31168173|NCT02905188|Principal Investigator|Tannaz Armaghnay|Assistant Professor||Baylor College of Medicine|
31002394|NCT02782351|Sponsor-Investigator|Kai Lin Xu; Jun Nian Zheng|President||Xuzhou Medical University|
31168272|NCT04952272|Sponsor|||||
31002444|NCT05340829|Sponsor-Investigator|He Huang|President/Proffessor||Zhejiang University|
31002505|NCT04975555|Principal Investigator|Mayur Narkhede|Assistant Professor||University of Alabama at Birmingham|
31233902|NCT03090659|Sponsor|||||
31002543|NCT04226989|Sponsor-Investigator|He Huang|Clinical Professor||Zhejiang University|
31234017|NCT05302037|Sponsor|||||
31085879|NCT03980691|Principal Investigator|Linghua LI|Vice Chief physician||Guangzhou 8th People's Hospital|
30931487|NCT05510596|Sponsor|||||
30931567|NCT05225363|Sponsor|||||
31169380|NCT04969354|Sponsor|||||
30931772|NCT04074330|Sponsor|||||
31169968|NCT04732845|Sponsor-Investigator|Benjamin Tomlinson|Principal Investigator||Case Comprehensive Cancer Center|
31170119|NCT03434769|Sponsor-Investigator|Benjamin Tomlinson|Principal Investigator||Case Comprehensive Cancer Center|
30823701|NCT05341492|Sponsor|||||
30823711|NCT03310008|Sponsor|||||
31003585|NCT04860817|Sponsor|||||
31004252|NCT05323201|Sponsor|||||
31005550|NCT04205838|Sponsor|||||
31171957|NCT03463928|Principal Investigator|Han weidong|Director of Molecular & Immunological Department, Biotherapeutic Department, Chinese PLA General Hospital||Chinese PLA General Hospital|
31172122|NCT04697940|Sponsor-Investigator|Han weidong|Professor||Chinese PLA General Hospital|
31006091|NCT04844086|Sponsor|||||
31089347|NCT05371132|Sponsor|||||
31235453|NCT05633615|Sponsor|||||
31235462|NCT05587543|Principal Investigator|Ji Dongmei|Chief Doctor||Fudan University|
31172539|NCT04828174|Principal Investigator|Xianmin Song, MD|principal investigator||Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|
31235706|NCT02442297|Principal Investigator|Nabil Ahmed|Assistant Professor||Baylor College of Medicine|
31089774|NCT03931720|Sponsor|||||
31006580|NCT05252572|Principal Investigator|He Huang|The President of The First Affiliated Hospital, College of Medicine, Zhejiang University||Zhejiang University|
31090012|NCT03919240|Sponsor|||||
31173047|NCT02081937|Principal Investigator|Quanshun Wang|Dr.||Chinese PLA General Hospital|
30825623|NCT03291444|Sponsor|||||
31091161|NCT03879382|Sponsor|||||
31007138|NCT02846584|Principal Investigator|Jieping Chen|Head of Hematology Department||Southwest Hospital, China|
31173368|NCT05472610|Sponsor|||||
31007227|NCT00902044|Principal Investigator|Nabil Ahmed|Associate Professor, Pediatric Hematology Oncology, Center for Cell and Gene Therapy||Baylor College of Medicine|
31173698|NCT05243212|Principal Investigator|Dr. Hila Magen|Head of Multiple Myeloma Unit in Sheba Medical Center||Sheba Medical Center|
31173720|NCT05128786|Sponsor|||||
31007343|NCT02842138|Principal Investigator|Jun Zhu|Principal Investigator||Peking University|
31173786|NCT04782193|Sponsor|||||
31173787|NCT04781634|Sponsor|||||
31173788|NCT04776330|Sponsor|||||
31173814|NCT04649983|Sponsor|||||
31173815|NCT04648475|Sponsor|||||
31173843|NCT04511871|Sponsor|||||
31173862|NCT04348643|Sponsor|||||
31173872|NCT04272151|Sponsor|||||
31173873|NCT04272125|Sponsor|||||
31173874|NCT04271800|Sponsor|||||
31173875|NCT04271644|Sponsor|||||
31173876|NCT04271410|Sponsor|||||
31173877|NCT04265963|Sponsor|||||
31236394|NCT05623488|Sponsor|||||
31236474|NCT05457010|Sponsor|||||
31236477|NCT05454241|Sponsor-Investigator|Ying Wang|Professor||Institute of Hematology & Blood Diseases Hospital|
31236482|NCT05442580|Sponsor|||||
31236489|NCT05432635|Sponsor|||||
31174089|NCT04788472|Principal Investigator|He Huang|Professor||Zhejiang University|
31007611|NCT04156243|Sponsor|||||
31236720|NCT04877613|Sponsor|||||
31236824|NCT04499339|Sponsor|||||
31236829|NCT04484012|Sponsor|||||
31007840|NCT05016778|Principal Investigator|He Huang|Chief Physician||Zhejiang University|
31237075|NCT03585764|Sponsor|||||
31237085|NCT03549442|Sponsor|||||
31237124|NCT03288493|Sponsor|||||
31237164|NCT03054298|Sponsor|||||
31237174|NCT02935543|Sponsor|||||
31237237|NCT02277522|Sponsor|||||
31237246|NCT02030847|Sponsor|||||
31237256|NCT01837602|Sponsor|||||
31008146|NCT02822326|Sponsor|||||
31092455|NCT03796390|Sponsor|||||
31175947|NCT02915445|Principal Investigator|Wei Wang|Dr||Sichuan University|
31092554|NCT05620732|Principal Investigator|YuLi|Professor||Shenzhen University General Hospital|
31238328|NCT05091541|Sponsor|||||
31176248|NCT04703686|Sponsor|||||
31092646|NCT05495464|Sponsor|||||
31238552|NCT04981691|Principal Investigator|Jun Zhang|Chief of Department of Oncology||Ruijin Hospital|
30936299|NCT04693676|Sponsor|||||
31238723|NCT05106907|Sponsor|||||
31176598|NCT03366350|Sponsor|||||
30936403|NCT03117751|Sponsor|||||
30936431|NCT01840566|Sponsor|||||
31092970|NCT03993743|Principal Investigator|Chen Zhinan|Director of National Translational Science Center for Molecular Medicine||Air Force Military Medical University, China|
31177059|NCT04503980|Sponsor|||||
30826210|NCT05605197|Sponsor|||||
31239386|NCT04436029|Sponsor|||||
31239445|NCT05123209|Sponsor|||||
31177780|NCT03488160|Sponsor|||||
31177833|NCT03540303|Sponsor|||||
31010064|NCT04204161|Sponsor|||||
31178741|NCT05459870|Sponsor|||||
31178869|NCT05585996|Sponsor|||||
31178919|NCT04706936|Sponsor|||||
31010563|NCT02728882|Sponsor|||||
31010707|NCT02713984|Sponsor-Investigator|Zhi Yang|Researcher of Biotherpy Center||Southwest Hospital, China|
31240628|NCT04429451|Principal Investigator|Lung-Ji Chang|President||Shenzhen Geno-Immune Medical Institute|
31240868|NCT05043571|Sponsor|||||
31011151|NCT05333302|Sponsor|||||
31179634|NCT05393804|Sponsor|||||
31179716|NCT04952584|Principal Investigator|Premal Lulla|Assistant Professor||Baylor College of Medicine|
31241052|NCT05030779|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31179908|NCT02601313|Sponsor|||||
31180131|NCT03473496|Sponsor|||||
31241402|NCT05290155|Principal Investigator|Xianmin Song, MD|principal investigator||Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|
31241648|NCT05281809|Sponsor-Investigator|John Lister|Chief, Division of Hematology and Cellular Therapy at Allegheny Health Network||Allegheny Singer Research Institute (also known as Allegheny Health Network Research Institute)|
30827115|NCT03196830|Sponsor|||||
31241692|NCT04796441|Sponsor|||||
31012221|NCT02685670|Principal Investigator|Chengzhi|Director of Department of Hematology||The Second Affiliated Hospital of Henan University of Traditional Chinese Medicine|
31241699|NCT04796675|Principal Investigator|MEI HENG|Proferssor, Cheif Doctor||Wuhan Union Hospital, China|
31241703|NCT04803929|Sponsor|||||
31241729|NCT04785833|Sponsor|||||
31241910|NCT05199519|Sponsor|||||
31241936|NCT04790747|Principal Investigator|He Huang|Professor||Zhejiang University|
31242112|NCT05474885|Sponsor|||||
31180851|NCT04489862|Principal Investigator|Xiaorong Dong|Director||Wuhan Union Hospital, China|
31242245|NCT04433221|Sponsor|||||
31012802|NCT04169932|Sponsor|||||
31180993|NCT05398614|Sponsor|||||
31242364|NCT05412329|Principal Investigator|Juan Du|Clinical Professor||Shanghai Changzheng Hospital|
31181215|NCT03710421|Sponsor|||||
31013027|NCT02652910|Principal Investigator|Qingzhu Jia, M.D.|Director of Department of Cancer||Xinqiao Hospital of Chongqing|
30827526|NCT04877080|Sponsor|||||
30827528|NCT05381662|Sponsor|||||
31242638|NCT04977193|Sponsor|||||
31013488|NCT04163302|Principal Investigator|Quanshun Wang|Chief of Hematology Department of Hainan Hospital of PLA General Hospital; Vice Chief of Hematology Department of PLA General Hospital||Chinese PLA General Hospital|
31013552|NCT04289220|Sponsor|||||
31095429|NCT05631912|Principal Investigator|Han weidong|Director of Biotherapeutic Department||Chinese PLA General Hospital|
31181595|NCT03919526|Principal Investigator|Xianmin Song, MD|principal investigator||Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|
31181598|NCT05488132|Principal Investigator|Kai Lin Xu，MD|President||Xuzhou Medical University|
31095551|NCT05397184|Sponsor|||||
31181630|NCT03265106|Sponsor|||||
31181666|NCT03262298|Sponsor|||||
31242954|NCT04951141|Sponsor|||||
31095636|NCT05169489|Sponsor|||||
31014355|NCT03624036|Sponsor|||||
31014369|NCT05210907|Sponsor|||||
31243049|NCT03060343|Sponsor-Investigator|Yu Fenglei|Chief of the Thoracic Surgery Department||Second Xiangya Hospital of Central South University|
31095829|NCT04539366|Sponsor|||||
31182029|NCT05211557|Sponsor|||||
31182045|NCT05477446|Principal Investigator|Zhao Wang|Head of hematology, Principal Investigator, Clinical Professor||Beijing Friendship Hospital|
31095850|NCT04404595|Sponsor|||||
31095890|NCT04231747|Sponsor|||||
31015106|NCT03275493|Sponsor|||||
31182240|NCT03222674|Principal Investigator|Lung-Ji Chang|President||Shenzhen Geno-Immune Medical Institute|
31096095|NCT02414269|Sponsor|||||
31096106|NCT02208362|Sponsor|||||
31096219|NCT03870945|Sponsor|||||
31096446|NCT03720496|Sponsor|||||
31182579|NCT03208556|Principal Investigator|Jun Zhu|Professor||Peking University|
31182707|NCT02303821|Sponsor|||||
31244489|NCT04427449|Principal Investigator|Lung-Ji Chang|President||Shenzhen Geno-Immune Medical Institute|
31244494|NCT04812691|Sponsor|||||
31244567|NCT04787263|Sponsor|||||
31182954|NCT05194709|Sponsor|||||
31244645|NCT04340167|Sponsor|||||
31244684|NCT04134325|Sponsor|||||
31097098|NCT05099237|Sponsor|||||
31244922|NCT05535673|Principal Investigator|Mingzhi Zhang|Principal Investigator||Zhengzhou University|
31183165|NCT02439788|Principal Investigator|Andras Heczey|Assistant Professor||Baylor College of Medicine|
30828376|NCT05248048|Sponsor|||||
31245337|NCT04892277|Sponsor|||||
31097726|NCT03943472|Sponsor|||||
31183462|NCT03182816|Sponsor|||||
31183474|NCT03185468|Principal Investigator|Lung-Ji Chang|President||Shenzhen Geno-Immune Medical Institute|
31245529|NCT05528887|Sponsor|||||
31245608|NCT05523661|Principal Investigator|Xianmin Song, MD|principal investigator||Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine|
31097992|NCT03937544|Principal Investigator|Prof. Dr S Fadilah Abdul Wahid|Head of Pusat Terapi Sel / Principal Investigator||National University of Malaysia|
30828520|NCT04480788|Sponsor|||||
31183727|NCT02706392|Principal Investigator|David Maloney|Professor, Clinical Research Division||Fred Hutchinson Cancer Center|
31183733|NCT02416466|Sponsor|||||
31017584|NCT02876978|Sponsor|||||
31017611|NCT04303520|Sponsor|||||
30828665|NCT03166878|Principal Investigator|Han weidong|Director of Molecular & Immunological Department, Bio-therapeutic Department||Chinese PLA General Hospital|
31246085|NCT05478343|Sponsor|||||
31246444|NCT05480501|Sponsor|||||
31246492|NCT05472857|Sponsor|||||
31246544|NCT05477927|Principal Investigator|Yongsheng Wang|Director of Institute of Drug Clinical Trial of West China Hospital||Sichuan University|
31247233|NCT04973527|Sponsor|||||
31184592|NCT02535364|Sponsor|||||
31247542|NCT05421663|Sponsor|||||
31247609|NCT04840875|Sponsor|||||
31184750|NCT03070327|Sponsor|||||
31099469|NCT03890198|Sponsor|||||
31099491|NCT03881774|Sponsor|||||
31248575|NCT04219319|Principal Investigator|WEI XU|Chief Physician of hematology department||The First Affiliated Hospital with Nanjing Medical University|
31019207|NCT02873390|Sponsor|||||
31248917|NCT04599556|Principal Investigator|He Huang|The President of The First Affiliated Hospital, College of Medicine, Zhejiang University||Zhejiang University|
30829929|NCT04268706|Sponsor|||||
31249702|NCT02348216|Sponsor|||||
31019908|NCT02729493|Sponsor|||||
31250373|NCT03994913|Sponsor|||||
31020069|NCT02725125|Sponsor|||||
31250503|NCT04136275|Sponsor-Investigator|Marcela V. Maus, M.D.,Ph.D.|Sponsor Investigator||Massachusetts General Hospital|
31100287|NCT03448978|Sponsor|||||
31020380|NCT02710149|Principal Investigator|Shiqi Li|Researcher of Biotherapy Center||Southwest Hospital, China|
31185917|NCT03672305|Principal Investigator|LiTao|Principal Investigator||The Second Hospital of Nanjing Medical University|
31251472|NCT03651128|Sponsor|||||
31020569|NCT03500991|Principal Investigator|Rebecca Gardner|Medical Director, Immunotherapy||Seattle Children's Hospital|
31020930|NCT04107142|Sponsor|||||
31252421|NCT04150913|Sponsor-Investigator|Marcela V. Maus, M.D.,Ph.D.|Sponsor-Investigator||Massachusetts General Hospital|
31186284|NCT03473457|Sponsor|||||
31252647|NCT01454596|Principal Investigator|Steven Rosenberg, M.D.|Principal Investigator||National Cancer Institute (NCI)|
31252689|NCT02215967|Principal Investigator|James Kochenderfer, M.D.|Principal Investigator||National Cancer Institute (NCI)|
31186342|NCT05155215|Sponsor|||||
31021248|NCT02917083|Principal Investigator|Carlos Ramos|Associate Professor||Baylor College of Medicine|
31021415|NCT04303247|Principal Investigator|Xi Zhang, MD|Chef of Hematology Department||Xinqiao Hospital of Chongqing|
31186465|NCT03672851|Sponsor|||||
31100795|NCT05170568|Sponsor|||||
