id|nct_id|result_group_id|ctgov_group_code|title|period|description|count|milestone_description|count_units
43954515|NCT01593696|59207719|FG003|COMPLETED|Dose Expansion||16||
43954516|NCT01593696|59207716|FG000|NOT COMPLETED|Dose Expansion||0||
43954517|NCT01593696|59207717|FG001|NOT COMPLETED|Dose Expansion||0||
43954518|NCT01593696|59207718|FG002|NOT COMPLETED|Dose Expansion||1||
43954519|NCT01593696|59207719|FG003|NOT COMPLETED|Dose Expansion||0||
43984067|NCT03330834|59242899|FG000|STARTED|Overall Study||1||
43984068|NCT03330834|59242899|FG000|COMPLETED|Overall Study||1||
43984069|NCT03330834|59242899|FG000|NOT COMPLETED|Overall Study||0||
43989964|NCT03761056|59250083|FG000|STARTED|Overall Study||42||
43989965|NCT03761056|59250083|FG000|COMPLETED|Overall Study||0||
43989966|NCT03761056|59250083|FG000|NOT COMPLETED|Overall Study||42||
44299225|NCT02706405|59558251|FG000|STARTED|Overall Study||5||
44299226|NCT02706405|59558252|FG001|STARTED|Overall Study||3||
44299227|NCT02706405|59558253|FG002|STARTED|Overall Study||3||
44299228|NCT02706405|59558254|FG003|STARTED|Overall Study||1||
44299229|NCT02706405|59558255|FG004|STARTED|Overall Study||1||
44299230|NCT02706405|59558256|FG005|STARTED|Overall Study||3||
44299231|NCT02706405|59558257|FG006|STARTED|Overall Study||6||
44299232|NCT02706405|59558258|FG007|STARTED|Overall Study||7||
44299233|NCT02706405|59558251|FG000|COMPLETED|Overall Study||1||
44299234|NCT02706405|59558252|FG001|COMPLETED|Overall Study||1||
44299235|NCT02706405|59558253|FG002|COMPLETED|Overall Study||3||
44299236|NCT02706405|59558254|FG003|COMPLETED|Overall Study||0||
44299237|NCT02706405|59558255|FG004|COMPLETED|Overall Study||1||
44299238|NCT02706405|59558256|FG005|COMPLETED|Overall Study||2||
44299239|NCT02706405|59558257|FG006|COMPLETED|Overall Study||3||
44299240|NCT02706405|59558258|FG007|COMPLETED|Overall Study||1||
44299241|NCT02706405|59558251|FG000|NOT COMPLETED|Overall Study||4||
44299242|NCT02706405|59558252|FG001|NOT COMPLETED|Overall Study||2||
44299243|NCT02706405|59558253|FG002|NOT COMPLETED|Overall Study||0||
44299244|NCT02706405|59558254|FG003|NOT COMPLETED|Overall Study||1||
44299245|NCT02706405|59558255|FG004|NOT COMPLETED|Overall Study||0||
44299246|NCT02706405|59558256|FG005|NOT COMPLETED|Overall Study||1||
44299247|NCT02706405|59558257|FG006|NOT COMPLETED|Overall Study||3||
44299248|NCT02706405|59558258|FG007|NOT COMPLETED|Overall Study||6||
44299273|NCT02761915|59558331|FG000|STARTED|Overall Study||4||
44299274|NCT02761915|59558332|FG001|STARTED|Overall Study||1||
44299275|NCT02761915|59558333|FG002|STARTED|Overall Study||1||
44299276|NCT02761915|59558334|FG003|STARTED|Overall Study||3||
44299277|NCT02761915|59558335|FG004|STARTED|Overall Study||3||
44299278|NCT02761915|59558336|FG005|STARTED|Overall Study||5||
44299279|NCT02761915|59558331|FG000|Underwent Leukapheresis|Overall Study||4||
44299280|NCT02761915|59558332|FG001|Underwent Leukapheresis|Overall Study||1||
44299281|NCT02761915|59558333|FG002|Underwent Leukapheresis|Overall Study||1||
44299282|NCT02761915|59558334|FG003|Underwent Leukapheresis|Overall Study||3||
44299283|NCT02761915|59558335|FG004|Underwent Leukapheresis|Overall Study||3||
44299284|NCT02761915|59558336|FG005|Underwent Leukapheresis|Overall Study||5||
44299285|NCT02761915|59558331|FG000|Received Investigational Medicinal Product|Overall Study||4||
44299286|NCT02761915|59558332|FG001|Received Investigational Medicinal Product|Overall Study||1||
44299287|NCT02761915|59558333|FG002|Received Investigational Medicinal Product|Overall Study||1||
44299288|NCT02761915|59558334|FG003|Received Investigational Medicinal Product|Overall Study||3||
44299289|NCT02761915|59558335|FG004|Received Investigational Medicinal Product|Overall Study||3||
44299290|NCT02761915|59558336|FG005|Received Investigational Medicinal Product|Overall Study||0||
44299291|NCT02761915|59558331|FG000|COMPLETED|Overall Study||0||
44299292|NCT02761915|59558332|FG001|COMPLETED|Overall Study||0||
44299293|NCT02761915|59558333|FG002|COMPLETED|Overall Study||0||
44299294|NCT02761915|59558334|FG003|COMPLETED|Overall Study||0||
44299295|NCT02761915|59558335|FG004|COMPLETED|Overall Study||0||
44299296|NCT02761915|59558336|FG005|COMPLETED|Overall Study||0||
44299297|NCT02761915|59558331|FG000|NOT COMPLETED|Overall Study||4||
44299298|NCT02761915|59558332|FG001|NOT COMPLETED|Overall Study||1||
44299299|NCT02761915|59558333|FG002|NOT COMPLETED|Overall Study||1||
44299300|NCT02761915|59558334|FG003|NOT COMPLETED|Overall Study||3||
44299301|NCT02761915|59558335|FG004|NOT COMPLETED|Overall Study||3||
44299302|NCT02761915|59558336|FG005|NOT COMPLETED|Overall Study||5||
44029817|NCT01218867|59291704|FG000|STARTED|Overall Study||1||
44029818|NCT01218867|59291705|FG001|STARTED|Overall Study||1||
44029819|NCT01218867|59291706|FG002|STARTED|Overall Study||3||
44029820|NCT01218867|59291707|FG003|STARTED|Overall Study||1||
44029821|NCT01218867|59291708|FG004|STARTED|Overall Study||1||
44029822|NCT01218867|59291709|FG005|STARTED|Overall Study||1||
44029823|NCT01218867|59291710|FG006|STARTED|Overall Study||4||
44029824|NCT01218867|59291711|FG007|STARTED|Overall Study||3||
44029825|NCT01218867|59291712|FG008|STARTED|Overall Study||3||
44029826|NCT01218867|59291713|FG009|STARTED|Overall Study||4||
44029827|NCT01218867|59291714|FG010|STARTED|Overall Study||2||
44029828|NCT01218867|59291704|FG000|COMPLETED|Overall Study||1||
44029829|NCT01218867|59291705|FG001|COMPLETED|Overall Study||1||
44029830|NCT01218867|59291706|FG002|COMPLETED|Overall Study||3||
44029831|NCT01218867|59291707|FG003|COMPLETED|Overall Study||1||
44029832|NCT01218867|59291708|FG004|COMPLETED|Overall Study||1||
44029833|NCT01218867|59291709|FG005|COMPLETED|Overall Study||1||
44029834|NCT01218867|59291710|FG006|COMPLETED|Overall Study||3||
44029835|NCT01218867|59291711|FG007|COMPLETED|Overall Study||3||
44029836|NCT01218867|59291712|FG008|COMPLETED|Overall Study||3||
44029837|NCT01218867|59291713|FG009|COMPLETED|Overall Study||4||
44029838|NCT01218867|59291714|FG010|COMPLETED|Overall Study||2||
44029839|NCT01218867|59291704|FG000|NOT COMPLETED|Overall Study||0||
44029840|NCT01218867|59291705|FG001|NOT COMPLETED|Overall Study||0||
44029841|NCT01218867|59291706|FG002|NOT COMPLETED|Overall Study||0||
44029842|NCT01218867|59291707|FG003|NOT COMPLETED|Overall Study||0||
44029843|NCT01218867|59291708|FG004|NOT COMPLETED|Overall Study||0||
44029844|NCT01218867|59291709|FG005|NOT COMPLETED|Overall Study||0||
44029845|NCT01218867|59291710|FG006|NOT COMPLETED|Overall Study||1||
44029846|NCT01218867|59291711|FG007|NOT COMPLETED|Overall Study||0||
44029847|NCT01218867|59291712|FG008|NOT COMPLETED|Overall Study||0||
44029848|NCT01218867|59291713|FG009|NOT COMPLETED|Overall Study||0||
44029849|NCT01218867|59291714|FG010|NOT COMPLETED|Overall Study||0||
43889844|NCT03602612|59131558|FG000|STARTED|Dose Escalation Phase|No participants were enrolled in this Arm/Group.|0||
43889845|NCT03602612|59131559|FG001|STARTED|Dose Escalation Phase||6||
43889846|NCT03602612|59131560|FG002|STARTED|Dose Escalation Phase||3||
43889847|NCT03602612|59131561|FG003|STARTED|Dose Escalation Phase||2||
43889848|NCT03602612|59131562|FG004|STARTED|Dose Escalation Phase||3||
43889849|NCT03602612|59131563|FG005|STARTED|Dose Escalation Phase||3||
43889850|NCT03602612|59131564|FG006|STARTED|Dose Escalation Phase||0||
43889851|NCT03602612|59131565|FG007|STARTED|Dose Escalation Phase||1||
43889852|NCT03602612|59131566|FG008|STARTED|Dose Escalation Phase||8||
43889853|NCT03602612|59131567|FG009|STARTED|Dose Escalation Phase||1||
43889854|NCT03602612|59131558|FG000|COMPLETED|Dose Escalation Phase||0||
43889855|NCT03602612|59131559|FG001|COMPLETED|Dose Escalation Phase||6||
43889856|NCT03602612|59131560|FG002|COMPLETED|Dose Escalation Phase||3||
43889857|NCT03602612|59131561|FG003|COMPLETED|Dose Escalation Phase||2||
43889858|NCT03602612|59131562|FG004|COMPLETED|Dose Escalation Phase||3||
43889859|NCT03602612|59131563|FG005|COMPLETED|Dose Escalation Phase||3||
43889860|NCT03602612|59131564|FG006|COMPLETED|Dose Escalation Phase||0||
43889861|NCT03602612|59131565|FG007|COMPLETED|Dose Escalation Phase||1||
43889862|NCT03602612|59131566|FG008|COMPLETED|Dose Escalation Phase||0||
43889863|NCT03602612|59131567|FG009|COMPLETED|Dose Escalation Phase||0||
43889864|NCT03602612|59131558|FG000|NOT COMPLETED|Dose Escalation Phase||0||
43889865|NCT03602612|59131559|FG001|NOT COMPLETED|Dose Escalation Phase||0||
43889866|NCT03602612|59131560|FG002|NOT COMPLETED|Dose Escalation Phase||0||
43889867|NCT03602612|59131561|FG003|NOT COMPLETED|Dose Escalation Phase||0||
43889868|NCT03602612|59131562|FG004|NOT COMPLETED|Dose Escalation Phase||0||
43889869|NCT03602612|59131563|FG005|NOT COMPLETED|Dose Escalation Phase||0||
43889870|NCT03602612|59131564|FG006|NOT COMPLETED|Dose Escalation Phase||0||
43889871|NCT03602612|59131565|FG007|NOT COMPLETED|Dose Escalation Phase||0||
43889872|NCT03602612|59131566|FG008|NOT COMPLETED|Dose Escalation Phase||8||
43889873|NCT03602612|59131567|FG009|NOT COMPLETED|Dose Escalation Phase||1||
43889874|NCT03602612|59131558|FG000|STARTED|Dose Expansion Phase||0||
43889875|NCT03602612|59131559|FG001|STARTED|Dose Expansion Phase||0||
43889876|NCT03602612|59131560|FG002|STARTED|Dose Expansion Phase||0||
43889877|NCT03602612|59131561|FG003|STARTED|Dose Expansion Phase||0||
43889878|NCT03602612|59131562|FG004|STARTED|Dose Expansion Phase||0||
43889879|NCT03602612|59131563|FG005|STARTED|Dose Expansion Phase||0||
43889880|NCT03602612|59131564|FG006|STARTED|Dose Expansion Phase||8||
43889881|NCT03602612|59131565|FG007|STARTED|Dose Expansion Phase||1||
43889882|NCT03602612|59131566|FG008|STARTED|Dose Expansion Phase||0||
43889883|NCT03602612|59131567|FG009|STARTED|Dose Expansion Phase||0||
43889884|NCT03602612|59131558|FG000|COMPLETED|Dose Expansion Phase||0||
43889885|NCT03602612|59131559|FG001|COMPLETED|Dose Expansion Phase||0||
43889886|NCT03602612|59131560|FG002|COMPLETED|Dose Expansion Phase||0||
43889887|NCT03602612|59131561|FG003|COMPLETED|Dose Expansion Phase||0||
43889888|NCT03602612|59131562|FG004|COMPLETED|Dose Expansion Phase||0||
43889889|NCT03602612|59131563|FG005|COMPLETED|Dose Expansion Phase||0||
43889890|NCT03602612|59131564|FG006|COMPLETED|Dose Expansion Phase||8||
43889891|NCT03602612|59131565|FG007|COMPLETED|Dose Expansion Phase||1||
43889892|NCT03602612|59131566|FG008|COMPLETED|Dose Expansion Phase||0||
43889893|NCT03602612|59131567|FG009|COMPLETED|Dose Expansion Phase||0||
43889894|NCT03602612|59131558|FG000|NOT COMPLETED|Dose Expansion Phase||0||
43889895|NCT03602612|59131559|FG001|NOT COMPLETED|Dose Expansion Phase||0||
43889896|NCT03602612|59131560|FG002|NOT COMPLETED|Dose Expansion Phase||0||
43889897|NCT03602612|59131561|FG003|NOT COMPLETED|Dose Expansion Phase||0||
43889898|NCT03602612|59131562|FG004|NOT COMPLETED|Dose Expansion Phase||0||
43889899|NCT03602612|59131563|FG005|NOT COMPLETED|Dose Expansion Phase||0||
43889900|NCT03602612|59131564|FG006|NOT COMPLETED|Dose Expansion Phase||0||
43889901|NCT03602612|59131565|FG007|NOT COMPLETED|Dose Expansion Phase||0||
43889902|NCT03602612|59131566|FG008|NOT COMPLETED|Dose Expansion Phase||0||
43889903|NCT03602612|59131567|FG009|NOT COMPLETED|Dose Expansion Phase||0||
44131985|NCT02664363|59395357|FG000|STARTED|Overall Study||3||
44131986|NCT02664363|59395357|FG000|COMPLETED|Overall Study||3||
44131987|NCT02664363|59395357|FG000|NOT COMPLETED|Overall Study||0||
43762143|NCT01460901|58983652|FG000|STARTED|Overall Study|First enrollment|5||
43762144|NCT01460901|58983652|FG000|tV-CTL Infusion|Overall Study||3||
43762145|NCT01460901|58983652|FG000|COMPLETED|Overall Study|Follow-up completed|3||
43762146|NCT01460901|58983652|FG000|NOT COMPLETED|Overall Study||2||
44132526|NCT03958656|59396059|FG000|STARTED|Overall Study||3||
44132527|NCT03958656|59396060|FG001|STARTED|Overall Study||4||
44132528|NCT03958656|59396061|FG002|STARTED|Overall Study||5||
44132529|NCT03958656|59396062|FG003|STARTED|Overall Study||1||
44132530|NCT03958656|59396059|FG000|COMPLETED|Overall Study||3||
44132531|NCT03958656|59396060|FG001|COMPLETED|Overall Study||3||
44132532|NCT03958656|59396061|FG002|COMPLETED|Overall Study||3||
44132533|NCT03958656|59396062|FG003|COMPLETED|Overall Study||1||
44132534|NCT03958656|59396059|FG000|NOT COMPLETED|Overall Study||0||
44132535|NCT03958656|59396060|FG001|NOT COMPLETED|Overall Study||1||
44132536|NCT03958656|59396061|FG002|NOT COMPLETED|Overall Study||2||
44132537|NCT03958656|59396062|FG003|NOT COMPLETED|Overall Study||0||
43779251|NCT03049449|59002675|FG000|STARTED|Overall Study||0||
43779252|NCT03049449|59002676|FG001|STARTED|Overall Study||3||
43779253|NCT03049449|59002677|FG002|STARTED|Overall Study|One participant was enrolled and removed from study with no treatment and was later re-enrolled and treated.|4||
43779254|NCT03049449|59002678|FG003|STARTED|Overall Study|One participant was enrolled and removed from study with no treatment and was later re-enrolled and treated.|8||
43779255|NCT03049449|59002679|FG004|STARTED|Overall Study||5||
43779256|NCT03049449|59002680|FG005|STARTED|Overall Study||0||
43779257|NCT03049449|59002681|FG006|STARTED|Overall Study||3||
43779258|NCT03049449|59002682|FG007|STARTED|Overall Study||1||
43779259|NCT03049449|59002683|FG008|STARTED|Overall Study||1||
43779260|NCT03049449|59002684|FG009|STARTED|Overall Study||1||
43779261|NCT03049449|59002675|FG000|COMPLETED|Overall Study||0||
43779262|NCT03049449|59002676|FG001|COMPLETED|Overall Study||3||
43779263|NCT03049449|59002677|FG002|COMPLETED|Overall Study||3||
43779264|NCT03049449|59002678|FG003|COMPLETED|Overall Study||7||
43779265|NCT03049449|59002679|FG004|COMPLETED|Overall Study||5||
43779266|NCT03049449|59002680|FG005|COMPLETED|Overall Study||0||
43779267|NCT03049449|59002681|FG006|COMPLETED|Overall Study||3||
43779268|NCT03049449|59002682|FG007|COMPLETED|Overall Study||0||
43779269|NCT03049449|59002683|FG008|COMPLETED|Overall Study||0||
43779270|NCT03049449|59002684|FG009|COMPLETED|Overall Study||0||
43779271|NCT03049449|59002675|FG000|NOT COMPLETED|Overall Study||0||
43779272|NCT03049449|59002676|FG001|NOT COMPLETED|Overall Study||0||
43779273|NCT03049449|59002677|FG002|NOT COMPLETED|Overall Study||1||
43779274|NCT03049449|59002678|FG003|NOT COMPLETED|Overall Study||1||
43779275|NCT03049449|59002679|FG004|NOT COMPLETED|Overall Study||0||
43779276|NCT03049449|59002680|FG005|NOT COMPLETED|Overall Study||0||
43779277|NCT03049449|59002681|FG006|NOT COMPLETED|Overall Study||0||
43779278|NCT03049449|59002682|FG007|NOT COMPLETED|Overall Study||1||
43779279|NCT03049449|59002683|FG008|NOT COMPLETED|Overall Study||1||
43779280|NCT03049449|59002684|FG009|NOT COMPLETED|Overall Study||1||
43785052|NCT01583686|59010244|FG000|STARTED|Overall Study||3||
43785053|NCT01583686|59010245|FG001|STARTED|Overall Study||3||
43785054|NCT01583686|59010246|FG002|STARTED|Overall Study||3||
43785055|NCT01583686|59010247|FG003|STARTED|Overall Study||3||
43785056|NCT01583686|59010248|FG004|STARTED|Overall Study||3||
43785057|NCT01583686|59010244|FG000|COMPLETED|Overall Study||3||
43785058|NCT01583686|59010245|FG001|COMPLETED|Overall Study||3||
43785059|NCT01583686|59010246|FG002|COMPLETED|Overall Study||3||
43785060|NCT01583686|59010247|FG003|COMPLETED|Overall Study||3||
43785061|NCT01583686|59010248|FG004|COMPLETED|Overall Study||3||
43785062|NCT01583686|59010244|FG000|NOT COMPLETED|Overall Study||0||
43785063|NCT01583686|59010245|FG001|NOT COMPLETED|Overall Study||0||
43785064|NCT01583686|59010246|FG002|NOT COMPLETED|Overall Study||0||
43785065|NCT01583686|59010247|FG003|NOT COMPLETED|Overall Study||0||
43785066|NCT01583686|59010248|FG004|NOT COMPLETED|Overall Study||0||
43917882|NCT03019055|59165646|FG000|STARTED|Overall Study||0||
43917883|NCT03019055|59165647|FG001|STARTED|Overall Study||3||
43917884|NCT03019055|59165648|FG002|STARTED|Overall Study||3||
43917885|NCT03019055|59165649|FG003|STARTED|Overall Study||20||
43917886|NCT03019055|59165646|FG000|COMPLETED|Overall Study||0||
43917887|NCT03019055|59165647|FG001|COMPLETED|Overall Study||3||
43917888|NCT03019055|59165648|FG002|COMPLETED|Overall Study||3||
43917889|NCT03019055|59165649|FG003|COMPLETED|Overall Study||20||
43917890|NCT03019055|59165646|FG000|NOT COMPLETED|Overall Study||0||
43917891|NCT03019055|59165647|FG001|NOT COMPLETED|Overall Study||0||
43917892|NCT03019055|59165648|FG002|NOT COMPLETED|Overall Study||0||
43917893|NCT03019055|59165649|FG003|NOT COMPLETED|Overall Study||0||
43923772|NCT02028455|59172430|FG000|STARTED|Enrollment and Preliminary Assessments||7||
43923773|NCT02028455|59172431|FG001|STARTED|Enrollment and Preliminary Assessments||12||
43923774|NCT02028455|59172432|FG002|STARTED|Enrollment and Preliminary Assessments||7||
43923775|NCT02028455|59172433|FG003|STARTED|Enrollment and Preliminary Assessments||5||
43923776|NCT02028455|59172434|FG004|STARTED|Enrollment and Preliminary Assessments||6||
43923777|NCT02028455|59172435|FG005|STARTED|Enrollment and Preliminary Assessments||6||
43923778|NCT02028455|59172436|FG006|STARTED|Enrollment and Preliminary Assessments||4||
43923779|NCT02028455|59172437|FG007|STARTED|Enrollment and Preliminary Assessments||120||
43923780|NCT02028455|59172430|FG000|COMPLETED|Enrollment and Preliminary Assessments||7||
43923781|NCT02028455|59172431|FG001|COMPLETED|Enrollment and Preliminary Assessments||12||
43923782|NCT02028455|59172432|FG002|COMPLETED|Enrollment and Preliminary Assessments||7||
43923783|NCT02028455|59172433|FG003|COMPLETED|Enrollment and Preliminary Assessments||5||
43923784|NCT02028455|59172434|FG004|COMPLETED|Enrollment and Preliminary Assessments||6||
43923785|NCT02028455|59172435|FG005|COMPLETED|Enrollment and Preliminary Assessments||6||
43923786|NCT02028455|59172436|FG006|COMPLETED|Enrollment and Preliminary Assessments||0||
43923787|NCT02028455|59172437|FG007|COMPLETED|Enrollment and Preliminary Assessments||103||
43923788|NCT02028455|59172430|FG000|NOT COMPLETED|Enrollment and Preliminary Assessments||0||
43923789|NCT02028455|59172431|FG001|NOT COMPLETED|Enrollment and Preliminary Assessments||0||
43923790|NCT02028455|59172432|FG002|NOT COMPLETED|Enrollment and Preliminary Assessments||0||
43923791|NCT02028455|59172433|FG003|NOT COMPLETED|Enrollment and Preliminary Assessments||0||
43923792|NCT02028455|59172434|FG004|NOT COMPLETED|Enrollment and Preliminary Assessments||0||
43923793|NCT02028455|59172435|FG005|NOT COMPLETED|Enrollment and Preliminary Assessments||0||
43923794|NCT02028455|59172436|FG006|NOT COMPLETED|Enrollment and Preliminary Assessments||4||
43923795|NCT02028455|59172437|FG007|NOT COMPLETED|Enrollment and Preliminary Assessments||17||
43923796|NCT02028455|59172430|FG000|STARTED|Treatment(T Cell Infusion) and Follow up||7||
43923797|NCT02028455|59172431|FG001|STARTED|Treatment(T Cell Infusion) and Follow up||12||
43923798|NCT02028455|59172432|FG002|STARTED|Treatment(T Cell Infusion) and Follow up||7||
43923799|NCT02028455|59172433|FG003|STARTED|Treatment(T Cell Infusion) and Follow up||5||
43923800|NCT02028455|59172434|FG004|STARTED|Treatment(T Cell Infusion) and Follow up||6||
43923801|NCT02028455|59172435|FG005|STARTED|Treatment(T Cell Infusion) and Follow up||6||
43923802|NCT02028455|59172436|FG006|STARTED|Treatment(T Cell Infusion) and Follow up||0||
43923803|NCT02028455|59172437|FG007|STARTED|Treatment(T Cell Infusion) and Follow up||103||
43923804|NCT02028455|59172430|FG000|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923805|NCT02028455|59172431|FG001|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923806|NCT02028455|59172432|FG002|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923807|NCT02028455|59172433|FG003|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923808|NCT02028455|59172434|FG004|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923809|NCT02028455|59172435|FG005|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923810|NCT02028455|59172436|FG006|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923811|NCT02028455|59172437|FG007|COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923812|NCT02028455|59172430|FG000|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||7||
43923813|NCT02028455|59172431|FG001|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||12||
43923814|NCT02028455|59172432|FG002|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||7||
43923815|NCT02028455|59172433|FG003|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||5||
43923816|NCT02028455|59172434|FG004|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||6||
43923817|NCT02028455|59172435|FG005|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||6||
43923818|NCT02028455|59172436|FG006|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||0||
43923819|NCT02028455|59172437|FG007|NOT COMPLETED|Treatment(T Cell Infusion) and Follow up||103||
