id|nct_id|mesh_term|downcase_mesh_term|mesh_type
210035654|NCT03904069|Leukemia|leukemia|mesh-list
210035655|NCT03904069|Leukemia, Myeloid|leukemia, myeloid|mesh-list
210035656|NCT03904069|Leukemia, Myeloid, Acute|leukemia, myeloid, acute|mesh-list
210035657|NCT03904069|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
210035658|NCT03904069|Neoplasms|neoplasms|mesh-ancestor
209817250|NCT03473457|Leukemia|leukemia|mesh-list
209817251|NCT03473457|Leukemia, Myeloid|leukemia, myeloid|mesh-list
209817252|NCT03473457|Leukemia, Myeloid, Acute|leukemia, myeloid, acute|mesh-list
209817253|NCT03473457|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209817254|NCT03473457|Neoplasms|neoplasms|mesh-ancestor
209817606|NCT05155215|Lymphoma|lymphoma|mesh-list
209817607|NCT05155215|Neoplasms|neoplasms|mesh-list
209817608|NCT05155215|Lymphoma, Mantle-Cell|lymphoma, mantle-cell|mesh-list
209817609|NCT05155215|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-list
209817610|NCT05155215|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-list
209817611|NCT05155215|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209817612|NCT05155215|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209817613|NCT05155215|Immune System Diseases|immune system diseases|mesh-ancestor
209817614|NCT05155215|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-ancestor
209818354|NCT03672851|Leukemia|leukemia|mesh-list
209818355|NCT03672851|Acute Disease|acute disease|mesh-list
209818356|NCT03672851|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209818357|NCT03672851|Neoplasms|neoplasms|mesh-ancestor
209818358|NCT03672851|Disease Attributes|disease attributes|mesh-ancestor
209818359|NCT03672851|Pathologic Processes|pathologic processes|mesh-ancestor
209820501|NCT04684563|Leukemia|leukemia|mesh-list
209820502|NCT04684563|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209820503|NCT04684563|Leukemia, Lymphocytic, Chronic, B-Cell|leukemia, lymphocytic, chronic, b-cell|mesh-list
209820504|NCT04684563|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209820505|NCT04684563|Neoplasms|neoplasms|mesh-ancestor
209820506|NCT04684563|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209820507|NCT04684563|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209820508|NCT04684563|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209820509|NCT04684563|Immune System Diseases|immune system diseases|mesh-ancestor
209820510|NCT04684563|Leukemia, Lymphoid|leukemia, lymphoid|mesh-ancestor
209820511|NCT04684563|Leukemia, B-Cell|leukemia, b-cell|mesh-ancestor
209820512|NCT04684563|Chronic Disease|chronic disease|mesh-ancestor
209820513|NCT04684563|Disease Attributes|disease attributes|mesh-ancestor
209820514|NCT04684563|Pathologic Processes|pathologic processes|mesh-ancestor
209824728|NCT03664661|Multiple Myeloma|multiple myeloma|mesh-list
209824729|NCT03664661|Neoplasms, Plasma Cell|neoplasms, plasma cell|mesh-list
209824730|NCT03664661|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209824731|NCT03664661|Neoplasms|neoplasms|mesh-ancestor
209824732|NCT03664661|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
209824733|NCT03664661|Vascular Diseases|vascular diseases|mesh-ancestor
209824734|NCT03664661|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
209824735|NCT03664661|Paraproteinemias|paraproteinemias|mesh-ancestor
209824736|NCT03664661|Blood Protein Disorders|blood protein disorders|mesh-ancestor
209824737|NCT03664661|Hematologic Diseases|hematologic diseases|mesh-ancestor
209824738|NCT03664661|Hemorrhagic Disorders|hemorrhagic disorders|mesh-ancestor
209824739|NCT03664661|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209824740|NCT03664661|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209824741|NCT03664661|Immune System Diseases|immune system diseases|mesh-ancestor
209826054|NCT03658655|Diabetes Mellitus|diabetes mellitus|mesh-list
209826055|NCT03658655|Diabetes Mellitus, Type 2|diabetes mellitus, type 2|mesh-list
209826056|NCT03658655|Glucose Metabolism Disorders|glucose metabolism disorders|mesh-ancestor
209826057|NCT03658655|Metabolic Diseases|metabolic diseases|mesh-ancestor
209826058|NCT03658655|Endocrine System Diseases|endocrine system diseases|mesh-ancestor
209828380|NCT03648697|Nasopharyngeal Carcinoma|nasopharyngeal carcinoma|mesh-list
209828381|NCT03648697|Carcinoma|carcinoma|mesh-ancestor
209828382|NCT03648697|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
209828383|NCT03648697|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209828384|NCT03648697|Neoplasms|neoplasms|mesh-ancestor
209828385|NCT03648697|Nasopharyngeal Neoplasms|nasopharyngeal neoplasms|mesh-ancestor
209828386|NCT03648697|Pharyngeal Neoplasms|pharyngeal neoplasms|mesh-ancestor
209828387|NCT03648697|Otorhinolaryngologic Neoplasms|otorhinolaryngologic neoplasms|mesh-ancestor
209828388|NCT03648697|Head and Neck Neoplasms|head and neck neoplasms|mesh-ancestor
209828389|NCT03648697|Neoplasms by Site|neoplasms by site|mesh-ancestor
209828390|NCT03648697|Nasopharyngeal Diseases|nasopharyngeal diseases|mesh-ancestor
209828391|NCT03648697|Pharyngeal Diseases|pharyngeal diseases|mesh-ancestor
209828392|NCT03648697|Stomatognathic Diseases|stomatognathic diseases|mesh-ancestor
209828393|NCT03648697|Otorhinolaryngologic Diseases|otorhinolaryngologic diseases|mesh-ancestor
209830998|NCT03468153|Lymphoma|lymphoma|mesh-list
209830999|NCT03468153|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209831000|NCT03468153|Neoplasms|neoplasms|mesh-ancestor
209831001|NCT03468153|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209831002|NCT03468153|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209831003|NCT03468153|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209831004|NCT03468153|Immune System Diseases|immune system diseases|mesh-ancestor
209831306|NCT02529813|Lymphoma|lymphoma|mesh-list
209831307|NCT02529813|Leukemia|leukemia|mesh-list
209831308|NCT02529813|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209831309|NCT02529813|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209831310|NCT02529813|Leukemia, Lymphocytic, Chronic, B-Cell|leukemia, lymphocytic, chronic, b-cell|mesh-list
209831311|NCT02529813|Neoplasm, Residual|neoplasm, residual|mesh-list
209831312|NCT02529813|Leukemia, Biphenotypic, Acute|leukemia, biphenotypic, acute|mesh-list
209831313|NCT02529813|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209831314|NCT02529813|Neoplasms|neoplasms|mesh-ancestor
209831315|NCT02529813|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209831316|NCT02529813|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209831317|NCT02529813|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209831318|NCT02529813|Immune System Diseases|immune system diseases|mesh-ancestor
209831319|NCT02529813|Leukemia, B-Cell|leukemia, b-cell|mesh-ancestor
209831320|NCT02529813|Chronic Disease|chronic disease|mesh-ancestor
209831321|NCT02529813|Disease Attributes|disease attributes|mesh-ancestor
209831322|NCT02529813|Pathologic Processes|pathologic processes|mesh-ancestor
209831323|NCT02529813|Neoplastic Processes|neoplastic processes|mesh-ancestor
209362371|NCT04464200|Herpesviridae Infections|herpesviridae infections|mesh-ancestor
209833980|NCT03649529|Melanoma|melanoma|mesh-list
209833981|NCT03649529|Neuroendocrine Tumors|neuroendocrine tumors|mesh-ancestor
209833982|NCT03649529|Neuroectodermal Tumors|neuroectodermal tumors|mesh-ancestor
209833983|NCT03649529|Neoplasms, Germ Cell and Embryonal|neoplasms, germ cell and embryonal|mesh-ancestor
209833984|NCT03649529|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209833985|NCT03649529|Neoplasms|neoplasms|mesh-ancestor
209833986|NCT03649529|Neoplasms, Nerve Tissue|neoplasms, nerve tissue|mesh-ancestor
209833987|NCT03649529|Nevi and Melanomas|nevi and melanomas|mesh-ancestor
209834963|NCT03615313|Neoplasms|neoplasms|mesh-list
209837817|NCT03612739|Preleukemia|preleukemia|mesh-list
209837818|NCT03612739|Myelodysplastic Syndromes|myelodysplastic syndromes|mesh-list
209837819|NCT03612739|Syndrome|syndrome|mesh-list
209837820|NCT03612739|Disease|disease|mesh-ancestor
209837821|NCT03612739|Pathologic Processes|pathologic processes|mesh-ancestor
209837822|NCT03612739|Bone Marrow Diseases|bone marrow diseases|mesh-ancestor
209837823|NCT03612739|Hematologic Diseases|hematologic diseases|mesh-ancestor
209837824|NCT03612739|Precancerous Conditions|precancerous conditions|mesh-ancestor
209837825|NCT03612739|Neoplasms|neoplasms|mesh-ancestor
209838966|NCT03146234|Carcinoma|carcinoma|mesh-list
209838967|NCT03146234|Carcinoma, Hepatocellular|carcinoma, hepatocellular|mesh-list
209838968|NCT03146234|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
209838969|NCT03146234|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209838970|NCT03146234|Neoplasms|neoplasms|mesh-ancestor
209838971|NCT03146234|Adenocarcinoma|adenocarcinoma|mesh-ancestor
209838972|NCT03146234|Liver Neoplasms|liver neoplasms|mesh-ancestor
209838973|NCT03146234|Digestive System Neoplasms|digestive system neoplasms|mesh-ancestor
209838974|NCT03146234|Neoplasms by Site|neoplasms by site|mesh-ancestor
209838975|NCT03146234|Digestive System Diseases|digestive system diseases|mesh-ancestor
209838976|NCT03146234|Liver Diseases|liver diseases|mesh-ancestor
209840912|NCT03398967|Lymphoma|lymphoma|mesh-list
209840913|NCT03398967|Leukemia|leukemia|mesh-list
209840914|NCT03398967|Leukemia, B-Cell|leukemia, b-cell|mesh-list
209840915|NCT03398967|Leukemia, Lymphocytic, Chronic, B-Cell|leukemia, lymphocytic, chronic, b-cell|mesh-list
209840916|NCT03398967|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209840917|NCT03398967|Neoplasms|neoplasms|mesh-ancestor
209840918|NCT03398967|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209840919|NCT03398967|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209840920|NCT03398967|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209840921|NCT03398967|Immune System Diseases|immune system diseases|mesh-ancestor
209840922|NCT03398967|Leukemia, Lymphoid|leukemia, lymphoid|mesh-ancestor
209840923|NCT03398967|Chronic Disease|chronic disease|mesh-ancestor
209840924|NCT03398967|Disease Attributes|disease attributes|mesh-ancestor
209840925|NCT03398967|Pathologic Processes|pathologic processes|mesh-ancestor
209840941|NCT03125577|Neoplasms|neoplasms|mesh-list
209840942|NCT03125577|Hematologic Neoplasms|hematologic neoplasms|mesh-list
209840943|NCT03125577|Neoplasms by Site|neoplasms by site|mesh-ancestor
209840944|NCT03125577|Hematologic Diseases|hematologic diseases|mesh-ancestor
209843758|NCT03939026|Lymphoma|lymphoma|mesh-list
209843759|NCT03939026|Lymphoma, Follicular|lymphoma, follicular|mesh-list
209843760|NCT03939026|Lymphoma, B-Cell|lymphoma, b-cell|mesh-list
209843761|NCT03939026|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209843762|NCT03939026|Neoplasms|neoplasms|mesh-ancestor
209843763|NCT03939026|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209843764|NCT03939026|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209843765|NCT03939026|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209843766|NCT03939026|Immune System Diseases|immune system diseases|mesh-ancestor
209843767|NCT03939026|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-ancestor
209848445|NCT05396300|Stomach Neoplasms|stomach neoplasms|mesh-list
209848446|NCT05396300|Neoplasm Metastasis|neoplasm metastasis|mesh-list
209848447|NCT05396300|Recurrence|recurrence|mesh-list
209848448|NCT05396300|Neoplasms|neoplasms|mesh-ancestor
209848449|NCT05396300|Gastrointestinal Neoplasms|gastrointestinal neoplasms|mesh-ancestor
209848450|NCT05396300|Digestive System Neoplasms|digestive system neoplasms|mesh-ancestor
209848451|NCT05396300|Neoplasms by Site|neoplasms by site|mesh-ancestor
209848452|NCT05396300|Digestive System Diseases|digestive system diseases|mesh-ancestor
209848453|NCT05396300|Gastrointestinal Diseases|gastrointestinal diseases|mesh-ancestor
209848454|NCT05396300|Stomach Diseases|stomach diseases|mesh-ancestor
209848455|NCT05396300|Neoplastic Processes|neoplastic processes|mesh-ancestor
209848456|NCT05396300|Pathologic Processes|pathologic processes|mesh-ancestor
209848457|NCT05396300|Disease Attributes|disease attributes|mesh-ancestor
209848866|NCT05089266|Colorectal Neoplasms|colorectal neoplasms|mesh-list
209848867|NCT05089266|Intestinal Neoplasms|intestinal neoplasms|mesh-ancestor
209848868|NCT05089266|Gastrointestinal Neoplasms|gastrointestinal neoplasms|mesh-ancestor
209848869|NCT05089266|Digestive System Neoplasms|digestive system neoplasms|mesh-ancestor
209848870|NCT05089266|Neoplasms by Site|neoplasms by site|mesh-ancestor
209848871|NCT05089266|Neoplasms|neoplasms|mesh-ancestor
209848872|NCT05089266|Digestive System Diseases|digestive system diseases|mesh-ancestor
209848873|NCT05089266|Gastrointestinal Diseases|gastrointestinal diseases|mesh-ancestor
209848874|NCT05089266|Colonic Diseases|colonic diseases|mesh-ancestor
209848875|NCT05089266|Intestinal Diseases|intestinal diseases|mesh-ancestor
209848876|NCT05089266|Rectal Diseases|rectal diseases|mesh-ancestor
209849080|NCT04768608|Prostatic Neoplasms|prostatic neoplasms|mesh-list
209849081|NCT04768608|Genital Neoplasms, Male|genital neoplasms, male|mesh-ancestor
209849082|NCT04768608|Urogenital Neoplasms|urogenital neoplasms|mesh-ancestor
209849083|NCT04768608|Neoplasms by Site|neoplasms by site|mesh-ancestor
209849084|NCT04768608|Neoplasms|neoplasms|mesh-ancestor
209849085|NCT04768608|Genital Diseases, Male|genital diseases, male|mesh-ancestor
209849086|NCT04768608|Genital Diseases|genital diseases|mesh-ancestor
209849087|NCT04768608|Urogenital Diseases|urogenital diseases|mesh-ancestor
209849088|NCT04768608|Prostatic Diseases|prostatic diseases|mesh-ancestor
209849089|NCT04768608|Male Urogenital Diseases|male urogenital diseases|mesh-ancestor
209849207|NCT04652219|Neoplasms|neoplasms|mesh-list
209849760|NCT03618381|Neoplasms|neoplasms|mesh-list
209849761|NCT03618381|Sarcoma|sarcoma|mesh-list
209849762|NCT03618381|Neuroblastoma|neuroblastoma|mesh-list
209849763|NCT03618381|Osteosarcoma|osteosarcoma|mesh-list
209849764|NCT03618381|Rhabdomyosarcoma|rhabdomyosarcoma|mesh-list
209849765|NCT03618381|Sarcoma, Ewing|sarcoma, ewing|mesh-list
209849766|NCT03618381|Wilms Tumor|wilms tumor|mesh-list
209849767|NCT03618381|Retinoblastoma|retinoblastoma|mesh-list
209849768|NCT03618381|Rhabdoid Tumor|rhabdoid tumor|mesh-list
209849769|NCT03618381|Sarcoma, Synovial|sarcoma, synovial|mesh-list
209849770|NCT03618381|Hepatoblastoma|hepatoblastoma|mesh-list
209849771|NCT03618381|Nerve Sheath Neoplasms|nerve sheath neoplasms|mesh-list
209849772|NCT03618381|Neurofibrosarcoma|neurofibrosarcoma|mesh-list
209849773|NCT03618381|Desmoplastic Small Round Cell Tumor|desmoplastic small round cell tumor|mesh-list
209849774|NCT03618381|Sarcoma, Clear Cell|sarcoma, clear cell|mesh-list
209849775|NCT03618381|Neoplasms, Connective and Soft Tissue|neoplasms, connective and soft tissue|mesh-ancestor
209849776|NCT03618381|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209849777|NCT03618381|Neuroectodermal Tumors, Primitive, Peripheral|neuroectodermal tumors, primitive, peripheral|mesh-ancestor
209849778|NCT03618381|Neuroectodermal Tumors, Primitive|neuroectodermal tumors, primitive|mesh-ancestor
209849779|NCT03618381|Neoplasms, Neuroepithelial|neoplasms, neuroepithelial|mesh-ancestor
209849780|NCT03618381|Neuroectodermal Tumors|neuroectodermal tumors|mesh-ancestor
209849781|NCT03618381|Neoplasms, Germ Cell and Embryonal|neoplasms, germ cell and embryonal|mesh-ancestor
209849782|NCT03618381|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
209849783|NCT03618381|Neoplasms, Nerve Tissue|neoplasms, nerve tissue|mesh-ancestor
209849784|NCT03618381|Neoplasms, Bone Tissue|neoplasms, bone tissue|mesh-ancestor
209849785|NCT03618381|Neoplasms, Connective Tissue|neoplasms, connective tissue|mesh-ancestor
209849786|NCT03618381|Myosarcoma|myosarcoma|mesh-ancestor
209849787|NCT03618381|Neoplasms, Muscle Tissue|neoplasms, muscle tissue|mesh-ancestor
209849788|NCT03618381|Neoplasms, Complex and Mixed|neoplasms, complex and mixed|mesh-ancestor
209849789|NCT03618381|Kidney Neoplasms|kidney neoplasms|mesh-ancestor
209849790|NCT03618381|Urologic Neoplasms|urologic neoplasms|mesh-ancestor
209849791|NCT03618381|Urogenital Neoplasms|urogenital neoplasms|mesh-ancestor
209849792|NCT03618381|Neoplasms by Site|neoplasms by site|mesh-ancestor
209849793|NCT03618381|Neoplastic Syndromes, Hereditary|neoplastic syndromes, hereditary|mesh-ancestor
209849794|NCT03618381|Female Urogenital Diseases|female urogenital diseases|mesh-ancestor
209849795|NCT03618381|Female Urogenital Diseases and Pregnancy Complications|female urogenital diseases and pregnancy complications|mesh-ancestor
209849796|NCT03618381|Urogenital Diseases|urogenital diseases|mesh-ancestor
209849797|NCT03618381|Kidney Diseases|kidney diseases|mesh-ancestor
209849798|NCT03618381|Urologic Diseases|urologic diseases|mesh-ancestor
209849799|NCT03618381|Male Urogenital Diseases|male urogenital diseases|mesh-ancestor
209849800|NCT03618381|Genetic Diseases, Inborn|genetic diseases, inborn|mesh-ancestor
209849801|NCT03618381|Retinal Neoplasms|retinal neoplasms|mesh-ancestor
209849802|NCT03618381|Eye Neoplasms|eye neoplasms|mesh-ancestor
209849803|NCT03618381|Eye Diseases, Hereditary|eye diseases, hereditary|mesh-ancestor
209849804|NCT03618381|Eye Diseases|eye diseases|mesh-ancestor
209849805|NCT03618381|Retinal Diseases|retinal diseases|mesh-ancestor
209849806|NCT03618381|Peripheral Nervous System Neoplasms|peripheral nervous system neoplasms|mesh-ancestor
209849807|NCT03618381|Nervous System Neoplasms|nervous system neoplasms|mesh-ancestor
209849808|NCT03618381|Nervous System Diseases|nervous system diseases|mesh-ancestor
209849809|NCT03618381|Peripheral Nervous System Diseases|peripheral nervous system diseases|mesh-ancestor
209849810|NCT03618381|Neuromuscular Diseases|neuromuscular diseases|mesh-ancestor
209849811|NCT03618381|Fibrosarcoma|fibrosarcoma|mesh-ancestor
209849812|NCT03618381|Neoplasms, Fibrous Tissue|neoplasms, fibrous tissue|mesh-ancestor
209849813|NCT03618381|Neurofibroma|neurofibroma|mesh-ancestor
209852590|NCT04545762|Burkitt Lymphoma|burkitt lymphoma|mesh-list
209852591|NCT04545762|Lymphoma|lymphoma|mesh-list
209852592|NCT04545762|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-list
209852593|NCT04545762|Lymphoma, B-Cell|lymphoma, b-cell|mesh-list
209852594|NCT04545762|Lymphoma, Mantle-Cell|lymphoma, mantle-cell|mesh-list
209852595|NCT04545762|Lymphoma, Large B-Cell, Diffuse|lymphoma, large b-cell, diffuse|mesh-list
209852596|NCT04545762|Leukemia, Lymphocytic, Chronic, B-Cell|leukemia, lymphocytic, chronic, b-cell|mesh-list
209852597|NCT04545762|Waldenstrom Macroglobulinemia|waldenstrom macroglobulinemia|mesh-list
209852598|NCT04545762|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209852599|NCT04545762|Neoplasms|neoplasms|mesh-ancestor
209852600|NCT04545762|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209852601|NCT04545762|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209852602|NCT04545762|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209852603|NCT04545762|Immune System Diseases|immune system diseases|mesh-ancestor
209852604|NCT04545762|Leukemia, B-Cell|leukemia, b-cell|mesh-ancestor
209852605|NCT04545762|Leukemia, Lymphoid|leukemia, lymphoid|mesh-ancestor
209852606|NCT04545762|Leukemia|leukemia|mesh-ancestor
209852607|NCT04545762|Chronic Disease|chronic disease|mesh-ancestor
209852608|NCT04545762|Disease Attributes|disease attributes|mesh-ancestor
209852609|NCT04545762|Pathologic Processes|pathologic processes|mesh-ancestor
209852610|NCT04545762|Epstein-Barr Virus Infections|epstein-barr virus infections|mesh-ancestor
209852611|NCT04545762|Herpesviridae Infections|herpesviridae infections|mesh-ancestor
209852612|NCT04545762|DNA Virus Infections|dna virus infections|mesh-ancestor
209852613|NCT04545762|Virus Diseases|virus diseases|mesh-ancestor
209852614|NCT04545762|Infections|infections|mesh-ancestor
209852615|NCT04545762|Tumor Virus Infections|tumor virus infections|mesh-ancestor
209852616|NCT04545762|Neoplasms, Plasma Cell|neoplasms, plasma cell|mesh-ancestor
209852617|NCT04545762|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
209852618|NCT04545762|Vascular Diseases|vascular diseases|mesh-ancestor
209852619|NCT04545762|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
209852620|NCT04545762|Paraproteinemias|paraproteinemias|mesh-ancestor
209852621|NCT04545762|Blood Protein Disorders|blood protein disorders|mesh-ancestor
209852622|NCT04545762|Hematologic Diseases|hematologic diseases|mesh-ancestor
209852623|NCT04545762|Hemorrhagic Disorders|hemorrhagic disorders|mesh-ancestor
209852738|NCT04419909|Lymphoma|lymphoma|mesh-list
209852739|NCT04419909|Lymphoma, B-Cell|lymphoma, b-cell|mesh-list
209852740|NCT04419909|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209852741|NCT04419909|Neoplasms|neoplasms|mesh-ancestor
209852742|NCT04419909|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209852743|NCT04419909|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209852744|NCT04419909|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209852745|NCT04419909|Immune System Diseases|immune system diseases|mesh-ancestor
209852746|NCT04419909|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-ancestor
209855643|NCT02850536|Neoplasm Metastasis|neoplasm metastasis|mesh-list
209855644|NCT02850536|Liver Neoplasms|liver neoplasms|mesh-list
209855645|NCT02850536|Pancreatic Neoplasms|pancreatic neoplasms|mesh-list
209855646|NCT02850536|Neoplastic Processes|neoplastic processes|mesh-ancestor
209855647|NCT02850536|Neoplasms|neoplasms|mesh-ancestor
209855648|NCT02850536|Pathologic Processes|pathologic processes|mesh-ancestor
209855649|NCT02850536|Digestive System Neoplasms|digestive system neoplasms|mesh-ancestor
209855650|NCT02850536|Neoplasms by Site|neoplasms by site|mesh-ancestor
209855651|NCT02850536|Digestive System Diseases|digestive system diseases|mesh-ancestor
209855652|NCT02850536|Liver Diseases|liver diseases|mesh-ancestor
209855653|NCT02850536|Endocrine Gland Neoplasms|endocrine gland neoplasms|mesh-ancestor
209855654|NCT02850536|Pancreatic Diseases|pancreatic diseases|mesh-ancestor
209855655|NCT02850536|Endocrine System Diseases|endocrine system diseases|mesh-ancestor
208566700|NCT04483778|Myosarcoma|myosarcoma|mesh-ancestor
209865309|NCT05117138|Squamous Cell Carcinoma of Head and Neck|squamous cell carcinoma of head and neck|mesh-list
209865310|NCT05117138|Neoplasms by Site|neoplasms by site|mesh-ancestor
209865311|NCT05117138|Neoplasms|neoplasms|mesh-ancestor
209865312|NCT05117138|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209865313|NCT05117138|Carcinoma, Squamous Cell|carcinoma, squamous cell|mesh-ancestor
209865314|NCT05117138|Carcinoma|carcinoma|mesh-ancestor
209865315|NCT05117138|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
209865316|NCT05117138|Head and Neck Neoplasms|head and neck neoplasms|mesh-ancestor
209865765|NCT03327285|Leukemia|leukemia|mesh-list
209865766|NCT03327285|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209865767|NCT03327285|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209865768|NCT03327285|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209865769|NCT03327285|Neoplasms|neoplasms|mesh-ancestor
209865770|NCT03327285|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209865771|NCT03327285|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209865772|NCT03327285|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209865773|NCT03327285|Immune System Diseases|immune system diseases|mesh-ancestor
209867590|NCT03321123|Leukemia|leukemia|mesh-list
209867591|NCT03321123|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209867592|NCT03321123|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209867593|NCT03321123|Neoplasms|neoplasms|mesh-ancestor
209867594|NCT03321123|Leukemia, Lymphoid|leukemia, lymphoid|mesh-ancestor
209867595|NCT03321123|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209867596|NCT03321123|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209867597|NCT03321123|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209867598|NCT03321123|Immune System Diseases|immune system diseases|mesh-ancestor
208907796|NCT04555551|Multiple Myeloma|multiple myeloma|mesh-list
209872633|NCT02981628|Lymphoma|lymphoma|mesh-list
209872634|NCT02981628|Leukemia|leukemia|mesh-list
209872635|NCT02981628|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209872636|NCT02981628|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209872637|NCT02981628|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-list
209872638|NCT02981628|Recurrence|recurrence|mesh-list
209872639|NCT02981628|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209872640|NCT02981628|Neoplasms|neoplasms|mesh-ancestor
209872641|NCT02981628|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209872642|NCT02981628|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209872643|NCT02981628|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209872644|NCT02981628|Immune System Diseases|immune system diseases|mesh-ancestor
209872645|NCT02981628|Disease Attributes|disease attributes|mesh-ancestor
209872646|NCT02981628|Pathologic Processes|pathologic processes|mesh-ancestor
209873165|NCT05334823|Leukemia|leukemia|mesh-list
209873166|NCT05334823|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
