id|nct_id|description
33130962|NCT05648019|The purpose of this study is to describe feasibility of delivering point-of-care manufactured CD19-directed CAR T-cell therapy to patients with relapsed/ refractory B-lineage leukaemia/ lymphoma.
32854940|NCT04390542|The purpose of this study is to determine which of two approaches is helpful to support caregivers of patients undergoing Hematopoietic Stem Cell Transplant (HSCT) or Chimeric Antigen Receptors (CAR) T-cell therapy at Seidman Cancer Center. This study will take start before you begin treatment until 2 months after your hospital discharge.
33131258|NCT04657861|A study of APRIL CAR-T cells therapy for patients with BCMA/TACI positive relapsed and/or refractory multiple myeloma
33214731|NCT03585764|Phase I study to establish safety and feasibility of intraperitoneally administered lentiviral transduced MOv19-BBz CAR T cells with or without cyclophosphamide + fludarabine as lymphodepleting chemotherapy
33214741|NCT03549442|This is an open-label phase 1 study to assess the safety and pharmacodynamics of CART-BCMA, with or without huCART19, in patients responding to first- or second-line therapy for high-risk multiple myeloma. The regimen evaluated in this study is based on established safety of CARTBCMA demonstrated in UPCC 14415/IRB#822756 at dose of 5x108 cells, administered as split infusions, following cyclophosphamide 1.5 g/m2 in patients with relapsed/refractory myeloma. This study tests CART-BCMA (1) as consolidation of early therapy for multiple myeloma, (2) with addition of fludarabine to the lymphodepleting chemotherapy regimen, (3) in combination with huCART19, and (4) as a single rather than split-dose infusion.
33214780|NCT03288493|Phase 1 of the study is comprised of an open-label, single ascending dose (SAD), multiple cohort study; a multiple dose cycle administration cohort study; and a combination administration study of P-BCMA-101 autologous T stem cell memory (Tscm) CAR-T cells in patients with relapsed / refractory MM. Followed by a Phase 2, open-label, efficacy and safety study. Rimiducid may be administered as indicated.
33131446|NCT03605238|CAR-T therapy was proposed and has been recently used for cancer treatment. It has been hailed for its promising remission rates after early stage clinical trials for acute lymphoblastic leukemia. However, CAR-T therapy is seldom used for autoimmune diseases. Researchers only use it for the treatment of systemic lupus erythematosus (SLE). Neuromyelitis optica spectrum disorders (NMOSD), that include the neuromyelitis optica (NMO), are a group of inflammatory disorders of the central nervous system characterized by episodes of immune-mediated demyelination and axonal damage mainly involving optic nerves and spinal cord. NMO is characterized by the presence of an anti-Aquaporin-4 (AQP4) antibody, which can only be produced by differentiation of B cells to plasma cells. Because these anti-AQP4 antibodies may be pathogenic, B cells recognizing AQP4 may be directly involved in the disease process as well. B cells also play a role as potent antigen presenting cells in NMO. NMO has the characteristics of high recurrence rate and poor prognosis. In the conventional treatment options, NMOSD could be treated with corticosteroids and immunosuppressive drugs immunosuppressant (e.g. azathioprine, mycophenolate mofetil, rituximab). But these drugs could barely completely cure NMOSD. And now, chimeric antigen receptor modified T cell infusion maybe an effective treatment to solve these problems. The rationale for using CAR-T therapy in NMOSD is based on the known roles of B cells, antibody production and plasma cells in the pathophysiology of NMOSD. The strongest evidence of the importance of B cells in NMO comes from studies of B cell depletion, most commonly with anti-CD20 monoclonal antibody, rituximab. Emerging evidence indicates that peripheral B cells are activated during a relapse and plasmablast production of anti-AQP4 antibodies spikes. The investigators infuse tanCART19/20 to completely deplete B cells. The purpose of this study is to assess the safety and efficacy of this tanCART19/20 in the treatment of NMOSD.
33214820|NCT03054298|Phase I study to establish safety and feasibility of both intravenous administration and local delivery of lentiviral transduced huCART-meso cells with or without lymphodepletion.
33214830|NCT02935543|"This is a single center, single arm, open-label phase 2 study to determine the efficacy of autologous T cells expressing CD19 chimeric antigen receptors expressing tandem TCRζ and 4-1BB (TCRζ/4-1BB) co-stimulatory domains (referred to as CART19 cells) in adults with minimal residual disease (MRD) during upfront treatment for CD19+ acute lymphoblastic leukemia."
33214893|NCT02277522|Pilot open-label study to estimate the feasibility, safety and efficacy of intravenously administered, RNA electroporated autologous T cells expressing CD19 chimeric antigen receptors expressing tandem TCR and 4-1BB (TCR /4-1BB) costimulatory domains (referred to as RNA CART19) in Hodgkin Lymphoma (HL) patients.
33214902|NCT02030847|This is a single center, single arm, open-label phase II study to determine the efficacy and safety of a single infusion of autologous T cells expressing CD19 chimeric antigen receptors expressing tandem TCR and 4-1BB (TCR/4-1BB) co-stimulatory domains (referred to as CART-19 cells) in adult patients with relapsed or refractory B-cell acute lymphoblastic leukemia. Inclusion criteria are designed to include adult patients aged greater than 18 with B cell ALL, relapsed or refractory, with no available curative treatment options (such as autologous or allogeneic stem cell transplantation) who have limited prognosis (greater than 12 weeks survival expectancy) with currently available therapies. The study product is CART-19 cells transduced with a lentiviral vector to express anti-CD19 scFv TCR:41BB administered by a single i.v. infusion of 1 to 5 x 108 transduced CAR T cells.
33214912|NCT01837602|An open-label, clinical trial of autologous cMet redirected T cells administered intratumorally (IT) in patients with breast cancer. Fifteen evaluable patients will be enrolled in stepwise fashion. Step 1 will enroll patients with metastatic breast cancer refractory to at least 1 standard therapy, step 2 will include newly diagnosed patients with operable triple negative breast cancer.
33055040|NCT04045847|This is a single-center, single-arm, open label and dose escalation clinical study of anti-CD147 CART cells in patients with recurrent malignant glioma.
33132001|NCT04083495|"This is a research study to determine the safety and tolerability of ATLCAR.CD30 for treating relapsed/refractory Peripheral T Cell Lymphoma. Blood samples will be collected from study participants and the immune T cells will be separated. T cells will be genetically modified in a laboratory at UNC-Chapel Hill to enable them to produce CD30 antibody. The modified T cells, called ATLCAR.CD30, will be able to target and attach to lymphoma cancer cells that carry the CD30 antigen. Once they are attached, the hope is that the T cells will attack and destroy the lymphoma cancer cells. To prepare the body for the ATLCAR.CD30 cells, participants will complete lymphodepletion with two chemotherapy agents. Lymphodepletion will happen over three days prior to ATLCAR.CD30 infusion. If participants respond to this treatment, and there are sufficient unused ATLCAR.CD 30 cells, they may be eligible to receive a second infusion. The second infusion will be given after a second lymphodepletion chemotherapy. Most of the clinic visits in this research will last between 1-8 hours.~There are risks associated in participating in this research study. Risks of treatment include infection, fever, nausea, vomiting, neurotoxicity, and cytokine release syndrome which can include low blood pressure or difficulty breathing. Other risks are associated with study procedures, such as biopsies, imaging, infusion, and breach of confidentiality."
33132033|NCT03873805|This phase I trial studies side effects and best dose of PSCA-chimeric antigen receptor (CAR) T cells in treating patients with prostate stem cell antigen positive (PSCA+) castration resistant prostate cancer that has spread to other places in the body (metastatic). PSCA-CAR T cells are immune cells that have been engineered in the laboratory to kill tumor cells. This is done by using a virus to insert a piece of deoxyribonucleic acid (DNA) into the immune cells that allows them to recognize prostate tumor cells. It is not yet known how well PSCA-CAR T cells works in killing tumor cells in patients with metastatic castration resistant prostate cancer.
33132051|NCT03648372|"This study is in 2 parts.~The main aims of the 1st part of the study are to check if people with advanced solid tumors or cancers in the immune system (lymphomas) have side effects from TAK-981, and to check how much TAK-981 they can receive without getting side effects from it.~The main aims of the 2nd part of the study are to learn if the condition of people with specific cancers improves after treatment with TAK-981. Another aim is to check for side effects from TAK-981.~In the 1st part of the study, participants will receive TAK-981. In the 2nd part of the study, participants with specific tumor types will receive TAK-981 at the recommended phase 2 dose determined during the 1st part of the study.~In both parts of the study, participants can receive TAK-981 for up to 1 year or longer if their condition stays improved. Participants will receive TAK-981 through vein."
33132207|NCT02132624|Chimeric antigen receptor (CAR) T cells targeting CD19 will be evaluated for safety and efficacy in patients with B cell lymphoma or leukemia. The CAR consists of a CD19 targeting antibody scFv with three intracellular signaling domains derived from CD3 zeta, CD28 and 4-1BB. Autologous T cells will be gene engineered with the CAR gene using a retrovirus vector. Prior to T cell infusion, the patients will be subjected to preconditioning treatment. After T cell infusion, the patients will be evaluated for 24 months for adverse reactions, persistence of CAR T cells and efficacy.
33132241|NCT05370547|The previous research suggests that the low expression of NOXA protein may be an important biomarker for the treatment of drug resistance of chimeric antigen receptor-T (CAR-T) cells. Up regulating the expression of NOXA through histone deacetylase inhibitor (HDACi) can improve drug resistance and significantly improve the therapeutic effect of CAR-T cells. This study will enroll approximately 120 subjects with recurrent or refractory (r/r) B-cell non-Hodgkin's lymphoma (NHL). Those with high expression of NOXA will receive conventional CAR-T treatment (without chidamide bridging), and those with low expression of NOXA will be randomly assigned 1:1 to those without or containing chidamide bridging. The purpose of this study was to evaluate the clinical response and safety of chidamide bridging.
33132322|NCT02134262|The purpose of this study is to evaluate the safety, efficacy and blood kinetics of autologous T cells genetically modified to express anti-CD19 Chimeric Antigen Receptor in patients with relapsed or refractory B-Cell Non-Hodgkin Lymphoma.
32949042|NCT04715217|Evaluation the safety,tolerability, preliminary efficacy,and PK/PD of CD19-CD22 CAR-T cells for the treatment of B cell lymphoma.
33132536|NCT03579888|This phase I trial investigates the side effects and best dose of CD19 positive (+) specific CAR-T cells in treating patients with CD19+ lymphoid malignancies, such as acute lymphoblastic leukemia, non-Hodgkin lymphoma, small lymphocytic lymphoma, or chronic lymphocytic lymphoma. Sometimes researchers change the genetic material in the cells of a patient's T cells using a process called gene transfer. Researchers then inject the changed T-cells into the patient's body. Receiving the T-cell infusion may help to control the disease.
33138921|NCT05106946|A single arm, open-label, dose-escalation study to evaluate the safety and clinical activity of ThisCART22 (Allogeneic CAR-T targeting CD22) in patients with relapsed and/or refractory non-Hodgkin's B cell lymphoma (r/r B-NHL).
33132893|NCT05190185|B7-H3 (also known as CD276) is widely expressed on the surface of a variety of malignancies solid tumors, while it rarely or even doesn't express on normal tissues. Therefore, B7-H3 is an ideal target for chimeric antigen receptor (CAR) T cells therapy. TAA06 injection is a CAR T injection targeting B7-H3. This is a phase I clinical study with the primary objective of evaluating the safety and tolerability of TAA06 injection in subjects with TAA06-positive advanced solid tumors. The secondary objectives are as follows: to evaluate the distribution, proliferation and persistence of B7-H3-targeted CAR T cells after injection of TAA06 in subjects; to preliminarily evaluate the efficacy of TAA06 injection in subjects with TAA06-positive advanced solid tumor.
33215994|NCT05091541|This study is a single-armed, open-label,multicenter Phase 1/2 study to evaluate the safety and efficacy of CT120 in subjects with relapsed/refractory B-cell non-Hodgkin's lymphoma.
32949341|NCT04714827|Evaluation the safety,tolerability, preliminary efficacy,and PK/PD of CD19-BCMA CAR-T cells for the treatment of multiple myeloma
33216217|NCT04981691|The goal of this clinical trial is to study the safety, efficacy, and pharmacokinetics of mRNA-engineered anti-Mesothelin (MESO) Chimeric Antigen Receptor T-Cell (CAR-T cells) therapy in patients with mesothelin expression-positive, advanced solid tumors that have failed at least first-line or second-line therapy.
33133240|NCT03181126|This dose-escalating study is to determine the safety, pharmacokinetics, and preliminary efficacy of venetoclax in combination with navitoclax and chemotherapy in adult and pediatric participants with relapsed/refractory acute lymphoblastic leukemia (ALL) or relapsed/refractory lymphoblastic lymphoma. A safety expansion cohort of approximately 20 patients may be enrolled in addition to the 50 participants in dose-escalation cohort.
33216387|NCT05106907|A single arm, open-label, dose-escalation study to evaluate the safety and clinical activity of ThisCART19 (Allogeneic CAR-T targeting CD19) in patients with relapsed and/or refractory non-Hodgkin's B cell lymphoma (r/r B-NHL).
33133386|NCT05391490|KCAT19 is a single-centre, non-randomised, open-label Phase I clinical trial of an Advanced Therapy Investigational Medicinal Product (ATIMP) in adults (age 16-65 years) with high risk, relapsed/refractory (r/r) B cell malignancies.
33133439|NCT05085418|A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Immune Nephritis
33133469|NCT03068416|Treatment of patients with B cell lymphoma or leukemia with two doses of CD19-targeting chimeric antigen receptor (CAR) T cells to evaluate for safety and efficacy.
32949616|NCT04714593|Evaluation the safety,tolerability, preliminary efficacy,and PK/PD of CD19-CD22 CAR-T cells for the treatment of acute B lymphocytic leukemia.
33133771|NCT04443829|"The CAROUSEL Trial is a single-centre, non-randomised, open label Phase I clinical trial of an Advanced Therapy Investigational Medicinal Product (ATIMP) in adults (age ≥16) with relapsed/refractory Primary CNS Lymphoma.~The study will evaluate the feasibility of generating the ATIMP, the safety of administering CD19CAR T-cell therapy and how effectively CD19CAR T-cells engraft, expand and persist following administration in patients with relapsed/refractory primary CNS lymphoma."
32856459|NCT05256641|This phase Ib/II trial studies the side effects and efficacy of maintenance acalabrutinib following cellular therapy in treating patients with large B-cell lymphoma at very high risk of the cancer coming back. Acalabrutinib is a small molecular inhibitor that may interfere with the ability of cancer cells to grow and spread.
32856528|NCT04735471|This is a Phase 1 dose esclation study following a 3+3 study design. The purpose of this study is to evaluate the safety and efficacy of ADI-001 in patients with B cell malignancies.
32856536|NCT04661384|This phase I trial investigates the side effects of brain tumor-specific immune cells (IL13Ralpha2-CAR T cells) in treating patients with leptomeningeal disease from glioblastoma, ependymoma, or medulloblastoma. Immune cells are part of the immune system and help the body fight infections and other diseases. Immune cells can be engineered to destroy brain tumor cells in the laboratory. IL13Ralpha2-CAR T cells is brain tumor specific and can enter and express its genes in immune cells. Giving IL13Ralpha2-CAR T cells may better recognize and destroy brain tumor cells in patients with leptomeningeal disease from glioblastoma, ependymoma or medulloblastoma.
33217047|NCT04436029|To assess Minimal Residual Disease (MRD)-negative Complete Response (sCR) rate after consolidation treatment with Descartes-11 in patients with high-risk myeloma who have residual disease following induction therapy.
33057285|NCT05225831|This is an open, single-arm, prospective clinical study to evaluate the safety and efficacy of anti CD19 and CD22 CAR-T cell in the treatment of R/R B-ALL.
33134577|NCT05020392|This is a single-center, open-label and pragmatic clinical trial to evaluate the primary efficacy and safety of anti-CD19 chimeric antigen receptor (CAR)-modified T cells (CART-CD19) with concurrent BTK inhibitor in patients with relapsed or refractory B cell lymphoma
33134594|NCT04881240|"This is a Phase I clinical study evaluating the safety and maximum tolerated dose of a novel CAR T-cell product: allogeneic memory (CD45RA- negative) T-cells expressing a CD19-specific CAR 41BBz (CD19-CAR.CD45RA- negative T-cells) for the treatment of patients ≤ 21 years old with relapsed and/ or refractory CD19-positive leukemia.~Primary Objective~To determine the maximum tolerated dose (MTD) and characterize the safety profile and dose-limiting toxicities (DLTs) of treatment with allogeneic CD19-CAR.CD45RA-negative T-cells in pediatric, adolescent and young adult patients ≤ 21 years of age, with relapsed and/or refractory CD19-positive leukemia.~Secondary Objectives~To evaluate the anti-leukemic activity of allogeneic CD19-CAR.CD45RA-negative T-cells.~To determine rates and severity of graft-versus-host-disease (GVHD) after treatment with allogeneic CD19-CAR.CD45RA-negative T-cells.~Exploratory Objectives~To study the expansion, persistence and phenotype of allogeneic CD19-CAR.CD45RA-negative T-cells.~To characterize the cytokine profile in the peripheral blood and CSF after treatment with allogeneic CD19-CAR.CD45RA-negative T-cells.~To assess whether allogeneic CD19-CAR.CD45RA-negative T-cells acquire functional versus exhaustion-associated epigenetic programs.~To determine immune reconstitution post treatment, and the clonal structure and endogenous repertoire of allogeneic CD19-CAR.CD45RA-negative T-cells and relate inferred specificity to CAR response profiles.~To characterize incidence and mechanisms of relapse post-therapy with allogeneic CD19-CAR.CD45RA-negative T-cells."
33217106|NCT05123209|This is a open-label, single center, cohort study to determine the efficacy and safety of IM83 CAR-T cells in patients with advanced Liver Tumors.
33134649|NCT04512716|This is a single-cohort pilot study; patients will receive 131-I apamistamab 75 mCi prior to CAR T-cell infusion in order to determine the maximum tolerated dose of 131-I apamistamab.
33134686|NCT04146051|This is a Phase IIb study to evaluate the safety and preliminary efficacy of Descartes-08 CAR T-cells in patients with Generalized Myasthenia Gravis
33134708|NCT03938987|Autologous, unselected CD3+ lymphocytes collected from apheresis, transfected with a lentiviral vector containing a 2nd generation chimeric antigen receptor (CAR) consisting of a scFv recognizing CD19 and dual co-stimulatory intracellular signaling domains (4-1BB and CD3ζ).
32857061|NCT05620680|"T-cell lymphoma/leukemia is a group of highly lethal diseases with a high relapse rate and poor prognosis. CD7 was proved to be widely expressed in T-cell malignant, which makes it a promising therapeutic target.~In this study we aim to test the safety and efficacy of CD7 CAR-T cells in T-cell lymphoma/leukemia."
33057918|NCT05393986|An Open-Label, Single-Arm, Dose-Exploration Study to Evaluate the Safety, Tolerability, Preliminary Efficacy and Pharmacokinetics of CT048 in Subjects with Advanced Solid Tumors
33058228|NCT05458297|"The purpose of this study is to assess the safety and tolerability of zilovertamab vedotin as monotherapy and in combination in participants with select B-cell lymphomas including mantle cell lymphoma (MCL), Richter's transformation lymphoma (RTL), follicular lymphoma (FL), and chronic lymphocytic leukemia (CLL). This study will also evaluate zilovertamab vedotin as monotherapy and in combination with respect to objective response rate.~Cohort A: Participants with relapsed or refractory MCL relapsed or refractory disease after at least 2 prior systemic therapies including a Bruton's tyrosine kinase inhibition/inhibitor (BTKi), and post therapy chimeric antigen receptor T (CAR-T) cell therapy or ineligible for CAR-T cell therapy~Cohort B: Participants with relapsed or refractory RT disease after at least 1 prior systemic therapy~Cohort C: Participants with relapsed or refractory MCL relapsed or refractory disease after at least 1 prior systemic therapy and no prior exposure to a non-covalent BTKi~Cohort D: Participants with relapsed or refractory FL and CLL relapsed or refractory disease after at least 2 prior systemic therapies and have no other available therapy~Cohort E: Participants with relapsed or refractory FL after at least 2 prior systemic therapies and have no other available therapy~Cohort F: Participants with relapsed or refractory CLL after at least 2 prior systemic therapies and have no other available therapy~The primary study hypothesis is that zilovertamab vedotin monotherapy has an increased Objective Response Rate (ORR) per Lugano Response Criteria as assessed by blinded independent central review (BICR)."
33058246|NCT05377827|"Effective treatment options for relapsed/refractory acute myeloid leukemia (AML) and T-cell non-Hodgkin lymphoma (T-NHL) represent a significant unmet medical need. CAR T therapy has offered durable remissions and potential cures in some forms of hematologic malignancy, including B-cell acute lymphoblastic leukemia. In AML, however, CAR T approaches have been limited by the lack of suitable antigens, as most myeloid markers are shared with normal hematopoietic stem cells and targeting of these antigens by CAR T therapy leads to undesirable hematologic toxicity. Similarly, T-NHL has not yet benefited from CAR T therapy due to a lack of suitable markers. One potential therapeutic target is CD7, which is expressed normally on mature T-cells and NK-cells but is also aberrantly expressed on ~30% of acute myeloid leukemias. CAR T therapy for patients with CD7+ AML and T-NHL will potentially offer a new therapeutic option which has a chance of offering durable benefit.~WU-CART-007 is a CD7-directed, genetically modified, allogeneic, fratricide-resistant chimeric antigen receptor (CAR) T-cell product for the treatment of CD7+ hematologic malignancies. These cells have two key changes from conventional, autologous CAR T-cells. First, because CD7 is present on normal T-cells including conventional CAR T products, CD7 is deleted from WU CART-007. This allows for targeting of CD7 without the risk of fratricide (killing of WU-CART-007 cells by other WU-CART-007 cells). Second, the T cell receptor alpha constant (TRAC) is also deleted. This makes WU CART 007 cells incapable of recognizing antigens other than CD7 and allows for the use of an allogeneic product without causing Graft-versus-Host-Disease (GvHD)."
33058250|NCT05353530|This is a phase I study to assess the safety and feasibility of IL-8 receptor modified patient-derived activated CD70 CAR T cell therapy in CD70+ and MGMT-unmethylated adult glioblastoma.
33058300|NCT05081479|The purpose of this study is to test the safety of N-AC when given in combination with Yescarta to people with lymphoma. This study will test different doses of N-AC to find the highest dose that causes few or mild side effects in participants.
33058340|NCT04778579|To assess the efficacy (in terms of response rate and duration) of the infusion of ARI-0001 cells (Adult differentiated autologous T-cells from peripheral blood, expanded and transducted with a lentivirus to express a chimeric antigen receptor with anti-CD19 specificity [A3B1] conjugated to the 4-aBB and CD3z co-stimulatory regions) in patients with resistant or refractory CD19+ acute lymphoid leukemia
33058394|NCT04404660|This is a Phase Ib/II study to evaluate the safety and efficacy of autologous T cells engineered with a chimeric antigen receptor (CAR) targeting CD19 in adult patients with relapsed or refractory B cell acute lymphoblastic leukemia (ALL).
33218289|NCT04429451|The purpose of this clinical trial is to assess the feasibility, safety and efficacy of PSMA-specific CAR-T cell therapy in patients with PSMA positive tumor. Another goal of the study is to learn more about the function of the PSMA CAR-T cells and their persistency in the patients.
33058504|NCT03144583|To assess the infusion of ARI-0001 cells (Adult differentiated autologous T-cells from peripheral blood, expanded and transduced with a lentivirus to express a chimeric antigen receptor with anti-CD19 specificity [A3B1] conjugated with the co-stimulatory regions 4-1BB and CD3z ) safety on patients with leukemia or lymphoma CD19+ resistant or refractory to treatment and with a prognosis of less than 2 years.
33136351|NCT03674463|This is a single arm, open-label, phase 1 study, to determine the safety and efficacy of LCAR-B4822M CAR-T cells in treating patients diagnosed with refractory/relapsed multiple myeloma (r/r MM).
33218529|NCT05043571|The objective of this study is to assess the safety and efficacy of anti-CD7 CAR T-cells in patients with refractory or relapsed T-lineage acute lymphoblastic leukemia (T-ALL).
32858490|NCT04650451|This is a Phase 1/2, open-label, multicenter, non-randomized study to investigate the safety, tolerability, and clinical activity of HER2-specific dual-switch CAR-T cells, BPX-603, administered with rimiducid to subjects with previously treated, locally advanced or metastatic solid tumors which are HER2 amplified/overexpressed.
32858504|NCT04526834|This is a phase 1 study to evaluate safety and dose-limiting toxicity of autologous CD30.CAR-T in subjects with relapsed or refractory CD30+ Non-Hodgkin Lymphoma
32858543|NCT04257578|This phase I/II trial studies the safety of acalabrutinib and axicabtagene ciloleucel in treating patients with B-cell lymphoma. Acalabrutinib may stop the growth of tumor cells by blocking key pathways needed for cell growth. Immunotherapy with axicabtagene ciloleucel is engineered to target a specific surface antigen on lymphoma cells. Acalabrutinib may enhance the efficacy of axicabtagene ciloleucel in treating patients with B-cell lymphoma.
33218713|NCT05030779|A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Systemic Lupus Erythematosus
33058745|NCT04696432|This is a single-center, open-label study to evaluate the safety and efficacy of C-CAR039 in relapsed and/or refractory B-NHL patients.
33058752|NCT04648046|This is a limited-center, open-label dose escalating phase I/IIa study of autologous T cells expressing LVgp120duoCAR molecules in people with HIV infection. It will follow a 3+3 design. Dose escalation decisions will be made when a minimum of three participants have completed the safety-evaluation period (45 days) at a given dose level. Cohort 1 will undergo infusion of a single low-dose regimen of LVgp120duoCAR-T cells. Cohort 2 will undergo non-ablative conditioning with cyclophosphamide, followed by infusion of a single low-dose regimen of LVgp120duoCAR-T cells. Cohort 3 will undergo non-ablative conditioning with cyclophosphamide, followed infusion of a single high-dose regimen of LVgp120duoCAR-T cells. Following administration of the experimental therapy, HIV medications will be paused for participants in each group during an analytic treatment interruption.
33137018|NCT03559764|This is a single centre、single arm、open-label，to investigate the safety and efficacy of anti-BCMA CAR T cells in patients with Relapsed and Refractory multiple myeloma.
33058781|NCT04557436|"PBLTT52CAR19 modified T cells are allogenic engineered human T cells (defined as TT52CAR19 +TCRαβ-) prepared for the treatment of CD19+ B cell leukaemia. The cells are from healthy adult volunteer donors and are not HLA-matched. They have been transduced to express and anti-CD19 chimeric antigen receptor (CAR19) using a lentiviral vector that also incorporates CRISPR guides for genome editing of CD52 and TRAC loci in the presence of transiently provided Cas9.~Recognition by TT52CAR19 T cells mediates eradication of CD19+ leukaemia and other CD19+ B cells through T cell mediated cytotoxicity.~This study aims to apply PBLTT52CAR19 T cells to secure molecular remission in children with relapsed/refractory B-ALL ahead of programmed allogeneic stem cell transplantation. The cells are to be used in a time-limited manner for their anti-leukaemia effects and then depleted by standard pre- transplant conditioning."
33058793|NCT04510051|This phase I trial investigates the side effects of chemotherapy and cellular immunotherapy in treating children with IL13Ralpha2 positive brain tumors that have come back after a period of improvement (recurrent) or do not respond to treatment (refractory). Cellular immunotherapy (IL13(EQ)BBzeta/CD19t+ T cells) are brain-tumor specific cells that may induce changes in body's immune system and may interfere with the ability of tumor cells to grow and spread. Chemotherapy drugs, such as as cyclophosphamide and fludarabine, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Many patients with brain tumor respond to treatment, but then the tumor starts to grow again. Giving chemotherapy in combination with cellular immunotherapy may kill more tumor cells and improve the outcome of treatment.
32951151|NCT03271515|This study aims to evaluate the safety, efficacy and duration of response of anti-CD19 anti-CD20 Bispecific Chimeric Antigen Receptor (CAR) redirected autologous T-cells in patients with high risk, relapsed CD19+ and CD20+ haematological malignancies.
32951223|NCT03271632|The aim of this clinical trial is to assess the feasibility, safety and efficacy of autologous CAR T cell immunotherapy targeting multiple cancer cell surface antigens in relapsed and refractory multiple myeloma patients. Another goal of the study is to learn more about the persistence and function of CAR T cells in the body.
33137297|NCT00881920|"Patients have a type of cancer called NHL, Multiple Myeloma (MM) or CLL that has come back or has not gone away after treatment. There is no standard treatment for the cancer at this time or the currently used treatments do not work completely in all cases like these. This is a gene transfer research study using special immune cells.~The body has different ways of fighting infection and disease. No single way seems perfect for fighting cancers. This research study combines two different ways of fighting disease, antibodies and T cells, that investigators hope will work together. Antibodies are types of proteins that protect the body from bacterial and other diseases. T cells, also called T lymphocytes, are special infection-fighting blood cells that can kill other cells, including tumor cells. Both antibodies and T cells have been used to treat patients with cancers; they have shown promise, but have not been strong enough to cure most patients.~The antibody used in this study recognizes a protein on the lymphoma, MM or CLL cells called kappa immunoglobulin. Antibodies can stick to lymphoma, MM or CLL cells when it recognizes the kappa molecules present on the tumor cells. For this study, the kappa antibody has been changed so that instead of floating free in the blood it is now joined to the T cells. When an antibody is joined to a T cell in this way it is called a chimeric receptor. These chimeric receptor-T cells seem to kill some of the tumor, but they don't last very long and so their chances of fighting the cancer are limited.~In the laboratory, investigators found that T cells work better if they also add a protein that stimulates T cells to grow called CD28. By joining the anti-kappa antibody to the T cells and adding the CD28, the investigators expect to be able to make cells that will last for a longer time in the body (because of the presence of the CD28). They are hoping this will make the cells work better.~Previously, when patients enrolled on this study, they were assigned to one of three different doses of the kappa-CD28 T cells. We found that all three dose levels are safe. Now, the plan is to give patients the highest dose that we tested.~These chimeric T cells (kappa-CD28) are an investigational product not approved by the FDA."
33219062|NCT05290155|The purpose of this study is to evaluate the safety and efficacy of CAR T cell treatment targeting CD7 in patients with relapsed or refractory CD7 positive T-cell hematological maliganacies
32859501|NCT05315778|This is a prospective, single-center, open-label, single-arm study, to evaluate the efficacy and safety of Anti-BCMA chimeric antigen receptor T cell therapy（BCMA CAR-T）for patients with relapse/refractory Immune thrombocytopenia(R/R ITP).
33219308|NCT05281809|This trial aims to demonstrate the feasibility of this approach to reliably generate product and to safely administer the product to patients who have B-Cell Lymphoma and B-Acute Lymphoblastic Leukemia.
33219352|NCT04796441|This is an open single-arm clinical study aimed at evaluating the efficacy and safety of universal γδT cell injection in the treatment of patients with relapsed AML after transplantation
33219359|NCT04796675|This is a single-center, open-label, single-arm study to evaluate the primary safety and efficacy of anti-CD19 chimeric antigen receptor(CAR)-modified NK cells(CAR-NK-CD19) in patients with relapsed or refractory hematological malignancies.
33219363|NCT04803929|This study evaluates the safety and efficacy of novel ILT3-targeted CAR-T cell therapy for patients with relapsed or refractory acute myeloid leukemia (M4/M5).
33059590|NCT03502577|This phase I trial determines the side effects and best dose of B-cell maturation antigen (BCMA)-chimeric antigen receptor (CAR) T-cells when combined with gamma-secretase inhibitor LY3039478 (JSMD194), cyclophosphamide, and fludarabine in treating participants with multiple myeloma that that has come back or remains despite treatment. Placing genes added in the laboratory into immune T-cells may make the T-cells recognize BCMA, a protein on the surface of cancer cells. JSMD194 may enhance the killing of cancer cells by increasing the BCMA expression on multiple myeloma cells, making the targeted BCMA CAR-T treatment more effective. JSMD194 also decreases the amount of BCMA found in the circulation (called soluble BCMA) that is not bound to the myeloma cells. JSMD194 can therefore reduce the potential for soluble BCMA to act as a decoy. Drugs used in chemotherapy, such as cyclophosphamide and fludarabine, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving BCMA CAR T therapy with JSMD194, cyclophosphamide, and fludarabine may work better in treating participants with relapsed or persistent multiple myeloma.
