id|nct_id|agency_class|lead_or_collaborator|name
51681812|NCT05256641|OTHER|lead|Jonsson Comprehensive Cancer Center
51681813|NCT05256641|INDUSTRY|collaborator|AstraZeneca
51681925|NCT04735471|INDUSTRY|lead|Adicet Bio, Inc
51681934|NCT04661384|OTHER|lead|City of Hope Medical Center
51681935|NCT04661384|NIH|collaborator|National Cancer Institute (NCI)
51938169|NCT04169022|OTHER|lead|Centre Hospitalier Universitaire de Besancon
51938170|NCT04169022|OTHER|collaborator|Centre Hospitalier Universitaire Dijon
51938171|NCT04169022|OTHER|collaborator|Etablissement Français du Sang
51938187|NCT04186052|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51938188|NCT04186052|OTHER|collaborator|Second Affiliated Hospital of Suzhou University
51682787|NCT05620680|OTHER|lead|Shenzhen University General Hospital
51939055|NCT04184414|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51939056|NCT04184414|OTHER|collaborator|Second Affiliated Hospital of Suzhou University
51939134|NCT02813837|OTHER|lead|Innovative Cellular Therapeutics Co., Ltd.
52218726|NCT03323944|OTHER|lead|University of Pennsylvania
51939668|NCT05652920|INDUSTRY|lead|OriCell Therapeutics Co., Ltd.
51939688|NCT04236011|OTHER|lead|Shanghai Changzheng Hospital
51939689|NCT04236011|INDUSTRY|collaborator|Gracell Biotechnology Shanghai Co., Ltd.
51939939|NCT02794961|OTHER|lead|Kai Lin Xu; Jun Nian Zheng
51939940|NCT02794961|UNKNOWN|collaborator|iCarTAB BioMed Inc.
52218887|NCT04795882|OTHER|lead|University College, London
51817812|NCT04666168|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
51817813|NCT04666168|OTHER|collaborator|Hebei Medical University Fourth Hospital
51817846|NCT04665076|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
51817847|NCT04665076|OTHER|collaborator|Hebei Medical University Fourth Hospital
51817992|NCT04661020|OTHER|lead|Zhejiang University
51817993|NCT04661020|INDUSTRY|collaborator|Yake Biotechnology Ltd.
51942084|NCT02765243|OTHER|lead|Zhujiang Hospital
52074195|NCT03874897|OTHER|lead|Peking University
52074196|NCT03874897|UNKNOWN|collaborator|CARsgen Pharmaceuticals Co.,Ltd
51685045|NCT04650451|INDUSTRY|lead|Bellicum Pharmaceuticals
51685068|NCT04526834|INDUSTRY|lead|Tessa Therapeutics
51818501|NCT04626739|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
51685156|NCT04257578|OTHER|lead|University of Washington
51685157|NCT04257578|INDUSTRY|collaborator|AstraZeneca
52074360|NCT03929107|OTHER|lead|Wenbin Qian
52074361|NCT03929107|OTHER|collaborator|Zhejiang Provincial Tongde Hospital
51944077|NCT02735291|INDUSTRY|lead|Sinobioway Cell Therapy Co., Ltd.
51944078|NCT02735291|OTHER|collaborator|The Second Hospital of Anhui Medical University
51944311|NCT02737085|OTHER|lead|Southwest Hospital, China
51819142|NCT04610125|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
51819143|NCT04610125|OTHER|collaborator|Hebei Medical University Fourth Hospital
51944924|NCT02721407|OTHER|lead|Xinqiao Hospital of Chongqing
51944925|NCT02721407|OTHER|collaborator|Xuzhou Medical University
51945505|NCT05260957|OTHER|lead|Lazaros Lekakis
51945506|NCT05260957|INDUSTRY|collaborator|Genentech, Inc.
51819656|NCT04594135|INDUSTRY|lead|iCell Gene Therapeutics
51819657|NCT04594135|INDUSTRY|collaborator|iCAR Bio Therapeutics Ltd.
51819658|NCT04594135|OTHER|collaborator|Peking University Shenzhen Hospital
51945928|NCT04162340|INDUSTRY|lead|iCell Gene Therapeutics
51945929|NCT04162340|INDUSTRY|collaborator|iCAR Bio Therapeutics Ltd.
51945930|NCT04162340|OTHER|collaborator|Peking University Shenzhen Hospital
51946094|NCT03999697|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51946095|NCT03999697|OTHER_GOV|collaborator|Anhui Provincial Hospital
51946260|NCT05263817|OTHER|lead|Zhejiang University
51946261|NCT05263817|INDUSTRY|collaborator|Yake Biotechnology Ltd.
51819808|NCT04213469|INDUSTRY|lead|Bioray Laboratories
51819809|NCT04213469|OTHER|collaborator|First Affiliated Hospital of Zhejiang University
52220991|NCT03497819|OTHER|lead|First Affiliated Hospital of Wenzhou Medical University
51947268|NCT02617134|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51947269|NCT02617134|OTHER|collaborator|The First People's Hospital of Hefei
51947270|NCT02617134|OTHER|collaborator|Hefei Binhu Hospital
51686735|NCT05315778|OTHER|lead|The First Affiliated Hospital of Soochow University
51686736|NCT05315778|INDUSTRY|collaborator|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd
51947731|NCT04156178|INDUSTRY|lead|iCell Gene Therapeutics
51947732|NCT04156178|OTHER|collaborator|Peking University Shenzhen Hospital
51947733|NCT04156178|OTHER|collaborator|Chengdu Military General Hospital
51947734|NCT04156178|INDUSTRY|collaborator|iCAR Bio Therapeutics Ltd.
52222533|NCT01865617|OTHER|lead|Fred Hutchinson Cancer Center
52222534|NCT01865617|NIH|collaborator|National Cancer Institute (NCI)
52222971|NCT05320081|OTHER|lead|Huazhong University of Science and Technology
52222972|NCT05320081|OTHER|collaborator|The First Affiliated Hospital of Nanchang University
52223070|NCT04938115|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52076295|NCT05155189|OTHER|lead|Zhejiang University
52223326|NCT03593109|OTHER|lead|Second Affiliated Hospital of Xi'an Jiaotong University
52223327|NCT03593109|INDUSTRY|collaborator|Nanjing Legend Biotech Co.
51948533|NCT04151186|OTHER|lead|suhaichuan
51948534|NCT04151186|UNKNOWN|collaborator|Shanghai Biomed-union Biotechnology Co., Ltd.
52076456|NCT00924326|NIH|lead|National Cancer Institute (NCI)
51687649|NCT05464719|OTHER|lead|M.D. Anderson Cancer Center
51949319|NCT02624258|OTHER|lead|University of Pennsylvania
51949320|NCT02624258|OTHER|collaborator|Children's Hospital of Philadelphia
51687754|NCT05274451|INDUSTRY|lead|Lyell Immunopharma, Inc.
51950111|NCT04182581|OTHER|lead|Xijing Hospital
51950112|NCT04182581|OTHER|collaborator|Gracell Biotechnology Ltd.
51950491|NCT02672501|INDUSTRY|lead|Shanghai GeneChem Co., Ltd.
51688143|NCT04432506|OTHER|lead|M.D. Anderson Cancer Center
51688144|NCT04432506|NIH|collaborator|National Cancer Institute (NCI)
52223770|NCT04928105|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
51688257|NCT04071366|INDUSTRY|lead|Incyte Corporation
51951258|NCT02644655|OTHER|lead|Second Military Medical University
51822135|NCT04546906|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52077224|NCT03483688|OTHER|lead|Peking Union Medical College Hospital
51822193|NCT04541368|OTHER|lead|Zhejiang University
51822194|NCT04541368|INDUSTRY|collaborator|Yake Biotechnology Ltd.
51688395|NCT03435796|INDUSTRY|lead|Celgene
52077225|NCT03483688|INDUSTRY|collaborator|Cellular Biomedicine Group Ltd.
51951768|NCT04160195|NIH|lead|National Cancer Institute (NCI)
51952355|NCT05096234|OTHER|lead|Stanford University
51952356|NCT05096234|INDUSTRY|collaborator|CellSight Technologies, Inc.
51688628|NCT01087294|NIH|lead|National Cancer Institute (NCI)
51953062|NCT04153799|OTHER|lead|Sun Yat-sen University
51953063|NCT04153799|INDUSTRY|collaborator|Guangzhou Bio-gene Technology Co., Ltd
51953671|NCT05574114|OTHER|lead|Memorial Sloan Kettering Cancer Center
51953679|NCT05535855|OTHER|lead|University of Colorado, Denver
51953818|NCT05010564|OTHER|lead|Baylor College of Medicine
51953819|NCT05010564|OTHER|collaborator|Texas Children's Cancer Center
51953897|NCT04555551|OTHER|lead|Memorial Sloan Kettering Cancer Center
51689020|NCT03882840|OTHER|lead|Second Affiliated Hospital of Guangzhou Medical University
51689021|NCT03882840|OTHER|collaborator|Hunan Zhaotai Yongren Medical Innovation Co. Ltd.
51689036|NCT03198546|OTHER|lead|Second Affiliated Hospital of Guangzhou Medical University
51689037|NCT03198546|OTHER|collaborator|Hunan Zhaotai Yongren Medical Innovation Co. Ltd.
51689038|NCT03198546|OTHER|collaborator|Guangdong Zhaotai InVivo Biomedicine Co. Ltd.
51689039|NCT03198546|OTHER|collaborator|First Affiliated Hospital, Sun Yat-Sen University
51955025|NCT05298995|OTHER|lead|Bambino Gesù Hospital and Research Institute
51689332|NCT03590574|INDUSTRY|lead|Autolus Limited
52077862|NCT03716856|OTHER|lead|First Affiliated Hospital of Zhejiang University
52077863|NCT03716856|INDUSTRY|collaborator|CARsgen Therapeutics Co., Ltd.
51823293|NCT04532281|OTHER|lead|Zhejiang University
51823294|NCT04532281|INDUSTRY|collaborator|Yake Biotechnology Ltd.
51823297|NCT04532203|OTHER|lead|Zhejiang University
52077917|NCT03902197|OTHER|lead|Xuanwu Hospital, Beijing
52077918|NCT03902197|OTHER|collaborator|Beijing Children's Hospital
51823913|NCT04718883|INDUSTRY|lead|Shanghai Ming Ju Biotechnology Co., Ltd.
51958888|NCT04094766|OTHER|lead|Second Affiliated Hospital of Xi'an Jiaotong University
51958889|NCT04094766|INDUSTRY|collaborator|Nanjing Legend Biotech Co.
51690214|NCT05665062|INDUSTRY|lead|Synthekine
51690256|NCT05322330|OTHER|lead|The First Affiliated Hospital of Soochow University
51690257|NCT05322330|OTHER|collaborator|West China Hospital
51690258|NCT05322330|UNKNOWN|collaborator|The General Hospital of Western Theater Command PLA
51690259|NCT05322330|UNKNOWN|collaborator|The Affiliated People's Hospital of Ningbo University Ningbo Yinzhou People's Hospital Community
51690260|NCT05322330|OTHER|collaborator|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School
51690261|NCT05322330|OTHER|collaborator|Yixing People's Hospital
51690262|NCT05322330|OTHER|collaborator|Affiliated Hospital of Jiangnan University
51690263|NCT05322330|UNKNOWN|collaborator|Wuxi Second People's Hospital
51960420|NCT05325801|OTHER|lead|Zhejiang University
52078438|NCT03881761|OTHER_GOV|lead|Henan Cancer Hospital
52078439|NCT03881761|UNKNOWN|collaborator|Henan Hualong Biotechnology Company
52225492|NCT04412889|OTHER|lead|Hebei Yanda Ludaopei Hospital
52225493|NCT04412889|OTHER|collaborator|Gracell Biotechnology Ltd.
52225587|NCT04447573|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52225588|NCT04447573|OTHER|collaborator|Beijing Lu Daopei Hospital
52225589|NCT04447573|OTHER|collaborator|Hebei Yanda Ludaopei Hospital
51960711|NCT02587689|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51960712|NCT02587689|OTHER|collaborator|The First People's Hospital of Hefei
52226086|NCT03904069|INDUSTRY|lead|Amgen
51960713|NCT02587689|OTHER|collaborator|Hefei Binhu Hospital
52226170|NCT04506983|OTHER|lead|Beijing Tsinghua Chang Gung Hospital
52226171|NCT04506983|INDUSTRY|collaborator|China Immunotech (Beijing) Biotechnology Co., Ltd.
51961343|NCT02580747|OTHER|lead|Chinese PLA General Hospital
52226368|NCT03380039|OTHER|lead|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine
52226369|NCT03380039|INDUSTRY|collaborator|CARsgen Therapeutics Co., Ltd.
51691409|NCT05212584|INDUSTRY|lead|iCell Gene Therapeutics
51691410|NCT05212584|UNKNOWN|collaborator|iCar Bio Therapeutics
51963631|NCT03740256|OTHER|lead|Baylor College of Medicine
51963632|NCT03740256|OTHER|collaborator|The Methodist Hospital Research Institute
51965738|NCT02631044|INDUSTRY|lead|Juno Therapeutics, a Subsidiary of Celgene
52226801|NCT03383965|INDUSTRY|lead|Immune Cell, Inc.
52226802|NCT03383965|OTHER|collaborator|Weifang People's Hospital
51966810|NCT04067414|OTHER|lead|Institute of Hematology & Blood Diseases Hospital
51966811|NCT04067414|UNKNOWN|collaborator|Shanghai Cell Therapy Engineering Technology Research Center Group Co., Ltd.
51692409|NCT03330834|OTHER|lead|Sun Yat-sen University
51692410|NCT03330834|OTHER|collaborator|Guangzhou Yiyang Biological Technology Co., Ltd.
51967643|NCT04561557|OTHER|lead|Tongji Hospital
51967644|NCT04561557|INDUSTRY|collaborator|Nanjing IASO Biotherapeutics Co.,Ltd
52079566|NCT03711864|OTHER|lead|Peking Union Medical College Hospital
52079567|NCT03711864|INDUSTRY|collaborator|Beijing Immunochina Medical Science & Technology Co., Ltd.
52227234|NCT05127135|INDUSTRY|lead|Fundamenta Therapeutics, Ltd.
52227235|NCT05127135|OTHER|collaborator|The First Affiliated Hospital of University of Science and Technology of China
51970555|NCT00889954|OTHER|lead|Baylor College of Medicine
51970556|NCT00889954|OTHER|collaborator|The Methodist Hospital Research Institute
51970557|NCT00889954|OTHER|collaborator|Center for Cell and Gene Therapy, Baylor College of Medicine
51970667|NCT04037566|OTHER|lead|Xijing Hospital
51970668|NCT04037566|UNKNOWN|collaborator|Xi'An Yufan Biotechnology Co.,Ltd
51970688|NCT02541370|OTHER|lead|Chinese PLA General Hospital
52227567|NCT03349255|INDUSTRY|lead|Aeon Therapeutics (Shanghai) Co., Ltd.
52227568|NCT03349255|OTHER|collaborator|Renmin Hospital of Wuhan University
52227569|NCT03349255|INDUSTRY|collaborator|Eureka Therapeutics Inc.
51973645|NCT05350852|OTHER|lead|Zhejiang University
51973758|NCT03825718|OTHER|lead|Hebei Yanda Ludaopei Hospital
51973759|NCT03825718|OTHER|collaborator|Gracell Biotechnology Ltd.
51974878|NCT05201781|INDUSTRY|lead|Janssen Research & Development, LLC
51976055|NCT04008394|OTHER|lead|Wuhan Union Hospital, China
51976056|NCT04008394|UNKNOWN|collaborator|Wuhan Bio-Raid Biotechnology Co, Ltd. China
51976296|NCT05277987|OTHER|lead|Shenzhen Fifth People's Hospital
51976535|NCT04048434|OTHER|lead|Hannover Medical School
51976536|NCT04048434|INDUSTRY|collaborator|CytoSorbents, Inc
51695298|NCT04148430|OTHER|lead|Memorial Sloan Kettering Cancer Center
51695305|NCT03467256|OTHER|lead|Federal Research Institute of Pediatric Hematology, Oncology and Immunology
51829401|NCT04715217|OTHER|lead|Shanxi Province Cancer Hospital
51829402|NCT04715217|UNKNOWN|collaborator|Shanghai Ultra-T Immune Therapeutics Co. LTD
51977008|NCT05306080|OTHER|lead|University of Pennsylvania
52002505|NCT03144583|OTHER|lead|Sara V. Latorre
52002506|NCT03144583|OTHER_GOV|collaborator|Instituto de Salud Carlos III
52228346|NCT05430945|OTHER|lead|Zhejiang University
52228347|NCT05430945|INDUSTRY|collaborator|Yake Biotechnology Ltd.
52081256|NCT05470777|OTHER|lead|The First Affiliated Hospital of Soochow University
52081257|NCT05470777|UNKNOWN|collaborator|National Natural Science Foundation of China(Grant No. 81970138)
52081258|NCT05470777|UNKNOWN|collaborator|Jiangsu Province Natural Science Foundation of China (Grant No. BK20210091)
52081259|NCT05470777|OTHER|collaborator|Jining Medical University
52081260|NCT05470777|OTHER|collaborator|The Second People's Hospital of Huai'an
52081261|NCT05470777|OTHER|collaborator|First Affiliated Hospital Bengbu Medical College
52081262|NCT05470777|OTHER|collaborator|Northern Jiangsu Province People's Hospital
52081263|NCT05470777|OTHER|collaborator|Affiliated Hospital of Nantong University
52081264|NCT05470777|OTHER|collaborator|Suzhou Hospital of Traditional Chinese Medicine
51979237|NCT04003168|INDUSTRY|lead|Hrain Biotechnology Co., Ltd.
51979238|NCT04003168|OTHER|collaborator|Shanghai Changzheng Hospital
51979239|NCT04003168|OTHER|collaborator|First Affiliated Hospital of Wenzhou Medical University
51979240|NCT04003168|OTHER|collaborator|The Second Affiliated Hospital of Henan University of Traditional Chinese Medicine
52081643|NCT04257175|OTHER_GOV|lead|Sheba Medical Center
51980703|NCT03573700|OTHER|lead|St. Jude Children's Research Hospital
52081817|NCT03931421|OTHER|lead|First Affiliated Hospital of Zhejiang University
52081861|NCT04823091|OTHER|lead|Wuhan Union Hospital, China
52081862|NCT04823091|UNKNOWN|collaborator|Beijing GoBroad Hospital Management Co.,Ltd
52081863|NCT04823091|UNKNOWN|collaborator|Shanghai YaKe Biotechnology Ltd.
51981794|NCT02547948|OTHER|lead|Fuda Cancer Hospital, Guangzhou
51981819|NCT04010877|OTHER|lead|Shenzhen Geno-Immune Medical Institute
51829833|NCT04714827|OTHER|lead|Shanxi Province Cancer Hospital
51829834|NCT04714827|UNKNOWN|collaborator|Shanghai Ultra-T Immune Therapeutics Co. LTD
51982284|NCT04119024|OTHER|lead|Jonsson Comprehensive Cancer Center
51982285|NCT04119024|OTHER|collaborator|City of Hope National Medical Center
51696415|NCT05576220|INDUSTRY|lead|IDION Inc.
51982776|NCT04089215|INDUSTRY|lead|Shanghai Ming Ju Biotechnology Co., Ltd.
52082502|NCT03814447|OTHER|lead|Shanghai 6th People's Hospital
52082503|NCT03814447|INDUSTRY|collaborator|Hrain Biotechnology Co., Ltd.
52082530|NCT05164042|OTHER|lead|Shenzhen University General Hospital
52082772|NCT03815383|OTHER|lead|The First Affiliated Hospital with Nanjing Medical University
51985135|NCT04085159|OTHER|lead|Shenzhen Geno-Immune Medical Institute
51985136|NCT04085159|OTHER|collaborator|Shenzhen Hospital of Southern Medical University
51985137|NCT04085159|OTHER_GOV|collaborator|Shenzhen Children's Hospital
51985179|NCT04696731|INDUSTRY|lead|Allogene Therapeutics
51985558|NCT04004637|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51985559|NCT04004637|OTHER|collaborator|The First Affiliated Hospital of Zhengzhou University
51985661|NCT05277753|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52229190|NCT03322735|OTHER_GOV|lead|Henan Cancer Hospital
52229191|NCT03322735|INDUSTRY|collaborator|The Pregene (ShenZhen) Biotechnology Company, Ltd.
51985810|NCT05590221|OTHER|lead|Peking University Cancer Hospital & Institute
51985811|NCT05590221|INDUSTRY|collaborator|Shanghai Ming Ju Biotechnology Co., Ltd.
52083924|NCT05176275|OTHER|lead|The First Affiliated Hospital of Soochow University
51987156|NCT05546723|INDUSTRY|lead|Luminary Therapeutics
51987157|NCT05546723|OTHER|collaborator|The Cleveland Clinic
51987158|NCT05546723|OTHER|collaborator|Case Western Reserve University
52084122|NCT03790891|INDUSTRY|lead|Timmune Biotech Inc.
51987272|NCT05388695|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
51987273|NCT05388695|OTHER|collaborator|Tongji Hospital
51987317|NCT05312801|INDUSTRY|lead|Luminary Therapeutics
51987318|NCT05312801|OTHER|collaborator|Case Comprehensive Cancer Center
52084513|NCT05438368|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52084531|NCT05234190|INDUSTRY|lead|Quell Therapeutics Limited
51830260|NCT04714593|OTHER|lead|Shanxi Province Cancer Hospital
51830261|NCT04714593|UNKNOWN|collaborator|Shanghai Ultra-T Immune Therapeutics Co. LTD
52084935|NCT03706326|OTHER|lead|The First Affiliated Hospital of Guangdong Pharmaceutical University
52084936|NCT03706326|INDUSTRY|collaborator|Guangzhou Anjie Biomedical Technology Co., Ltd.
51988793|NCT02664363|OTHER|lead|Daniel Landi
52085244|NCT03064269|INDUSTRY|lead|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd
52085245|NCT03064269|OTHER|collaborator|The First Affiliated Hospital of Soochow University
51989119|NCT03958656|NIH|lead|National Cancer Institute (NCI)
52230262|NCT03312205|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52230263|NCT03312205|OTHER|collaborator|Hebei Yanda Ludaopei Hospital
52230264|NCT03312205|OTHER|collaborator|Beijing Lu Daopei Hospital
51698734|NCT05269914|OTHER|lead|The Affiliated Hospital of Qingdao University
51698748|NCT05262673|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52230513|NCT05044039|OTHER|lead|Washington University School of Medicine
52230514|NCT05044039|INDUSTRY|collaborator|SecuraBio
52230515|NCT05044039|OTHER|collaborator|The Foundation for Barnes-Jewish Hospital
52230516|NCT05044039|NIH|collaborator|National Cancer Institute (NCI)
51698873|NCT05052528|OTHER|lead|Mehrdad Abedi, MD
51698874|NCT05052528|NIH|collaborator|National Cancer Institute (NCI)
51699137|NCT04260945|OTHER|lead|Hebei Yanda Ludaopei Hospital
51699138|NCT04260945|INDUSTRY|collaborator|China Immunotech (Beijing) Biotechnology Co., Ltd.
51699139|NCT04260932|OTHER|lead|Hebei Yanda Ludaopei Hospital
51699140|NCT04260932|INDUSTRY|collaborator|China Immunotech (Beijing) Biotechnology Co., Ltd.
52086131|NCT04903080|NETWORK|lead|Pediatric Brain Tumor Consortium
52086132|NCT04903080|OTHER|collaborator|Texas Children's Cancer Center
52086133|NCT04903080|OTHER|collaborator|Baylor College of Medicine
52231155|NCT03281551|INDUSTRY|lead|Pinze Lifetechnology Co. Ltd.
52231156|NCT03281551|OTHER_GOV|collaborator|Chinese Academy of Sciences
52231157|NCT03281551|OTHER|collaborator|Navy General Hospital, Beijing
52231340|NCT03356795|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52086306|NCT03767725|OTHER|lead|Shenzhen Second People's Hospital
51699461|NCT03373071|OTHER|lead|Bambino Gesù Hospital and Research Institute
52086406|NCT03916679|OTHER|lead|Second Affiliated Hospital, School of Medicine, Zhejiang University
51991289|NCT03851146|OTHER|lead|Peter MacCallum Cancer Centre, Australia
52087088|NCT04697290|OTHER|lead|Beijing Tsinghua Chang Gung Hospital
52087089|NCT04697290|UNKNOWN|collaborator|China Immunotech Pharmaceuticals Co.Ltd.
52087475|NCT03289455|INDUSTRY|lead|Autolus Limited
51992818|NCT04082910|OTHER|lead|Chinese PLA General Hospital
52087803|NCT05275062|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
52232137|NCT04500431|OTHER|lead|Shanghai Tongji Hospital, Tongji University School of Medicine
52232229|NCT03121625|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52232230|NCT03121625|OTHER|collaborator|Hebei Medical University Fourth Hospital
52232497|NCT03344705|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
51994758|NCT04007978|OTHER|lead|Wuhan Union Hospital, China
51994759|NCT04007978|UNKNOWN|collaborator|Wuhan Bio-Raid Biotechnology Co., Ltd.
52090017|NCT05181501|INDUSTRY|lead|Nanjing IASO Biotherapeutics Co.,Ltd
52091274|NCT03370198|INDUSTRY|lead|Celyad Oncology SA
51703896|NCT05418088|OTHER|lead|Sumithira Vasu
52233315|NCT05016063|OTHER|lead|Xinqiao Hospital of Chongqing
52091619|NCT03356782|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52233316|NCT05016063|INDUSTRY|collaborator|Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.
52091714|NCT05239689|OTHER|lead|Zhejiang University
52091715|NCT05239689|INDUSTRY|collaborator|Yake Biotechnology Ltd.
52092019|NCT04503538|OTHER|lead|Wake Forest University Health Sciences
51704253|NCT03098355|OTHER|lead|Zhujiang Hospital
51704254|NCT03098355|OTHER|collaborator|Shenzhen Geno-Immune Medical Institute
52233949|NCT03076437|OTHER|lead|Shenzhen Institute for Innovation and Translational Medicine
52233950|NCT03076437|OTHER_GOV|collaborator|Dongguan People's Hospital
51997024|NCT04045847|OTHER|lead|Xijing Hospital
52093516|NCT03840317|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52093517|NCT03840317|OTHER|collaborator|Hebei Yanda Ludaopei Hospital
52095168|NCT03811457|INDUSTRY|lead|UWELL Biopharma
52095169|NCT03811457|OTHER|collaborator|Liaocheng People's Hospital
52095516|NCT05463640|OTHER|lead|Zhejiang University
52095644|NCT03798509|INDUSTRY|lead|Hrain Biotechnology Co., Ltd.
52095645|NCT03798509|OTHER|collaborator|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine
52095805|NCT03799913|OTHER|lead|Zhejiang University
52095806|NCT03799913|OTHER|collaborator|Second Affiliated Hospital, School of Medicine, Zhejiang University
52095807|NCT03799913|INDUSTRY|collaborator|Hrain Biotechnology Co., Ltd.
52096335|NCT03720457|INDUSTRY|lead|Hrain Biotechnology Co., Ltd.
52096336|NCT03720457|OTHER|collaborator|Shanghai Zhongshan Hospital
51706998|NCT03761056|INDUSTRY|lead|Kite, A Gilead Company
52236381|NCT05179603|INDUSTRY|lead|Sanofi
52236382|NCT05179603|INDUSTRY|collaborator|Merck Sharp & Dohme LLC
52236424|NCT03283631|OTHER|lead|Gary Archer Ph.D.
52236425|NCT03283631|NIH|collaborator|National Cancer Institute (NCI)
52236426|NCT03283631|OTHER|collaborator|Duke Cancer Institute
51832513|NCT03271515|INDUSTRY|lead|Beijing Doing Biomedical Co., Ltd.
52236656|NCT03267173|OTHER|lead|First Affiliated Hospital of Harbin Medical University
52236657|NCT03267173|INDUSTRY|collaborator|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd
52000552|NCT05225831|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52000553|NCT05225831|OTHER|collaborator|Hebei Yanda Ludaopei Hospital
51832638|NCT03271632|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52236796|NCT03258047|OTHER|lead|First Affiliated Hospital of Zhejiang University
52097642|NCT03628612|INDUSTRY|lead|Autolus Limited
52237010|NCT04966143|OTHER|lead|Shanghai Longyao Biotechnology Inc., Ltd.
51832987|NCT04702841|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51832988|NCT04702841|OTHER_GOV|collaborator|Anhui Provincial Hospital
52238051|NCT04430595|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52238052|NCT04430595|OTHER|collaborator|The Seventh Affiliated Hospital of Sun Yat-sen University
52001563|NCT05393986|OTHER|lead|Peking University
52001564|NCT05393986|INDUSTRY|collaborator|CARsgen Therapeutics Co., Ltd.
52098996|NCT03198052|OTHER|lead|Second Affiliated Hospital of Guangzhou Medical University
52098997|NCT03198052|OTHER|collaborator|Hunan Zhaotai Yongren Medical Innovation Co. Ltd.
52098998|NCT03198052|OTHER|collaborator|Guangdong Zhaotai InVivo Biomedicine Co. Ltd.
52238384|NCT04864821|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
52238385|NCT04864821|OTHER|collaborator|The First Affiliated Hospital of Zhengzhou University
52099232|NCT03298828|OTHER|lead|Third Military Medical University
52002039|NCT05458297|INDUSTRY|lead|Merck Sharp & Dohme LLC
52002064|NCT05377827|OTHER|lead|Washington University School of Medicine
52002065|NCT05377827|INDUSTRY|collaborator|Wugen, Inc.
52002069|NCT05353530|OTHER|lead|University of Florida
52002070|NCT05353530|FED|collaborator|United States Department of Defense
52002071|NCT05353530|UNKNOWN|collaborator|AM Rosen Foundation
52002162|NCT05081479|OTHER|lead|Memorial Sloan Kettering Cancer Center
52002216|NCT04778579|OTHER|lead|Sara V. Latorre
52002217|NCT04778579|OTHER|collaborator|Institut d'Investigacions Biomèdiques August Pi i Sunyer
52002218|NCT04778579|OTHER_GOV|collaborator|Instituto de Salud Carlos III
52239223|NCT04853277|OTHER|lead|Dartmouth-Hitchcock Medical Center
52002299|NCT04404660|INDUSTRY|lead|Autolus Limited
52100196|NCT02456350|OTHER|lead|Shenzhen Second People's Hospital
52100197|NCT02456350|OTHER|collaborator|Shenzhen Institute for Innovation and Translational Medicine
52002953|NCT04696432|OTHER|lead|Tianjin Medical University Cancer Institute and Hospital
52002954|NCT04696432|INDUSTRY|collaborator|Cellular Biomedicine Group Ltd.
52002967|NCT04648046|OTHER|lead|Steven Deeks
52002968|NCT04648046|UNKNOWN|collaborator|Caring Cross
