id|nct_id|ctgov_group_code|event_type|classification|subjects_affected|subjects_at_risk|created_at|updated_at
30077432|NCT03958656|EG000|other|Total, other adverse events|3|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077433|NCT03958656|EG000|deaths|Total, all-cause mortality|0|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077434|NCT03958656|EG001|serious|Total, serious adverse events|1|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077435|NCT03958656|EG001|other|Total, other adverse events|3|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077436|NCT03958656|EG001|deaths|Total, all-cause mortality|0|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077437|NCT03958656|EG002|serious|Total, serious adverse events|1|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077438|NCT03958656|EG002|other|Total, other adverse events|3|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077439|NCT03958656|EG002|deaths|Total, all-cause mortality|0|3|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077440|NCT03958656|EG003|serious|Total, serious adverse events|1|1|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077441|NCT03958656|EG003|other|Total, other adverse events|1|1|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30077442|NCT03958656|EG003|deaths|Total, all-cause mortality|0|1|2023-09-03 02:40:13.677862|2023-09-03 02:40:13.677862
30171556|NCT02706392|EG000|serious|Total, serious adverse events|1|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171557|NCT02706392|EG000|other|Total, other adverse events|2|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171558|NCT02706392|EG000|deaths|Total, all-cause mortality|1|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171559|NCT02706392|EG001|serious|Total, serious adverse events|1|1|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171560|NCT02706392|EG001|other|Total, other adverse events|1|1|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171561|NCT02706392|EG001|deaths|Total, all-cause mortality|0|1|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171562|NCT02706392|EG002|serious|Total, serious adverse events|1|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171563|NCT02706392|EG002|other|Total, other adverse events|2|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171564|NCT02706392|EG002|deaths|Total, all-cause mortality|2|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171565|NCT02706392|EG003|serious|Total, serious adverse events|2|3|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171566|NCT02706392|EG003|other|Total, other adverse events|3|3|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171567|NCT02706392|EG003|deaths|Total, all-cause mortality|2|3|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171568|NCT02706392|EG004|serious|Total, serious adverse events|10|11|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171569|NCT02706392|EG004|other|Total, other adverse events|11|11|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171570|NCT02706392|EG004|deaths|Total, all-cause mortality|5|11|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171571|NCT02706392|EG005|serious|Total, serious adverse events|2|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171572|NCT02706392|EG005|other|Total, other adverse events|2|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171573|NCT02706392|EG005|deaths|Total, all-cause mortality|2|2|2023-09-04 09:29:17.434951|2023-09-04 09:29:17.434951
30171829|NCT02535364|EG000|serious|Total, serious adverse events|23|38|2023-09-04 09:41:45.616871|2023-09-04 09:41:45.616871
30171830|NCT02535364|EG000|other|Total, other adverse events|38|38|2023-09-04 09:41:45.616871|2023-09-04 09:41:45.616871
30171831|NCT02535364|EG000|deaths|Total, all-cause mortality|24|38|2023-09-04 09:41:45.616871|2023-09-04 09:41:45.616871
30182362|NCT02706405|EG000|serious|Total, serious adverse events|4|5|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182363|NCT02706405|EG000|other|Total, other adverse events|5|5|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182364|NCT02706405|EG000|deaths|Total, all-cause mortality|3|5|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182365|NCT02706405|EG001|serious|Total, serious adverse events|3|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182366|NCT02706405|EG001|other|Total, other adverse events|3|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182367|NCT02706405|EG001|deaths|Total, all-cause mortality|2|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182368|NCT02706405|EG002|serious|Total, serious adverse events|2|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182369|NCT02706405|EG002|other|Total, other adverse events|3|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182370|NCT02706405|EG002|deaths|Total, all-cause mortality|0|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182371|NCT02706405|EG003|serious|Total, serious adverse events|1|1|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182372|NCT02706405|EG003|other|Total, other adverse events|1|1|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182373|NCT02706405|EG003|deaths|Total, all-cause mortality|1|1|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182374|NCT02706405|EG004|serious|Total, serious adverse events|0|1|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182375|NCT02706405|EG004|other|Total, other adverse events|1|1|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182376|NCT02706405|EG004|deaths|Total, all-cause mortality|0|1|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182377|NCT02706405|EG005|serious|Total, serious adverse events|2|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182378|NCT02706405|EG005|other|Total, other adverse events|3|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182379|NCT02706405|EG005|deaths|Total, all-cause mortality|0|3|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182380|NCT02706405|EG006|serious|Total, serious adverse events|4|6|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182381|NCT02706405|EG006|other|Total, other adverse events|6|6|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182382|NCT02706405|EG006|deaths|Total, all-cause mortality|3|6|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182383|NCT02706405|EG007|serious|Total, serious adverse events|4|7|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182384|NCT02706405|EG007|other|Total, other adverse events|7|7|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182385|NCT02706405|EG007|deaths|Total, all-cause mortality|4|7|2023-09-04 14:11:52.230488|2023-09-04 14:11:52.230488
30182410|NCT02761915|EG000|serious|Total, serious adverse events|0|4|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182411|NCT02761915|EG000|other|Total, other adverse events|4|4|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182412|NCT02761915|EG000|deaths|Total, all-cause mortality|3|4|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182413|NCT02761915|EG001|serious|Total, serious adverse events|0|1|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182414|NCT02761915|EG001|other|Total, other adverse events|1|1|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182415|NCT02761915|EG001|deaths|Total, all-cause mortality|1|1|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182416|NCT02761915|EG002|serious|Total, serious adverse events|0|1|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182417|NCT02761915|EG002|other|Total, other adverse events|1|1|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182418|NCT02761915|EG002|deaths|Total, all-cause mortality|1|1|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182419|NCT02761915|EG003|serious|Total, serious adverse events|2|3|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182420|NCT02761915|EG003|other|Total, other adverse events|3|3|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182421|NCT02761915|EG003|deaths|Total, all-cause mortality|1|3|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182422|NCT02761915|EG004|serious|Total, serious adverse events|3|3|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182423|NCT02761915|EG004|other|Total, other adverse events|3|3|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30182424|NCT02761915|EG004|deaths|Total, all-cause mortality|0|3|2023-09-04 14:13:17.74968|2023-09-04 14:13:17.74968
30189796|NCT01865617|EG000|serious|Total, serious adverse events|39|39|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189797|NCT01865617|EG000|other|Total, other adverse events|39|39|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189798|NCT01865617|EG000|deaths|Total, all-cause mortality|27|39|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189799|NCT01865617|EG001|serious|Total, serious adverse events|5|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189800|NCT01865617|EG001|other|Total, other adverse events|5|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189801|NCT01865617|EG001|deaths|Total, all-cause mortality|3|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189802|NCT01865617|EG002|serious|Total, serious adverse events|2|2|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189803|NCT01865617|EG002|other|Total, other adverse events|2|2|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189804|NCT01865617|EG002|deaths|Total, all-cause mortality|1|2|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189805|NCT01865617|EG003|serious|Total, serious adverse events|0|1|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189806|NCT01865617|EG003|other|Total, other adverse events|1|1|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189807|NCT01865617|EG003|deaths|Total, all-cause mortality|1|1|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189808|NCT01865617|EG004|serious|Total, serious adverse events|14|18|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189809|NCT01865617|EG004|other|Total, other adverse events|18|18|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189810|NCT01865617|EG004|deaths|Total, all-cause mortality|5|18|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189811|NCT01865617|EG005|serious|Total, serious adverse events|5|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189812|NCT01865617|EG005|other|Total, other adverse events|5|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189813|NCT01865617|EG005|deaths|Total, all-cause mortality|1|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189814|NCT01865617|EG006|serious|Total, serious adverse events|22|22|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189815|NCT01865617|EG006|other|Total, other adverse events|22|22|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189816|NCT01865617|EG006|deaths|Total, all-cause mortality|11|22|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189817|NCT01865617|EG007|serious|Total, serious adverse events|1|1|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189818|NCT01865617|EG007|other|Total, other adverse events|1|1|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189819|NCT01865617|EG007|deaths|Total, all-cause mortality|1|1|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189820|NCT01865617|EG008|serious|Total, serious adverse events|20|20|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189821|NCT01865617|EG008|other|Total, other adverse events|20|20|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189822|NCT01865617|EG008|deaths|Total, all-cause mortality|11|20|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189823|NCT01865617|EG009|serious|Total, serious adverse events|5|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189824|NCT01865617|EG009|other|Total, other adverse events|5|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189825|NCT01865617|EG009|deaths|Total, all-cause mortality|3|5|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189826|NCT01865617|EG010|serious|Total, serious adverse events|49|49|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189827|NCT01865617|EG010|other|Total, other adverse events|49|49|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189828|NCT01865617|EG010|deaths|Total, all-cause mortality|32|49|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189829|NCT01865617|EG011|serious|Total, serious adverse events|7|10|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189830|NCT01865617|EG011|other|Total, other adverse events|10|10|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189831|NCT01865617|EG011|deaths|Total, all-cause mortality|6|10|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189832|NCT01865617|EG012|serious|Total, serious adverse events|20|20|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189833|NCT01865617|EG012|other|Total, other adverse events|19|20|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30189834|NCT01865617|EG012|deaths|Total, all-cause mortality|13|20|2023-09-04 17:25:13.818117|2023-09-04 17:25:13.818117
30193945|NCT01318317|EG000|serious|Total, serious adverse events|0|1|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193946|NCT01318317|EG000|other|Total, other adverse events|1|1|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193947|NCT01318317|EG000|deaths|Total, all-cause mortality|0|1|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193948|NCT01318317|EG001|serious|Total, serious adverse events|2|4|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193949|NCT01318317|EG001|other|Total, other adverse events|4|4|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193950|NCT01318317|EG001|deaths|Total, all-cause mortality|1|4|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193951|NCT01318317|EG002|serious|Total, serious adverse events|3|3|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193952|NCT01318317|EG002|other|Total, other adverse events|3|3|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
30193953|NCT01318317|EG002|deaths|Total, all-cause mortality|1|3|2023-09-04 19:45:20.874545|2023-09-04 19:45:20.874545
29955526|NCT01593696|EG000|serious|Total, serious adverse events|6|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955527|NCT01593696|EG000|other|Total, other adverse events|16|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955528|NCT01593696|EG000|deaths|Total, all-cause mortality|10|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955529|NCT01593696|EG001|serious|Total, serious adverse events|2|5|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955530|NCT01593696|EG001|other|Total, other adverse events|5|5|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955531|NCT01593696|EG001|deaths|Total, all-cause mortality|3|5|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955532|NCT01593696|EG002|serious|Total, serious adverse events|1|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955533|NCT01593696|EG002|other|Total, other adverse events|16|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955534|NCT01593696|EG002|deaths|Total, all-cause mortality|5|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955535|NCT01593696|EG003|serious|Total, serious adverse events|5|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955536|NCT01593696|EG003|other|Total, other adverse events|16|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29955537|NCT01593696|EG003|deaths|Total, all-cause mortality|11|16|2023-09-01 02:09:14.32959|2023-09-01 02:09:14.32959
29978083|NCT03330834|EG000|serious|Total, serious adverse events|1|1|2023-09-01 06:09:57.904626|2023-09-01 06:09:57.904626
29978084|NCT03330834|EG000|other|Total, other adverse events|1|1|2023-09-01 06:09:57.904626|2023-09-01 06:09:57.904626
29978085|NCT03330834|EG000|deaths|Total, all-cause mortality|1|1|2023-09-01 06:09:57.904626|2023-09-01 06:09:57.904626
29982763|NCT03761056|EG000|serious|Total, serious adverse events|18|40|2023-09-01 08:16:20.26135|2023-09-01 08:16:20.26135
29982764|NCT03761056|EG000|other|Total, other adverse events|40|40|2023-09-01 08:16:20.26135|2023-09-01 08:16:20.26135
29982765|NCT03761056|EG000|deaths|Total, all-cause mortality|6|42|2023-09-01 08:16:20.26135|2023-09-01 08:16:20.26135
29982766|NCT03761056|EG001|serious|Total, serious adverse events|0|1|2023-09-01 08:16:20.26135|2023-09-01 08:16:20.26135
29982767|NCT03761056|EG001|other|Total, other adverse events|1|1|2023-09-01 08:16:20.26135|2023-09-01 08:16:20.26135
29982768|NCT03761056|EG001|deaths|Total, all-cause mortality|0|1|2023-09-01 08:16:20.26135|2023-09-01 08:16:20.26135
30009772|NCT01218867|EG000|serious|Total, serious adverse events|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009773|NCT01218867|EG000|other|Total, other adverse events|1|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009774|NCT01218867|EG000|deaths|Total, all-cause mortality|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009775|NCT01218867|EG001|serious|Total, serious adverse events|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009776|NCT01218867|EG001|other|Total, other adverse events|1|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009777|NCT01218867|EG001|deaths|Total, all-cause mortality|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009778|NCT01218867|EG002|serious|Total, serious adverse events|1|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009779|NCT01218867|EG002|other|Total, other adverse events|3|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009780|NCT01218867|EG002|deaths|Total, all-cause mortality|0|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009781|NCT01218867|EG003|serious|Total, serious adverse events|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009782|NCT01218867|EG003|other|Total, other adverse events|1|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009783|NCT01218867|EG003|deaths|Total, all-cause mortality|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009784|NCT01218867|EG004|serious|Total, serious adverse events|1|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009785|NCT01218867|EG004|other|Total, other adverse events|1|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009786|NCT01218867|EG004|deaths|Total, all-cause mortality|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009787|NCT01218867|EG005|serious|Total, serious adverse events|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009788|NCT01218867|EG005|other|Total, other adverse events|1|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009789|NCT01218867|EG005|deaths|Total, all-cause mortality|0|1|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009790|NCT01218867|EG006|serious|Total, serious adverse events|3|4|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009791|NCT01218867|EG006|other|Total, other adverse events|4|4|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009792|NCT01218867|EG006|deaths|Total, all-cause mortality|1|4|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009793|NCT01218867|EG007|serious|Total, serious adverse events|0|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009794|NCT01218867|EG007|other|Total, other adverse events|3|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009795|NCT01218867|EG007|deaths|Total, all-cause mortality|0|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009796|NCT01218867|EG008|serious|Total, serious adverse events|0|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009797|NCT01218867|EG008|other|Total, other adverse events|3|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009798|NCT01218867|EG008|deaths|Total, all-cause mortality|0|3|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009799|NCT01218867|EG009|serious|Total, serious adverse events|0|4|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009800|NCT01218867|EG009|other|Total, other adverse events|3|4|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009801|NCT01218867|EG009|deaths|Total, all-cause mortality|0|4|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009802|NCT01218867|EG010|serious|Total, serious adverse events|0|2|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009803|NCT01218867|EG010|other|Total, other adverse events|2|2|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30009804|NCT01218867|EG010|deaths|Total, all-cause mortality|0|2|2023-09-02 08:24:16.426268|2023-09-02 08:24:16.426268
30197266|NCT02659943|EG000|serious|Total, serious adverse events|3|3|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197267|NCT02659943|EG000|other|Total, other adverse events|3|3|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197268|NCT02659943|EG000|deaths|Total, all-cause mortality|0|3|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197269|NCT02659943|EG001|serious|Total, serious adverse events|1|2|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197270|NCT02659943|EG001|other|Total, other adverse events|2|2|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197271|NCT02659943|EG001|deaths|Total, all-cause mortality|0|2|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197272|NCT02659943|EG002|serious|Total, serious adverse events|1|1|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197273|NCT02659943|EG002|other|Total, other adverse events|1|1|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197274|NCT02659943|EG002|deaths|Total, all-cause mortality|0|1|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197275|NCT02659943|EG003|serious|Total, serious adverse events|3|4|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197276|NCT02659943|EG003|other|Total, other adverse events|4|4|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197277|NCT02659943|EG003|deaths|Total, all-cause mortality|0|4|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197278|NCT02659943|EG004|serious|Total, serious adverse events|1|2|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197279|NCT02659943|EG004|other|Total, other adverse events|2|2|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197280|NCT02659943|EG004|deaths|Total, all-cause mortality|0|2|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197281|NCT02659943|EG005|serious|Total, serious adverse events|8|9|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197282|NCT02659943|EG005|other|Total, other adverse events|9|9|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
30197283|NCT02659943|EG005|deaths|Total, all-cause mortality|0|9|2023-09-04 20:41:36.890521|2023-09-04 20:41:36.890521
29928091|NCT03019055|EG000|serious|Total, serious adverse events|0|0|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928092|NCT03019055|EG000|other|Total, other adverse events|0|0|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928093|NCT03019055|EG000|deaths|Total, all-cause mortality|0|0|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928094|NCT03019055|EG001|serious|Total, serious adverse events|3|3|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928095|NCT03019055|EG001|other|Total, other adverse events|3|3|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928096|NCT03019055|EG001|deaths|Total, all-cause mortality|0|3|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928097|NCT03019055|EG002|serious|Total, serious adverse events|3|3|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928098|NCT03019055|EG002|other|Total, other adverse events|3|3|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928099|NCT03019055|EG002|deaths|Total, all-cause mortality|0|3|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928100|NCT03019055|EG003|serious|Total, serious adverse events|16|16|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928101|NCT03019055|EG003|other|Total, other adverse events|16|16|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29928102|NCT03019055|EG003|deaths|Total, all-cause mortality|0|16|2023-08-31 22:05:56.898871|2023-08-31 22:05:56.898871
29811607|NCT01460901|EG000|serious|Total, serious adverse events|3|3|2023-08-31 05:36:18.460755|2023-08-31 05:36:18.460755
29811608|NCT01460901|EG000|other|Total, other adverse events|2|3|2023-08-31 05:36:18.460755|2023-08-31 05:36:18.460755
29811609|NCT01460901|EG000|deaths|Total, all-cause mortality|3|3|2023-08-31 05:36:18.460755|2023-08-31 05:36:18.460755
29932477|NCT02028455|EG000|serious|Total, serious adverse events|6|7|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932478|NCT02028455|EG000|other|Total, other adverse events|7|7|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932479|NCT02028455|EG000|deaths|Total, all-cause mortality|4|7|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932480|NCT02028455|EG001|serious|Total, serious adverse events|10|12|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932481|NCT02028455|EG001|other|Total, other adverse events|12|12|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932482|NCT02028455|EG001|deaths|Total, all-cause mortality|9|12|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932483|NCT02028455|EG002|serious|Total, serious adverse events|5|7|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932484|NCT02028455|EG002|other|Total, other adverse events|7|7|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932485|NCT02028455|EG002|deaths|Total, all-cause mortality|3|7|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932486|NCT02028455|EG003|serious|Total, serious adverse events|5|5|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932487|NCT02028455|EG003|other|Total, other adverse events|5|5|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932488|NCT02028455|EG003|deaths|Total, all-cause mortality|5|5|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
