id|nct_id|name|removed
45910583|NCT02439788|United States|f
46008244|NCT04684472|China|f
45910960|NCT03182816|China|f
45910969|NCT03185468|China|f
45785034|NCT03919240|China|f
46008551|NCT04689659|China|f
45911285|NCT02706392|United States|f
45911291|NCT02416466|United States|f
46009600|NCT04034446|China|f
45675090|NCT03275493|China|f
45912265|NCT02535364|United States|f
45786481|NCT03879382|China|f
45403283|NCT05066022|China|f
45403327|NCT04662294|China|f
45912543|NCT03070327|United States|f
45403741|NCT04014894|China|f
45403991|NCT03155191|Japan|f
46011886|NCT04026100|China|f
45914444|NCT03473457|China|f
45914703|NCT03672851|China|f
45788217|NCT03796390|China|f
45915046|NCT04684563|United States|f
45696920|NCT05117008|United States|f
45788364|NCT05620732|China|f
45405132|NCT05066646|China|f
45788553|NCT05495464|United States|f
45915849|NCT03664661|China|f
46013539|NCT03240328|China|f
45789002|NCT03993743|China|f
45916115|NCT03658655|China|f
46014064|NCT05240950|China|f
45916543|NCT03648697|China|f
46014531|NCT04690192|China|f
46014704|NCT04049513|New Zealand|f
46014944|NCT03103971|United States|f
45917073|NCT03468153|China|f
45678600|NCT02876978|China|f
45406226|NCT04488354|United States|f
45917116|NCT02529813|United States|f
45678648|NCT04303520|China|f
45917717|NCT03649529|China|f
46017626|NCT05483491|United States|f
45917873|NCT03615313|China|f
45407016|NCT05063682|Finland|f
45407017|NCT05063682|India|f
45407101|NCT05060796|China|f
45407261|NCT03097770|China|f
45918573|NCT03146234|China|f
45918962|NCT03398967|China|f
45918966|NCT03125577|China|f
45407586|NCT03407859|China|f
45680629|NCT02873390|China|f
45792751|NCT05631912|China|f
45407837|NCT04191941|China|f
45792921|NCT05397184|United Kingdom|f
45919519|NCT03939026|United States|f
45793045|NCT05169489|United States|f
45919626|NCT03142646|China|f
45793392|NCT04539366|United States|f
45793480|NCT04404595|United States|f
45793481|NCT04404595|Canada|f
45793601|NCT04231747|United States|f
45793602|NCT04231747|Canada|f
45681392|NCT02729493|China|f
45920282|NCT05396300|China|f
45920372|NCT05089266|China|f
45681551|NCT02725125|China|f
45920434|NCT04768608|China|f
45920518|NCT04652219|China|f
45408658|NCT04249947|United States|f
45408675|NCT05619861|China|f
45920772|NCT03618381|United States|f
45794116|NCT02414269|United States|f
45682037|NCT02710149|China|f
45794158|NCT02208362|United States|f
45409258|NCT03154775|China|f
45682253|NCT03500991|United States|f
45794381|NCT03870945|Germany|f
45409637|NCT03018093|China|f
45921330|NCT04545762|United States|f
45921350|NCT04419909|United States|f
45794725|NCT03720496|China|f
45682903|NCT04107142|Malaysia|f
45921852|NCT02850536|United States|f
45683330|NCT02917083|United States|f
45410377|NCT05105867|China|f
45683521|NCT04303247|China|f
45410740|NCT03915184|United States|f
45410741|NCT03915184|Canada|f
45795664|NCT05099237|United Kingdom|f
45684316|NCT04295018|China|f
45684317|NCT04295096|China|f
45684456|NCT02575261|China|f
45923487|NCT05117138|China|f
45923557|NCT03327285|China|f
45411981|NCT03818165|United States|f
45685032|NCT03483103|United States|f
45796880|NCT03943472|China|f
45412340|NCT04129099|China|f
45797261|NCT03937544|Malaysia|f
45925035|NCT02981628|United States|f
45925036|NCT02981628|Puerto Rico|f
45413169|NCT04916860|China|f
45925187|NCT05334823|China|f
45799245|NCT03890198|China|f
45799274|NCT03881774|China|f
45686798|NCT05451212|United States|f
45926095|NCT03302403|China|f
45517032|NCT05239143|United States|f
45414155|NCT02744287|United States|f
45687298|NCT04340154|China|f
45517265|NCT04205409|United States|f
45687565|NCT03635632|United States|f
45800284|NCT03448978|United States|f
45517929|NCT05568680|United States|f
45518199|NCT03548207|United States|f
45518200|NCT03548207|Japan|f
45518201|NCT03548207|Belgium|t
45518202|NCT03548207|France|t
45518203|NCT03548207|Israel|t
45518204|NCT03548207|Netherlands|t
45518205|NCT03548207|Spain|t
45927344|NCT04935580|China|f
45415237|NCT05634785|United States|f
45800891|NCT05170568|China|f
45415352|NCT05366179|United States|f
45688276|NCT04283006|China|f
45415530|NCT04995003|United States|f
45415536|NCT04977024|United States|f
45520129|NCT03585517|China|f
45520296|NCT05028933|China|f
45416003|NCT03721068|United States|f
45416010|NCT03672318|United States|f
45520386|NCT03975907|China|f
45416199|NCT03016377|United States|f
45801779|NCT05239702|China|f
45416707|NCT03050190|China|f
45928647|NCT03252171|China|f
45802499|NCT05620706|China|f
45417155|NCT04121273|China|f
45802807|NCT03778346|China|f
45417258|NCT04884984|China|f
45417282|NCT03825731|China|f
45417458|NCT04863066|China|f
45929267|NCT05354375|China|f
45690884|NCT03744676|United States|f
45690989|NCT04162353|China|f
45691018|NCT04162119|China|f
45691248|NCT04156269|China|f
45929809|NCT04855253|United States|f
45929866|NCT04715191|United States|f
45929926|NCT04377932|United States|f
45929961|NCT04240808|United States|f
45930024|NCT04049383|United States|f
45418851|NCT04780529|China|f
45930451|NCT03564977|China|f
45805880|NCT05359211|United States|f
45930753|NCT03545815|China|f
45419256|NCT04796688|China|f
45806159|NCT04889716|United States|f
45419428|NCT02247609|China|f
45806465|NCT04422912|United States|f
45806887|NCT03277729|United States|f
45419621|NCT05613348|China|f
45807648|NCT05352828|United States|f
45807735|NCT04817774|Belgium|f
45807736|NCT04817774|Germany|f
45807737|NCT04817774|Netherlands|f
45807738|NCT04817774|United Kingdom|f
45807757|NCT04690595|United States|f
45931904|NCT03060356|United States|f
45808117|NCT05632380|China|f
45692713|NCT03741127|United States|f
45932214|NCT03559439|China|f
45692723|NCT03601078|United States|f
45692724|NCT03601078|France|f
45692725|NCT03601078|Germany|f
45692726|NCT03601078|Italy|f
45692727|NCT03601078|Spain|f
45692728|NCT03601078|United Kingdom|f
45932373|NCT04934774|China|f
45808513|NCT03912480|China|f
45808564|NCT03910842|China|f
45808595|NCT05571540|China|f
45933198|NCT04888442|China|f
45809558|NCT04155749|United States|f
45693194|NCT05286164|Israel|f
45420221|NCT01897415|United States|f
45810923|NCT03690011|United States|f
45694027|NCT03614858|China|f
45811012|NCT02431988|United Kingdom|f
45694068|NCT05064787|United States|f
45934842|NCT04412174|China|f
45811444|NCT05666700|Australia|f
45811654|NCT03854994|China|f
45811984|NCT03631576|China|f
45694541|NCT04712864|United States|f
45935662|NCT02706405|United States|f
45935770|NCT03179007|China|f
45935780|NCT02761915|United Kingdom|f
45420872|NCT05123001|United States|f
45937983|NCT02107963|United States|f
45812884|NCT05404048|Netherlands|f
45695511|NCT03617198|United States|f
45695528|NCT02844062|China|f
45421007|NCT05577000|United States|f
45696170|NCT04237428|China|f
45937062|NCT05626322|United States|f
45937063|NCT05626322|Japan|f
45937064|NCT05626322|Puerto Rico|f
45937208|NCT05396885|United States|f
45813814|NCT03754764|China|f
45696633|NCT05627323|United States|f
45696965|NCT04984356|United States|f
45696966|NCT04984356|Australia|f
45696967|NCT04984356|France|f
45696968|NCT04984356|Netherlands|f
45524194|NCT05596266|China|f
45524294|NCT05137275|China|f
45816050|NCT04288726|United States|f
45816305|NCT03685786|China|f
45423244|NCT05287165|China|f
45699106|NCT02772198|Israel|f
45939986|NCT02203825|United States|f
45424177|NCT04318327|United States|f
45424178|NCT04318327|Australia|f
45424179|NCT04318327|Israel|f
45424180|NCT04318327|Singapore|f
45817338|NCT05318963|China|f
45424407|NCT03241940|United States|f
45424408|NCT03233854|United States|f
45424582|NCT00085930|United States|f
45424810|NCT04766840|China|f
45526685|NCT04359784|United States|f
45700471|NCT05659628|China|f
45700520|NCT02537977|China|f
45818979|NCT03932565|China|f
45527148|NCT03373097|Italy|f
45527207|NCT05437341|China|f
45527208|NCT05437328|China|f
45527209|NCT05437315|China|f
45527227|NCT05436509|China|f
45527228|NCT05436496|China|f
45942297|NCT04473937|United States|f
45700581|NCT05379569|China|f
45942671|NCT04923919|China|f
45426867|NCT03086954|China|f
45820419|NCT03574168|China|f
45820889|NCT03907527|United States|f
45821108|NCT03893019|Germany|f
45821238|NCT03338972|United States|f
45821344|NCT03884751|China|f
45427359|NCT03084380|China|f
45821798|NCT03563326|China|f
45700883|NCT05382377|China|f
45823063|NCT05103631|United States|f
45823064|NCT05094206|United States|f
45823318|NCT04633148|Germany|f
45823413|NCT04464200|United States|f
45823415|NCT04442022|United States|f
45823416|NCT04442022|Austria|f
45823417|NCT04442022|China|f
45823418|NCT04442022|Israel|f
45823419|NCT04442022|Italy|f
45823420|NCT04442022|Poland|f
45823421|NCT04442022|Spain|f
45823422|NCT04442022|Australia|t
45823423|NCT04442022|France|t
45823424|NCT04442022|Germany|t
45823425|NCT04442022|United Kingdom|t
45945166|NCT01953900|United States|f
45945217|NCT03528421|China|f
45823464|NCT04196491|United States|f
45823608|NCT03448393|United States|f
45945489|NCT03927261|United States|f
45701065|NCT05639972|United States|f
45945926|NCT04581473|China|f
45824549|NCT03287804|Netherlands|f
45824550|NCT03287804|United Kingdom|f
45946811|NCT03497533|China|f
45430201|NCT05370430|United States|f
45530116|NCT01735604|China|f
45825772|NCT03767751|China|f
45430375|NCT04381741|China|f
45826149|NCT03751293|China|f
45826849|NCT04077866|China|f
45948316|NCT02443831|United Kingdom|f
45432507|NCT02980315|China|f
45948383|NCT05202782|United States|f
45948497|NCT05191472|United States|f
45827543|NCT05268172|China|f
45432839|NCT03030001|China|f
45432953|NCT05583201|China|f
45949176|NCT04219163|United States|f
45433501|NCT05241392|China|f
45949705|NCT05206357|United States|f
45949706|NCT05206357|Australia|f
45949707|NCT05206357|Belgium|f
45949708|NCT05206357|Canada|f
45949709|NCT05206357|Czechia|f
45949710|NCT05206357|France|f
45949711|NCT05206357|Germany|f
45949712|NCT05206357|Israel|f
45949713|NCT05206357|Italy|f
45949714|NCT05206357|Japan|f
45949715|NCT05206357|Korea, Republic of|f
45949716|NCT05206357|Spain|f
45949717|NCT05206357|Taiwan|f
45949718|NCT05206357|Turkey|f
45949719|NCT05206357|Netherlands|t
45949720|NCT05206357|Russian Federation|t
45829434|NCT02186860|China|f
45950040|NCT04577326|United States|f
45950267|NCT03792633|United States|f
45830229|NCT02259556|China|f
45537122|NCT01864889|China|f
45537123|NCT01864902|China|f
45537989|NCT05510596|France|f
45538085|NCT05225363|United States|f
45538387|NCT04074330|United States|f
45538388|NCT04074330|Canada|f
45538389|NCT04074330|China|f
45538390|NCT04074330|France|f
45538391|NCT04074330|Germany|f
45538392|NCT04074330|Italy|f
45538393|NCT04074330|Japan|f
45538394|NCT04074330|Spain|f
45538395|NCT04074330|United Kingdom|f
45831046|NCT05239676|China|f
45539602|NCT01886976|China|f
45435341|NCT05509530|China|f
45702024|NCT05588440|United States|f
45543837|NCT04693676|China|f
45544073|NCT03117751|United States|f
45544074|NCT03117751|Australia|f
45544178|NCT01840566|United States|f
45953241|NCT03323944|United States|f
45832268|NCT01109095|United States|f
45953462|NCT04795882|United Kingdom|f
45436254|NCT04544592|United States|f
45955073|NCT03497819|China|f
45552729|NCT03765177|Canada|f
45553239|NCT03682744|United States|f
45553794|NCT05618041|China|f
45554785|NCT05641428|Netherlands|f
45437783|NCT04394650|United States|f
45956192|NCT01865617|United States|f
45437800|NCT03081910|United States|f
45956515|NCT05320081|China|f
45832940|NCT05371093|United States|f
45832941|NCT05371093|France|f
45832942|NCT05371093|Italy|f
45832943|NCT05371093|Spain|f
45832944|NCT05371093|United Kingdom|f
45832946|NCT05364424|United States|f
45956592|NCT04938115|China|f
45555763|NCT02958397|China|f
45956825|NCT03593109|China|f
45957100|NCT04928105|China|f
45833242|NCT04989803|United States|f
45833243|NCT04989803|Netherlands|f
45558603|NCT05432401|China|f
45833344|NCT04897321|United States|f
45559378|NCT05640713|China|f
45958415|NCT04412889|China|f
45958460|NCT04447573|China|f
45438732|NCT04605666|China|f
45438735|NCT04531046|Belgium|f
45438736|NCT04531046|France|f
45958818|NCT03904069|United States|f
45958901|NCT04506983|China|f
45959001|NCT03380039|China|f
45959332|NCT03383965|China|f
45833674|NCT04196413|United States|f
45959597|NCT05127135|China|f
45959796|NCT03349255|China|f
45960260|NCT05430945|China|f
45560354|NCT03960060|China|f
45960786|NCT03322735|China|f
45440682|NCT05621096|United States|f
45441937|NCT05070156|China|f
45441971|NCT04214886|United States|f
45441987|NCT05621486|China|f
45444314|NCT05431608|United States|f
45444329|NCT05397496|United States|f
45444330|NCT05397496|Belgium|f
45444331|NCT05397496|France|f
45444332|NCT05397496|Israel|f
45444333|NCT05397496|Italy|f
45444334|NCT05397496|Japan|f
45444335|NCT05397496|Singapore|f
45444336|NCT05397496|Spain|f
45446155|NCT02663297|United States|f
45446178|NCT02159495|United States|f
45447074|NCT03013712|China|f
45561921|NCT01818323|United Kingdom|f
45961529|NCT03312205|China|f
45961674|NCT05044039|United States|f
45962075|NCT03281551|China|f
45962186|NCT03356795|China|f
45564043|NCT05020444|United States|f
45564219|NCT04214392|United States|f
45566679|NCT05432882|China|f
45566718|NCT02958384|China|f
45962656|NCT04500431|China|f
45962716|NCT03121625|China|f
45962887|NCT03344705|China|f
45963451|NCT05016063|China|f
45570940|NCT02963038|China|f
45571406|NCT02968472|China|f
45704105|NCT05172596|United States|f
45704106|NCT05172596|Australia|f
45704107|NCT05172596|Brazil|f
45704108|NCT05172596|France|f
45704109|NCT05172596|Germany|f
45704110|NCT05172596|Greece|f
45704111|NCT05172596|Israel|f
45704112|NCT05172596|Italy|f
45704113|NCT05172596|Japan|f
45704114|NCT05172596|Saudi Arabia|f
45704115|NCT05172596|Singapore|f
45704116|NCT05172596|Spain|f
45704117|NCT05172596|United Kingdom|f
45963804|NCT03076437|China|f
45835954|NCT03874897|China|f
45836063|NCT03929107|China|f
45965457|NCT05179603|Argentina|f
45965458|NCT05179603|Chile|f
45965459|NCT05179603|Israel|f
45965460|NCT05179603|Italy|f
45965461|NCT05179603|Mexico|f
45965462|NCT05179603|Spain|f
45965483|NCT03283631|United States|f
45965599|NCT03267173|China|f
45965664|NCT03258047|China|f
45575487|NCT02958410|China|f
45575662|NCT02965092|China|f
45706813|NCT03666000|United States|f
45577589|NCT05518253|China|f
45577661|NCT05489991|United States|f
45577691|NCT05468190|China|f
45577734|NCT05442515|United States|f
45577779|NCT05420545|China|f
45577780|NCT05420519|China|f
