id|nct_id|description
22241237|NCT02706782|This study is being conducted to assess vascular interventional therapy mediated anti-mesothelin-CAR-T(meso-CAR-T) cells safety and efficacy in treating patients with advanced pancreatic carcinoma.The investigators constructed a 2nd CAR, using mesothelin as target, using 4-1BB as co-stimulator. The source of T cells used to prepare CAR-T should be autologous. The infusion dose is (1-10)×106 meso-CAR positive T cells/kg, and the specific cells numbers depends on the situation of individual CAR-T cells preparation. The infusion way is vascular interventional mediated, which would undergo cannula--DSA radiography--CAR-T cells perfusion. The cells perfusion process would lasts 15min to 2 h, and the specific time depends on patent's tumor-burdened state.
22179823|NCT05420545|This is a single-center, double-arm, open-label study. The study plans to set up 2 groups,Intravenous infusion group have 4 dose groups, adopting a dose-escalating 3+3 design, and plan to recruit about 12 subjects with CD70-positive advanced/metastatic solid tumors.Intraperitoneal injection group have 4 dose groups, adopting a dose-escalating 3+3 design, and plan to recruit about 12 subjects with CD70-positive advanced/metastatic solid tumors.
22179824|NCT05420519|This is a single-center, single-arm, open-label study. Intravenous infusion group have 4 dose groups, adopting a dose-escalating 3+3 design, and plan to recruit about 12 subjects with CD70-positive advanced/metastatic renal cell carcinoma in Dose discovery phase and 12 subjects in dose expansion phase.
22241377|NCT04154709|This study is indicated for r/r CD19+ B-ALL, the selection of dose levels and the number of subjects are based on clinical trial of similar foreign product, whose primary objective was to explore the safety, main consideration was dose-related safety.
22179974|NCT05035407|"Background:~KK-LC-1 is a cancer germline (CG) antigen with expression restricted to germ cells (which lack MHC class I expression) in adults and epithelial cancers including lung, breast and gastric.~This limited expression pattern makes it an ideal target for T Cell Receptor (TCR) gene therapy.~TCR T cell therapy targeting CG antigens has been shown to induce objective responses without autoimmunity or off-target toxicity in participants with melanoma, synovial sarcoma and cervical cancer~T cells genetically engineered with a TCR targeting KK-LC-1 display specific reactivity against HLA-A01:01, KK-LC-1 target cells.~KK-LC-1 TCR T cells can mediate tumor regression in pre-clinical mouse models of cancer~Objective:~To determine the maximally tolerated dose of KK-LC-1 TCR T cells plus aldesleukin for the treatment of metastatic KK-LC-1 positive epithelial cancers.~Eligibility:~Participants greater than or equal to 18 years old with metastatic or refractory/recurrent KK-LC-1 positive epithelial cancer.~Prior first line systemic therapy is required unless the participant declines standard treatment.~Participants must be HLA-A-01:01-positive.~Design:~This is a phase I clinical trial that will test the safety and efficacy of escalating doses of KK-LC-1 TCR T cells.~Participants will receive a non-myeloablative lymphocyte-depleting preparative regimen of cyclophosphamide and fludarabine followed by a single infusion of KK-LC-1 TCR T cells and high-dose aldesleukin.~Re-treatment will be allowed for a small number of subjects"
22179990|NCT05003895|"Background:~Hepatocellular carcinoma (HCC) is the fifth most common cancer worldwide and the second leading cause of cancer-associated mortality with an average life expectancy of 6-9 months~Despite the success of several studies showing efficacy in treating HCC, most clinical trials have failed to prove a survival advantage.~Adoptive T-cell therapy exploits the natural ability of T-cells to recognize and eliminate their target.~GPC3 is a cell surface protein that is expressed in nearly all HCC yet is undetectable in normal adult hepatic tissues.~We want to evaluate the role of GPC3 targeted chimeric antigen receptor (CAR)-T cells in advanced GPC3 expressing HCC.~Objective:~To determine the safety and feasibility of T-cells, expressing a novel humanized anti-GPC3 chimeric antigen receptor, in participants with advanced HCC, expressing GPC3.~Eligibility:~Histologically confirmed diagnosis of hepatocellular carcinoma~GPC3 positivity of >= 25% by immunohistochemistry~At least 1 measurable lesion by RECIST v 1.1 criteria~Age >= 18 years~Design:~We plan to conduct a phase I dose escalation designed clinical trial using CAR (hYP7)-T cells in participants with GPC3 expressing advanced hepatocellular carcinoma.~Participants will undergo leukapheresis~Participants will receive a lymphocyte depleting chemotherapy conditioning regimen with the intent of enhancing the activity of the infused CAR-expressing T cells~Following the T cell infusion, there is a mandatory 9-day inpatient hospitalization to monitor for toxicity.~The participants will be closely monitored during the first year after cell infusion and followed for life."
22241451|NCT05344664|This study is a single-center, dose-escalation, prospective, exploratory study to evaluate the safety and efficacy of GPC3 CAR-T cells in subjects with hepatocellular carcinoma. The study was divided into two phases: dose escalation and dose expansion. The total study duration is expected to be 2 years. The total time for each subject to participate in the study is expected to be more than 1 year, including the screening period, non-myeloablative chemotherapy pretreatment, cell infusion-observation period, follow-up period, and then enter the survival follow-up, followed by telephone follow-up every 2 months, Collect subject survival information.
22302985|NCT04903080|"PBTC-059 is a multicenter, Phase I and Surgical study of the treatment HER2-specific CAR T cells for patients with refractory or recurrent ependymoma.~Phase I~The primary objectives of the Phase I study are to determine the safety of intravenous injection of HER2-specific CAR T cells after lymphodepleting chemotherapy, and to evaluate the multicenter feasibility of administering up to three infusions of HER2-CAR T cells after lymphodepletion.~Patients will receive one infusion of HER2psecific CAR T cells after lymphodepleting chemotherapy. Following recovery from their first treatment (no earlier than 8 weeks and no later than 12 weeks), patients will resume treatment with HER2-specific CAR T cells for up to 2 infusions after lymphodepleting chemotherapy if they meet laboratory parameters.~The length of time on study for patients enrolled on the Phase I study is anticipated to be 9 months on treatment. Patients will then be followed for 15 years after treatment.~Surgical Study~The objective of the Surgical study is to evaluate the post-treatment tumor tissue for presence of HER2-specific CAR T cells administered intravenously in children undergoing surgical resection. The surgical study will be initiated following completion of the safety evaluation period of 6 patients treated in the Phase I study.~Once the surgical study is open for enrollment, all patients who have clinical indication for surgery, except those needing urgent surgery, will be eligible for enrollment to the surgical study. Patients will receive one infusion of HER2-specific CAR T cells after lymphodepleting chemotherapy 4-6 weeks before surgical resection of their tumor, at which time samples will be taken for analysis. Following recovery from surgery (no earlier than 8 weeks and no later than 15 weeks), patients will resume treatment with HER2-specific CAR T cells for up to 2 infusions if they meet laboratory parameters.~The first patient in the surgical study will complete a 6-week safety evaluation period prior to enrollment of the subsequent patient. The length of time on study for patients enrolled on the Surgical study is anticipated to be 10 months on treatment. Patients will then be followed for 15 years after treatment.~Dosing~All patients on Phase I and Surgical study will receive HER2 CAR T cells at a patient-specific dose level 1 (8x10^7 CAR-positive T cells/m^2) for infusion. The cell dose will be based on the patient weight and height obtained by the treating institution at the time of procurement. For patients whose BMI is greater than 95th percentile for given age and sex, the Body surface area (BSA) will be calculated using the ideal body weight.~In the event that dose level 1 is found to have excessive toxicity, three additional doses of CAR T cells at dose level -1 (5x10^7 CAR-positive T cells/m^2) will be made to be used in the event that dose de-escalation occurs before a patient is enrolled for treatment."
22303077|NCT03767725|This is multi-center, phase I trial that studies the side effects and best dose of BCMA CART cells in treating patients with BCMA positive multiple myeloma that have not respond to chemotherapy and autologous Hematopoietic Stem Cell Transplantation (Auto-HSCT). B-cell maturation antigen (BCMA), a cell surface protein expressed on mutiple maloma cells , has emerged as a very selective antigen to be targeted in novel immunotherpy for MM. Targeting postulated CD19+ myeloma stem cells with anti-CD19 CAR-T cells is a novel approach to MM therapy.
22186472|NCT04691284|"Currently, available findings coming mainly from allo-HSCT (hhematopoietic cell transplantation) studies, link particular changes in microbiota with overall survival and post-transplant disorders, especially GvHD. According to limited data, further evaluation of associations between the alterations in microbiome composition and toxicities. Detail investigation of both the microbiome and host immune system may help to find microbiome markers useful for very early identification of patients at risk for major transplant-related complications. This might bring the possibility to modulate the gut microbiota in patient´s specific manner to achieve optimal therapeutic outcome and follow-up, while avoiding severe post-transplant complications.~This is prospective, single center, non-randomized, hypothesis generating study. Patients will be asked to provide a sample of blood, urine and stool. This blood will be used for plasma and serum banking for further analysis, including micro RNA (miR) and chemokine detection. Stool will be used for microbiome studies - isolation of total DNA/RNA and 16S (RNA component of the small subunit of a prokaryotic ribosome) rRNA (ribosomal ribonucleic acid) gene sequencing for bacterial taxonomic classification. Furthermore, metagenomic sequencing and subsequent taxonomic and functional classification of microbial genes will be used including characterization of potentially clinically relevant features of the microbiome such as antibiotic resistance and microbial virulence factors."
22303122|NCT03916679|"Primary Objectives~To determine the feasibility ad safety of anti-MESO CAR-T cells in treating patients with MESO-positive ovarian cancer.~Secondary Objectives~To access the efficacy of anti-MESO CAR-T cells in patients with ovarian cancer.~To determine in vivo dynamics and persistency of anti- MESO CAR-T cells."
22180159|NCT04420754|"The primary objective of this study is to assess the safety and tolerability of AIC100 CAR T Cells and determine the recommended Phase 2 dose of AIC100 in patients with relapsed/refractory poorly differentiated thyroid cancer and in patients with anaplastic thyroid cancer that are BRAF wild-type, including newly diagnosed, or BRAF mutant anaplastic thyroid cancer after failure of BRAF mutant specific therapy.~Upon enrollment, patients will undergo apheresis for collection of autologous lymphocytes. The autologous T cells will be transfected and expanded in vitro to generate the AIC100 CAR T Cell product. After lymphodepleting chemotherapy, AIC100 CAR T Cells will be infused.~The study drug product, AIC100, consists of autologous CAR T cells targeting intercellular adhesion molecule-1 (ICAM-1) on thyroid cancer. In addition, AIC100 cells express the somatostatin receptor subtype 2 (SSTR2), which should enable imaging of AIC100 CAR T Cells."
22180198|NCT04227275|"This is a Phase 1 single-arm study designed to identify the dose and regimen of CART-PSMA- TGFβRDN cells that can be safely administered intravenously following the lymphodepletion (LD) regimen to patients with metastatic castration resistant prostate cancer (mCRPC). Following Dose Escalation, a Cohort Expansion will enroll patients to further explore the safety and tolerability of the selected dose and schedule.~It is anticipated that up to 50 patients will enroll in this study in both dose escalation and cohort expansion."
22180246|NCT04029038|"PRIMARY OBJECTIVES:~I. To determine the safety of infusion with chimeric antigen receptor T cells targeting CD19 and CD22.~II. To find the recommended phase II dose for recurrent/refractory CD19+CD22+ B cell malignancies.~SECONDARY OBJECTIVES:~I. To describe the overall response rate and complete response rate of relapsed B cell malignancies treated with CAR-T cells targeting CD19 and CD22.~II. To assess other response variables including minimal residual disease (MRD) negative remission, overall survival (OS), and event free survival (EFS).~EXPLORATORY OBJECTIVES:~I. To evaluate the immune reconstitution and persistence of CAR T cells for one year post infusion.~OUTLINE: This is a phase I, dose escalation study of autologous CD19/CD22 chimeric antigen receptor T-cells (CD19-CD22 CAR T cells) followed by a phase II study.~Patients receive standard of care cyclophosphamide intravenously (IV) over 30 minutes and fludarabine IV over 30 minutes on days -5, -4, and -3, and then receive CD19-CD22 CAR T cells IV on day 0. Patients with relapsed or persistent disease after a protocol assessment may receive a second infusion of CD19-CD22 CAR T cells.~After completion of study treatment, patients are followed up at 1, 2, 3, 6, and 12 months."
22180486|NCT02315612|"Background:~Adoptive cellular therapy with T cells genetically modified using viral-based vectors to express chimeric antigen receptors targeting the CD19 molecule have demonstrated dramatic clinical responses in patients with acute lymphoblastic leukemia (ALL). However, not all patients respond and CD19-negative escape has been observed following CD19 CAR therapy, as well as anti-CD19/CD3 bispecific antibody therapy. Thus, additional targets are needed.~CD22 is a B-lineage-restricted, transmembrane phosphoglycoprotein of the Ig superfamily that is widely expressed on B-cell malignancies including 96% to 100% of pediatric Bprecursor ALL. Therefore, CD22 represents a promising target. Encouraging responses targeting CD22 with an antibody based immunoconjugate have been seen in patients, including children, with recurrent and refractory ALL. This will be the first in human testing of anti-CD22 CAR adoptive cell therapy.~Objectives:~To determine the feasibility of producing anti-CD22 CAR cells meeting established release criteria. Complete~To assess the safety of administering escalating doses of anti-CD22-CAR engineered T cells in children and young adults with recurrent or refractory CD22- expressing B cell malignancies following a cyclophosphamide/fludarabine preparative regimen.~Eligibility:~- Patients 3-39 years of age, at least 14.5 kg, with CD22-expressing B-cell malignancies that have recurred after or not responded to one or more standard regimens and deemed incurable by standard therapy. Patients with a history of allogeneic hematopoietic transplantation (SCT) who meet all eligibility criteria are eligible to participate. Patients previously treated with anti-CD19 CAR engineered T cells are also eligible.~Design:~PBMC will be obtained by leukapheresis, CD3+ cells enriched and cultured in the presence of anti-CD3/-CD28 beads followed by lentiviral vector supernatant containing the anti-CD22 (M971BBz) CAR.~On Day -4 (cell infusion is Day 0), patients will begin induction chemotherapy comprising fludarabine 25 mg/m2 on Days -4, -3, and -2 and cyclophosphamide 900 mg/m2 on day -2.~The CD22-CAR cells will be infused on Day 0, with up to a 72h delay allowed for infusion of fresh cells or a 7 day delay if cells are cryopreserved, if needed for resolution of clinical toxicities, to generate adequate cell numbers, or to facilitate scheduling.~A phase I cell dose escalation scheme will be performed using 3 dose levels (3 x 10(5) transduced T cells/kg; 1 x 10(6) transduced T cells/kg; and 3 x 10(6) transduced T cells/kg;). If 2/6 patients have DLT at dose level 1, safety will be evaluated in a de-escalated dose of 1 x 10(5) transduced T cells/kg (more or less 20%)). Once the maximum tolerated dose (or highest level evaluated) is reached, enrollment into an expansion cohort of a total of 83 patients at MTD will proceed to provide additional information regarding the feasibility, safety and efficacy of this treatment.~Patients will be monitored for toxicity, response and T cell persistence as well as other biologic correlates."
22242233|NCT04033302|"Hematological malignancies including T-cell acute lymphoblastic leukemia (T-ALL), T cell lymphoma (TCL), natural killer cell lymphoma (NKL) and acute myeloid leukemia (AML) are aggressive diseases which may express the early T cell development molecule CD7.~T-ALL represents 15% of childhood and 25% of adult ALL, and T-ALL patients are prone to early disease relapse and suffer from poor outcomes. Several immunophenotypic classifications have been proposed. According to European Group for the Immunological Characterization of Leukemias (EGIL), the presence of cytoplasmic or membrane expression of CD3 defines T-ALL. Four subgroups are proposed: (TI) the immature subgroup or pro-T-ALL is defined by the expression of CD7 and cCD3; (TII) pre-T-ALL also expresses CD2 and/or CD5 and/or CD8; (TIII) or cortical T-ALL shows CD1a positivity; (TIV) finally, mature T-ALL is characterized by the presence of surface CD3 and CD1a negativity.~Over the past few years, T cells modified with lentiviral chimeric antigen receptor (CAR) gene have been studied in different clinical settings. CD7 is a T cell surface protein that plays important role in T cell-B cell interaction in early lymphoid development, displays membrane expression early during T cell development before TCR rearrangement, and persists through terminal stages of T cell development, and a well-known marker for T-ALL. CD7 is considered a promising target for the treatment of T-ALL, TCL, AML and NKL. In this study, we will investigate CD7 CAR-T in combination with alternative targeting CAR-T cells as a new strategy to treat hematological malignancies.~The T cells from patients or transplantation donors will be genetically modified with lentiviral CAR vector to recognize CD7 expressed on the surface of the cancer cells. The engineered T cells will be applied to patients through intravenous delivery.~The purpose of this clinical trial is to assess the feasibility, safety and efficacy of multiple CAR-T cell therapy in hematological malignancies. Another goal of the study is to learn more about the function of CAR T cells and their persistence in the patients."
22303414|NCT04697290|This Phase I study is designed as a pilot trial evaluating the safety and efficacy of CD19/CD20 Dual-CAR-T cell therapy in subjects with refractory and relapsed B-NHL. Subjects will receive cytoreductive chemotherapy with cyclophosphamide and fludarabine on days -5, -4 and -3 followed by infusion of CD19/CD20 Dual-CAR-T cells. Safety and efficacy of CD19/CD20 Dual-CAR-T cells therapy will be monitored. The purpose of current study is to determine the clinical efficacy and safety of CD19/CD20 Dual-CAR-T cells therapy in patients with refractory and relapsed B-NHL.
22303592|NCT03289455|The study will consist of 2 phases, a Phase I or dose escalation phase and a Phase II or expansion phase. Paediatric or young adult patients with relapsed or refractory B cell ALL will be enrolled in both phases of the study. Eligible patients will undergo leukapheresis in order to harvest T cells, which is the starting material for the manufacture of the autologous CAR T product AUTO3 which is a CD19 and CD22 dual targeting CAR T cell product. Following pre-conditioning by a chemotherapeutic regimen, the patient will receive AUTO3 intravenously as a single or split dose and will then enter a 24-month follow-up period.
22115809|NCT02050347|"The subject or his/her donor will give blood to make CD19/CD28 chimeric receptor-T cells in the laboratory. These cells will be grown and frozen. To make the T cells, the donor/subject's blood will be stimulated with growth factors to make the T cells grow. To get the CD19 antibody with CD28 to attach to the surface of the T cell, an antibody gene will be inserted into the T cell. This is done with a virus called a retrovirus that has been made for this study and will carry the antibody gene into the T cell. This virus also helps investigators find the T cells in the blood using a special laboratory test. Subjects will be followed for a total of 15 years to see if there are any long term side effects of gene transfer.~When a subject enrolls on this study, s/he will be assigned a dose of CD19/CD28 chimeric receptor-T cells and should not receive other cancer treatment until 6 weeks after cell infusion.~Several studies suggest that the infused T cells need room to be able to proliferate and accomplish their functions and that this may not happen if there are too many other T cells in circulation. Because of that, if the subject's level of circulating T cells is relatively high, s/hemay receive treatment with cyclophosphamide (Cytoxan) and fludarabine (chemotherapy drugs) before the T cells. If the subject is already receiving chemotherapy, this may not be needed.~The subject will be given an injection of cells into the vein through an IV at the assigned dose. The injection will take up to 10 minutes. The research staff will follow the subject in the clinic after the injection for up to 4 hours. If after a 4-6 week evaluation period after the infusion, the subject seems to be experiencing a benefit (confirmed by radiological studies, physical exam and/or symptoms), s/he may be able to receive up to 5 additional doses of the T cells. These additional infusions would be at least 4-6 weeks apart and at the same dose level received the first time or a lower dose.~There will be medical tests during and after treatment. To learn more about the way the CD19 chimeric receptor-T cells are working and how long they last in the body, extra blood will be drawn."
22242972|NCT02813837|This single arm, open-label, multi-center clinical trial is studying CD19 targeted chimeric antigen receptor T cells therapy in treating patients with CD19 positive malignant B-cell derived leukemia and lymphoma that is relapsed (after stem cell transplantation or chemotherapy) or refractory to chemotherapy. When patients enroll in this trial, autologous CD19CART cells were generated from the mononuclear cells of the patient's peripheral blood (PB). During the term of cell preparation of CD19CART cells, patients will receive a conditioning regimen. One day after completing conditioning regimen, the patient will be given infusions of CD19CART cells into the vein over a period of 1 to 3 days. Patients will be monitored for a response, toxic effects, and the expansion and persistence of circulating CD19CART cells.
22366378|NCT05179603|"The duration of the study for an individual patient will start from the signature of the main informed consent and include:~a screening period of up to 28 days;~a treatment period [max] 35 cycles (21 days per cycle) for Cohort A and 52 cycles (14 days per cycle) for Cohort C1 or until occurrence of unacceptable toxicities or until PD;~an end-of-treatment visit at least approximately 30 days following the last administration of study drug (or until the patient receives another anticancer therapy, whichever is earlier);~and a follow-up visits 3 months after treatment discontinuation and every 3 months thereafter following, until disease progression, or initiation of another antitumor treatment, or death, whichever is earlier."
22366395|NCT03283631|"Patients with evidence of radiographic recurrence who expressed EGFRvIII on their original tumor diagnosis had autologous PBMCs harvested by leukapheresis. These autologous PBMCs were transduced with a retrovirus containing the sequences for the EGFRvIII CAR and sent to the Duke Radiopharmacy for radiolabeling with 111Indium (111In). Within 2-3 weeks of leukapheresis, on Day -4 to -2, patients had a BrainLab MRI to prepare for biopsy and catheter placement. On Day -1, the patient underwent standard of care (SOC) stereotactic biopsy under local anesthesia to confirm tumor recurrence. At the time of biopsy, prior to catheter insertion and administration of study drug, the presence of recurrent tumor was confirmed by histopathology. If tumor recurrence was confirmed, a catheter was placed intratumorally for delivery of EGFRvIII-CARs by Convection Enhanced Delivery (CED).~SRS will took place on Day 0 (+1 day) and 111In-labeled EGFRvIII-CARs were infused on the same day over a 6 to 6.5 hour period immediately after SRS.~On days 1 and 2 after 111In-labeled EGFRvIII-CAR infusion, whole planar imaging followed by Single-Photon Emission Computed Tomography (SPECT) Computed Tomography (CT) imaging assessed the intracerebral and systemic localization of the 111In-labeled EGFRvIII-CARs that described the distribution of EGFRvIII-CARs within the brain and systemically.~This protocol was designed to determine the maximum tolerated dose (MTD) of a novel, tumor-specific treatment with autologous EGFRvIII-CARs. The proposed starting dose was 2.5 x 10^8 of 111In-labeled cells in 3 milliliters (mL). The infusion flow rate was fixed at 0.5 mL/hr.~Enrollment on this study was suspended in April 2020 while an amendment to reduce the anticipated number of participants was under review and approved. Upon approval of this amendment, the enrollment suspension remained due to a change in access to necessary equipment for CAR manufacturing. The decision to terminate the study was made in January, 2021 to shift toward the next iteration of a related CAR T cell trial. The knowledge gained from this study experience is directing our next CAR T-cell platform and will be used to secure additional funding."
22115924|NCT03287817|The study will consist of 2 phases, a Phase I or dose escalation and expansion phase, and a Phase II. Patients with relapsed or refractory DLBCL will be enrolled in both phases of the study. Eligible patients will undergo leukapheresis in order to harvest T cells, which is the starting material for the manufacture of the autologous CAR T product AUTO3 which is a CD19 and CD22 dual targeting CAR T cell product. Following pre-conditioning by a chemotherapeutic regimen, the patient will receive AUTO 3 intravenously as a single dose and in addition a limited duration of treatment with an anti-PD1 antibody (either as part of the pre-conditioning regimen or consolidation). Patients will then enter a 36-month follow-up period.
22366486|NCT03267173|Immunotherapy has become the major breakthrough and the most promising treatment, with the host of development of tumor biology, molecular biology and immunology. It has become the fourth tumor treatment model after traditional tumor therapies (surgery, chemotherapy, radiotherapy) . With the development of the research field, the CAR-T cell basis and clinical research of various targets have achieved good results. Mesothelin, PSCA, CEA, HER2, MUC1 and EGFRvIII are potential targets and spectacular paradigm in the diagnosis and treatment of pancreatic cancer. This study is for evaluation of the safety and efficacy of Mesothelin, PSCA, CEA, HER2, MUC1, EGFRvIII targeted and other CAR-T cell immunotherapy for pancreatic cancer.
22243183|NCT04236011|The main aim of the study is to determine the safety and efficacy of GC012F in r/r MM. GC012F is an autologous dual chimeric antigen receptor T-cell (CAR-T) therapy that targets B-cell maturation antigen (BCMA) and CD19. This study comprises of a Screening Phase (less than or equal to [<=] 28 days prior to apheresis) followed by Apheresis (will occur upon enrollment); Treatment Phase including a conditioning regimen followed by infusion of GC012F and post-infusion assessments from Day 1 to Day 84; and a Post-treatment Phase (Day 85 and up to end of the study). Efficacy will be explored to assessed and safety will be closely monitored during the study.
22181221|NCT05539430|This is a Phase 1, open label, multicenter study to evaluate Claudin 18.2-targeting CAR-T cells (LB1908) in adult subjects with unresectable, locally advanced or metastatic gastric, GEJ, esophageal, or pancreatic adenocarcinoma. Patients will be confirmed to have sufficient expression of Claudin 18.2 as part of a prescreening. The study comprises a dose-escalation component (Part A) and a dose-expansion component (Part B). In part A, patients with gastric, GEJ, or esophageal adenocarcinoma will be treated with LB1908 at protocol-defined dose level, with escalation to higher doses in subsequent patients guided by evaluation of protocol-defined dose limiting toxicities (DLTs). Part A will identify the recommended dose for expansion (RDE) to be tested in part B in two cohorts: a gastric, GEJ and esophageal adenocarcinoma cohort as well as a pancreatic adenocarcinoma cohort. Part B will aim to identify the recommended dose for phase 2 (RP2D).
22116008|NCT05445765|AML is a rapidly progressing blood cancer and treated by high-dose multi-agent chemotherapy potentially followed by hematopoietic stem cell transplantation. Despite such intensive therapies, which are often associated with considerable toxicities and even death, about 60-70% of AML patients still relapse. Furthermore, the five-year survival rate from AML remains at a dismal 27%. AML is composed mostly of CD33+ leukemic blast cells. Therefore, CD33 is a potential good target by CAR T cells.
22243284|NCT02794961|CD19 is an ideal target with great potential for treating B-cell-derived hematological malignancies. Although the complete remission rate is as high as 93% by using CD19-targeting CAR-T technology, approximately 60% patients will have recurrent disease. Among all the recurrent patients, two thirds is revealed to loss their CD19 expression on B cell surface. For overcoming this issue, we establish a new chimeric antigen receptor containing humanized single chain antibody sequence to target CD22 molecule on B cells.
22181471|NCT01853631|"Patients will give the investigators blood to make CD19 CD28 (with and without CD137) chimeric receptor-T cells in the laboratory. These cells will be grown and frozen. To make the T cells, investigators will take blood (or blood from a donor) and stimulate it with growth factors to make the T cells grow. To get the CD19 antibody and CD28 (with or without CD137) to attach to the surface of the T cell, they will insert the antibody gene into the T cell. This is done with a virus called a retrovirus that has been made for this study and will carry the antibody gene into the T cell. This virus also helps to find the T cells in the blood after injecting them; in order to tell them apart investigators have made two viruses that are slightly different because one has CD137. These two viruses can be told apart by a special laboratory test. Because the patient will receive cells with a new gene in them, the patient will be followed for a total of 15 years to see if there are any long term side effects of gene transfer. If the patient cannot visit the clinic, he or she will be contacted by the research coordinator or physician.~When subjects enroll on this study, they will be assigned a dose of CD19 chimeric receptor-T cells. Several studies suggest that the infused T cells need room to be able to proliferate and accomplish their functions and that this may not happen if there are too many other T cells in circulation.~Because of that, if the subject's level of circulating T cells is relatively high, s/he may receive one treatment of cyclophosphamide (Cytoxan) and fludarabine if the doctor thinks this is appropriate. This drug will decrease the numbers of the subject's own T cells before infusion of the CD19 chimeric receptor T cells. If subject is already receiving chemotherapy, this may not be needed. The investigators would prefer subjects do not receive other chemotherapy until 6 weeks after cell infusion but they can do so if their doctor thinks it is medically necessary.~Patients will be given an injection of cells into the vein through an IV at the assigned dose. The injection will take about 20 minutes. The investigators will follow them in the clinic after the injection for up to 3 hours.~If after a 6 week evaluation period after the infusion, the patient seems to be experiencing a benefit (confirmed by radiological studies, physical exam and/or symptoms), s/he may be able to receive up to five additional doses of the T cells if s/he wishes. The first repeat infusion can only take place at least 6 weeks after the first infusion. Any additional infusions after that would be at least 4 weeks apart. All additional infusions will be at the same dose level received the first time or a lower dose. The treatment will be given by the Center for Cell and Gene Therapy at Texas Children's Hospital or Houston Methodist Hospital."
22181765|NCT04601831|"Early clinical trials of CAR-T in R/R NHL suggest that only ~40% of patients achieve CR by day 30 PET/CT evaluation. Of those who do not, the large majority (~70%) ultimately fail, while ~30% convert to CR after a median time of 64 days (range, 49-424). This group of patients, who have incomplete response on day 30 PET/CT after CAR-T and thus are most likely to fail CAR-T alone, may be the ideal target for early therapeutic intervention to 're-prime' CAR-T and convert them from IR to CR.~Preclinical and early clinical studies suggest potential immune augmentation when combining RT with CAR-T. Therefore, we propose a phase I/II clinical trial investigating the impact of RT to poor responding sites of disease after CD19-directed CAR-T in R/R NHL patients who are likely to fail CAR-T alone. We hypothesize that focal RT to residual FDG-avid sites of disease on day 30 PET/CT will improve the number of patients who convert to CR by day 90 PET/CT both through local cytotoxic effects as well as local and systemic synergistic effects through 're-priming' of CAR T-cells."
22181789|NCT04316624|"This study plans to enroll 10 patients to assess the safety and efficacy of C-CAR066. Subjects who meet the eligibility criteria will receive a single dose of C-CAR066 injection.~The study will include the following sequential phases: Screening, Pre-Treatment (Cell Product Preparation, Lymphodepleting Chemotherapy), C-CAR066 infusion and Follow-up Visit."
22181822|NCT04036019|"This study plans to enroll 10 patients to assess the safety and efficacy of C-CAR066. Subjects who meet the eligibility criteria will receive a single dose of C-CAR066 injection.~The study will include the following sequential phases: Screening, Pre- Treatment (Cell Product Preparation, Lymphodepleting Chemotherapy), C-CAR066 infusion and Follow-up Visit."
22116459|NCT05141253|Leukapheresis procedure will be performed to manufacture RD133 chimeric antigen receptor (CAR) modified T cells. Bridging therapy is allowed between PBMC collection and lymphodepletion. Lymphodepletion with fludarabine and cyclophosphamide was performed for three consecutive days. After 1-day rest, subjects will receive a single dose infusion of RD133 at 1.0, 3.0, or 6.0x 10^6 CAR+ T cells/Kg. Subjects will be followed in the study for a minimum of 2 years after RD133 infusion. Long-term follow-up for lentiviral vector safety will be followed for up to 15 years after RD133 infusion.
