id|nct_id|name|downcase_name
86262684|NCT05290155|T cell non-Hodgkin lymphoma|t cell non-hodgkin lymphoma
86262685|NCT05290155|CD7|cd7
86263233|NCT05281809|CAR T-cell|car t-cell
86263234|NCT05281809|CD19 (cluster of differentiation antigen) 19|cd19 (cluster of differentiation antigen) 19
86263310|NCT04796441|AML γδT CAR-|aml γδt car-
86263792|NCT04790747|radiotherapy|radiotherapy
86263793|NCT04790747|CAR-T|car-t
86263794|NCT04790747|extramedullary lesions|extramedullary lesions
86263795|NCT04790747|relapsed and refractory|relapsed and refractory
86264238|NCT05474885|BCMA-CA19 CAR|bcma-ca19 car
86264239|NCT05474885|lupus|lupus
86264240|NCT05474885|SLE|sle
86264241|NCT05474885|systemic lupus erythematosus|systemic lupus erythematosus
86264242|NCT05474885|autoimmune disorders|autoimmune disorders
86264510|NCT04433221|Sarcoma|sarcoma
86264511|NCT04433221|Chemotherapy|chemotherapy
86264512|NCT04433221|Doxorubicin|doxorubicin
86264513|NCT04433221|CART|cart
86264514|NCT04433221|Vaccine|vaccine
86269374|NCT04427449|CAR-T|car-t
86269375|NCT04427449|CD44v6|cd44v6
86269376|NCT04427449|Breast cancer|breast cancer
86269377|NCT04427449|Gastric cancer|gastric cancer
86269378|NCT04427449|Lymphoma|lymphoma
86269384|NCT04812691|Primary refractory|primary refractory
86269771|NCT04134325|Classic Hodgkin Lymphoma|classic hodgkin lymphoma
86269772|NCT04134325|Relapsed Hodgkin Lymphoma|relapsed hodgkin lymphoma
86269773|NCT04134325|Refractory Hodgkin Lymphoma|refractory hodgkin lymphoma
86269774|NCT04134325|Relapsed/Refractory Hodgkin Lymphoma|relapsed/refractory hodgkin lymphoma
86269775|NCT04134325|CD30|cd30
86269776|NCT04134325|cell therapy|cell therapy
86269777|NCT04134325|CAR-T|car-t
86269778|NCT04134325|modified T cells|modified t cells
86269779|NCT04134325|PD-1|pd-1
86271682|NCT05528887|CD19 CAR-T|cd19 car-t
86271683|NCT05528887|BCMA CAR-T|bcma car-t
86271684|NCT05528887|CD7 CAR-T|cd7 car-t
86271685|NCT05528887|CD123 CAR-T|cd123 car-t
86271871|NCT05523661|CD19/CD22 Bispecific CAR-T|cd19/cd22 bispecific car-t
86271872|NCT05523661|Ph-positive lymphoblastic leukemia|ph-positive lymphoblastic leukemia
86271873|NCT05523661|Dasatinib|dasatinib
86272904|NCT05478343|Multiple Myeloma|multiple myeloma
86273706|NCT05480501|CAR-T|car-t
86273707|NCT05480501|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
86273818|NCT05472857|Claudin 18.2 CAR-T|claudin 18.2 car-t
86273912|NCT05477927|CAR-T regional injection|car-t regional injection
86273913|NCT05477927|Solid Tumors|solid tumors
86273914|NCT05477927|Serosal Cavity metastases|serosal cavity metastases
86276292|NCT05421663|CD19/CD20-directed CAR-T cells|cd19/cd20-directed car-t cells
86283190|NCT03994913|Relapsed and/or Refractory B-cell Non-Hodgkin Lymphoma|relapsed and/or refractory b-cell non-hodgkin lymphoma
86283191|NCT03994913|CAR T|car t
86283447|NCT04136275|Leukemia|leukemia
86283448|NCT04136275|Hematologic Malignancy|hematologic malignancy
86283449|NCT04136275|Lymphoma|lymphoma
86283450|NCT04136275|CAR-T|car-t
86286059|NCT03651128|Multiple Myeloma|multiple myeloma
86286060|NCT03651128|bb2121|bb2121
86286061|NCT03651128|Relapsed and Refractory Multiple Myeloma|relapsed and refractory multiple myeloma
86286062|NCT03651128|High Risk Multiple Myeloma|high risk multiple myeloma
86288550|NCT04150913|Non Hodgkin Lymphoma|non hodgkin lymphoma
86288551|NCT04150913|Refractory Non-Hodgkin Lymphoma|refractory non-hodgkin lymphoma
86288552|NCT04150913|Relapsed Non Hodgkin Lymphoma|relapsed non hodgkin lymphoma
86288553|NCT04150913|Neurotoxicity|neurotoxicity
86288554|NCT04150913|Neurotoxicity Syndromes|neurotoxicity syndromes
86288555|NCT04150913|Cytokine Release Syndrome|cytokine release syndrome
86289159|NCT01454596|Cell Therapy|cell therapy
86289160|NCT01454596|Gene Therapy|gene therapy
86289161|NCT01454596|Immunotherapy|immunotherapy
86289162|NCT01454596|Brain Cancer|brain cancer
86289163|NCT01454596|Glioma|glioma
86289164|NCT01454596|Glioblastoma|glioblastoma
86289322|NCT02215967|Immunotherapy|immunotherapy
86289323|NCT02215967|Anti-BCMA-CAR|anti-bcma-car
86289324|NCT02215967|Gene Therapy|gene therapy
86289325|NCT02215967|Adoptive T Cell Therapy|adoptive t cell therapy
86289326|NCT02215967|Plasma Cell Malignancy|plasma cell malignancy
85998671|NCT03902197|B-ALL|b-all
85856691|NCT04082910|Metoprolol|metoprolol
86292632|NCT04684472|Modified CD19 CAR-T|modified cd19 car-t
86292972|NCT04689659|CAR-T|car-t
86294059|NCT04034446|Relapsed|relapsed
86294060|NCT04034446|Refractory|refractory
86294061|NCT04034446|B-ALL|b-all
85662114|NCT05654077|CAR-T|car-t
86299699|NCT03240328|CAR-T HIV therapy|car-t hiv therapy
86299700|NCT03240328|immunotherapy|immunotherapy
86299701|NCT03240328|function cure|function cure
86300337|NCT05240950|colorectal cancer|colorectal cancer
86300338|NCT05240950|liver metastasis|liver metastasis
86300339|NCT05240950|CAR-T cell|car-t cell
86300340|NCT05240950|minimal residue disease|minimal residue disease
86301012|NCT04690192|autologous stem-cell transplantation|autologous stem-cell transplantation
86301013|NCT04690192|anti-CD19 CAR T-cell|anti-cd19 car t-cell
86301014|NCT04690192|large B-cell lymphoma|large b-cell lymphoma
86301110|NCT04049513|Lymphomas Non-Hodgkin's B-Cell|lymphomas non-hodgkin's b-cell
86301111|NCT04049513|Chimeric antigen receptor T-cell|chimeric antigen receptor t-cell
85721895|NCT03744676|NHL|nhl
85722808|NCT04156269|CS1|cs1
86305612|NCT05483491|CAR-T|car-t
86305613|NCT05483491|immunotherapy|immunotherapy
86305614|NCT05483491|TIL|til
86305615|NCT05483491|stomach cancer|stomach cancer
86305616|NCT05483491|lung cancer|lung cancer
86305617|NCT05483491|breast cancer|breast cancer
86305618|NCT05483491|triple negative|triple negative
86305619|NCT05483491|cervical cancer|cervical cancer
86305620|NCT05483491|cell therapy|cell therapy
86305621|NCT05483491|gene therapy|gene therapy
86305622|NCT05483491|tumor infiltrating lymphocytes|tumor infiltrating lymphocytes
86305623|NCT05483491|T cells|t cells
86305624|NCT05483491|immune|immune
85734002|NCT05117008|CAR-T|car-t
85871148|NCT05225831|CD19|cd19
85871149|NCT05225831|CD22|cd22
85871150|NCT05225831|B-ALL|b-all
85871151|NCT05225831|CAR-T|car-t
85872749|NCT05393986|Claudin18.2|claudin18.2
85872750|NCT05393986|CAR-T cell therapy|car-t cell therapy
85873448|NCT05353530|CAR T Cell|car t cell
85873449|NCT05353530|Brain Tumor|brain tumor
85873450|NCT05353530|Brain Cancer|brain cancer
85873451|NCT05353530|Glioblastoma Multiforme|glioblastoma multiforme
85873452|NCT05353530|Immunotherapy|immunotherapy
85873561|NCT05081479|N-AC|n-ac
85873562|NCT05081479|N-Acetylcysteine|n-acetylcysteine
85873563|NCT05081479|Lymphoma|lymphoma
85873564|NCT05081479|CD19 CAR T-cell Therapy|cd19 car t-cell therapy
85873565|NCT05081479|21-386|21-386
85873566|NCT05081479|Memorial Sloan Kettering Cancer Center|memorial sloan kettering cancer center
85873805|NCT04404660|B cell acute lymphoblastic leukemia|b cell acute lymphoblastic leukemia
85873806|NCT04404660|Relapsed B cell acute lymphoblastic leukemia|relapsed b cell acute lymphoblastic leukemia
85873807|NCT04404660|Refractory B cell acute lymphoblastic leukemia|refractory b cell acute lymphoblastic leukemia
85873808|NCT04404660|ALL|all
85873809|NCT04404660|AUTO1|auto1
85873810|NCT04404660|CD19-positive CAR T cell|cd19-positive car t cell
85874094|NCT03144583|CART19|cart19
85874850|NCT04696432|CD19/CD20-directed CAR-T cells|cd19/cd20-directed car-t cells
85874870|NCT04648046|HIV/AIDS|hiv/aids
85874871|NCT04648046|CAR-T cells|car-t cells
85874872|NCT04648046|HIV cure|hiv cure
85874873|NCT04648046|HIV reservoir|hiv reservoir
85874874|NCT04648046|Immunotherapy|immunotherapy
85874981|NCT04557436|relapsed|relapsed
85874982|NCT04557436|refractory|refractory
85706584|NCT02710149|CAR-T|car-t
85883342|NCT04011293|Relapsed|relapsed
85883343|NCT04011293|Refractory|refractory
85883344|NCT04011293|Malignancy|malignancy
85889140|NCT03980691|Chidamide,CAR cell therapy,TCR cell therapy|chidamide,car cell therapy,tcr cell therapy
85895675|NCT03980288|Advanced hepatocellular Carcinoma|advanced hepatocellular carcinoma
85895677|NCT03980288|GPC3|gpc3
85901653|NCT03919240|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
85901654|NCT03919240|Refractory and relapsed|refractory and relapsed
85901655|NCT03919240|Chimeric antigen receptor T-cell therapy|chimeric antigen receptor t-cell therapy
85904688|NCT03879382|CD19/BCMA|cd19/bcma
85904689|NCT03879382|Bispecific CAR-T Cell|bispecific car-t cell
85904690|NCT03879382|POMES Syndrome|pomes syndrome
85904691|NCT03879382|Relapsed and Refractory|relapsed and refractory
85908090|NCT03796390|AML，CD123|aml，cd123
85909475|NCT03993743|liver cancer|liver cancer
85909476|NCT03993743|CD147|cd147
85909477|NCT03993743|CAR-T|car-t
85915980|NCT05169489|CAR T|car t
85915981|NCT05169489|CART|cart
85915982|NCT05169489|CAR-T|car-t
85915983|NCT05169489|Cell therapy|cell therapy
85915984|NCT05169489|Lymphoma|lymphoma
85915985|NCT05169489|Diffuse large B cell lymphoma (DLBCL)|diffuse large b cell lymphoma (dlbcl)
85915986|NCT05169489|Primary mediastinal (thymic) large B cell lymphoma (PMBCL)|primary mediastinal (thymic) large b cell lymphoma (pmbcl)
85915987|NCT05169489|High-grade B cell lymphoma (HGBCL)|high-grade b cell lymphoma (hgbcl)
85915988|NCT05169489|Follicular lymphoma (FL) 3b|follicular lymphoma (fl) 3b
85915989|NCT05169489|DLBCL transformed from FL|dlbcl transformed from fl
85915990|NCT05169489|NHL|nhl
85915991|NCT05169489|Non hodgkin's|non hodgkin's
85915992|NCT05169489|Dual targeting|dual targeting
85915993|NCT05169489|Gene edit|gene edit
85915994|NCT05169489|T cell|t cell
85915995|NCT05169489|CD20|cd20
85915996|NCT05169489|CD79a|cd79a
85915997|NCT05169489|CBLB|cblb
85915998|NCT05169489|Non-hodgkin's|non-hodgkin's
85915999|NCT05169489|Non-hodgkin|non-hodgkin
85916502|NCT04404595|CAR-T|car-t
85916580|NCT04231747|Lymphoma|lymphoma
85916581|NCT04231747|B-cell non-Hodgkin lymphoma|b-cell non-hodgkin lymphoma
85916582|NCT04231747|Agressive Lymphoma|agressive lymphoma
85916583|NCT04231747|Diffuse-large B-cell Lymphoma|diffuse-large b-cell lymphoma
85916584|NCT04231747|DLBCL|dlbcl
85916585|NCT04231747|NHL|nhl
85916586|NCT04231747|CC-97540|cc-97540
85916587|NCT04231747|CD19|cd19
85916588|NCT04231747|NEX-T chimeric antigen receptor (CAR) T cells|nex-t chimeric antigen receptor (car) t cells
85916589|NCT04231747|CAR-T|car-t
85916590|NCT04231747|CART|cart
85917093|NCT02414269|modified T cells|modified t cells
85917094|NCT02414269|cyclophosphamide|cyclophosphamide
85917096|NCT02414269|15-007|15-007
85917097|NCT02414269|CAR|car
85917098|NCT02414269|immunotherapy|immunotherapy
85918108|NCT03720496|CAR-T|car-t
85918109|NCT03720496|TriCAR-T|tricar-t
85918110|NCT03720496|CD19-TriCAR-T|cd19-tricar-t
85918111|NCT03720496|Non-hodgkin Lymphoma|non-hodgkin lymphoma
85918112|NCT03720496|NHL|nhl
85918113|NCT03720496|CD19-CAR-T|cd19-car-t
85921538|NCT03943472|BCMA|bcma
85921539|NCT03943472|CAR-T|car-t
85921540|NCT03943472|multiple myeloma|multiple myeloma
85921541|NCT03943472|Relapsed /Refractory|relapsed /refractory
85926362|NCT03890198|Gastric cancer|gastric cancer
85926363|NCT03890198|Pancreatic Ductal Adenocarcinoma|pancreatic ductal adenocarcinoma
85928666|NCT03448978|Descartes-08|descartes-08
85928667|NCT03448978|CAR T Cell|car t cell
85928668|NCT03448978|CART|cart
85928669|NCT03448978|CAR-T|car-t
85928670|NCT03448978|CAR T-Cell|car t-cell
85928671|NCT03448978|Multiple Myeloma|multiple myeloma
85928672|NCT03448978|BCMA|bcma
85928673|NCT03448978|B-cell maturation antigen|b-cell maturation antigen
85928674|NCT03448978|B cell maturation antigen|b cell maturation antigen
85931805|NCT05239702|CAR T-cell therapy|car t-cell therapy
85931806|NCT05239702|CD7|cd7
85931807|NCT05239702|Crohn disease|crohn disease
85931808|NCT05239702|Ulcerative colitis|ulcerative colitis
85931809|NCT05239702|Dermatomyositis|dermatomyositis
85931810|NCT05239702|Still disease|still disease
85931811|NCT05239702|Refractory autoimmune disease|refractory autoimmune disease
85941137|NCT04422912|Pemphigus|pemphigus
85941138|NCT04422912|Pemphigus Vulgaris|pemphigus vulgaris
85941139|NCT04422912|CAAR-T Therapy|caar-t therapy
85941140|NCT04422912|CAR-T Therapy|car-t therapy
85941141|NCT04422912|Desmoglein 3|desmoglein 3
85941142|NCT04422912|Cell Therapy|cell therapy
85941143|NCT04422912|Autoimmune Disease|autoimmune disease
85941144|NCT04422912|Autoimmunity|autoimmunity
85941145|NCT04422912|Skin Diseases, Vesiculobullous|skin diseases, vesiculobullous
85941146|NCT04422912|Immunotherapy, Adoptive|immunotherapy, adoptive
85941147|NCT04422912|Immune System Diseases|immune system diseases
85941777|NCT03277729|Lymphoid Leukemia|lymphoid leukemia
85941778|NCT03277729|Non-Hodgkin's Lymphoma|non-hodgkin's lymphoma
85942787|NCT05352828|cHL|chl
85942951|NCT04817774|Regulatory T cells|regulatory t cells
85942952|NCT04817774|Genetically modified cells|genetically modified cells
85942953|NCT04817774|Chimeric Antigen Receptor|chimeric antigen receptor
85942954|NCT04817774|Living donor|living donor
85942955|NCT04817774|Autologous|autologous
85943018|NCT04690595|B cell|b cell
85943020|NCT04690595|relapsed or refractory|relapsed or refractory
85944525|NCT03910842|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
85944526|NCT03910842|Leukemia|leukemia
85944527|NCT03910842|children|children
85944528|NCT03910842|CD19|cd19
85944529|NCT03910842|CAR-T|car-t
85944530|NCT03910842|TriCAR-T|tricar-t
85944531|NCT03910842|TriCAR-SILK|tricar-silk
85944603|NCT05571540|universal CAR-T|universal car-t
85944604|NCT05571540|CD19|cd19
85946111|NCT04155749|BCMA|bcma
85946112|NCT04155749|Myeloma|myeloma
85946113|NCT04155749|Chimeric|chimeric
85948833|NCT03690011|Autologous CAR T cells|autologous car t cells
85948834|NCT03690011|T-cell acute lymphoblastic lymphoma|t-cell acute lymphoblastic lymphoma
85948835|NCT03690011|T-non-Hodgkin lymphoma|t-non-hodgkin lymphoma
85948952|NCT02431988|Relapsed|relapsed
85948953|NCT02431988|refractory|refractory
85948954|NCT02431988|DLBCL|dlbcl
85952989|NCT05404048|PD-L1|pd-l1
85952990|NCT05404048|CAR T-cell therapy|car t-cell therapy
85952991|NCT05404048|Imaging|imaging
85958256|NCT04288726|CD30-Positive Lymphoma|cd30-positive lymphoma
85958257|NCT04288726|Hodgkin lymphoma|hodgkin lymphoma
85958258|NCT04288726|non-Hodgkin lymphoma|non-hodgkin lymphoma
85958259|NCT04288726|CD30 CAR|cd30 car
85966508|NCT03907527|Platinum resistant|platinum resistant
85966509|NCT03907527|Ovarian Cancer|ovarian cancer
85967541|NCT03884751|Hepatocellular Carcinoma|hepatocellular carcinoma
85967542|NCT03884751|CAR-T|car-t
85968553|NCT03563326|Epithelial Cell Adhesion Molecule|epithelial cell adhesion molecule
85968554|NCT03563326|Chimeric Antigen Receptor-modified T cell|chimeric antigen receptor-modified t cell
85968555|NCT03563326|Gastric carcinoma|gastric carcinoma
85968556|NCT03563326|Peritoneal metastasis|peritoneal metastasis
85970856|NCT05103631|15.GPC3-CAR T cells|15.gpc3-car t cells
85970857|NCT05103631|GPC3|gpc3
85970858|NCT05103631|Glypican|glypican
85970859|NCT05103631|Liver cancer|liver cancer
85970860|NCT05103631|Solid Tumor|solid tumor
85970861|NCT05094206|B-cell antigens|b-cell antigens
85970862|NCT05094206|B-cell Non Hodgkin Lymphoma|b-cell non hodgkin lymphoma
85970863|NCT05094206|B-cell Chronic Lymphocytic Leukemia|b-cell chronic lymphocytic leukemia
85970864|NCT05094206|CAR-T|car-t
85970865|NCT05094206|Chimeric antigen receptor T-cell therapy|chimeric antigen receptor t-cell therapy
85970866|NCT05094206|CAR Therapy|car therapy
85971144|NCT04464200|19(T2)28z1XX CAR T cells|19(t2)28z1xx car t cells
85971145|NCT04464200|20-167|20-167
85971149|NCT04442022|Relapsed/Refractory DLBCL|relapsed/refractory dlbcl
85971150|NCT04442022|Rituximab-Gemcitabine-Dexamethasone-Platinum (R-GDP)|rituximab-gemcitabine-dexamethasone-platinum (r-gdp)
85971151|NCT04442022|Selinexor|selinexor
85971152|NCT04442022|Karyopharm|karyopharm
85971153|NCT04442022|KCP-330|kcp-330
85971154|NCT04442022|XPOVIO|xpovio
85971155|NCT04442022|DLBCL|dlbcl
85971156|NCT04442022|XPORT-DLBCL-030|xport-dlbcl-030
85971157|NCT04442022|R-GDP|r-gdp
85971213|NCT04196491|Multiple Myeloma|multiple myeloma
85971214|NCT04196491|Newly diagnosed multiple myeloma|newly diagnosed multiple myeloma
85971215|NCT04196491|BB2121|bb2121
85971216|NCT04196491|KarMMa-4|karmma-4
85971217|NCT04196491|Phase I|phase i
85971218|NCT04196491|NDMM|ndmm
85971219|NCT04196491|High Risk|high risk
85971220|NCT04196491|R-ISS III|r-iss iii
85971221|NCT04196491|KRd|krd
85971222|NCT04196491|RVd|rvd
85971223|NCT04196491|Dara-KRd|dara-krd
85971224|NCT04196491|Dara-RVd|dara-rvd
85971225|NCT04196491|CyBorD|cybord
85971226|NCT04196491|BCMA|bcma
85973215|NCT03287804|Multiple Myeloma|multiple myeloma
85973216|NCT03287804|Relapsed Multiple Myeloma|relapsed multiple myeloma
85973217|NCT03287804|Refractory Multiple Myeloma|refractory multiple myeloma
85973218|NCT03287804|AUTO2|auto2
85752955|NCT04185038|CNS, CAR T cell, B7-H3, pediatric, young adult, brain tumor, DIPG, DMG|cns, car t cell, b7-h3, pediatric, young adult, brain tumor, dipg, dmg
85753281|NCT02723942|glypican-3(GPC3)|glypican-3(gpc3)
85753282|NCT02723942|chimeric antigen receptor-modified T cell(CAR-T)|chimeric antigen receptor-modified t cell(car-t)
85753283|NCT02723942|hepatocellular carcinoma(HCC)|hepatocellular carcinoma(hcc)
85753291|NCT05015972|UCAR-T|ucar-t
85753292|NCT05015972|allogeneic|allogeneic
85753293|NCT05015972|CD19|cd19
85753294|NCT05015972|B-ALL|b-all
85753295|NCT05015972|B-NHL|b-nhl
85753343|NCT02715362|immunotherapy GPC3 CAR-T HCC|immunotherapy gpc3 car-t hcc
85757357|NCT04033302|T-ALL|t-all
85757358|NCT04033302|TCL|tcl
85757359|NCT04033302|AML|aml
85757360|NCT04033302|NK lymphoma|nk lymphoma
85757361|NCT04033302|CAR T|car t
85757362|NCT04033302|CD7|cd7
85758607|NCT04169022|AML|aml
85758608|NCT04169022|Chimeric Antigen Receptor T Cells|chimeric antigen receptor t cells
85758609|NCT04169022|Immunotherapy|immunotherapy
85760018|NCT02813837|relapsed|relapsed
85760019|NCT02813837|refractory|refractory
85760020|NCT02813837|CD19+|cd19+
85760021|NCT02813837|leukemia|leukemia
85760836|NCT04236011|Fast|fast
85760837|NCT04236011|Chimeric Antigen Receptor T|chimeric antigen receptor t
85760838|NCT04236011|BCMA|bcma
85760839|NCT04236011|CD19|cd19
85760840|NCT04236011|Multiple Myeloma|multiple myeloma
85764905|NCT02765243|neuroblastoma|neuroblastoma
85764906|NCT02765243|GD2|gd2
85764907|NCT02765243|Chimeric antigen receptor|chimeric antigen receptor
85764908|NCT02765243|Immunotherapy|immunotherapy
85764909|NCT02765243|Cyclophosphamide|cyclophosphamide
85764910|NCT02765243|Fludarabine|fludarabine
85768139|NCT02735291|Leukemia CAR-T|leukemia car-t
85768432|NCT02737085|CD19-targeted CAR-T Cell|cd19-targeted car-t cell
85768433|NCT02737085|CD20-targeted CAR-T Cell|cd20-targeted car-t cell
85768434|NCT02737085|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
85771243|NCT04162340|CD4-specific CAR T|cd4-specific car t
85771244|NCT04162340|T cell leukemia|t cell leukemia
85771245|NCT04162340|T cell lymphoma|t cell lymphoma
85771246|NCT04162340|CD4CAR|cd4car
85771803|NCT05263817|CD19 CAR-T|cd19 car-t
85771804|NCT05263817|BCMA CAR-T|bcma car-t
85771805|NCT05263817|POEMS Syndrome|poems syndrome
85771806|NCT05263817|Amyloidosis|amyloidosis
85771807|NCT05263817|Autoimmune Hemolytic Anemia|autoimmune hemolytic anemia
85771808|NCT05263817|Vasculitis|vasculitis
85774313|NCT04156178|CD20|cd20
85774314|NCT04156178|CD19|cd19
85774315|NCT04156178|cCAR|ccar
85774316|NCT04156178|Leukemia|leukemia
85774317|NCT04156178|Lymphoma|lymphoma
85775636|NCT04151186|CAR-T cells|car-t cells
85775637|NCT04151186|Immunologic Factors|immunologic factors
85775638|NCT04151186|TM4SF1;EpCAM|tm4sf1;epcam
85779048|NCT02672501|immunotherapy|immunotherapy
85779049|NCT02672501|CAR-T|car-t
85779050|NCT02672501|leukemia|leukemia
85780242|NCT02644655|Recurrent B-Cell Tumor|recurrent b-cell tumor
85780243|NCT02644655|Refractory B-Cell Tumor|refractory b-cell tumor
85780244|NCT02644655|New Cluster of Differentiation Antigen 19-chimeric Antigen Receptor T Cells|new cluster of differentiation antigen 19-chimeric antigen receptor t cells
85780245|NCT02644655|safety|safety
85780246|NCT02644655|prognosis|prognosis
85781184|NCT04160195|Autologous T Cells Infusion|autologous t cells infusion
85781185|NCT04160195|Hu1928-Hu20BB|hu1928-hu20bb
85781186|NCT04160195|Hodgkin Reed-Sternberg Cells|hodgkin reed-sternberg cells
85781187|NCT04160195|Adoptive T Cell Therapy|adoptive t cell therapy
85781188|NCT04160195|Gene Therapy|gene therapy
85783129|NCT04153799|EGFR|egfr
85783130|NCT04153799|CAR-T cells|car-t cells
85783131|NCT04153799|NSCLC|nsclc
85784355|NCT05574114|Split-Course Bridging Radiotherapy|split-course bridging radiotherapy
85784356|NCT05574114|CD19 CAR T-Cell Therapies|cd19 car t-cell therapies
85784357|NCT05574114|22-217|22-217
85784535|NCT05010564|Relapsed or refractory B-Cell Leukemia|relapsed or refractory b-cell leukemia
85784536|NCT05010564|TRICAR ALL T-Cells|tricar all t-cells
85784537|NCT05010564|Cyclophosphamide|cyclophosphamide
85784538|NCT05010564|Fludarabine|fludarabine
85784634|NCT04555551|Adoptive T cell therapy|adoptive t cell therapy
85784635|NCT04555551|Chimeric Antigen Receptor|chimeric antigen receptor
85784636|NCT04555551|18-367|18-367
85786555|NCT05298995|Brain tumors|brain tumors
85786556|NCT05298995|high grade glioma|high grade glioma
85786557|NCT05298995|medulloblastoma|medulloblastoma
85786558|NCT05298995|Diffuse Midline Glioma|diffuse midline glioma
85786559|NCT05298995|Diffuse Intrinsic Pontine Glioma|diffuse intrinsic pontine glioma
85786560|NCT05298995|CAR T cell|car t cell
85786561|NCT05298995|GD2-antigen|gd2-antigen
85786562|NCT05298995|Immunotherapy|immunotherapy
85786563|NCT05298995|Pediatric Central Nervous System tumours|pediatric central nervous system tumours
85786564|NCT05298995|Central nervous system tumour young adults|central nervous system tumour young adults
85418131|NCT05510596|CAR-T CELLS|car-t cells
85630334|NCT04617704|Fast|fast
85793585|NCT04094766|Chimeric Antigen Receptor T cells|chimeric antigen receptor t cells
85793586|NCT04094766|CD19 and CD22|cd19 and cd22
85801210|NCT03740256|HER2|her2
85801211|NCT03740256|Human Epidermal Growth Factor Receptor 2|human epidermal growth factor receptor 2
85801212|NCT03740256|Bladder|bladder
85801213|NCT03740256|Head and Neck Squamous Cell Carcinoma|head and neck squamous cell carcinoma
85801214|NCT03740256|Salivary Gland|salivary gland
85801215|NCT03740256|Lung|lung
85801216|NCT03740256|Breast|breast
85801217|NCT03740256|Gastric|gastric
85801218|NCT03740256|Esophageal|esophageal
85801219|NCT03740256|Colorectal|colorectal
85801220|NCT03740256|Pancreatic|pancreatic
85801221|NCT03740256|Solid Tumor|solid tumor
85805211|NCT02631044|JCAR017|jcar017
85805212|NCT02631044|chimeric antigen receptor|chimeric antigen receptor
85805213|NCT02631044|non-Hodgkin lymphoma|non-hodgkin lymphoma
85805214|NCT02631044|CAR|car
85805215|NCT02631044|CAR T cells|car t cells
85805216|NCT02631044|autologous T cell therapy|autologous t cell therapy
85805217|NCT02631044|cell therapy|cell therapy
85805218|NCT02631044|NHL|nhl
85985185|NCT05239676|ASCT|asct
85985186|NCT05239676|CD19 CAR-T|cd19 car-t
85987079|NCT01109095|Glioblastoma Multiforme (GBM)|glioblastoma multiforme (gbm)
85987080|NCT01109095|HER2|her2
85987081|NCT01109095|CMV|cmv
85987082|NCT01109095|Brain Cancer|brain cancer
85987083|NCT01109095|Autologous HER2.CAR CMV-specific cytotoxic CTL|autologous her2.car cmv-specific cytotoxic ctl
85987084|NCT01109095|CMV-specific cytotoxic CTL|cmv-specific cytotoxic ctl
85993441|NCT03874897|Advanced solid tumor|advanced solid tumor
85993442|NCT03874897|claudin18.2|claudin18.2
85993443|NCT03874897|CAR-T cell therapy|car-t cell therapy
85993687|NCT03929107|interleukin 7, Chemokine (C-C Motif) Ligand 19, CAR-T|interleukin 7, chemokine (c-c motif) ligand 19, car-t
85996687|NCT00924326|B Cell Malignancies|b cell malignancies
85996688|NCT00924326|T Cell Persistence|t cell persistence
85996689|NCT00924326|Immunotherapy|immunotherapy
85996690|NCT00924326|Cell Transfer|cell transfer
85996691|NCT00924326|Leukemia|leukemia
85996692|NCT00924326|Chronic Lymphocytic Leukemia|chronic lymphocytic leukemia
85996693|NCT00924326|CLL|cll
85996694|NCT00924326|Lymphoma|lymphoma
85997765|NCT03483688|B-cell Non-Hodgkin Lymphoma|b-cell non-hodgkin lymphoma
85997766|NCT03483688|Refractory|refractory
85997767|NCT03483688|Relapsed|relapsed
85998670|NCT03902197|CD19 hsCAR-T|cd19 hscar-t
85998672|NCT03902197|Humanized selective CAR|humanized selective car
86004144|NCT05470777|CD22/CD19 CAR-T|cd22/cd19 car-t
86004145|NCT05470777|auto-HSCT|auto-hsct
86004801|NCT04257175|Chimeric antigen receptors; Mixed phenotype acute leukemia; T cells.|chimeric antigen receptors; mixed phenotype acute leukemia; t cells.
86006251|NCT03814447|MESO|meso
86006252|NCT03814447|CAR-T|car-t
86006253|NCT03814447|Ovarian cancer|ovarian cancer
86006254|NCT03814447|Refractory-Relapsed|refractory-relapsed
86008505|NCT03790891|CAR-T|car-t
86008506|NCT03790891|TriCAR-T|tricar-t
86008507|NCT03790891|CD19-TriCAR-T|cd19-tricar-t
86008508|NCT03790891|CD19-TriCAR-SILK|cd19-tricar-silk
86008509|NCT03790891|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
86009054|NCT05438368|CAR-T|car-t
86009055|NCT05438368|cancer|cancer
86009056|NCT05438368|GD2|gd2
86009057|NCT05438368|CD70|cd70
86009085|NCT05234190|Regulatory T cells|regulatory t cells
86009086|NCT05234190|Chimeric Antigen Receptor|chimeric antigen receptor
86009087|NCT05234190|Autologous|autologous
86009088|NCT05234190|Genetically modified cells|genetically modified cells
86009652|NCT03706326|Esophageal cancer|esophageal cancer
86009653|NCT03706326|Neoplasms, Esophageal|neoplasms, esophageal
86009654|NCT03706326|Cancer of Esophagus|cancer of esophagus
