id|nct_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|number_analyzed|number_analyzed_units|population_description|calculate_percentage
135979043|NCT01454596|59629722|BG005|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979044|NCT01454596|59629723|BG006|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979045|NCT01454596|59629724|BG007|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||3|||
135979046|NCT01454596|59629725|BG008|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||3|||
135979047|NCT01454596|59629726|BG009|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|1|1.0|||||||3|||
135979048|NCT01454596|59629727|BG010|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979049|NCT01454596|59629728|BG011|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979050|NCT01454596|59629729|BG012|Surgery, radiation, temozolomide, carotuximab,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|1|1.0|||||||18|||
135979051|NCT01454596|59629717|BG000|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979052|NCT01454596|59629718|BG001|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979053|NCT01454596|59629719|BG002|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979054|NCT01454596|59629720|BG003|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979055|NCT01454596|59629721|BG004|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979056|NCT01454596|59629722|BG005|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979057|NCT01454596|59629723|BG006|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979058|NCT01454596|59629724|BG007|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||3|||
135979059|NCT01454596|59629725|BG008|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||3|||
135979060|NCT01454596|59629726|BG009|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||3|||
135979061|NCT01454596|59629727|BG010|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|1|1.0|||||||1|||
135979062|NCT01454596|59629728|BG011|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|0|0.0|||||||1|||
135979063|NCT01454596|59629729|BG012|Surg,rad,temoz,EGFRvIIIvacc.vs.placebo trial,beva||Prior Treatment|Procedures/Chemotherapy/Vaccines: Surgery = surg; Radiation = rad; Bevacizumab = beva; Temozolomide = temoz; BCNU = Carmustine; AZD7451 = AZ12607092; EGFRvIII = epidermal growth factor receptor variant III; Vaccine = vacc; Trial = tr; Trebananib = treb; and IMA950 is a vaccine.|Participants|Count of Participants|1|1.0|||||||18|||
135980180|NCT02215967|59630137|BG000||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
135980181|NCT02215967|59630138|BG001||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
135980182|NCT02215967|59630139|BG002||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||5|||
135980183|NCT02215967|59630140|BG003||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||19|||
135980184|NCT02215967|59630141|BG004||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||30|||
135980185|NCT02215967|59630137|BG000||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|3|3.0|||||||3|||
135980186|NCT02215967|59630138|BG001||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|3|3.0|||||||3|||
135980187|NCT02215967|59630139|BG002||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|5|5.0|||||||5|||
135980188|NCT02215967|59630140|BG003||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|17|17.0|||||||19|||
135980189|NCT02215967|59630141|BG004||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|28|28.0|||||||30|||
135980190|NCT02215967|59630137|BG000||>=65 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
135980191|NCT02215967|59630138|BG001||>=65 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
135980192|NCT02215967|59630139|BG002||>=65 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||5|||
135980193|NCT02215967|59630140|BG003||>=65 years|Age, Categorical||Participants|Count of Participants|2|2.0|||||||19|||
135980194|NCT02215967|59630141|BG004||>=65 years|Age, Categorical||Participants|Count of Participants|2|2.0|||||||30|||
135980195|NCT02215967|59630137|BG000|||Age, Continuous||years|Mean|58.93|58.93|Standard Deviation|4.87|4.87||||3|||
135980196|NCT02215967|59630138|BG001|||Age, Continuous||years|Mean|54.0|54.0|Standard Deviation|.71|0.71||||3|||
135980197|NCT02215967|59630139|BG002|||Age, Continuous||years|Mean|55.76|55.76|Standard Deviation|5.65|5.65||||5|||
135980198|NCT02215967|59630140|BG003|||Age, Continuous||years|Mean|54.13|54.13|Standard Deviation|6.86|6.86||||19|||
135980199|NCT02215967|59630141|BG004|||Age, Continuous||years|Mean|56.49|56.49|Standard Deviation|5.8|5.8||||30|||
135980200|NCT02215967|59630137|BG000||Female|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||3|||
135980201|NCT02215967|59630138|BG001||Female|Sex: Female, Male||Participants|Count of Participants|1|1.0|||||||3|||
135980202|NCT02215967|59630139|BG002||Female|Sex: Female, Male||Participants|Count of Participants|4|4.0|||||||5|||
135980203|NCT02215967|59630140|BG003||Female|Sex: Female, Male||Participants|Count of Participants|7|7.0|||||||19|||
135980204|NCT02215967|59630141|BG004||Female|Sex: Female, Male||Participants|Count of Participants|15|15.0|||||||30|||
135980205|NCT02215967|59630137|BG000||Male|Sex: Female, Male||Participants|Count of Participants|0|0.0|||||||3|||
135980206|NCT02215967|59630138|BG001||Male|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||3|||
135980207|NCT02215967|59630139|BG002||Male|Sex: Female, Male||Participants|Count of Participants|1|1.0|||||||5|||
135980208|NCT02215967|59630140|BG003||Male|Sex: Female, Male||Participants|Count of Participants|12|12.0|||||||19|||
135980209|NCT02215967|59630141|BG004||Male|Sex: Female, Male||Participants|Count of Participants|15|15.0|||||||30|||
135980210|NCT02215967|59630137|BG000||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980211|NCT02215967|59630138|BG001||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980212|NCT02215967|59630139|BG002||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980213|NCT02215967|59630140|BG003||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|4|4.0|||||||19|||
135980214|NCT02215967|59630141|BG004||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|4|4.0|||||||30|||
135980215|NCT02215967|59630137|BG000||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
135980216|NCT02215967|59630138|BG001||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
135980217|NCT02215967|59630139|BG002||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|5|5.0|||||||5|||
135980218|NCT02215967|59630140|BG003||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|14|14.0|||||||19|||
135980219|NCT02215967|59630141|BG004||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|25|25.0|||||||30|||
135980220|NCT02215967|59630137|BG000||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980221|NCT02215967|59630138|BG001||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980222|NCT02215967|59630139|BG002||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980223|NCT02215967|59630140|BG003||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||19|||
135980224|NCT02215967|59630141|BG004||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||30|||
135980225|NCT02215967|59630137|BG000||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980226|NCT02215967|59630138|BG001||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980227|NCT02215967|59630139|BG002||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980228|NCT02215967|59630140|BG003||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||19|||
135980229|NCT02215967|59630141|BG004||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||30|||
135980230|NCT02215967|59630137|BG000||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980231|NCT02215967|59630138|BG001||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980232|NCT02215967|59630139|BG002||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980233|NCT02215967|59630140|BG003||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||19|||
135980234|NCT02215967|59630141|BG004||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||30|||
135980235|NCT02215967|59630137|BG000||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980236|NCT02215967|59630138|BG001||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980237|NCT02215967|59630139|BG002||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980238|NCT02215967|59630140|BG003||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||19|||
135980239|NCT02215967|59630141|BG004||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||30|||
135980240|NCT02215967|59630137|BG000||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||3|||
135980241|NCT02215967|59630138|BG001||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980242|NCT02215967|59630139|BG002||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||5|||
135980243|NCT02215967|59630140|BG003||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||19|||
135980244|NCT02215967|59630141|BG004||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|5|5.0|||||||30|||
135980245|NCT02215967|59630137|BG000||White|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||3|||
135980246|NCT02215967|59630138|BG001||White|Race (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
135980247|NCT02215967|59630139|BG002||White|Race (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||5|||
135980248|NCT02215967|59630140|BG003||White|Race (NIH/OMB)||Participants|Count of Participants|15|15.0|||||||19|||
135980249|NCT02215967|59630141|BG004||White|Race (NIH/OMB)||Participants|Count of Participants|23|23.0|||||||30|||
135980250|NCT02215967|59630137|BG000||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980251|NCT02215967|59630138|BG001||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980252|NCT02215967|59630139|BG002||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980253|NCT02215967|59630140|BG003||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||19|||
135980254|NCT02215967|59630141|BG004||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||30|||
135980255|NCT02215967|59630137|BG000||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980256|NCT02215967|59630138|BG001||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
135980257|NCT02215967|59630139|BG002||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
135980258|NCT02215967|59630140|BG003||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||19|||
135980259|NCT02215967|59630141|BG004||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||30|||
135980260|NCT02215967|59630137|BG000|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
135980261|NCT02215967|59630138|BG001|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
135980262|NCT02215967|59630139|BG002|United States||Region of Enrollment||participants|Number|5|5.0|||||||5|||
135980263|NCT02215967|59630140|BG003|United States||Region of Enrollment||participants|Number|19|19.0|||||||19|||
135980264|NCT02215967|59630141|BG004|United States||Region of Enrollment||participants|Number|30|30.0|||||||30|||
134817138|NCT03761056|59250082|BG000|||Age, Continuous||years|Mean|60.2|60.2|Standard Deviation|13.6|13.6||||40|||
134817139|NCT03761056|59250082|BG000||Female|Sex: Female, Male||Participants|Count of Participants|13|13.0|||||||40|||No
134817140|NCT03761056|59250082|BG000||Male|Sex: Female, Male||Participants|Count of Participants|27|27.0|||||||40|||No
134817141|NCT03761056|59250082|BG000||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||40|||No
134817142|NCT03761056|59250082|BG000||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|36|36.0|||||||40|||No
134817143|NCT03761056|59250082|BG000||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||40|||No
134817144|NCT03761056|59250082|BG000|Race|American Indian or Alaska Native|Race/Ethnicity, Customized||Participants|Count of Participants|1|1.0|||||||40|||No
134817145|NCT03761056|59250082|BG000|Race|Asian|Race/Ethnicity, Customized||Participants|Count of Participants|1|1.0|||||||40|||No
134817146|NCT03761056|59250082|BG000|Race|Black or African American|Race/Ethnicity, Customized||Participants|Count of Participants|1|1.0|||||||40|||No
134817147|NCT03761056|59250082|BG000|Race|White|Race/Ethnicity, Customized||Participants|Count of Participants|33|33.0|||||||40|||No
134817148|NCT03761056|59250082|BG000|Race|Other|Race/Ethnicity, Customized||Participants|Count of Participants|1|1.0|||||||40|||No
134817149|NCT03761056|59250082|BG000|Race|Not Reported|Race/Ethnicity, Customized||Participants|Count of Participants|3|3.0|||||||40|||No
134817150|NCT03761056|59250082|BG000|United States||Region of Enrollment||Participants|Count of Participants|32|32.0|||||||40|||No
134817151|NCT03761056|59250082|BG000|France||Region of Enrollment||Participants|Count of Participants|2|2.0|||||||40|||No
134817152|NCT03761056|59250082|BG000|Australia||Region of Enrollment||Participants|Count of Participants|6|6.0|||||||40|||No
134481621|NCT03602612|59131548|BG000||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||6|||
134481622|NCT03602612|59131549|BG001||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
134481623|NCT03602612|59131550|BG002||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||2|||
134481624|NCT03602612|59131551|BG003||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
134481625|NCT03602612|59131552|BG004||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
134481626|NCT03602612|59131553|BG005||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||8|||
134481627|NCT03602612|59131554|BG006||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||1|||
134481628|NCT03602612|59131555|BG007||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||8|||
134481629|NCT03602612|59131556|BG008||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||1|||
134481630|NCT03602612|59131557|BG009||<=18 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||35|||
134481631|NCT03602612|59131548|BG000||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|3|3.0|||||||6|||
134481632|NCT03602612|59131549|BG001||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|3|3.0|||||||3|||
134481633|NCT03602612|59131550|BG002||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|1|1.0|||||||2|||
134481634|NCT03602612|59131551|BG003||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|1|1.0|||||||3|||
134481635|NCT03602612|59131552|BG004||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|2|2.0|||||||3|||
134481636|NCT03602612|59131553|BG005||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|5|5.0|||||||8|||
134481637|NCT03602612|59131554|BG006||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|1|1.0|||||||1|||
134481638|NCT03602612|59131555|BG007||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|6|6.0|||||||8|||
134481639|NCT03602612|59131556|BG008||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|1|1.0|||||||1|||
134481640|NCT03602612|59131557|BG009||Between 18 and 65 years|Age, Categorical||Participants|Count of Participants|23|23.0|||||||35|||
134481641|NCT03602612|59131548|BG000||>=65 years|Age, Categorical||Participants|Count of Participants|3|3.0|||||||6|||
134481642|NCT03602612|59131549|BG001||>=65 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||3|||
134481643|NCT03602612|59131550|BG002||>=65 years|Age, Categorical||Participants|Count of Participants|1|1.0|||||||2|||
134481644|NCT03602612|59131551|BG003||>=65 years|Age, Categorical||Participants|Count of Participants|2|2.0|||||||3|||
134481645|NCT03602612|59131552|BG004||>=65 years|Age, Categorical||Participants|Count of Participants|1|1.0|||||||3|||
134481646|NCT03602612|59131553|BG005||>=65 years|Age, Categorical||Participants|Count of Participants|3|3.0|||||||8|||
134481647|NCT03602612|59131554|BG006||>=65 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||1|||
134481648|NCT03602612|59131555|BG007||>=65 years|Age, Categorical||Participants|Count of Participants|2|2.0|||||||8|||
134481649|NCT03602612|59131556|BG008||>=65 years|Age, Categorical||Participants|Count of Participants|0|0.0|||||||1|||
134481650|NCT03602612|59131557|BG009||>=65 years|Age, Categorical||Participants|Count of Participants|12|12.0|||||||35|||
134481651|NCT03602612|59131548|BG000|||Age, Continuous||years|Mean|57.57|57.57|Standard Deviation|13.26|13.26||||6|||
134481652|NCT03602612|59131549|BG001|||Age, Continuous||years|Mean|57.47|57.47|Standard Deviation|5.59|5.59||||3|||
134481653|NCT03602612|59131550|BG002|||Age, Continuous||years|Mean|61.6|61.6|Standard Deviation|12.59|12.59||||2|||
134481654|NCT03602612|59131551|BG003|||Age, Continuous||years|Mean|62.63|62.63|Standard Deviation|9.79|9.79||||3|||
134481655|NCT03602612|59131552|BG004|||Age, Continuous||years|Mean|56.57|56.57|Standard Deviation|8.48|8.48||||3|||
134481656|NCT03602612|59131553|BG005|||Age, Continuous||years|Mean|62.03|62.03|Standard Deviation|9.41|9.41||||8|||
134481657|NCT03602612|59131554|BG006|||Age, Continuous||years|Mean|64.4|64.4|Standard Deviation|0|0.0||||1|||
134481658|NCT03602612|59131555|BG007|||Age, Continuous||years|Mean|54.86|54.86|Standard Deviation|10.11|10.11||||8|||
134481659|NCT03602612|59131556|BG008|||Age, Continuous||years|Mean|50.9|50.9|Standard Deviation|0|0.0||||1|||
134481660|NCT03602612|59131557|BG009|||Age, Continuous||years|Mean|58.54|58.54|Standard Deviation|9.64|9.64||||35|||
134481661|NCT03602612|59131548|BG000||Female|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||6|||
134481662|NCT03602612|59131549|BG001||Female|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||3|||
134481663|NCT03602612|59131550|BG002||Female|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||2|||
134481664|NCT03602612|59131551|BG003||Female|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||3|||
134481665|NCT03602612|59131552|BG004||Female|Sex: Female, Male||Participants|Count of Participants|1|1.0|||||||3|||
134481666|NCT03602612|59131553|BG005||Female|Sex: Female, Male||Participants|Count of Participants|5|5.0|||||||8|||
134481667|NCT03602612|59131554|BG006||Female|Sex: Female, Male||Participants|Count of Participants|1|1.0|||||||1|||
134481668|NCT03602612|59131555|BG007||Female|Sex: Female, Male||Participants|Count of Participants|5|5.0|||||||8|||
