id|nct_id|intervention_id|name
28539631|NCT04530565|56222647|1-Beta-D-arabinofuranosylcytosine
28539632|NCT04530565|56222647|1.beta.-D-Arabinofuranosylcytosine
28539633|NCT04530565|56222647|2(1H)-Pyrimidinone, 4-Amino-1-beta-D-arabinofuranosyl-
28539634|NCT04530565|56222647|2(1H)-Pyrimidinone, 4-amino-1.beta.-D-arabinofuranosyl-
28539635|NCT04530565|56222647|Alexan
28539636|NCT04530565|56222647|Ara-C
28539637|NCT04530565|56222647|ARA-cell
28539638|NCT04530565|56222647|Arabine
28539639|NCT04530565|56222647|Arabinofuranosylcytosine
28539640|NCT04530565|56222647|Arabinosylcytosine
28539641|NCT04530565|56222647|Aracytidine
28539642|NCT04530565|56222647|Aracytin
28539643|NCT04530565|56222647|Aracytine
28539644|NCT04530565|56222647|Beta-Cytosine Arabinoside
28539645|NCT04530565|56222647|CHX-3311
28539646|NCT04530565|56222647|Cytarabinum
28539647|NCT04530565|56222647|Cytarbel
28539648|NCT04530565|56222647|Cytosar
28539649|NCT04530565|56222647|Cytosine Arabinoside
28539650|NCT04530565|56222647|Cytosine-.beta.-arabinoside
28539651|NCT04530565|56222647|Cytosine-beta-arabinoside
28539652|NCT04530565|56222647|Erpalfa
28539653|NCT04530565|56222647|Starasid
28539654|NCT04530565|56222647|Tarabine PFS
28539655|NCT04530565|56222647|U 19920
28539656|NCT04530565|56222647|U-19920
28539657|NCT04530565|56222647|Udicil
28539658|NCT04530565|56222647|WR-28453
28539659|NCT04530565|56222648|BMS-354825
28539660|NCT04530565|56222648|Dasatinib Hydrate
28539661|NCT04530565|56222648|Dasatinib Monohydrate
28539662|NCT04530565|56222648|Sprycel
28539663|NCT04530565|56222649|Aacidexam
28539664|NCT04530565|56222649|Adexone
28539665|NCT04530565|56222649|Aknichthol Dexa
28539666|NCT04530565|56222649|Alba-Dex
28539667|NCT04530565|56222649|Alin
28539668|NCT04530565|56222649|Alin Depot
28539669|NCT04530565|56222649|Alin Oftalmico
28539670|NCT04530565|56222649|Amplidermis
28539671|NCT04530565|56222649|Anemul mono
28539672|NCT04530565|56222649|Auricularum
28539673|NCT04530565|56222649|Auxiloson
28539674|NCT04530565|56222649|Baycadron
28539675|NCT04530565|56222649|Baycuten
28539676|NCT04530565|56222649|Baycuten N
28539677|NCT04530565|56222649|Cortidexason
28539678|NCT04530565|56222649|Cortisumman
28539679|NCT04530565|56222649|Decacort
28539680|NCT04530565|56222649|Decadrol
28539681|NCT04530565|56222649|Decadron
28539682|NCT04530565|56222649|Decadron DP
28539683|NCT04530565|56222649|Decalix
28539684|NCT04530565|56222649|Decameth
28539685|NCT04530565|56222649|Decasone R.p.
28539686|NCT04530565|56222649|Dectancyl
28539687|NCT04530565|56222649|Dekacort
28539688|NCT04530565|56222649|Deltafluorene
28539689|NCT04530565|56222649|Deronil
28539690|NCT04530565|56222649|Desamethasone
28539691|NCT04530565|56222649|Desameton
28539692|NCT04530565|56222649|Dexa-Mamallet
28539693|NCT04530565|56222649|Dexa-Rhinosan
28539694|NCT04530565|56222649|Dexa-Scheroson
28539695|NCT04530565|56222649|Dexa-sine
28539696|NCT04530565|56222649|Dexacortal
28539697|NCT04530565|56222649|Dexacortin
28539698|NCT04530565|56222649|Dexafarma
28539699|NCT04530565|56222649|Dexafluorene
28539700|NCT04530565|56222649|Dexalocal
28539701|NCT04530565|56222649|Dexamecortin
28539702|NCT04530565|56222649|Dexameth
28539703|NCT04530565|56222649|Dexamethasone Intensol
28539704|NCT04530565|56222649|Dexamethasonum
28539705|NCT04530565|56222649|Dexamonozon
28539706|NCT04530565|56222649|Dexapos
28539707|NCT04530565|56222649|Dexinoral
28539708|NCT04530565|56222649|Dexone
28539709|NCT04530565|56222649|Dinormon
28539710|NCT04530565|56222649|Dxevo
28539711|NCT04530565|56222649|Fluorodelta
28539712|NCT04530565|56222649|Fortecortin
28539713|NCT04530565|56222649|Gammacorten
28539714|NCT04530565|56222649|Hemady
28539715|NCT04530565|56222649|Hexadecadrol
28539716|NCT04530565|56222649|Hexadrol
28539717|NCT04530565|56222649|Lokalison-F
28539718|NCT04530565|56222649|Loverine
28539719|NCT04530565|56222649|Methylfluorprednisolone
28539720|NCT04530565|56222649|Millicorten
28539721|NCT04530565|56222649|Mymethasone
28539722|NCT04530565|56222649|Orgadrone
28539723|NCT04530565|56222649|Spersadex
28539724|NCT04530565|56222649|TaperDex
28539725|NCT04530565|56222649|Visumetazone
28539726|NCT04530565|56222649|ZoDex
28539727|NCT04530565|56222650|5,12-Naphthacenedione, 10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8, 9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, hydrochloride, (8S-cis)- (9CI)
28539728|NCT04530565|56222650|ADM
28539729|NCT04530565|56222650|Adriacin
28539730|NCT04530565|56222650|Adriamycin
28539731|NCT04530565|56222650|Adriamycin Hydrochloride
28539732|NCT04530565|56222650|Adriamycin PFS
28539733|NCT04530565|56222650|Adriamycin RDF
28539734|NCT04530565|56222650|ADRIAMYCIN, HYDROCHLORIDE
28539735|NCT04530565|56222650|Adriamycine
28539736|NCT04530565|56222650|Adriblastina
28539737|NCT04530565|56222650|Adriblastine
28539738|NCT04530565|56222650|Adrimedac
28539739|NCT04530565|56222650|Chloridrato de Doxorrubicina
28539740|NCT04530565|56222650|DOX
28539741|NCT04530565|56222650|DOXO-CELL
28539742|NCT04530565|56222650|Doxolem
28539743|NCT04530565|56222650|Doxorubicin HCl
28539744|NCT04530565|56222650|Doxorubicin.HCl
28539745|NCT04530565|56222650|Doxorubin
28539746|NCT04530565|56222650|Farmiblastina
28539747|NCT04530565|56222650|FI 106
28539748|NCT04530565|56222650|FI-106
28539749|NCT04530565|56222650|hydroxydaunorubicin
28539750|NCT04530565|56222650|Rubex
28539751|NCT04530565|56222651|EC
28539752|NCT04530565|56222652|ECG
28539753|NCT04530565|56222652|EKG
28539754|NCT04530565|56222653|LP
28539755|NCT04530565|56222653|Spinal Tap
28539756|NCT04530565|56222654|2-Mercaptoethanesulfonate, Sodium Salt
28539757|NCT04530565|56222654|Ausobronc
28539758|NCT04530565|56222654|D-7093
28539759|NCT04530565|56222654|Filesna
28539760|NCT04530565|56222654|Mercaptoethane Sulfonate
28539761|NCT04530565|56222654|Mercaptoethanesulfonate
28539762|NCT04530565|56222654|Mesnex
28539763|NCT04530565|56222654|Mesnil
28539764|NCT04530565|56222654|Mesnum
28539765|NCT04530565|56222654|Mexan
28539766|NCT04530565|56222654|Mistabron
28539767|NCT04530565|56222654|Mistabronco
28539768|NCT04530565|56222654|Mitexan
28539769|NCT04530565|56222654|Mucofluid
28539770|NCT04530565|56222654|Mucolene
28539771|NCT04530565|56222654|UCB 3983
28539772|NCT04530565|56222654|Uromitexan
28539773|NCT04530565|56222654|Ziken
28539774|NCT04530565|56222655|Abitrexate
28539775|NCT04530565|56222655|Alpha-Methopterin
28539776|NCT04530565|56222655|Amethopterin
28539777|NCT04530565|56222655|Brimexate
28539778|NCT04530565|56222655|CL 14377
28539779|NCT04530565|56222655|CL-14377
28539780|NCT04530565|56222655|Emtexate
28539781|NCT04530565|56222655|Emthexat
28539782|NCT04530565|56222655|Emthexate
28539783|NCT04530565|56222655|Farmitrexat
28539784|NCT04530565|56222655|Fauldexato
28539785|NCT04530565|56222655|Folex
28539786|NCT04530565|56222655|Folex PFS
28539787|NCT04530565|56222655|Lantarel
28539788|NCT04530565|56222655|Ledertrexate
28539789|NCT04530565|56222655|Lumexon
28539790|NCT04530565|56222655|Maxtrex
28539791|NCT04530565|56222655|Medsatrexate
28539792|NCT04530565|56222655|Metex
28539793|NCT04530565|56222655|Methoblastin
28539794|NCT04530565|56222655|Methotrexate LPF
28539795|NCT04530565|56222655|Methotrexate Methylaminopterin
28539796|NCT04530565|56222655|Methotrexatum
28539797|NCT04530565|56222655|Metotrexato
28539798|NCT04530565|56222655|Metrotex
28539799|NCT04530565|56222655|Mexate
28539800|NCT04530565|56222655|Mexate-AQ
28539801|NCT04530565|56222655|MTX
28539802|NCT04530565|56222655|Novatrex
28539803|NCT04530565|56222655|Rheumatrex
28539804|NCT04530565|56222655|Texate
28539805|NCT04530565|56222655|Tremetex
28539806|NCT04530565|56222655|Trexeron
28539807|NCT04530565|56222655|Trixilem
28539808|NCT04530565|56222655|WR-19039
28539809|NCT04530565|56222656|Blood Pool Scan
28539810|NCT04530565|56222656|Equilibrium Radionuclide Angiography
28539811|NCT04530565|56222656|Gated Blood Pool Imaging
28539812|NCT04530565|56222656|MUGA
28539813|NCT04530565|56222656|Radionuclide Ventriculography
28539814|NCT04530565|56222656|RNVG
28539815|NCT04530565|56222656|SYMA Scanning
28539816|NCT04530565|56222656|Synchronized Multigated Acquisition Scanning
28539817|NCT04530565|56222657|AP24534 HCl
28539818|NCT04530565|56222657|Iclusig
28539819|NCT04530565|56222658|.delta.1-Cortisone
28539820|NCT04530565|56222658|1, 2-Dehydrocortisone
28539821|NCT04530565|56222658|Adasone
28539822|NCT04530565|56222658|Cortancyl
28539823|NCT04530565|56222658|Dacortin
28539824|NCT04530565|56222658|DeCortin
28539825|NCT04530565|56222658|Decortisyl
28539826|NCT04530565|56222658|Decorton
28539827|NCT04530565|56222658|Delta 1-Cortisone
28539828|NCT04530565|56222658|Delta-Dome
28539829|NCT04530565|56222658|Deltacortene
28539830|NCT04530565|56222658|Deltacortisone
28539831|NCT04530565|56222658|Deltadehydrocortisone
28539832|NCT04530565|56222658|Deltasone
28539833|NCT04530565|56222658|Deltison
28539834|NCT04530565|56222658|Deltra
28539835|NCT04530565|56222658|Econosone
28539836|NCT04530565|56222658|Lisacort
28539837|NCT04530565|56222658|Meprosona-F
28539838|NCT04530565|56222658|Metacortandracin
28539839|NCT04530565|56222658|Meticorten
28539840|NCT04530565|56222658|Ofisolona
28539841|NCT04530565|56222658|Orasone
28539842|NCT04530565|56222658|Panafcort
28539843|NCT04530565|56222658|Panasol-S
28539844|NCT04530565|56222658|Paracort
28539845|NCT04530565|56222658|Perrigo Prednisone
28539846|NCT04530565|56222658|PRED
28539847|NCT04530565|56222658|Predicor
28539848|NCT04530565|56222658|Predicorten
28539849|NCT04530565|56222658|Prednicen-M
28539850|NCT04530565|56222658|Prednicort
28539851|NCT04530565|56222658|Prednidib
28539852|NCT04530565|56222658|Prednilonga
28539853|NCT04530565|56222658|Predniment
28539854|NCT04530565|56222658|Prednisone Intensol
28539855|NCT04530565|56222658|Prednisonum
28539856|NCT04530565|56222658|Prednitone
28539857|NCT04530565|56222658|Promifen
28539858|NCT04530565|56222658|Rayos
28539859|NCT04530565|56222658|Servisone
28539860|NCT04530565|56222658|SK-Prednisone
28539861|NCT04530565|56222659|Kyocristine
28539862|NCT04530565|56222659|Leurocristine Sulfate
28539863|NCT04530565|56222659|Leurocristine, sulfate
28539864|NCT04530565|56222659|Oncovin
28539865|NCT04530565|56222659|Vincasar
28539866|NCT04530565|56222659|Vincosid
28539867|NCT04530565|56222659|Vincrex
28539868|NCT04530565|56222659|Vincristine, sulfate
28619249|NCT04696432|56388903|C-CAR039
28619283|NCT04510051|56388988|(-)-Cyclophosphamide
28619284|NCT04510051|56388988|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28619285|NCT04510051|56388988|Carloxan
28619286|NCT04510051|56388988|Ciclofosfamida
28619287|NCT04510051|56388988|Ciclofosfamide
28619288|NCT04510051|56388988|Cicloxal
28619289|NCT04510051|56388988|Clafen
28619290|NCT04510051|56388988|Claphene
28619291|NCT04510051|56388988|CP monohydrate
28619292|NCT04510051|56388988|CTX
28619293|NCT04510051|56388988|CYCLO-cell
28619294|NCT04510051|56388988|Cycloblastin
28619295|NCT04510051|56388988|Cycloblastine
28619296|NCT04510051|56388988|Cyclophospham
28619297|NCT04510051|56388988|Cyclophosphamid monohydrate
28619298|NCT04510051|56388988|Cyclophosphamide Monohydrate
28619299|NCT04510051|56388988|Cyclophosphamidum
28619300|NCT04510051|56388988|Cyclophosphan
28619301|NCT04510051|56388988|Cyclophosphane
28619302|NCT04510051|56388988|Cyclophosphanum
28619303|NCT04510051|56388988|Cyclostin
28619304|NCT04510051|56388988|Cyclostine
28619305|NCT04510051|56388988|Cytophosphan
28619306|NCT04510051|56388988|Cytophosphane
28619307|NCT04510051|56388988|Cytoxan
28619308|NCT04510051|56388988|Fosfaseron
28619309|NCT04510051|56388988|Genoxal
28619310|NCT04510051|56388988|Genuxal
28619311|NCT04510051|56388988|Ledoxina
28619312|NCT04510051|56388988|Mitoxan
28619313|NCT04510051|56388988|Neosar
28619314|NCT04510051|56388988|Revimmune
28619315|NCT04510051|56388988|Syklofosfamid
28619316|NCT04510051|56388988|WR- 138719
28619317|NCT04510051|56388989|Fluradosa
28619318|NCT04510051|56388990|Autologous IL13(EQ)BBzeta/CD19t+ TCM-enriched T Cells
28696203|NCT01475058|56543279|allogeneic CMV-specific CTLs
28696456|NCT04697940|56544019|Fludarabine Phosphate for Injection
28696457|NCT04697940|56544020|Cyclophosphamide for Injection
28541705|NCT04670055|56225889|BCMA Targeted CAR T-cells injection
28541734|NCT04657965|56226049|LMP1 CAR-T cells injection
28541735|NCT04658004|56226051|NKG2D CAR-T cells injection
28620721|NCT03502577|56390451|Anti-BCMA CAR T Cells
28620722|NCT03502577|56390451|Anti-BCMA-CAR-transduced T Cells
28620723|NCT03502577|56390452|(-)-Cyclophosphamide
28620724|NCT03502577|56390452|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28620725|NCT03502577|56390452|Carloxan
28620726|NCT03502577|56390452|Ciclofosfamida
28620727|NCT03502577|56390452|Ciclofosfamide
28620728|NCT03502577|56390452|Cicloxal
28620729|NCT03502577|56390452|Clafen
28620730|NCT03502577|56390452|Claphene
28620731|NCT03502577|56390452|CP monohydrate
28620732|NCT03502577|56390452|CTX
28620733|NCT03502577|56390452|CYCLO-cell
28620734|NCT03502577|56390452|Cycloblastin
28620735|NCT03502577|56390452|Cycloblastine
28620736|NCT03502577|56390452|Cyclophospham
28620737|NCT03502577|56390452|Cyclophosphamid monohydrate
28620738|NCT03502577|56390452|Cyclophosphamidum
28620739|NCT03502577|56390452|Cyclophosphan
28620740|NCT03502577|56390452|Cyclophosphane
28620741|NCT03502577|56390452|Cyclophosphanum
28620742|NCT03502577|56390452|Cyclostin
28620743|NCT03502577|56390452|Cyclostine
28620744|NCT03502577|56390452|Cytophosphan
28620745|NCT03502577|56390452|Cytophosphane
28620746|NCT03502577|56390452|Cytoxan
28620747|NCT03502577|56390452|Fosfaseron
28620748|NCT03502577|56390452|Genoxal
28620749|NCT03502577|56390452|Genuxal
28620750|NCT03502577|56390452|Ledoxina
28620751|NCT03502577|56390452|Mitoxan
28620752|NCT03502577|56390452|Neosar
28620753|NCT03502577|56390452|Revimmune
28620754|NCT03502577|56390452|Syklofosfamid
28620755|NCT03502577|56390452|WR- 138719
28620756|NCT03502577|56390453|Fluradosa
28620757|NCT03502577|56390454|LY 3039478
28620758|NCT03502577|56390454|LY-3039478
28620759|NCT03502577|56390454|LY3039478
28620760|NCT03502577|56390454|JSMD194
28620761|NCT03502577|56390456|PHARMACOKINETIC
28620762|NCT03502577|56390456|PK Study
28471395|NCT05052528|56072245|CAR T Infusion
28471396|NCT05052528|56072245|CAR T Therapy
28471397|NCT05052528|56072245|CAR T-cell Therapy
28471398|NCT05052528|56072245|Chimeric Antigen Receptor T-cell Infusion
28471399|NCT05052528|56072246|(-)-Cyclophosphamide
28471400|NCT05052528|56072246|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28471401|NCT05052528|56072246|Carloxan
28471402|NCT05052528|56072246|Ciclofosfamida
28471403|NCT05052528|56072246|Ciclofosfamide
28471404|NCT05052528|56072246|Cicloxal
28471405|NCT05052528|56072246|Clafen
28471406|NCT05052528|56072246|Claphene
28471407|NCT05052528|56072246|CP monohydrate
28471408|NCT05052528|56072246|CTX
28471409|NCT05052528|56072246|CYCLO-cell
28471410|NCT05052528|56072246|Cycloblastin
28471411|NCT05052528|56072246|Cycloblastine
28471412|NCT05052528|56072246|Cyclophospham
28471413|NCT05052528|56072246|Cyclophosphamid monohydrate
28471414|NCT05052528|56072246|Cyclophosphamide Monohydrate
28471415|NCT05052528|56072246|Cyclophosphamidum
28471416|NCT05052528|56072246|Cyclophosphan
28471417|NCT05052528|56072246|Cyclophosphane
28471418|NCT05052528|56072246|Cyclophosphanum
28471419|NCT05052528|56072246|Cyclostin
28471420|NCT05052528|56072246|Cyclostine
28471421|NCT05052528|56072246|Cytophosphan
28471422|NCT05052528|56072246|Cytophosphane
28471423|NCT05052528|56072246|Cytoxan
28471424|NCT05052528|56072246|Fosfaseron
28471425|NCT05052528|56072246|Genoxal
28471426|NCT05052528|56072246|Genuxal
28471427|NCT05052528|56072246|Ledoxina
28471428|NCT05052528|56072246|Mitoxan
28471429|NCT05052528|56072246|Neosar
28471430|NCT05052528|56072246|Revimmune
28471431|NCT05052528|56072246|Syklofosfamid
28471432|NCT05052528|56072246|WR- 138719
28471433|NCT05052528|56072247|2-F-ara-AMP
28471434|NCT05052528|56072247|9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-
28471435|NCT05052528|56072247|Beneflur
28471436|NCT05052528|56072247|Fludara
28471437|NCT05052528|56072247|SH T 586
28471438|NCT05052528|56072248|ABP 798
28471439|NCT05052528|56072248|BI 695500
28471440|NCT05052528|56072248|C2B8 Monoclonal Antibody
28471441|NCT05052528|56072248|Chimeric Anti-CD20 Antibody
28471442|NCT05052528|56072248|CT-P10
28471443|NCT05052528|56072248|IDEC-102
28471444|NCT05052528|56072248|IDEC-C2B8
28471445|NCT05052528|56072248|IDEC-C2B8 Monoclonal Antibody
28471446|NCT05052528|56072248|MabThera
28471447|NCT05052528|56072248|Monoclonal Antibody IDEC-C2B8
28471448|NCT05052528|56072248|PF-05280586
28471449|NCT05052528|56072248|Rituxan
28471450|NCT05052528|56072248|Rituximab ABBS
28471451|NCT05052528|56072248|Rituximab Biosimilar ABP 798
28471452|NCT05052528|56072248|Rituximab Biosimilar BI 695500
28471453|NCT05052528|56072248|Rituximab Biosimilar CT-P10
28471454|NCT05052528|56072248|Rituximab Biosimilar GB241
28471455|NCT05052528|56072248|Rituximab Biosimilar IBI301
28471456|NCT05052528|56072248|Rituximab Biosimilar JHL1101
28471457|NCT05052528|56072248|Rituximab Biosimilar PF-05280586
28471458|NCT05052528|56072248|Rituximab Biosimilar RTXM83
28471459|NCT05052528|56072248|Rituximab Biosimilar SAIT101
28471460|NCT05052528|56072248|Rituximab Biosimilar SIBP-02
28471461|NCT05052528|56072248|rituximab biosimilar TQB2303
28471462|NCT05052528|56072248|rituximab-abbs
28471463|NCT05052528|56072248|RTXM83
28471464|NCT05052528|56072248|Truxima
28542492|NCT03455972|56227870|IMiDs
28542572|NCT04626765|56228308|Senl_19
28542573|NCT04626765|56228309|Senl_22
28542574|NCT04626765|56228310|Senl_19+22
28542575|NCT04626765|56228311|flu
28542576|NCT04626765|56228312|ctx
28542578|NCT04626726|56228320|Senl_19
28542579|NCT04626726|56228321|Senl_22
28542580|NCT04626726|56228322|Senl_19+22
28542581|NCT04626726|56228323|fiu
28542582|NCT04626726|56228324|ctx
28696949|NCT02081937|56545651|Genetically engineered lymphocyte therapy
28542785|NCT04890236|56229055|8-Chloro-2-phenyl-3-((1S)-1-(7H-purin-6-ylamino)ethyl)isoquinolin-1(2H)-one
28542786|NCT04890236|56229055|Copiktra
28542787|NCT04890236|56229055|INK-1197
28542788|NCT04890236|56229055|IPI-145
28542789|NCT04890236|56229056|CART-19
28542790|NCT04890236|56229056|CART19
28542791|NCT04890236|56229056|CTL019
28542792|NCT04890236|56229056|CTL019 T-cells
28542793|NCT04890236|56229056|Kymriah
28542794|NCT04890236|56229056|Tisagenlecleucel-T
28543056|NCT04599543|56229674|IL3 CAR-T cells injection
28543178|NCT04603872|56230176|Administration of CD19/BCMA Targeted CAR T-cells and dasatinib
28543179|NCT04603872|56230177|CD19/BCMA Targeted CAR T-cells infusion
28543204|NCT04626908|56230210|GC022F CAR-T cells injection
28543205|NCT04626752|56230218|senl_BCMA
28543206|NCT04626752|56230219|flu
28543207|NCT04626752|56230220|ctx
28544712|NCT04539444|56234601|PD-1 inhibitor
28544827|NCT04532268|56234974|Humanized CD19 CAR-T cells injection
28544907|NCT04553393|56235271|cohort 2
28544908|NCT04553393|56235272|cohort 3
28544909|NCT04553393|56235273|cohort 4
28544910|NCT04553393|56235274|cohort 1
28545349|NCT04534634|56236498|CAR-T cell therapy
28473922|NCT05418088|56076848|Anti-CD19/20/22 Chimeric Antigen Receptor T-Cells
28473923|NCT05418088|56076848|CD19/CD20/CD22-targeted CAR-T Cells
28473924|NCT05418088|56076849|(-)-Cyclophosphamide
28473925|NCT05418088|56076849|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28473926|NCT05418088|56076849|Carloxan
28473927|NCT05418088|56076849|Ciclofosfamida
28473928|NCT05418088|56076849|Ciclofosfamide
28473929|NCT05418088|56076849|Cicloxal
28473930|NCT05418088|56076849|Clafen
28473931|NCT05418088|56076849|Claphene
28473932|NCT05418088|56076849|CP monohydrate
28473933|NCT05418088|56076849|CTX
28473934|NCT05418088|56076849|CYCLO-cell
28473935|NCT05418088|56076849|Cycloblastin
28473936|NCT05418088|56076849|Cycloblastine
28473937|NCT05418088|56076849|Cyclophospham
28473938|NCT05418088|56076849|Cyclophosphamid monohydrate
28473939|NCT05418088|56076849|Cyclophosphamide Monohydrate
28473940|NCT05418088|56076849|Cyclophosphamidum
28473941|NCT05418088|56076849|Cyclophosphan
28473942|NCT05418088|56076849|Cyclophosphane
28473943|NCT05418088|56076849|Cyclophosphanum
28473944|NCT05418088|56076849|Cyclostin
28473945|NCT05418088|56076849|Cyclostine
28473946|NCT05418088|56076849|Cytophosphan
28473947|NCT05418088|56076849|Cytophosphane
28473948|NCT05418088|56076849|Cytoxan
28473949|NCT05418088|56076849|Fosfaseron
28473950|NCT05418088|56076849|Genoxal
28473951|NCT05418088|56076849|Genuxal
28473952|NCT05418088|56076849|Ledoxina
28473953|NCT05418088|56076849|Mitoxan
28473954|NCT05418088|56076849|Neosar
28473955|NCT05418088|56076849|Revimmune
28473956|NCT05418088|56076849|Syklofosfamid
28473957|NCT05418088|56076849|WR- 138719
28473958|NCT05418088|56076850|2-F-ara-AMP
28473959|NCT05418088|56076850|9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-
28473960|NCT05418088|56076850|Beneflur
28473961|NCT05418088|56076850|Fludara
28473962|NCT05418088|56076850|SH T 586
28474039|NCT03098355|56077165|IL-2
28699011|NCT04703686|56550925|gazyva
28699012|NCT04703686|56550926|glofitamab
28545932|NCT03853616|56237740|CD19-targeting CAR T cells
28545933|NCT03853616|56237740|Anti-CD19 CAR T cells
28700617|NCT04706936|56555226|CBG-002 CAR-T
28701113|NCT04952584|56556563|Allogeneic CD30 Chimeric Antigen Receptor Epstein-Barr Virus-Specific T Lymphocytes
28475296|NCT03761056|56080084|Yescarta®
28701272|NCT02601313|56556869|KTE-X19, TECARTUS™
28548217|NCT01218867|56242596|Cytoxan
28548218|NCT01218867|56242597|Proleukin
28548219|NCT01218867|56242598|Fludara
28548414|NCT04317885|56243041|C-CAR039
28702190|NCT03710421|56559246|CS1-CAR T Infusion
28702191|NCT03710421|56559246|CS1-CAR T-cell Therapy
28702192|NCT03710421|56559247|(-)-Cyclophosphamide
28702193|NCT03710421|56559247|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28702194|NCT03710421|56559247|Carloxan
28702195|NCT03710421|56559247|Ciclofosfamida
28702196|NCT03710421|56559247|Ciclofosfamide
28702197|NCT03710421|56559247|Cicloxal
28702198|NCT03710421|56559247|Clafen
28702199|NCT03710421|56559247|Claphene
28702200|NCT03710421|56559247|CP monohydrate
28702201|NCT03710421|56559247|CTX
28702202|NCT03710421|56559247|CYCLO-cell
28702203|NCT03710421|56559247|Cycloblastin
28702204|NCT03710421|56559247|Cycloblastine
28702205|NCT03710421|56559247|Cyclophospham
28702206|NCT03710421|56559247|Cyclophosphamid monohydrate
28702207|NCT03710421|56559247|Cyclophosphamide Monohydrate
28702208|NCT03710421|56559247|Cyclophosphamidum
28702209|NCT03710421|56559247|Cyclophosphan
28702210|NCT03710421|56559247|Cyclophosphane
28702211|NCT03710421|56559247|Cyclophosphanum
28702212|NCT03710421|56559247|Cyclostin
28702213|NCT03710421|56559247|Cyclostine
28702214|NCT03710421|56559247|Cytophosphan
28702215|NCT03710421|56559247|Cytophosphane
28702216|NCT03710421|56559247|Cytoxan
28702217|NCT03710421|56559247|Fosfaseron
28702218|NCT03710421|56559247|Genoxal
28702219|NCT03710421|56559247|Genuxal
28702220|NCT03710421|56559247|Ledoxina
28702221|NCT03710421|56559247|Mitoxan
28702222|NCT03710421|56559247|Neosar
28702223|NCT03710421|56559247|Revimmune
28702224|NCT03710421|56559247|Syklofosfamid
28702225|NCT03710421|56559247|WR- 138719
28702226|NCT03710421|56559248|Fluradosa
28702227|NCT03710421|56559249|Leukocytopheresis
28702228|NCT03710421|56559249|Therapeutic Leukopheresis
28628432|NCT05371132|56403737|Medical Imaging, Positron Emission Tomography
28628433|NCT05371132|56403737|PET
28628434|NCT05371132|56403737|PET Scan
28628435|NCT05371132|56403737|Positron Emission Tomography Scan
28628436|NCT05371132|56403737|Positron-Emission Tomography
28628437|NCT05371132|56403737|proton magnetic resonance spectroscopic imaging
28628438|NCT05371132|56403738|SABR
28628439|NCT05371132|56403738|SBRT
28628440|NCT05371132|56403738|Stereotactic Ablative Body Radiation Therapy
28628441|NCT05371132|56403739|89Zr-Crefmirlimab Berdoxam
28628442|NCT05371132|56403739|89Zr-Desferrioxamine-IAB22M2C
28628443|NCT05371132|56403739|89Zr-Df-Crefmirlimab
28628444|NCT05371132|56403739|89Zr-Df-IAB22M2C
28628445|NCT05371132|56403739|Zirconium Zr 89-Df-IAB22M2C
28628446|NCT05371132|56403739|ZIRCONIUM ZR-89-DESFERRIOXAMINE-IAB22M2C
28628447|NCT05371132|56403740|IMRT
28702444|NCT03262298|56559979|anti-CD22 CART, CART22
28703003|NCT02303821|56561852|PR-171
28703004|NCT02303821|56561852|PR171
28703005|NCT02303821|56561852|Kyprolis® (carfilzomib) for Injection
28703234|NCT02439788|56562610|Cytoxan
28703235|NCT02439788|56562612|iC9-GD2.CD28.OX40.zeta Natural Killer T cells
28703439|NCT03182816|56563110|CTLA-4 and PD-1 antibodies expressing EGFR-CAR-T cells
28703587|NCT02706392|56563549|Autologous ROR1-CAR-T Cells
28703588|NCT02706392|56563549|Chimeric Anti-ROR1 T-cell Receptor-expressing Autologous T-lymphocytes
28703589|NCT02706392|56563549|ROR1-CAR-T
28703598|NCT02416466|56563568|Designer T cells
28703599|NCT02416466|56563569|Selective Internal Radiation Therapy (SIRT)
28703600|NCT02416466|56563569|Yttrium-90 microspheres
28630767|NCT05495464|56409112|Rituxan
28630768|NCT05495464|56409114|Cytoxan®
28630769|NCT05495464|56409114|Neosar®
28630770|NCT05495464|56409115|Fludarabine
28630771|NCT05495464|56409115|Fludara®
28631051|NCT03993743|56409676|anti-CD147 chimeric antigen receptor T cell
