nct_id|nlm_download_date_description|study_first_submitted_date|results_first_submitted_date|disposition_first_submitted_date|last_update_submitted_date|study_first_submitted_qc_date|study_first_posted_date|study_first_posted_date_type|results_first_submitted_qc_date|results_first_posted_date|results_first_posted_date_type|disposition_first_submitted_qc_date|disposition_first_posted_date|disposition_first_posted_date_type|last_update_submitted_qc_date|last_update_posted_date|last_update_posted_date_type|start_month_year|start_date_type|start_date|verification_month_year|verification_date|completion_month_year|completion_date_type|completion_date|primary_completion_month_year|primary_completion_date_type|primary_completion_date|target_duration|study_type|acronym|baseline_population|brief_title|official_title|overall_status|last_known_status|phase|enrollment|enrollment_type|source|limitations_and_caveats|number_of_arms|number_of_groups|why_stopped|has_expanded_access|expanded_access_type_individual|expanded_access_type_intermediate|expanded_access_type_treatment|has_dmc|is_fda_regulated_drug|is_fda_regulated_device|is_unapproved_device|is_ppsd|is_us_export|biospec_retention|biospec_description|ipd_time_frame|ipd_access_criteria|ipd_url|plan_to_share_ipd|plan_to_share_ipd_description|created_at|updated_at|source_class|delayed_posting|expanded_access_nctid|expanded_access_status_for_nctid|fdaaa801_violation|baseline_type_units_analyzed
NCT04532281||2020-08-20|||2020-10-22|2020-08-25|2020-08-31|Actual|||||||2020-10-22|2020-10-26|Actual|November 1, 2020|Anticipated|2020-11-01|October 2020|2020-10-31|November 1, 2026|Anticipated|2026-11-01|November 1, 2023|Anticipated|2023-11-01||Interventional|||A Study of Murine CD19 CAR-T Therapy for Patients With Relapsed or Refractory CD19+ B-cell Hematological Malignancies|Clinical Trial for the Safety and Efficacy of Murine CD19 CAR-T Cells Therapy for Patients With Relapsed and/or Refractory B-cell Acute Lymphoblastic Leukemia and B-cell Non-Hodgkin's Lymphoma|Recruiting||Early Phase 1|120|Anticipated|Zhejiang University||1|||f||||t|f|f|||||||||No||2023-09-02 00:30:42.720424|2023-09-02 00:30:42.720424|OTHER|||||
NCT04532203||2020-08-20|||2020-10-22|2020-08-25|2020-08-31|Actual|||||||2020-10-22|2020-10-26|Actual|November 1, 2020|Anticipated|2020-11-01|October 2020|2020-10-31|November 1, 2026|Anticipated|2026-11-01|November 1, 2023|Anticipated|2023-11-01||Interventional|||A Study of CAR-T Cells Therapy for Patients With Relapsed and/or Refractory Central Nervous System Hematological Malignancies|Clinical Trial for the Safety and Efficacy of CAR-T Cells Therapy for Patients With the Central Nervous System Involvement of Relapsed and/or Refractory B-cell Acute Lymphoblastic Leukemia or B-cell Non-Hodgkin's Lymphoma|Recruiting||Early Phase 1|72|Anticipated|Zhejiang University||1|||f||||t|f|f|||||||||No||2023-09-02 00:30:44.822393|2023-09-02 00:30:44.822393|OTHER|||||
NCT04718883||2021-01-14|||2021-03-17|2021-01-17|2021-01-22|Actual|||||||2021-03-17|2021-03-18|Actual|January 13, 2021|Actual|2021-01-13|March 2021|2021-03-31|June 30, 2025|Anticipated|2025-06-30|June 30, 2023|Anticipated|2023-06-30||Interventional|||CD19-targeted CAR T Cells for Relapsed and Refractory (R/R) Mantle Cell Lymphoma|A Phase II Open-Label, Single-Arm, Multicenter Study of JWCAR029, CD19-targeted Chimeric Antigen Receptor (CAR) T Cells for Relapsed and Refractory (R/R) Mantle Cell Lymphoma|Recruiting||Phase 2|59|Anticipated|Shanghai Ming Ju Biotechnology Co., Ltd.||1|||f||||f|f|f|||||||||No||2023-09-02 00:36:30.574907|2023-09-02 00:36:30.574907|INDUSTRY|||||
NCT05396885||2022-05-12|||2023-08-22|2022-05-25|2022-05-31|Actual|||||||2023-08-22|2023-08-24|Actual|August 9, 2022|Actual|2022-08-09|August 2023|2023-08-31|May 31, 2025|Anticipated|2025-05-31|May 31, 2024|Anticipated|2024-05-31||Interventional|||Study of CART-ddBMCA in Relapsed or Refractory Multiple Myeloma (iMMagine-1)|A Phase II Study of CART-ddBCMA for the Treatment of Patients With Relapsed or Refractory Multiple Myeloma|Recruiting||Phase 2|110|Anticipated|Arcellx, Inc.||1|||f||||t|t|f|||||||||No||2023-09-04 14:29:25.575949|2023-09-04 14:29:25.575949|INDUSTRY|||||
NCT03029273||2017-01-20|||2019-01-16|2017-01-20|2017-01-24|Estimate|||||||2019-01-16|2019-01-17|Actual|March 21, 2017|Actual|2017-03-21|January 2019|2019-01-31|March 2019|Anticipated|2019-03-31|March 2019|Anticipated|2019-03-31||Interventional|||NY-ESO-1 TCR （TAEST16001）for Patients With Advanced NSCLC|Pilot Study of Affinity-enhanced Anti-NY-ESO-1 TCR Engineered Autologous T Cells in NSCLC Patients|Unknown status|Recruiting|Phase 1|20|Anticipated|Guangzhou Institute of Respiratory Disease||1|||f|||||f|f|||||||||Undecided||2023-08-31 20:38:50.030442|2023-08-31 20:38:50.030442|OTHER|||||
NCT04499573||2020-07-31|||2023-02-21|2020-07-31|2020-08-05|Actual|||||||2023-02-21|2023-02-22|Actual|July 27, 2020|Actual|2020-07-27|February 2023|2023-02-28|March 13, 2027|Anticipated|2027-03-13|March 13, 2022|Actual|2022-03-13||Interventional|||Bispecific CD19/CD22 CAR-T for Treatment of Children and Young Adults With r/r B-ALL|Safety and Efficiency of Anti-CD19/CD22 Tandem Fully Human Chimeric Antigen Receptor (CAR)-Transduced T-cell Therapy for Pediatric and Young Adult Patients With Relapsed/Refractory B-cell Acute Lymphoblastic Leukemia: a Single Centre, Non-randomised, Open Label Phase I-II Clinical Trial of Automatically Produced Cell Therapy Product MB-CAR-T19-22 Using CliniMACS Prodigy|Active, not recruiting||Phase 1/Phase 2|50|Anticipated|Federal Research Institute of Pediatric Hematology, Oncology and Immunology||1|||f|||||f|f|||||||||Undecided||2023-08-31 20:44:04.379656|2023-08-31 20:44:04.379656|OTHER|||||
NCT05451212||2022-06-30|||2023-08-01|2022-07-05|2022-07-11|Actual|||||||2023-08-01|2023-08-02|Actual|November 23, 2022|Actual|2022-11-23|August 2023|2023-08-31|October 2028|Anticipated|2028-10-31|October 2028|Anticipated|2028-10-31||Interventional|||Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis|A Phase 1, Open-label, Safety and Dose-finding Study of Autologous Muscle-specific Tyrosine Kinase Chimeric Autoantibody Receptor T Cells (MuSK-CAART) in Subjects With Anti-MuSK-antibody-positive Myasthenia Gravis|Recruiting||Phase 1|24|Anticipated|Cabaletta Bio||1|||f||||f|t|f|||||||||||2023-09-02 15:01:54.372425|2023-09-02 15:01:54.372425|INDUSTRY|||||
NCT04351022||2020-04-15|||2020-04-21|2020-04-15|2020-04-17|Actual|||||||2020-04-21|2020-04-24|Actual|July 1, 2017|Actual|2017-07-01|April 2020|2020-04-30|December 31, 2023|Anticipated|2023-12-31|December 31, 2021|Anticipated|2021-12-31||Interventional|||CD38-targeted Chimeric Antigen Receptor T Cell (CART) in Relapesd or Refractory Acute Myeloid Leukemia|Pilot Study of the Efficacy and Safety of CD38 Targeted Chimeric Antigen Receptor Engineered T-Cells in the Treatment of CD38 Positive Relapsed or Refractory Acute Myeloid Leukemia (AML)|Recruiting||Phase 1/Phase 2|20|Anticipated|The First Affiliated Hospital of Soochow University||1|||f|||||f|f|||||||||No||2023-08-31 20:51:35.389223|2023-08-31 20:51:35.389223|OTHER|||||
NCT04835519||2021-04-05|||2023-02-06|2021-04-05|2021-04-08|Actual|||||||2023-02-06|2023-02-08|Actual|April 8, 2021|Actual|2021-04-08|February 2023|2023-02-28|September 8, 2024|Anticipated|2024-09-08|September 8, 2024|Anticipated|2024-09-08||Interventional|||Phase I/II Study of Enhanced CD33 CAR T Cells in Subjects With Relapsed or Refractory Acute Myeloid Leukemia|Open-Label, Nonramdominzed, Single-Arm Phase I/II Study to Evaluate the Safety and Tolerability of Functionally Enhanced CD33 CAR T Cells in Subjects With Relapsed or Refractory Acute Myeloid Leukemia|Recruiting||Phase 1/Phase 2|25|Anticipated|Beijing Boren Hospital||1|||f|||||f|f|||||||||No||2023-08-31 20:52:50.177528|2023-08-31 20:52:50.177528|OTHER|||||
NCT05077527||2021-10-01|||2023-07-31|2021-10-01|2021-10-14|Actual|||||||2023-07-31|2023-08-02|Actual|January 15, 2024|Anticipated|2024-01-15|July 2023|2023-07-31|January 31, 2027|Anticipated|2027-01-31|January 31, 2026|Anticipated|2026-01-31||Interventional|||Immune Cell Therapy (CAR-T) for the Treatment of Patients With HIV and B-Cell Non-Hodgkin Lymphoma|Axicabtagene Ciloleucel in Relapsed or Refractory HIV-Associated Aggressive B-Cell Non-Hodgkin Lymphoma|Not yet recruiting||Phase 1|20|Anticipated|AIDS Malignancy Consortium||1|||f||||f|t|f|||t||||||||2023-09-02 15:03:12.749566|2023-09-02 15:03:12.749566|NETWORK|||||
NCT02107963||2014-04-05|||2023-08-23|2014-04-05|2014-04-09|Estimate|||||||2023-08-23|2023-08-24|Actual|February 28, 2014|Actual|2014-02-28|August 22, 2023|2023-08-22|January 31, 2017|Actual|2017-01-31|August 15, 2016|Actual|2016-08-15||Interventional|||A Phase I Trial of T Cells Expressing an Anti-GD2 Chimeric Antigen Receptor in Children and Young Adults With GD2+ Solid Tumors|A Phase I Trial of T Cells Expressing an Anti-GD2 Chimeric Antigen Receptor in Children and Young Adults With GD2+ Solid Tumors|Completed||Phase 1|15|Actual|National Institutes of Health Clinical Center (CC)||2|||f|||||t|f||||||Clinical data available during the study and indefinitely.|Clinical data will be made available via subscription to BTRIS and with the permission of the study PI.||Yes|.All IPD recorded in the medical record will be shared with intramural investigators upon request|2023-09-04 14:34:35.539016|2023-09-04 14:34:35.539016|NIH|||||
NCT04340154||2020-04-08|||2023-08-01|2020-04-08|2020-04-09|Actual|||||||2023-08-01|2023-08-02|Actual|May 1, 2020|Actual|2020-05-01|August 2023|2023-08-31|November 1, 2024|Anticipated|2024-11-01|May 1, 2024|Anticipated|2024-05-01||Interventional|||Study of Sequential CAR-T Cell Treating Leukemia Children|Phase II Study of Sequential Chimeric Antigen Receptor T Cell Targeting at Different B-cell Antigens Treating Refractory or Relapsed B-cell Acute Lymphoblastic Leukemia Children|Active, not recruiting||Phase 2|100|Anticipated|Beijing Boren Hospital||1|||f|||||f|f|||||||||No||2023-09-02 15:05:37.460223|2023-09-02 15:05:37.460223|OTHER|||||
NCT03635632||2018-08-13|||2023-08-01|2018-08-15|2018-08-17|Actual|||||||2023-08-01|2023-08-02|Actual|April 23, 2019|Actual|2019-04-23|August 2023|2023-08-31|December 2039|Anticipated|2039-12-31|June 2024|Anticipated|2024-06-30||Interventional|||C7R-GD2.CART Cells for Patients With Relapsed or Refractory Neuroblastoma and Other GD2 Positive Cancers (GAIL-N)|Phase I Study of Autologous T Lymphocytes Expressing GD2-specific Chimeric Antigen and Constitutively Active IL-7 Receptors for the Treatment of Patients With Relapsed or Refractory Neuroblastoma and Other GD2 Positive Solid Cancers(GAIL-N)|Recruiting||Phase 1|94|Anticipated|Baylor College of Medicine||2|||f||||t|t|f|||||||||||2023-09-02 15:07:10.735333|2023-09-02 15:07:10.735333|OTHER|||||
NCT04283006||2020-02-20|||2020-08-20|2020-02-21|2020-02-25|Actual|||||||2020-08-20|2020-08-21|Actual|May 23, 2018|Actual|2018-05-23|August 2020|2020-08-31|May 23, 2028|Anticipated|2028-05-23|May 23, 2023|Anticipated|2023-05-23||Interventional|||A Study of CD20/CD22 Targeted CAR T-cell Therapy for Relapsed or Refractory Lymphoid Malignancies|A Study of CD20/CD22 Targeted CAR T-cell Therapy for Relapsed or Refractory Lymphoid Malignancies|Recruiting||Early Phase 1|100|Anticipated|Zhejiang University||1|||f||||t|f|f|||||||||No||2023-09-02 15:12:29.54189|2023-09-02 15:12:29.54189|OTHER|||||
NCT04715217||2021-01-07|||2021-01-17|2021-01-17|2021-01-20|Actual|||||||2021-01-17|2021-01-20|Actual|January 19, 2021|Anticipated|2021-01-19|January 2021|2021-01-31|December 31, 2023|Anticipated|2023-12-31|December 31, 2021|Anticipated|2021-12-31||Interventional|||Targeting CD19 and CD22 CAR-T Cells Immunotherapy in Patients With Relapsed or Refractory B Cell Lymphoma|A Clinical Study to Evaluate the Safety and Effectiveness of CD19-CD22 CAR-T Cells Immunotherapy in Patients With Relapsed or Refractory B Cell Lymphoma|Recruiting||Phase 1/Phase 2|24|Anticipated|Shanxi Province Cancer Hospital||4|||f||||f|f|f||||||Within six months after the study completed|Research site||Yes|Plan to Share Clinical Study Report within six months after the study completed|2023-09-02 01:27:34.402744|2023-09-02 01:27:34.402744|OTHER|||||
NCT05318963||2022-03-15|||2023-08-01|2022-04-01|2022-04-08|Actual|||||||2023-08-01|2023-08-03|Actual|March 14, 2022|Actual|2022-03-14|August 2023|2023-08-31|June 30, 2026|Anticipated|2026-06-30|June 30, 2024|Anticipated|2024-06-30||Interventional|||Targeting CD19/CD20/CD22 Triple-targeted Cell in Patients With Relapsed/Refractory B-cell Lymphoma|A Phase I, Open-label Clinical Study to Evaluate the Safety, Tolerability, and Efficacy of LCAR-AIO, a Triple-targeted Cell Preparation Targeting CD19/CD20/CD22, in Patients With Relapsed/Refractory B-cell Lymphoma|Recruiting||Phase 1|34|Anticipated|Institute of Hematology & Blood Diseases Hospital||1|||f||||f|f|f|||||||||No||2023-09-03 14:29:15.439475|2023-09-03 14:29:15.439475|OTHER|||||
NCT04714827||2021-01-07|||2021-01-17|2021-01-15|2021-01-19|Actual|||||||2021-01-17|2021-01-22|Actual|January 31, 2021|Anticipated|2021-01-31|January 2021|2021-01-31|December 31, 2023|Anticipated|2023-12-31|January 31, 2022|Anticipated|2022-01-31||Interventional|||Targeting CD19 and BCMA CAR-T Cells Immunotherapy in Patients With Relapsed or Refractory Multiple Myeloma|A Clinical Study to Evaluate the Safety and Effectiveness of CD19- BCMA CAR - T Cells Immunotherapy in Patients With Relapsed or Refractory Multiple Myeloma|Recruiting||Phase 1/Phase 2|24|Anticipated|Shanxi Province Cancer Hospital||4|||f||||f|f|f||||||Within six months after the study completed|Research site||Yes|Plan to Share Clinical Study Report within six months after the study completed|2023-09-02 01:31:26.698202|2023-09-02 01:31:26.698202|OTHER|||||
NCT04714593||2021-01-07|||2021-01-17|2021-01-15|2021-01-19|Actual|||||||2021-01-17|2021-01-22|Actual|January 15, 2021|Anticipated|2021-01-15|January 2021|2021-01-31|December 31, 2023|Anticipated|2023-12-31|December 31, 2021|Anticipated|2021-12-31||Interventional|||Targeting CD19 and CD22 CAR-T Cells Immunotherapy in Patients With Relapsed or Refractory Acute B Lymphocytic Leukemia|A Clinical Study to Evaluate the Safety and Effectiveness of CD19- BCMA CAR - T Cells Immunotherapy in Patients With Relapsed or Refractory Acute B Lymphocytic Leukemia|Recruiting||Phase 1/Phase 2|24|Anticipated|Shanxi Province Cancer Hospital||4|||f||||f|f|f||||||Within six months after the study completed|Research site||Yes|Plan to Share Clinical Study Report within six months after the study completed|2023-09-02 01:35:11.338224|2023-09-02 01:35:11.338224|OTHER|||||
NCT02959151||2016-11-06|||2016-11-07|2016-11-07|2016-11-08|Estimate|||||||2016-11-07|2016-11-08|Estimate|July 2016||2016-07-31|November 2016|2016-11-30|July 2018|Anticipated|2018-07-31|January 2018|Anticipated|2018-01-31||Interventional|||A Study of Chimeric Antigen Receptor T Cells Combined With Interventional Therapy in Advanced Liver Malignancy|A Single-arm Pilot Clinical Study of Chimeric Antigen Receptor T Cells Combined With Interventional Therapy in Advanced Liver Malignancy|Unknown status|Recruiting|Phase 1/Phase 2|20|Anticipated|Shanghai GeneChem Co., Ltd.||1|||f||||f|||||||||||Undecided||2023-08-31 21:09:58.912194|2023-08-31 21:09:58.912194|INDUSTRY|||||
NCT05362331||2022-05-02|||2023-02-06|2022-05-02|2022-05-05|Actual|||||||2023-02-06|2023-02-09|Actual|January 1, 2023|Anticipated|2023-01-01|January 2023|2023-01-31|June 30, 2025|Anticipated|2025-06-30|June 30, 2025|Anticipated|2025-06-30||Interventional|||Companion for CAR-T Web App During Chimeric Antigen Receptor T-cell Therapy|"Feasibility of a Companion for CAR-T Web App During Chimeric Antigen Receptor T-cell Therapy"|Withdrawn||Not Applicable|0|Actual|University of California, San Francisco||1||Contract issues|f||||f|f|f|||||||||No||2023-08-31 21:11:23.44087|2023-08-31 21:11:23.44087|OTHER|||||
NCT03271515||2017-08-31|||2021-01-19|2017-08-31|2017-09-05|Actual|||||||2021-01-19|2021-01-20|Actual|March 1, 2021|Anticipated|2021-03-01|January 2021|2021-01-31|March 1, 2023|Anticipated|2023-03-01|March 1, 2022|Anticipated|2022-03-01||Interventional|||Immunotherapy With Bispecific CAR-T Cells for B-Cell Lymphoma, ALL and CLL|Phase I Study of T Cells Expressing an Anti-CD19 and Anti-CD20 Bispecific Chimeric Receptor in Patients With B Cell Malignancies|Unknown status|Not yet recruiting|Phase 1|20|Anticipated|Beijing Doing Biomedical Co., Ltd.||2|||f||||f|f|f|||||||||No||2023-09-02 01:55:58.874826|2023-09-02 01:55:58.874826|INDUSTRY|||||
NCT03271632||2017-08-27|||2019-09-18|2017-08-31|2017-09-05|Actual|||||||2019-09-18|2019-09-19|Actual|July 15, 2017|Actual|2017-07-15|September 2019|2019-09-30|December 31, 2020|Anticipated|2020-12-31|December 31, 2019|Anticipated|2019-12-31||Interventional|||Multi-CAR T Cell Therapy in the Treatment of Multiple Myeloma|Multiple Antigen-specific CAR T Cells For the Treatment of Multiple Myeloma|Unknown status|Recruiting|Phase 1/Phase 2|20|Anticipated|Shenzhen Geno-Immune Medical Institute||1|||f||||f|f|f|||||||||No||2023-09-02 01:57:01.17683|2023-09-02 01:57:01.17683|OTHER|||||
NCT04702841||2021-01-07|||2021-03-04|2021-01-07|2021-01-11|Actual|||||||2021-03-04|2021-03-08|Actual|June 3, 2020|Actual|2020-06-03|March 2021|2021-03-31|December 2022|Anticipated|2022-12-31|June 2022|Anticipated|2022-06-30||Interventional|||CAR - γ δ T Cells in the Treatment of Relapsed and Refractory CD7 Positive T Cell-derived Malignant Tumors|Clinical Application of Chimeric Antigen Receptor Modified γδ T Cells（CAR - γ δ T Cells） in Relapsed and Refractory CD7 Positive T Cell-derived Malignant Tumors|Unknown status|Recruiting|Early Phase 1|8|Anticipated|PersonGen BioTherapeutics (Suzhou) Co., Ltd.||1|||f||||f|f|f|||||||||||2023-09-02 02:00:40.355777|2023-09-02 02:00:40.355777|INDUSTRY|||||
NCT04827745||2021-03-25|||2023-04-06|2021-03-29|2021-04-01|Actual|||||||2023-04-06|2023-04-10|Actual|June 11, 2021|Actual|2021-06-11|April 2023|2023-04-30|November 1, 2025|Anticipated|2025-11-01|November 1, 2023|Anticipated|2023-11-01||Interventional|||Blinatumomab for Treatment of R/R or MRD-positive CD19-Positive MPAL|A Multicenter Phase II Study of Blinatumomab for Treatment of Adult Patients With Morphologic Relapsed/Refractory or Measurable Residual Disease (MRD) CD19-Positive Mixed Phenotype Acute Leukemia (MPAL)|Active, not recruiting||Phase 2|2|Actual|University of Maryland, Baltimore||2|||||||t|t|f|||||||||||2023-08-31 21:18:34.214277|2023-08-31 21:18:34.214277|OTHER|||||
NCT04700319||2021-01-05|||2021-03-04|2021-01-05|2021-01-07|Actual|||||||2021-03-04|2021-03-08|Actual|April 19, 2019|Actual|2019-04-19|March 2021|2021-03-31|June 1, 2021|Anticipated|2021-06-01|May 1, 2021|Anticipated|2021-05-01||Interventional|||CAR-T CD19/CD20 for Patients With Advanced CD19/CD20+ B Cell Line Recurrent or Refractory Hematological Malignancies|CAR-T CD19/CD20 for Patients With Advanced CD19/CD20+ B Cell Line Recurrent or Refractory Hematological Malignancies|Unknown status|Recruiting|Early Phase 1|30|Anticipated|PersonGen BioTherapeutics (Suzhou) Co., Ltd.||1|||f||||f|f|f|||||||||||2023-09-02 02:10:28.060432|2023-09-02 02:10:28.060432|INDUSTRY|||||
NCT02445222||2015-05-01|||2023-04-06|2015-05-12|2015-05-15|Estimate|||||||2023-04-06|2023-04-10|Actual|November 2, 2015|Actual|2015-11-02|April 2023|2023-04-30|February 22, 2036|Anticipated|2036-02-22|February 22, 2036|Anticipated|2036-02-22||Interventional|PAVO||CAR-T Long Term Follow Up (LTFU) Study|Long Term Follow-Up of Patients Exposed to Lentiviral-Based CAR T-Cell Therapy|Recruiting||Not Applicable|1400|Anticipated|Novartis||1|||f||||f|t|f|||||||||||2023-08-31 21:20:19.142399|2023-08-31 21:20:19.142399|INDUSTRY|||||
NCT02976857||2016-11-21|||2019-01-16|2016-11-28|2016-11-29|Estimate|||||||2019-01-16|2019-01-17|Actual|December 2016||2016-12-31|November 2016|2016-11-30|January 9, 2019|Actual|2019-01-09|September 11, 2018|Actual|2018-09-11||Interventional|C-CAR011||A Phase 1 Study Evaluating Safety and Efficacy of C-CAR011 Treatment in DLBCL Subjects|A Phase 1 Single Center, Non-randomized Study Evaluating Safety and Efficacy of Anti-CD19 Chimeric Antigen Receptor T-cell (C-CAR011) Treatment in Subjects With Refractory Diffuse Large B-cell Lymphoma|Completed||Phase 1|15|Anticipated|Cellular Biomedicine Group Ltd.||1|||f||||t|||||||||||Undecided||2023-08-31 21:20:55.058112|2023-08-31 21:20:55.058112|INDUSTRY|||||
NCT03907527||2019-04-05|||2023-01-05|2019-04-05|2019-04-09|Actual|||||||2023-01-05|2023-01-09|Actual|April 30, 2019|Actual|2019-04-30|January 2023|2023-01-31|November 15, 2028|Anticipated|2028-11-15|December 15, 2023|Anticipated|2023-12-15||Interventional|||Modified Immune Cells (Autologous CAR T Cells) in Treating Patients With Advanced, Recurrent Platinum Resistant Ovarian, Fallopian Tube or Primary Peritoneal Cancer|Phase I/Ib Study Evaluating Safety and Efficacy of PRGN-3005 UltraCAR-T® (Autologous CAR T Cells) in Advanced Stage Platinum Resistant Ovarian Cancer Patients|Recruiting||Phase 1|71|Anticipated|Precigen, Inc||2|||f||||t|t|f|||f||||||No||2023-09-03 15:08:13.097429|2023-09-03 15:08:13.097429|INDUSTRY|||||
NCT02893189||2016-05-17|||2023-06-21|2016-09-01|2016-09-08|Estimate|||||||2023-06-21|2023-06-22|Actual|April 27, 2017|Actual|2017-04-27|June 2023|2023-06-30|December 31, 2022|Actual|2022-12-31|December 31, 2019|Actual|2019-12-31||Interventional|CARD||CAR19 Donor Lymphocytes for Relapsed CD19+ Malignancies Following Allogeneic Transplantation|Chimeric Antigen Receptor (CAR)19 Donor Lymphocytes for Relapsed Cluster of Differentiation (CD)19+ Malignancies Following Allogeneic Transplantation (CARD)|Completed||Phase 1|17|Actual|University College, London||1|||f||||t|f|f|||||||||Undecided||2023-09-02 02:16:48.822525|2023-09-02 02:16:48.822525|OTHER|||||
NCT04003649||2018-11-23|||2023-02-07|2019-06-28|2019-07-01|Actual|||||||2023-02-07|2023-02-09|Actual|December 2, 2019|Actual|2019-12-02|February 2023|2023-02-28|December 31, 2024|Anticipated|2024-12-31|December 31, 2023|Anticipated|2023-12-31||Interventional|||IL13Ra2-CAR T Cells With or Without Nivolumab and Ipilimumab in Treating Patients With GBM|A Phase 1 Study to Evaluate IL13Rα2-Targeted Chimeric Antigen Receptor (CAR) T Cells Combined With Checkpoint Inhibition for Patients With Resectable Recurrent Glioblastoma|Recruiting||Phase 1|60|Anticipated|City of Hope Medical Center||3|||||||t|t|f|||||||||||2023-08-31 21:22:00.669351|2023-08-31 21:22:00.669351|OTHER|||||
NCT03744676||2018-11-07|||2023-03-01|2018-11-15|2018-11-16|Actual|||||||2023-03-01|2023-03-03|Actual|November 29, 2018|Actual|2018-11-29|March 2023|2023-03-31|September 27, 2023|Anticipated|2023-09-27|September 27, 2023|Anticipated|2023-09-27||Interventional|||A Safety Trial of Lisocabtagene Maraleucel (JCAR017) for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL) in the Outpatient Setting (TRANSCEND-OUTREACH-007)|A Safety Trial of Lisocabtagene Maraleucel (JCAR017) for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL) in the Outpatient Setting|Active, not recruiting||Phase 2|41|Actual|Juno Therapeutics, a Subsidiary of Celgene||1|||f||||f|t|f||||||See Plan Description|See Plan Description|https://www.bms.com/researchers-and-partners/clinical-trials-and-research/disclosure-commitment.html|Yes|"Information relating to our policy on data sharing and the process for requesting data can be found at the following link:~https://www.celgene.com/research-development/clinical-trials/clinical-trials-data-sharing/"|2023-09-02 15:40:01.014776|2023-09-02 15:40:01.014776|INDUSTRY|||||
NCT04162353||2019-11-11|||2021-05-17|2019-11-11|2019-11-14|Actual|||||||2021-05-17|2021-05-19|Actual|May 2021|Anticipated|2021-05-31|May 2021|2021-05-31|September 2021|Anticipated|2021-09-30|September 2021|Anticipated|2021-09-30||Interventional|||BCMA-CD19 cCAR in Multiple Myeloma and Plasmacytoid Lymphoma|BCMA-CD19 cCAR in Relapsed and /or Refractory Multiple Myeloma and Plasmacytoid Lymphoma|Unknown status|Recruiting|Phase 1|12|Anticipated|iCell Gene Therapeutics||1|||f||||f|f|f|||||||||No||2023-09-02 15:41:23.109711|2023-09-02 15:41:23.109711|INDUSTRY|||||
NCT04162119||2019-11-11|||2019-11-14|2019-11-11|2019-11-14|Actual|||||||2019-11-14|2019-11-18|Actual|July 7, 2019|Actual|2019-07-07|November 2019|2019-11-30|October 10, 2022|Anticipated|2022-10-10|October 10, 2021|Anticipated|2021-10-10||Interventional|||Safety and Efficiency Study of BCMA-PD1-CART Cells in Relapsed/Refractory Multiple Myeloma|Safety and Efficiency Study of BCMA-PD1-CART Cells in Relapsed/Refractory Multiple Myeloma|Unknown status|Recruiting|Phase 2|30|Anticipated|Chinese PLA General Hospital||1|||f|||||f|f|||||||||No||2023-09-02 15:41:41.285384|2023-09-02 15:41:41.285384|OTHER|||||
NCT04156269||2019-11-06|||2019-11-08|2019-11-06|2019-11-07|Actual|||||||2019-11-08|2019-11-12|Actual|August 31, 2018|Actual|2018-08-31|January 2019|2019-01-31|September 1, 2021|Anticipated|2021-09-01|September 1, 2021|Anticipated|2021-09-01||Interventional|||BCMA-CS1 Compound CAR (cCAR) T Cells for Relapsed/Refractory Multiple Myeloma|Phase I, Interventional, Single Arm, Open Label, Treatment Study to Evaluate the Safety and Tolerability of BCMA-CS1 cCAR in Patients With Relapsed and/or Refractory Multiple Myeloma|Unknown status|Recruiting|Early Phase 1|12|Anticipated|iCell Gene Therapeutics||1|||f||||t|f|f|||||||||No||2023-09-02 15:44:13.186136|2023-09-02 15:44:13.186136|INDUSTRY|||||
NCT02975687||2016-11-23|||2019-07-07|2016-11-23|2016-11-29|Estimate|||||||2019-07-07|2019-07-09|Actual|November 2016||2016-11-30|July 2019|2019-07-31|December 31, 2018|Actual|2018-12-31|December 2018|Actual|2018-12-31||Interventional|||CD19 CAR T Cells in Patients With Resistant or Refractory CD19+ Acute Lymphoblastic Leukemia|CD19 CAR T Cells in Patients With Resistant or Refractory CD19+ Acute Lymphoblastic Leukemia|Completed||Phase 1|20|Actual|Institute of Hematology & Blood Diseases Hospital||1|||f|||||||||||||||||2023-08-31 21:23:12.184662|2023-08-31 21:23:12.184662|OTHER|||||
NCT04516551||2020-08-13|||2020-11-12|2020-08-15|2020-08-18|Actual|||||||2020-11-12|2020-11-17|Actual|November 20, 2020|Anticipated|2020-11-20|November 2020|2020-11-30|December 1, 2022|Anticipated|2022-12-01|December 1, 2021|Anticipated|2021-12-01||Interventional|||Anti-CD19 Allo-CAR-T Cells for Relapsed B Cell Malignancies After HSCT|Anti-CD19 Donor-derived CAR-T Cells for Patients With Relapsed B Cell Malignancies After Hematopoietic Stem Cell Transplantation: a Multi-center, Uncontrolled Trial.|Unknown status|Recruiting|Phase 1|18|Anticipated|Xinqiao Hospital of Chongqing||1|||f||||f|f|f|||||||||No||2023-09-02 02:32:48.631898|2023-09-02 02:32:48.631898|OTHER|||||
