id|nct_id|status|name|city|state|zip|country
213989440|NCT04637763|Recruiting|Atlantic Health System|Morristown|New Jersey|07960|United States
213989441|NCT04637763|Recruiting|Oncology Hematology Care|Cincinnati|Ohio|45242|United States
213989442|NCT04637763|Recruiting|Ohio State University James Cancer Hospital|Columbus|Ohio|43210|United States
213989443|NCT04637763|Recruiting|Baylor Charles A. Sammons Cancer Center|Dallas|Texas|75246|United States
213989444|NCT04637763|Recruiting|MD Anderson Cancer Center|Houston|Texas|77030-4009|United States
213989445|NCT04637763|Recruiting|Huntsman Cancer Institute at the University of Utah|Salt Lake City|Utah|84112|United States
213989446|NCT04637763|Recruiting|Medical College of Wisconsin|Milwaukee|Wisconsin|53226|United States
213990117|NCT04530565|Recruiting|University of Alabama at Birmingham Cancer Center|Birmingham|Alabama|35233|United States
213990118|NCT04530565|Suspended|Anchorage Associates in Radiation Medicine|Anchorage|Alaska|98508|United States
213990119|NCT04530565|Suspended|Anchorage Radiation Therapy Center|Anchorage|Alaska|99504|United States
213990120|NCT04530565|Suspended|Alaska Breast Care and Surgery LLC|Anchorage|Alaska|99508|United States
213990121|NCT04530565|Suspended|Alaska Oncology and Hematology LLC|Anchorage|Alaska|99508|United States
213990122|NCT04530565|Suspended|Alaska Women's Cancer Care|Anchorage|Alaska|99508|United States
213990123|NCT04530565|Suspended|Anchorage Oncology Centre|Anchorage|Alaska|99508|United States
213990124|NCT04530565|Suspended|Katmai Oncology Group|Anchorage|Alaska|99508|United States
213990125|NCT04530565|Suspended|Providence Alaska Medical Center|Anchorage|Alaska|99508|United States
213990126|NCT04530565|Suspended|Mercy Hospital Fort Smith|Fort Smith|Arkansas|72903|United States
213990127|NCT04530565|Suspended|Providence Saint Joseph Medical Center/Disney Family Cancer Center|Burbank|California|91505|United States
213990128|NCT04530565|Recruiting|Community Cancer Institute|Clovis|California|93611|United States
213990129|NCT04530565|Suspended|University Oncology Associates|Clovis|California|93611|United States
213990130|NCT04530565|Recruiting|City of Hope Comprehensive Cancer Center|Duarte|California|91010|United States
213990131|NCT04530565|Recruiting|UC San Diego Moores Cancer Center|La Jolla|California|92093|United States
213990132|NCT04530565|Recruiting|UC Irvine Health/Chao Family Comprehensive Cancer Center|Orange|California|92868|United States
213990133|NCT04530565|Recruiting|Yale University|New Haven|Connecticut|06520|United States
213990134|NCT04530565|Recruiting|Augusta University Medical Center|Augusta|Georgia|30912|United States
213990135|NCT04530565|Recruiting|Hawaii Cancer Care - Westridge|'Aiea|Hawaii|96701|United States
213990136|NCT04530565|Recruiting|Pali Momi Medical Center|'Aiea|Hawaii|96701|United States
213990137|NCT04530565|Suspended|Queen's Cancer Center - Pearlridge|'Aiea|Hawaii|96701|United States
213990138|NCT04530565|Suspended|The Cancer Center of Hawaii-Pali Momi|'Aiea|Hawaii|96701|United States
213990139|NCT04530565|Recruiting|Hawaii Cancer Care Inc - Waterfront Plaza|Honolulu|Hawaii|96813|United States
213990140|NCT04530565|Suspended|Queen's Cancer Cenrer - POB I|Honolulu|Hawaii|96813|United States
213990141|NCT04530565|Suspended|Queen's Medical Center|Honolulu|Hawaii|96813|United States
213990142|NCT04530565|Recruiting|Straub Clinic and Hospital|Honolulu|Hawaii|96813|United States
213990143|NCT04530565|Suspended|University of Hawaii Cancer Center|Honolulu|Hawaii|96813|United States
213990144|NCT04530565|Suspended|Hawaii Cancer Care Inc-Liliha|Honolulu|Hawaii|96817|United States
213990145|NCT04530565|Suspended|Kuakini Medical Center|Honolulu|Hawaii|96817|United States
213990146|NCT04530565|Suspended|Queen's Cancer Center - Kuakini|Honolulu|Hawaii|96817|United States
213990147|NCT04530565|Suspended|The Cancer Center of Hawaii-Liliha|Honolulu|Hawaii|96817|United States
213990148|NCT04530565|Suspended|Kapiolani Medical Center for Women and Children|Honolulu|Hawaii|96826|United States
213990149|NCT04530565|Suspended|Wilcox Memorial Hospital and Kauai Medical Clinic|Lihue|Hawaii|96766|United States
213990150|NCT04530565|Recruiting|Saint Luke's Cancer Institute - Boise|Boise|Idaho|83712|United States
213990151|NCT04530565|Suspended|Saint Luke's Cancer Institute - Fruitland|Fruitland|Idaho|83619|United States
213990152|NCT04530565|Suspended|Saint Luke's Cancer Institute - Meridian|Meridian|Idaho|83642|United States
213990153|NCT04530565|Suspended|Saint Luke's Cancer Institute - Nampa|Nampa|Idaho|83686|United States
213990154|NCT04530565|Suspended|Saint Luke's Cancer Institute - Twin Falls|Twin Falls|Idaho|83301|United States
213990155|NCT04530565|Suspended|Saint Anthony's Health|Alton|Illinois|62002|United States
213990156|NCT04530565|Suspended|Loyola Center for Health at Burr Ridge|Burr Ridge|Illinois|60527|United States
213990157|NCT04530565|Recruiting|Northwestern University|Chicago|Illinois|60611|United States
213990158|NCT04530565|Recruiting|NorthShore University HealthSystem-Evanston Hospital|Evanston|Illinois|60201|United States
213990159|NCT04530565|Recruiting|NorthShore University HealthSystem-Glenbrook Hospital|Glenview|Illinois|60026|United States
213990160|NCT04530565|Recruiting|NorthShore University HealthSystem-Highland Park Hospital|Highland Park|Illinois|60035|United States
213990161|NCT04530565|Suspended|Loyola Medicine Homer Glen|Homer Glen|Illinois|60491|United States
213990162|NCT04530565|Active, not recruiting|Northwestern Medicine Lake Forest Hospital|Lake Forest|Illinois|60045|United States
213990163|NCT04530565|Recruiting|Loyola University Medical Center|Maywood|Illinois|60153|United States
213990164|NCT04530565|Suspended|Marjorie Weinberg Cancer Center at Loyola-Gottlieb|Melrose Park|Illinois|60160|United States
213990165|NCT04530565|Suspended|Good Samaritan Regional Health Center|Mount Vernon|Illinois|62864|United States
213990166|NCT04530565|Recruiting|Mary Greeley Medical Center|Ames|Iowa|50010|United States
213990167|NCT04530565|Recruiting|McFarland Clinic - Ames|Ames|Iowa|50010|United States
213990168|NCT04530565|Recruiting|McFarland Clinic - Boone|Boone|Iowa|50036|United States
213990169|NCT04530565|Recruiting|McFarland Clinic - Trinity Cancer Center|Fort Dodge|Iowa|50501|United States
213990170|NCT04530565|Recruiting|McFarland Clinic - Jefferson|Jefferson|Iowa|50129|United States
213990171|NCT04530565|Recruiting|McFarland Clinic - Marshalltown|Marshalltown|Iowa|50158|United States
213990172|NCT04530565|Suspended|Central Care Cancer Center - Garden City|Garden City|Kansas|67846|United States
213990173|NCT04530565|Suspended|Central Care Cancer Center - Great Bend|Great Bend|Kansas|67530|United States
213990174|NCT04530565|Recruiting|University of Kansas Cancer Center|Kansas City|Kansas|66160|United States
213990175|NCT04530565|Recruiting|University of Kansas Hospital-Indian Creek Campus|Overland Park|Kansas|66211|United States
213990176|NCT04530565|Recruiting|University of Kansas Hospital-Westwood Cancer Center|Westwood|Kansas|66205|United States
213990177|NCT04530565|Recruiting|The James Graham Brown Cancer Center at University of Louisville|Louisville|Kentucky|40202|United States
213990178|NCT04530565|Active, not recruiting|LSU Health Sciences Center at Shreveport|Shreveport|Louisiana|71103|United States
213990179|NCT04530565|Recruiting|Johns Hopkins University/Sidney Kimmel Cancer Center|Baltimore|Maryland|21287|United States
213990180|NCT04530565|Recruiting|Walter Reed National Military Medical Center|Bethesda|Maryland|20889-5600|United States
213990181|NCT04530565|Recruiting|Saint Joseph Mercy Hospital|Ann Arbor|Michigan|48106|United States
213990182|NCT04530565|Recruiting|Saint Joseph Mercy Brighton|Brighton|Michigan|48114|United States
213990183|NCT04530565|Recruiting|Trinity Health IHA Medical Group Hematology Oncology - Brighton|Brighton|Michigan|48114|United States
213990184|NCT04530565|Suspended|Henry Ford Cancer Institute-Downriver|Brownstown|Michigan|48183|United States
213990185|NCT04530565|Recruiting|Saint Joseph Mercy Canton|Canton|Michigan|48188|United States
213990186|NCT04530565|Recruiting|Trinity Health IHA Medical Group Hematology Oncology - Canton|Canton|Michigan|48188|United States
213990187|NCT04530565|Recruiting|Saint Joseph Mercy Chelsea|Chelsea|Michigan|48118|United States
213990188|NCT04530565|Recruiting|Trinity Health IHA Medical Group Hematology Oncology - Chelsea Hospital|Chelsea|Michigan|48118|United States
213990189|NCT04530565|Suspended|Henry Ford Macomb Hospital-Clinton Township|Clinton Township|Michigan|48038|United States
213990190|NCT04530565|Suspended|Henry Ford Medical Center-Fairlane|Dearborn|Michigan|48126|United States
213990191|NCT04530565|Recruiting|Wayne State University/Karmanos Cancer Institute|Detroit|Michigan|48201|United States
213990192|NCT04530565|Recruiting|Henry Ford Hospital|Detroit|Michigan|48202|United States
213990193|NCT04530565|Recruiting|Weisberg Cancer Treatment Center|Farmington Hills|Michigan|48334|United States
213990194|NCT04530565|Recruiting|Genesee Cancer and Blood Disease Treatment Center|Flint|Michigan|48503|United States
213990195|NCT04530565|Recruiting|Genesee Hematology Oncology PC|Flint|Michigan|48503|United States
213990196|NCT04530565|Recruiting|Genesys Hurley Cancer Institute|Flint|Michigan|48503|United States
213990197|NCT04530565|Recruiting|Hurley Medical Center|Flint|Michigan|48503|United States
213990198|NCT04530565|Suspended|Allegiance Health|Jackson|Michigan|49201|United States
213990199|NCT04530565|Recruiting|Trinity Health Saint Mary Mercy Livonia Hospital|Livonia|Michigan|48154|United States
213990200|NCT04530565|Suspended|Henry Ford Medical Center-Columbus|Novi|Michigan|48377|United States
213990201|NCT04530565|Suspended|Henry Ford Macomb Health Center - Shelby Township|Shelby|Michigan|48315|United States
213990202|NCT04530565|Suspended|Henry Ford West Bloomfield Hospital|West Bloomfield|Michigan|48322|United States
213990203|NCT04530565|Recruiting|Huron Gastroenterology PC|Ypsilanti|Michigan|48106|United States
213990204|NCT04530565|Recruiting|Trinity Health IHA Medical Group Hematology Oncology Ann Arbor Campus|Ypsilanti|Michigan|48197|United States
213990205|NCT04530565|Recruiting|Mayo Clinic in Rochester|Rochester|Minnesota|55905|United States
213990206|NCT04530565|Recruiting|Baptist Memorial Hospital and Cancer Center-Desoto|Southhaven|Mississippi|38671|United States
213990207|NCT04530565|Suspended|Saint Louis Cancer and Breast Institute-Ballwin|Ballwin|Missouri|63011|United States
213990208|NCT04530565|Suspended|Central Care Cancer Center - Bolivar|Bolivar|Missouri|65613|United States
213990209|NCT04530565|Recruiting|Siteman Cancer Center at West County Hospital|Creve Coeur|Missouri|63141|United States
213990210|NCT04530565|Recruiting|Freeman Health System|Joplin|Missouri|64804|United States
213990211|NCT04530565|Suspended|Mercy Hospital Joplin|Joplin|Missouri|64804|United States
213990212|NCT04530565|Recruiting|Research Medical Center|Kansas City|Missouri|64132|United States
213990213|NCT04530565|Suspended|Delbert Day Cancer Institute at PCRMC|Rolla|Missouri|65401|United States
213990214|NCT04530565|Suspended|Mercy Clinic-Rolla-Cancer and Hematology|Rolla|Missouri|65401|United States
213990215|NCT04530565|Suspended|Heartland Regional Medical Center|Saint Joseph|Missouri|64506|United States
213990216|NCT04530565|Suspended|Saint Louis Cancer and Breast Institute-South City|Saint Louis|Missouri|63109|United States
213990217|NCT04530565|Recruiting|Washington University School of Medicine|Saint Louis|Missouri|63110|United States
213990218|NCT04530565|Suspended|Mercy Hospital South|Saint Louis|Missouri|63128|United States
213990219|NCT04530565|Recruiting|Siteman Cancer Center-South County|Saint Louis|Missouri|63129|United States
213990220|NCT04530565|Recruiting|Siteman Cancer Center at Christian Hospital|Saint Louis|Missouri|63136|United States
213990221|NCT04530565|Recruiting|Mercy Hospital Saint Louis|Saint Louis|Missouri|63141|United States
213990222|NCT04530565|Recruiting|Siteman Cancer Center at Saint Peters Hospital|Saint Peters|Missouri|63376|United States
213990223|NCT04530565|Suspended|Mercy Hospital Springfield|Springfield|Missouri|65804|United States
213990224|NCT04530565|Suspended|CoxHealth South Hospital|Springfield|Missouri|65807|United States
213990225|NCT04530565|Suspended|Mercy Hospital Washington|Washington|Missouri|63090|United States
213990226|NCT04530565|Suspended|Saint Patrick Hospital - Community Hospital|Missoula|Montana|59802|United States
213990227|NCT04530565|Suspended|Rutgers Cancer Institute of New Jersey|New Brunswick|New Jersey|08903|United States
213990228|NCT04530565|Recruiting|Montefiore Medical Center - Moses Campus|Bronx|New York|10467|United States
213990229|NCT04530565|Recruiting|University of Rochester|Rochester|New York|14642|United States
213990230|NCT04530565|Recruiting|Duke University Medical Center|Durham|North Carolina|27710|United States
213990231|NCT04530565|Recruiting|Wake Forest University Health Sciences|Winston-Salem|North Carolina|27157|United States
213990232|NCT04530565|Recruiting|University of Cincinnati Cancer Center-UC Medical Center|Cincinnati|Ohio|45219|United States
213990233|NCT04530565|Recruiting|MetroHealth Medical Center|Cleveland|Ohio|44109|United States
213990234|NCT04530565|Recruiting|Ohio State University Comprehensive Cancer Center|Columbus|Ohio|43210|United States
213990235|NCT04530565|Recruiting|University of Cincinnati Cancer Center-West Chester|West Chester|Ohio|45069|United States
213990236|NCT04530565|Recruiting|University of Oklahoma Health Sciences Center|Oklahoma City|Oklahoma|73104|United States
213990237|NCT04530565|Suspended|Mercy Hospital Oklahoma City|Oklahoma City|Oklahoma|73120|United States
213990238|NCT04530565|Suspended|Saint Charles Health System|Bend|Oregon|97701|United States
213990239|NCT04530565|Suspended|Clackamas Radiation Oncology Center|Clackamas|Oregon|97015|United States
213990240|NCT04530565|Recruiting|Providence Cancer Institute Clackamas Clinic|Clackamas|Oregon|97015|United States
213990241|NCT04530565|Suspended|Bay Area Hospital|Coos Bay|Oregon|97420|United States
213990242|NCT04530565|Recruiting|Providence Newberg Medical Center|Newberg|Oregon|97132|United States
213990243|NCT04530565|Recruiting|Providence Willamette Falls Medical Center|Oregon City|Oregon|97045|United States
213990244|NCT04530565|Recruiting|Providence Portland Medical Center|Portland|Oregon|97213|United States
213990245|NCT04530565|Recruiting|Providence Saint Vincent Medical Center|Portland|Oregon|97225|United States
213990246|NCT04530565|Suspended|Saint Charles Health System-Redmond|Redmond|Oregon|97756|United States
213990247|NCT04530565|Recruiting|Lehigh Valley Hospital-Cedar Crest|Allentown|Pennsylvania|18103|United States
213990248|NCT04530565|Recruiting|Lehigh Valley Hospital - Muhlenberg|Bethlehem|Pennsylvania|18017|United States
213990249|NCT04530565|Recruiting|Geisinger Medical Center|Danville|Pennsylvania|17822|United States
213990250|NCT04530565|Recruiting|Pocono Medical Center|East Stroudsburg|Pennsylvania|18301|United States
213990251|NCT04530565|Recruiting|University of Pennsylvania/Abramson Cancer Center|Philadelphia|Pennsylvania|19104|United States
213990252|NCT04530565|Recruiting|Thomas Jefferson University Hospital|Philadelphia|Pennsylvania|19107|United States
213990253|NCT04530565|Active, not recruiting|University of Pittsburgh Cancer Institute (UPCI)|Pittsburgh|Pennsylvania|15232|United States
213990254|NCT04530565|Recruiting|Geisinger Wyoming Valley/Henry Cancer Center|Wilkes-Barre|Pennsylvania|18711|United States
213990255|NCT04530565|Recruiting|Prisma Health Cancer Institute - Spartanburg|Boiling Springs|South Carolina|29316|United States
213990256|NCT04530565|Recruiting|Medical University of South Carolina|Charleston|South Carolina|29425|United States
213990257|NCT04530565|Recruiting|Prisma Health Cancer Institute - Easley|Easley|South Carolina|29640|United States
213990258|NCT04530565|Recruiting|Prisma Health Cancer Institute - Butternut|Greenville|South Carolina|29605|United States
213990259|NCT04530565|Recruiting|Prisma Health Cancer Institute - Faris|Greenville|South Carolina|29605|United States
213990260|NCT04530565|Recruiting|Prisma Health Greenville Memorial Hospital|Greenville|South Carolina|29605|United States
213990261|NCT04530565|Recruiting|Prisma Health Cancer Institute - Eastside|Greenville|South Carolina|29615|United States
213990262|NCT04530565|Recruiting|Prisma Health Cancer Institute - Greer|Greer|South Carolina|29650|United States
213990263|NCT04530565|Recruiting|Prisma Health Cancer Institute - Seneca|Seneca|South Carolina|29672|United States
213990264|NCT04530565|Suspended|Vanderbilt-Ingram Cancer Center Cool Springs|Franklin|Tennessee|37067|United States
213990265|NCT04530565|Recruiting|Baptist Memorial Hospital and Cancer Center-Memphis|Memphis|Tennessee|38120|United States
213990266|NCT04530565|Suspended|Vanderbilt Breast Center at One Hundred Oaks|Nashville|Tennessee|37204|United States
213990267|NCT04530565|Suspended|Vanderbilt University/Ingram Cancer Center|Nashville|Tennessee|37232|United States
213990268|NCT04530565|Recruiting|UT Southwestern/Simmons Cancer Center-Dallas|Dallas|Texas|75390|United States
213990269|NCT04530565|Recruiting|Huntsman Cancer Institute/University of Utah|Salt Lake City|Utah|84112|United States
213990270|NCT04530565|Recruiting|Virginia Commonwealth University/Massey Cancer Center|Richmond|Virginia|23298|United States
213990271|NCT04530565|Suspended|Providence Regional Cancer System-Aberdeen|Aberdeen|Washington|98520|United States
213990272|NCT04530565|Suspended|PeaceHealth Saint Joseph Medical Center|Bellingham|Washington|98225|United States
213990273|NCT04530565|Suspended|Providence Regional Cancer System-Centralia|Centralia|Washington|98531|United States
213990274|NCT04530565|Suspended|Swedish Cancer Institute-Edmonds|Edmonds|Washington|98026|United States
213990275|NCT04530565|Suspended|Providence Regional Cancer Partnership|Everett|Washington|98201|United States
213990276|NCT04530565|Suspended|Swedish Cancer Institute-Issaquah|Issaquah|Washington|98029|United States
213990277|NCT04530565|Recruiting|Kadlec Clinic Hematology and Oncology|Kennewick|Washington|99336|United States
213990278|NCT04530565|Suspended|Providence Regional Cancer System-Lacey|Lacey|Washington|98503|United States
213990279|NCT04530565|Suspended|PeaceHealth Saint John Medical Center|Longview|Washington|98632|United States
213990280|NCT04530565|Suspended|Pacific Gynecology Specialists|Seattle|Washington|98104|United States
213990281|NCT04530565|Suspended|Swedish Medical Center-Ballard Campus|Seattle|Washington|98107|United States
213990282|NCT04530565|Suspended|Swedish Medical Center-Cherry Hill|Seattle|Washington|98122-5711|United States
213990283|NCT04530565|Suspended|Swedish Medical Center-First Hill|Seattle|Washington|98122|United States
213990284|NCT04530565|Suspended|PeaceHealth United General Medical Center|Sedro-Woolley|Washington|98284|United States
213990285|NCT04530565|Suspended|Providence Regional Cancer System-Shelton|Shelton|Washington|98584|United States
213990286|NCT04530565|Recruiting|PeaceHealth Southwest Medical Center|Vancouver|Washington|98664|United States
213990287|NCT04530565|Suspended|Providence Saint Mary Regional Cancer Center|Walla Walla|Washington|99362|United States
213990288|NCT04530565|Suspended|Providence Regional Cancer System-Yelm|Yelm|Washington|98597|United States
213990289|NCT04530565|Recruiting|Marshfield Medical Center-EC Cancer Center|Eau Claire|Wisconsin|54701|United States
213990290|NCT04530565|Recruiting|Gundersen Lutheran Medical Center|La Crosse|Wisconsin|54601|United States
213990291|NCT04530565|Recruiting|University of Wisconsin Carbone Cancer Center|Madison|Wisconsin|53792|United States
213990292|NCT04530565|Recruiting|Marshfield Medical Center-Marshfield|Marshfield|Wisconsin|54449|United States
213990293|NCT04530565|Recruiting|Medical College of Wisconsin|Milwaukee|Wisconsin|53226|United States
213990294|NCT04530565|Recruiting|Marshfield Clinic-Minocqua Center|Minocqua|Wisconsin|54548|United States
213990295|NCT04530565|Recruiting|Marshfield Medical Center-Rice Lake|Rice Lake|Wisconsin|54868|United States
213990296|NCT04530565|Recruiting|Marshfield Medical Center-River Region at Stevens Point|Stevens Point|Wisconsin|54482|United States
213990297|NCT04530565|Recruiting|Marshfield Medical Center - Weston|Weston|Wisconsin|54476|United States
213990298|NCT04530565|Recruiting|Shaare Zedek Medical Center|Jerusalem||91031|Israel
213990299|NCT04530565|Recruiting|San Juan City Hospital|San Juan||00936|Puerto Rico
213996072|NCT04099797|Recruiting|Texas Children's Hospital|Houston|Texas|77030|United States
213996923|NCT04013802|Recruiting|Houston Methodist Hospital|Houston|Texas|77003|United States
213996924|NCT04013802|Recruiting|Texas Children's Hospital|Houston|Texas|77030|United States
215138763|NCT03525782|Recruiting|First Affiliated Hospital of Guangdong Pharmaceutical University|Guangzhou|Guangdong|510080|China
215138764|NCT03525782|Recruiting|Professor Size Chen|Guangzhou|Guangdong|510080|China
215138765|NCT03525782|Recruiting|Professor Size Chen|Guangzhou|Guangdong|510080|China
215139274|NCT05429905|Recruiting|KK Women's and Children's hospital|Singapore|||Singapore
215139474|NCT04173988|Recruiting|Children's Hospital of Fudan University|Shanghai|Minhang|201102|China
215628566|NCT02348216||Banner MD Anderson Cancer Center|Gilbert|Arizona|85234|United States
214000646|NCT02830724|Recruiting|National Institutes of Health Clinical Center|Bethesda|Maryland|20892|United States
215628567|NCT02348216||City of Hope|Duarte|California|91010-3012|United States
215628568|NCT02348216||University of California San Diego (UCSD)|La Jolla|California|92093-0820|United States
215628569|NCT02348216||Stanford University|Palo Alto|California|94305|United States
215628570|NCT02348216||University of California Los Angeles (UCLA)|Santa Monica|California|90404|United States
215628571|NCT02348216||Sarah Cannon - Denver|Denver|Colorado|80218|United States
215628572|NCT02348216||University of Miami|Miami|Florida|33136|United States
215628573|NCT02348216||Moffitt Cancer Center|Tampa|Florida|33612|United States
215628574|NCT02348216||Loyola University Medical Center|Maywood|Illinois|60153|United States
215628575|NCT02348216||University of Iowa Hospitals and Clinics|Iowa City|Iowa|52242|United States
215628576|NCT02348216||Dana Farber Cancer Institute|Boston|Massachusetts|02215|United States
215628577|NCT02348216||Karmanos Cancer Center|Detroit|Michigan|48201|United States
215628578|NCT02348216||Mayo Clinic|Rochester|Minnesota|55905|United States
215628579|NCT02348216||Washington University School of Medicine|Saint Louis|Missouri|63110|United States
215628580|NCT02348216||University of Nebraska|Omaha|Nebraska|68198-7680|United States
215628581|NCT02348216||Hackensack University Medical Center|Hackensack|New Jersey|07601|United States
215628582|NCT02348216||Montefiore Medical Center|Bronx|New York|10467|United States
215628583|NCT02348216||University of Rochester|Rochester|New York|14642|United States
215628584|NCT02348216||Cleveland Clinic - Taussig Cancer Institute|Cleveland|Ohio|44195|United States
215628585|NCT02348216||Sarah Cannon - Tennesee|Nashville|Tennessee|37203|United States
215628586|NCT02348216||Vanderbilt University|Nashville|Tennessee|37232|United States
215628587|NCT02348216||MD Anderson Cancer Center|Houston|Texas|77030-4000|United States
215628588|NCT02348216||Sarah Cannon-Methodist Healthcare System - San Antonio|San Antonio|Texas|78229|United States
215628589|NCT02348216||Vancouver General Hospital|Vancouver|British Columbia|V5Z 1M9|Canada
215628590|NCT02348216||Princess Margaret|Toronto|Ontario|M5G 2M9|Canada
215628591|NCT02348216||Hopital Saint Louis|Paris||75475|France
215628592|NCT02348216||Hopital Haut-Leveque|Pessac||44035|France
215628593|NCT02348216||CHU de Rennes|Rennes||35033|France
215628594|NCT02348216||Universitätsklinik Dresden|Dresden||01307|Germany
215628595|NCT02348216||University Hospital of Essen|Essen||45147|Germany
215628596|NCT02348216||Universitaetsklinikum Wuerzburg|Würzburg||97080|Germany
215628597|NCT02348216||Tel Aviv Souraski Medical Center|Tel Aviv||64239|Israel
215628598|NCT02348216||Academisch Medisch Centrum|Amsterdam|||Netherlands
215628599|NCT02348216||University Medical Center Groningen|Groningen||9700 RB|Netherlands
215628600|NCT02348216||Erasmus MC|Rotterdam||3015 CE|Netherlands
215628601|NCT02348216||University Medical Center Utrecht|Utrecht||3584 CX|Netherlands
214001450|NCT04639739||Department of Hematology, Xinqiao Hospital|ChongQing|Chongqing|400037|China
214506516|NCT04048434|Recruiting|Hannover Medical School|Hannover|||Germany
214506517|NCT04048434|Recruiting|Universitätsspital Zürich (USZ)|Zürich|||Switzerland
214004102|NCT02930993|Recruiting|China Meitan General Hospital|Beijing||100028|China
215635104|NCT03994913||Renji Hospital Affiliated to Shanghai Jiaotong University School of Medicine|Shanghai|Shanghai|200127|China
215635105|NCT03994913||First Affiliated Hospital of Zhejiang University|Hangzhou|Zhejiang|310003|China
214009241|NCT04670055||The First Affiliated Hospital, Medical College, Zhejiang University|Hangzhou|Zhejiang|310003|China
214009378|NCT04657965||The First Affiliated Hospital，College of Medicine, Zhejiang University|Hangzhou|Zhejiang|310003|China
214009380|NCT04658004||The First Affiliated Hospital，College of Medicine, Zhejiang University|Hangzhou|Zhejiang|310003|China
214010697|NCT04665063|Recruiting|Hematology Department, Hebei Medical University Fourth Hospital|Shijiazhuang|Hebei|050000|China
214495790|NCT05350852|Recruiting|The first affiliated hospital of medical college of zhejiang university|Hangzhou|Zhejiang|310003|China
214496065|NCT03825718||Hebei Yanda Ludaopei Hospital|Sanhe|Hebei|065200|China
215637492|NCT04136275|Recruiting|Massachusetts General Hospital Cancer Center|Boston|Massachusetts|02114|United States
214014964|NCT04638270||Department of Hematology, Xinqiao Hospital|ChongQing|Chongqing|400037|China
214015596|NCT03455972|Recruiting|First Affiliated Hospital, Soochow University|Suzhou|Jiangsu|215000|China
214016162|NCT04626765|Recruiting|No.2 Hospital of Hebei Medical University|Shijiazhuang|Hebei|050000|China
214016203|NCT04626726|Recruiting|No.2 Hospital of Hebei Medical University|Shijiazhuang|Hebei|050000|China
214016671|NCT02903810|Recruiting|XuZhou Medical University|XuZhou|Jiangsu||China
214499071|NCT05201781|Recruiting|Mayo Clinic Cancer Center-Scottsdale|Phoenix|Arizona|85054|United States
214499072|NCT05201781|Recruiting|City of Hope|Duarte|California|91010|United States
214499073|NCT05201781|Recruiting|University of California, San Francisco|San Francisco|California|94143|United States
214499074|NCT05201781|Recruiting|University of Chicago|Chicago|Illinois|60637|United States
214499075|NCT05201781|Recruiting|Beth Israel Deaconess Medical Center|Boston|Massachusetts|02215|United States
214499076|NCT05201781|Recruiting|Massachusetts General Hospital|Boston|Massachusetts|02215|United States
214499077|NCT05201781|Recruiting|Barbara Ann Karmanos Cancer Institute|Detroit|Michigan|48201|United States
214499078|NCT05201781|Recruiting|Mayo Clinic Rochester|Rochester|Minnesota|55902|United States
214499079|NCT05201781|Recruiting|Rutgers Cancer Institute of New Jersey|New Brunswick|New Jersey|08903|United States
214499080|NCT05201781|Recruiting|Mount Sinai Medical Center|New York|New York|10029|United States
214499081|NCT05201781|Recruiting|Memorial Sloan Kettering Cancer Center|New York|New York|10065|United States
214499082|NCT05201781|Recruiting|Levine Cancer Institute|Charlotte|North Carolina|28204|United States
214499083|NCT05201781|Recruiting|University of Pennsylvania|Philadelphia|Pennsylvania|19104|United States
214499084|NCT05201781|Recruiting|University of Pittsburgh Medical Center|Pittsburgh|Pennsylvania|15232|United States
214499085|NCT05201781|Recruiting|Sarah Cannon Research Institute|Nashville|Tennessee|37203|United States
214499086|NCT05201781|Recruiting|Froedtert Memorial|Milwaukee|Wisconsin|53226|United States
214499087|NCT05201781|Recruiting|UZ Gent|Gent||9000|Belgium
214499088|NCT05201781|Recruiting|UZ Leuven|Leuven||3000|Belgium
214499089|NCT05201781|Recruiting|Peking University Third Hospital|Beijing||100191|China
214499090|NCT05201781|Recruiting|West China Hospital, Si Chuan University|Chengdu||610041|China
214499091|NCT05201781|Recruiting|Fujian Medical University Union Hospital|Fuzhou||350000|China
214499092|NCT05201781|Recruiting|First Hospital, Zhejiang University Medical College|Hangzhou||310003|China
214499093|NCT05201781|Recruiting|Jiangsu Province Hospital|Nanjing||210029|China
214499094|NCT05201781|Recruiting|Ruijin Hospital, Shanghai Jiao Tong University|Shanghai||200025|China
214499095|NCT05201781|Recruiting|Shanghai Fourth People's Hospital|Shanghai||200434|China
214499096|NCT05201781|Recruiting|The Second Affiliated Hospital of Xi'an Jiaotong University|Xi'an||710004|China
214499097|NCT05201781|Recruiting|Tel-Aviv Sourasky Medical Center|Tel-Aviv||64239|Israel
214499098|NCT05201781|Active, not recruiting|Nagoya City University Hospital|Nagoya||467-8602|Japan
214499099|NCT05201781|Active, not recruiting|Japanese Red Cross Medical Center|Shibuya||150-8935|Japan
214499100|NCT05201781|Recruiting|VU Medisch Centrum|Amsterdam||1081 HV|Netherlands
214499101|NCT05201781|Recruiting|University Medical Center Groningen|Groningen||9713 GZ|Netherlands
214499102|NCT05201781|Recruiting|Clinica Univ. de Navarra|Pamplona||31008|Spain
214499103|NCT05201781|Recruiting|Hosp. Clinico Univ. de Salamanca|Salamanca||37007|Spain
214017649|NCT04890236|Recruiting|Emory University Hospital/Winship Cancer Institute|Atlanta|Georgia|30322|United States
