id|nct_id|mesh_term|downcase_mesh_term|mesh_type
103622249|NCT04545762|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103622250|NCT04545762|Immunologic Factors|immunologic factors|mesh-ancestor
103622251|NCT04545762|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103622252|NCT04545762|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103622253|NCT04545762|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103622254|NCT04545762|Alkylating Agents|alkylating agents|mesh-ancestor
103622255|NCT04545762|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103622256|NCT04545762|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103622257|NCT04545762|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103622258|NCT04545762|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103622259|NCT04545762|Antimetabolites|antimetabolites|mesh-ancestor
103622320|NCT04419909|Tisagenlecleucel|tisagenlecleucel|mesh-list
103622321|NCT04419909|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103622322|NCT04419909|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103629969|NCT02981628|Calcium, Dietary|calcium, dietary|mesh-list
103629970|NCT02981628|Leucovorin|leucovorin|mesh-list
103629971|NCT02981628|Folic Acid|folic acid|mesh-list
103629972|NCT02981628|Cytarabine|cytarabine|mesh-list
103629973|NCT02981628|Cyclophosphamide|cyclophosphamide|mesh-list
103629974|NCT02981628|Methotrexate|methotrexate|mesh-list
103629975|NCT02981628|Vincristine|vincristine|mesh-list
103629976|NCT02981628|Asparaginase|asparaginase|mesh-list
103629977|NCT02981628|Pegaspargase|pegaspargase|mesh-list
103629978|NCT02981628|Inotuzumab Ozogamicin|inotuzumab ozogamicin|mesh-list
103629979|NCT02981628|Calcium|calcium|mesh-list
103629980|NCT02981628|Levoleucovorin|levoleucovorin|mesh-list
103629981|NCT02981628|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103629982|NCT02981628|Immunologic Factors|immunologic factors|mesh-ancestor
103629983|NCT02981628|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103629984|NCT02981628|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103629985|NCT02981628|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103629986|NCT02981628|Alkylating Agents|alkylating agents|mesh-ancestor
103629987|NCT02981628|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103629988|NCT02981628|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103629989|NCT02981628|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103629990|NCT02981628|Calcium-Regulating Hormones and Agents|calcium-regulating hormones and agents|mesh-ancestor
103629991|NCT02981628|Bone Density Conservation Agents|bone density conservation agents|mesh-ancestor
103629992|NCT02981628|Abortifacient Agents, Nonsteroidal|abortifacient agents, nonsteroidal|mesh-ancestor
103629993|NCT02981628|Abortifacient Agents|abortifacient agents|mesh-ancestor
103629994|NCT02981628|Reproductive Control Agents|reproductive control agents|mesh-ancestor
103629995|NCT02981628|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103629996|NCT02981628|Antimetabolites|antimetabolites|mesh-ancestor
103629997|NCT02981628|Dermatologic Agents|dermatologic agents|mesh-ancestor
103629998|NCT02981628|Enzyme Inhibitors|enzyme inhibitors|mesh-ancestor
103629999|NCT02981628|Folic Acid Antagonists|folic acid antagonists|mesh-ancestor
103630000|NCT02981628|Nucleic Acid Synthesis Inhibitors|nucleic acid synthesis inhibitors|mesh-ancestor
103630001|NCT02981628|Antiviral Agents|antiviral agents|mesh-ancestor
103630002|NCT02981628|Anti-Infective Agents|anti-infective agents|mesh-ancestor
103630003|NCT02981628|Antidotes|antidotes|mesh-ancestor
103630004|NCT02981628|Protective Agents|protective agents|mesh-ancestor
103630005|NCT02981628|Vitamin B Complex|vitamin b complex|mesh-ancestor
103630006|NCT02981628|Vitamins|vitamins|mesh-ancestor
103630007|NCT02981628|Micronutrients|micronutrients|mesh-ancestor
103630008|NCT02981628|Antineoplastic Agents, Phytogenic|antineoplastic agents, phytogenic|mesh-ancestor
103630009|NCT02981628|Tubulin Modulators|tubulin modulators|mesh-ancestor
103630010|NCT02981628|Antimitotic Agents|antimitotic agents|mesh-ancestor
103630011|NCT02981628|Mitosis Modulators|mitosis modulators|mesh-ancestor
103630012|NCT02981628|Hematinics|hematinics|mesh-ancestor
103630013|NCT02981628|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103630014|NCT02981628|Antibiotics, Antineoplastic|antibiotics, antineoplastic|mesh-ancestor
103630015|NCT02981628|Immunotoxins|immunotoxins|mesh-ancestor
103630016|NCT02981628|Immunoconjugates|immunoconjugates|mesh-ancestor
103632328|NCT03302403|Cyclophosphamide|cyclophosphamide|mesh-list
103632329|NCT03302403|Fludarabine|fludarabine|mesh-list
103632330|NCT03302403|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103632331|NCT03302403|Immunologic Factors|immunologic factors|mesh-ancestor
103632332|NCT03302403|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103632333|NCT03302403|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103632334|NCT03302403|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103632335|NCT03302403|Alkylating Agents|alkylating agents|mesh-ancestor
103632336|NCT03302403|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103632337|NCT03302403|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103632338|NCT03302403|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103637786|NCT03252171|Immunomodulating Agents|immunomodulating agents|mesh-list
103637787|NCT03252171|Immunologic Factors|immunologic factors|mesh-ancestor
103637788|NCT03252171|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103639244|NCT05354375|Immunomodulating Agents|immunomodulating agents|mesh-list
103639245|NCT05354375|Immunologic Factors|immunologic factors|mesh-ancestor
103639246|NCT05354375|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103639989|NCT04715191|Cyclophosphamide|cyclophosphamide|mesh-list
103639990|NCT04715191|Fludarabine|fludarabine|mesh-list
103639991|NCT04715191|Fludarabine phosphate|fludarabine phosphate|mesh-list
103639992|NCT04715191|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103639993|NCT04715191|Immunologic Factors|immunologic factors|mesh-ancestor
103639994|NCT04715191|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103639995|NCT04715191|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103639996|NCT04715191|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103639997|NCT04715191|Alkylating Agents|alkylating agents|mesh-ancestor
103639998|NCT04715191|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103639999|NCT04715191|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103640000|NCT04715191|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103640001|NCT04715191|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103640002|NCT04715191|Antimetabolites|antimetabolites|mesh-ancestor
103652594|NCT02706405|Cyclophosphamide|cyclophosphamide|mesh-list
103652595|NCT02706405|Fludarabine|fludarabine|mesh-list
103652596|NCT02706405|Durvalumab|durvalumab|mesh-list
103652597|NCT02706405|Immunoglobulins|immunoglobulins|mesh-list
103652598|NCT02706405|Antibodies, Monoclonal|antibodies, monoclonal|mesh-list
103652599|NCT02706405|Immunoglobulin G|immunoglobulin g|mesh-list
103652600|NCT02706405|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103652601|NCT02706405|Immunologic Factors|immunologic factors|mesh-ancestor
103652602|NCT02706405|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103652603|NCT02706405|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103652604|NCT02706405|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103652605|NCT02706405|Alkylating Agents|alkylating agents|mesh-ancestor
103652606|NCT02706405|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103652607|NCT02706405|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103652608|NCT02706405|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103652609|NCT02706405|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103652833|NCT02761915|Cyclophosphamide|cyclophosphamide|mesh-list
103652834|NCT02761915|Fludarabine|fludarabine|mesh-list
103652835|NCT02761915|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103652836|NCT02761915|Immunologic Factors|immunologic factors|mesh-ancestor
103652837|NCT02761915|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103652838|NCT02761915|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103652839|NCT02761915|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103652840|NCT02761915|Alkylating Agents|alkylating agents|mesh-ancestor
103652841|NCT02761915|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103652842|NCT02761915|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103652843|NCT02761915|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103655880|NCT05626322|Lenalidomide|lenalidomide|mesh-list
103655881|NCT05626322|Immunologic Factors|immunologic factors|mesh-ancestor
103655882|NCT05626322|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103655883|NCT05626322|Angiogenesis Inhibitors|angiogenesis inhibitors|mesh-ancestor
103655884|NCT05626322|Angiogenesis Modulating Agents|angiogenesis modulating agents|mesh-ancestor
103655885|NCT05626322|Growth Substances|growth substances|mesh-ancestor
103655886|NCT05626322|Growth Inhibitors|growth inhibitors|mesh-ancestor
103655887|NCT05626322|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103656867|NCT02107963|Cyclophosphamide|cyclophosphamide|mesh-list
103656868|NCT02107963|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103656869|NCT02107963|Immunologic Factors|immunologic factors|mesh-ancestor
103656870|NCT02107963|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103656871|NCT02107963|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103656872|NCT02107963|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103656873|NCT02107963|Alkylating Agents|alkylating agents|mesh-ancestor
103656874|NCT02107963|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103656875|NCT02107963|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103656876|NCT02107963|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103446117|NCT03874897|Antibodies|antibodies|mesh-list
103446118|NCT03874897|Antibodies, Monoclonal|antibodies, monoclonal|mesh-list
103446119|NCT03874897|Immunologic Factors|immunologic factors|mesh-ancestor
103446120|NCT03874897|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103449691|NCT00924326|Vidarabine|vidarabine|mesh-list
103449692|NCT00924326|Aldesleukin|aldesleukin|mesh-list
103449693|NCT00924326|Cyclophosphamide|cyclophosphamide|mesh-list
103449694|NCT00924326|Fludarabine|fludarabine|mesh-list
103449695|NCT00924326|Fludarabine phosphate|fludarabine phosphate|mesh-list
103449696|NCT00924326|Interleukin-2|interleukin-2|mesh-list
103449697|NCT00924326|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103449698|NCT00924326|Immunologic Factors|immunologic factors|mesh-ancestor
103449699|NCT00924326|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103449700|NCT00924326|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103449701|NCT00924326|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103449702|NCT00924326|Alkylating Agents|alkylating agents|mesh-ancestor
103449703|NCT00924326|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103449704|NCT00924326|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103449705|NCT00924326|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103449706|NCT00924326|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103449707|NCT00924326|Antimetabolites|antimetabolites|mesh-ancestor
103449708|NCT00924326|Antiviral Agents|antiviral agents|mesh-ancestor
103449709|NCT00924326|Anti-Infective Agents|anti-infective agents|mesh-ancestor
103449710|NCT00924326|Analgesics, Non-Narcotic|analgesics, non-narcotic|mesh-ancestor
103449711|NCT00924326|Analgesics|analgesics|mesh-ancestor
103449712|NCT00924326|Sensory System Agents|sensory system agents|mesh-ancestor
103449713|NCT00924326|Peripheral Nervous System Agents|peripheral nervous system agents|mesh-ancestor
103449714|NCT00924326|Anti-HIV Agents|anti-hiv agents|mesh-ancestor
103449715|NCT00924326|Anti-Retroviral Agents|anti-retroviral agents|mesh-ancestor
103452078|NCT03716856|Cyclophosphamide|cyclophosphamide|mesh-list
103452079|NCT03716856|Fludarabine|fludarabine|mesh-list
103452080|NCT03716856|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103452081|NCT03716856|Immunologic Factors|immunologic factors|mesh-ancestor
103452082|NCT03716856|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103452083|NCT03716856|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103452084|NCT03716856|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103452085|NCT03716856|Alkylating Agents|alkylating agents|mesh-ancestor
103452086|NCT03716856|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103452087|NCT03716856|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103452088|NCT03716856|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103297979|NCT05225831|Cyclophosphamide|cyclophosphamide|mesh-list
103297980|NCT05225831|Fludarabine|fludarabine|mesh-list
103297981|NCT05225831|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103297982|NCT05225831|Immunologic Factors|immunologic factors|mesh-ancestor
103297983|NCT05225831|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103297984|NCT05225831|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103297985|NCT05225831|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103297986|NCT05225831|Alkylating Agents|alkylating agents|mesh-ancestor
103297987|NCT05225831|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103297988|NCT05225831|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103297989|NCT05225831|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103300430|NCT05081479|Acetylcysteine|acetylcysteine|mesh-list
103300431|NCT05081479|N-monoacetylcystine|n-monoacetylcystine|mesh-list
103300432|NCT05081479|Antiviral Agents|antiviral agents|mesh-ancestor
103300433|NCT05081479|Anti-Infective Agents|anti-infective agents|mesh-ancestor
103300434|NCT05081479|Expectorants|expectorants|mesh-ancestor
103300435|NCT05081479|Respiratory System Agents|respiratory system agents|mesh-ancestor
103300436|NCT05081479|Free Radical Scavengers|free radical scavengers|mesh-ancestor
103300437|NCT05081479|Antioxidants|antioxidants|mesh-ancestor
103300438|NCT05081479|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103300439|NCT05081479|Protective Agents|protective agents|mesh-ancestor
103300440|NCT05081479|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103300441|NCT05081479|Antidotes|antidotes|mesh-ancestor
103301974|NCT04648046|Cyclophosphamide|cyclophosphamide|mesh-list
103301975|NCT04648046|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103301976|NCT04648046|Immunologic Factors|immunologic factors|mesh-ancestor
103301977|NCT04648046|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103301978|NCT04648046|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103301979|NCT04648046|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103301980|NCT04648046|Alkylating Agents|alkylating agents|mesh-ancestor
103301981|NCT04648046|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103301982|NCT04648046|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103301983|NCT04648046|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103302126|NCT04510051|Cyclophosphamide|cyclophosphamide|mesh-list
103302127|NCT04510051|Fludarabine|fludarabine|mesh-list
103302128|NCT04510051|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103302129|NCT04510051|Immunologic Factors|immunologic factors|mesh-ancestor
103302130|NCT04510051|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103302131|NCT04510051|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103302132|NCT04510051|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103302133|NCT04510051|Alkylating Agents|alkylating agents|mesh-ancestor
103302134|NCT04510051|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103302135|NCT04510051|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103302136|NCT04510051|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103305179|NCT03502577|Cyclophosphamide|cyclophosphamide|mesh-list
103305180|NCT03502577|Fludarabine|fludarabine|mesh-list
103305181|NCT03502577|Gamma Secretase Inhibitors and Modulators|gamma secretase inhibitors and modulators|mesh-list
103305182|NCT03502577|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103305183|NCT03502577|Immunologic Factors|immunologic factors|mesh-ancestor
103305184|NCT03502577|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103305185|NCT03502577|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103305186|NCT03502577|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103305187|NCT03502577|Alkylating Agents|alkylating agents|mesh-ancestor
103305188|NCT03502577|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103305189|NCT03502577|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103305190|NCT03502577|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103305191|NCT03502577|Enzyme Inhibitors|enzyme inhibitors|mesh-ancestor
103416480|NCT03338972|Cyclophosphamide|cyclophosphamide|mesh-list
103416481|NCT03338972|Fludarabine|fludarabine|mesh-list
103416482|NCT03338972|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103416483|NCT03338972|Immunologic Factors|immunologic factors|mesh-ancestor
103416484|NCT03338972|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103416485|NCT03338972|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103416486|NCT03338972|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103416487|NCT03338972|Alkylating Agents|alkylating agents|mesh-ancestor
103416488|NCT03338972|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103416489|NCT03338972|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103416490|NCT03338972|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103420262|NCT04633148|Cyclophosphamide|cyclophosphamide|mesh-list
103420263|NCT04633148|Fludarabine|fludarabine|mesh-list
103420264|NCT04633148|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103420265|NCT04633148|Immunologic Factors|immunologic factors|mesh-ancestor
103420266|NCT04633148|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103420267|NCT04633148|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103420268|NCT04633148|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103420269|NCT04633148|Alkylating Agents|alkylating agents|mesh-ancestor
103420270|NCT04633148|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103420271|NCT04633148|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103420272|NCT04633148|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103420390|NCT04442022|Dexamethasone|dexamethasone|mesh-list
103420391|NCT04442022|Rituximab|rituximab|mesh-list
103420392|NCT04442022|Gemcitabine|gemcitabine|mesh-list
103420393|NCT04442022|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103420394|NCT04442022|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103420395|NCT04442022|Immunologic Factors|immunologic factors|mesh-ancestor
103420396|NCT04442022|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103420397|NCT04442022|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103420398|NCT04442022|Anti-Inflammatory Agents|anti-inflammatory agents|mesh-ancestor
103420399|NCT04442022|Antiemetics|antiemetics|mesh-ancestor
103420400|NCT04442022|Autonomic Agents|autonomic agents|mesh-ancestor
103420401|NCT04442022|Peripheral Nervous System Agents|peripheral nervous system agents|mesh-ancestor
103420402|NCT04442022|Gastrointestinal Agents|gastrointestinal agents|mesh-ancestor
103420403|NCT04442022|Glucocorticoids|glucocorticoids|mesh-ancestor
103420405|NCT04442022|Hormones, Hormone Substitutes, and Hormone Antagonists|hormones, hormone substitutes, and hormone antagonists|mesh-ancestor
103420406|NCT04442022|Antineoplastic Agents, Hormonal|antineoplastic agents, hormonal|mesh-ancestor
103420407|NCT04442022|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103420408|NCT04442022|Antimetabolites|antimetabolites|mesh-ancestor
103420409|NCT04442022|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103420537|NCT04196491|Cyclophosphamide|cyclophosphamide|mesh-list
103420538|NCT04196491|Fludarabine|fludarabine|mesh-list
103420539|NCT04196491|Lenalidomide|lenalidomide|mesh-list
103420540|NCT04196491|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103420541|NCT04196491|Immunologic Factors|immunologic factors|mesh-ancestor
103420542|NCT04196491|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103420543|NCT04196491|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103420544|NCT04196491|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103420545|NCT04196491|Alkylating Agents|alkylating agents|mesh-ancestor
103420546|NCT04196491|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103420547|NCT04196491|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103420548|NCT04196491|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103420549|NCT04196491|Angiogenesis Inhibitors|angiogenesis inhibitors|mesh-ancestor
103420550|NCT04196491|Angiogenesis Modulating Agents|angiogenesis modulating agents|mesh-ancestor
103420551|NCT04196491|Growth Substances|growth substances|mesh-ancestor
103420552|NCT04196491|Growth Inhibitors|growth inhibitors|mesh-ancestor
103420714|NCT03448393|Cyclophosphamide|cyclophosphamide|mesh-list
103420716|NCT03448393|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103420717|NCT03448393|Immunologic Factors|immunologic factors|mesh-ancestor
103420718|NCT03448393|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103420719|NCT03448393|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103420720|NCT03448393|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103420721|NCT03448393|Alkylating Agents|alkylating agents|mesh-ancestor
103420722|NCT03448393|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103420723|NCT03448393|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103420724|NCT03448393|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103427780|NCT04077866|Temozolomide|temozolomide|mesh-list
103427781|NCT04077866|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103427782|NCT04077866|Alkylating Agents|alkylating agents|mesh-ancestor
103427783|NCT04077866|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103427784|NCT04077866|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103440902|NCT05371093|Prednisone|prednisone|mesh-list
103440903|NCT05371093|Cyclophosphamide|cyclophosphamide|mesh-list
103440904|NCT05371093|Bendamustine Hydrochloride|bendamustine hydrochloride|mesh-list
103440905|NCT05371093|Rituximab|rituximab|mesh-list
103440906|NCT05371093|Doxorubicin|doxorubicin|mesh-list
103440907|NCT05371093|Fludarabine|fludarabine|mesh-list
103440908|NCT05371093|Vincristine|vincristine|mesh-list
103440909|NCT05371093|Lenalidomide|lenalidomide|mesh-list
103440910|NCT05371093|Axicabtagene ciloleucel|axicabtagene ciloleucel|mesh-list
103440911|NCT05371093|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103440912|NCT05371093|Immunologic Factors|immunologic factors|mesh-ancestor
103440913|NCT05371093|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103440914|NCT05371093|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103440915|NCT05371093|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103440916|NCT05371093|Alkylating Agents|alkylating agents|mesh-ancestor
103440917|NCT05371093|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103440918|NCT05371093|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103440919|NCT05371093|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103440920|NCT05371093|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103440921|NCT05371093|Antibiotics, Antineoplastic|antibiotics, antineoplastic|mesh-ancestor
103440922|NCT05371093|Topoisomerase II Inhibitors|topoisomerase ii inhibitors|mesh-ancestor
103440923|NCT05371093|Topoisomerase Inhibitors|topoisomerase inhibitors|mesh-ancestor
103440924|NCT05371093|Enzyme Inhibitors|enzyme inhibitors|mesh-ancestor
103440925|NCT05371093|Anti-Inflammatory Agents|anti-inflammatory agents|mesh-ancestor
103440926|NCT05371093|Glucocorticoids|glucocorticoids|mesh-ancestor
103440927|NCT05371093|Hormones|hormones|mesh-ancestor
103440928|NCT05371093|Hormones, Hormone Substitutes, and Hormone Antagonists|hormones, hormone substitutes, and hormone antagonists|mesh-ancestor
103440929|NCT05371093|Antineoplastic Agents, Hormonal|antineoplastic agents, hormonal|mesh-ancestor
103440930|NCT05371093|Antineoplastic Agents, Phytogenic|antineoplastic agents, phytogenic|mesh-ancestor
103440931|NCT05371093|Tubulin Modulators|tubulin modulators|mesh-ancestor
103440932|NCT05371093|Antimitotic Agents|antimitotic agents|mesh-ancestor
103440933|NCT05371093|Mitosis Modulators|mitosis modulators|mesh-ancestor
103440934|NCT05371093|Angiogenesis Inhibitors|angiogenesis inhibitors|mesh-ancestor
103440935|NCT05371093|Angiogenesis Modulating Agents|angiogenesis modulating agents|mesh-ancestor
103440936|NCT05371093|Growth Substances|growth substances|mesh-ancestor
103440937|NCT05371093|Growth Inhibitors|growth inhibitors|mesh-ancestor
103440939|NCT05364424|Obinutuzumab|obinutuzumab|mesh-list
103440940|NCT05364424|Carboplatin|carboplatin|mesh-list
