id|nct_id|facility_id|role|name
19360997|NCT05123001|213041972|Sub-Investigator|Michael P. Snyder, PhD
19360998|NCT05123001|213041972|Sub-Investigator|David Miklos, MD, PhD
19360999|NCT05123001|213041972|Sub-Investigator|Matthew Frank, MD, PhD
19361000|NCT05123001|213041972|Sub-Investigator|Theresa Latchford, MS
19361001|NCT05123001|213041972|Sub-Investigator|Ryan Kellogg, PhD
19361031|NCT05577000|213042462|Principal Investigator|Thomas Martin, MD
19362282|NCT04318327|213056865|Principal Investigator|Benjamin Derman
19362283|NCT04318327|213056866|Principal Investigator|Andrew Branagan
19362284|NCT04318327|213056867|Principal Investigator|Jessica Liegel
19362285|NCT04318327|213056868|Principal Investigator|Adam Sperling
19362286|NCT04318327|213056869|Principal Investigator|Anita D Souza
19362433|NCT03241940|213058010|Principal Investigator|Crystal L. Mackall
19362434|NCT03233854|213058011|Sub-Investigator|David B. Miklos, MD, PhD
19362435|NCT03233854|213058011|Principal Investigator|Lori Muffly, MD, MS
19362436|NCT03233854|213058011|Sub-Investigator|Laura Johnston, MD
19362437|NCT03233854|213058011|Sub-Investigator|Everett Meyer, MD, PhD
19362438|NCT03233854|213058011|Sub-Investigator|Andrew Rezvani, MD
19362439|NCT03233854|213058011|Sub-Investigator|Wen Kai Weng, MD, PhD
19362440|NCT03233854|213058011|Sub-Investigator|Matthew Frank, MD, PhD
19362441|NCT03233854|213058011|Sub-Investigator|Wes (Janice) Brown, MD
19362442|NCT03233854|213058011|Sub-Investigator|Sushma Bharadwaj, MD
19362443|NCT03233854|213058011|Sub-Investigator|Sally Arai, MD
19362444|NCT03233854|213058011|Sub-Investigator|Robert Lowsky, MD
19362445|NCT03233854|213058011|Sub-Investigator|Robert Negrin, MD
19362446|NCT03233854|213058011|Sub-Investigator|Judith Shizuru, MD, PhD
19362447|NCT03233854|213058011|Sub-Investigator|Praveen Shiraz, MD
19362448|NCT03233854|213058011|Sub-Investigator|Surbhi Sidana, MD
19362449|NCT03233854|213058011|Sub-Investigator|Melody Smith, MD, MS
19402222|NCT01864889|213539714|Sub-Investigator|Yao Wang, Dr.
19402223|NCT01864902|213539715|Sub-Investigator|Ying Liu, Dr.
19402224|NCT01864902|213539715|Sub-Investigator|Yao Wang, Dr.
19402471|NCT05225363|213542115|Principal Investigator|Lorna Rodriguez
19364719|NCT05241392|213090623|Principal Investigator|Nan Ji, Dr.
19364720|NCT05241392|213090623|Sub-Investigator|Yang Zhang, Dr.
19442401|NCT04169932|214183547|Principal Investigator|Jianyong Li
19442530|NCT04163302|214189522|Principal Investigator|Quanshun Wang
19442531|NCT04163302|214189522|Principal Investigator|Lixun Guan
19442532|NCT04163302|214189522|Principal Investigator|Wenshuai Zheng
19442533|NCT04163302|214189522|Principal Investigator|Zhenyang Gu
19442534|NCT04163302|214189522|Principal Investigator|Lu Wang
19442535|NCT04163302|214189522|Principal Investigator|Yuanyuan Xu
19442536|NCT04163302|214189522|Principal Investigator|Yalei Hu
19403153|NCT01886976|213546363|Principal Investigator|Yao Wang, Ph.D
19403154|NCT01886976|213546363|Principal Investigator|Quanshun Wang, Ph.D
19494527|NCT02456350|215024445|Principal Investigator|Xin Du, M.D., Ph.D.
19494528|NCT02456350|215024445|Principal Investigator|Mingjun Wang, M.D., Ph.D.
19494529|NCT02456350|215024445|Principal Investigator|Geng Tian, M.D., Ph.D.
19494530|NCT02456350|215024445|Principal Investigator|Weihong Chen, M.D., Ph.D.
19445142|NCT02710149|214231281|Principal Investigator|Cheng Qian, PhD
19445188|NCT03500991|214232278|Principal Investigator|Nicholas Vitanza, MD
19445262|NCT04107142|214235618|Principal Investigator|Lucas Luk
19446351|NCT05451212|214250489|Principal Investigator|Ali Habib, MD
19446352|NCT05451212|214250490|Principal Investigator|David Richman, MD
19446353|NCT05451212|214250491|Principal Investigator|Mazen Dimachkie, MD
19446354|NCT05451212|214250493|Principal Investigator|Nizar Chahin, MD
19497722|NCT05665725|215089748|Principal Investigator|Timothy J. Voorhees, MD, MSCR
19497761|NCT05648019|215089866|Principal Investigator|Aloysius Ho
19497762|NCT05648019|215089867|Principal Investigator|Shui Yen Soh
19365489|NCT04544592|213100045|Principal Investigator|Amy Keating
19409263|NCT02958397|213629112|Principal Investigator|Cheng Qian, PhD
19409845|NCT01818323|213667503|Principal Investigator|John Maher
19410134|NCT05020444|213678230|Principal Investigator|Matthew J Frigault, MD
19535011|NCT04447573|215455435|Principal Investigator|Peihua Lu, PhD&MD
19535012|NCT04447573|215455435|Sub-Investigator|Jianqiang Li, PhD&MD
19410218|NCT04214392|213678788|Principal Investigator|Behnam Badie
19535692|NCT03322735|215462129|Principal Investigator|Yongping Song
19535845|NCT03312205|215463997|Principal Investigator|Peihua Lu, PhD & MD
19535846|NCT03312205|215463997|Sub-Investigator|Jianqiang Li, PhD & MD
19535878|NCT05044039|215464522|Principal Investigator|Armin Ghobadi, M.D.
19535879|NCT05044039|215464522|Sub-Investigator|John F Dipersio, M.D., Ph.D.
19535880|NCT05044039|215464522|Sub-Investigator|Michael Slade, M.D.
19535881|NCT05044039|215464522|Sub-Investigator|Feng Gao, Ph.D.
19535961|NCT03281551|215465548|Principal Investigator|Jianliang Shen
19535962|NCT03281551|215465548|Sub-Investigator|Lixin Wang
19536131|NCT03121625|215467660|Principal Investigator|Lihong Liu, PhD & MD
19536132|NCT03121625|215467660|Sub-Investigator|Jianqiang Li, PhD & MD
19537035|NCT04966143|215475594|Principal Investigator|Bin Liu
19537036|NCT04966143|215475594|Principal Investigator|Wenxing Zhao
19451111|NCT04162119|214275133|Principal Investigator|Quanshun Wang
19451112|NCT04162119|214275133|Principal Investigator|Lixun Guan
19451113|NCT04162119|214275133|Principal Investigator|Wenshuai Zheng
19451114|NCT04162119|214275133|Principal Investigator|Zhenyang Gu
19451115|NCT04162119|214275133|Principal Investigator|Lu Wang
19451116|NCT04162119|214275133|Principal Investigator|Yuanyuan Xu
19451117|NCT04162119|214275133|Principal Investigator|Yalei Hu
19410694|NCT02958384|213691515|Principal Investigator|Cheng Qian, PhD
19537732|NCT04745559|215482312|Sub-Investigator|Julio C Chavez, MD, MS
19537733|NCT04745559|215482312|Sub-Investigator|Marco Davila, MD, PhD
19537734|NCT04745559|215482312|Sub-Investigator|Michael Jain, MD, PhD
19537735|NCT04745559|215482312|Sub-Investigator|Farhad Khimani, MD
19537736|NCT04745559|215482312|Sub-Investigator|Aleksandr Lazaryan, MD, PhD, MPH
19537737|NCT04745559|215482312|Sub-Investigator|Dasom Lee, MD
19537738|NCT04745559|215482312|Sub-Investigator|Javier Pinilla, MD, PhD
19537739|NCT04745559|215482312|Sub-Investigator|Bijal D Shah, MD, MS
19411064|NCT02963038|213712921|Principal Investigator|Jianmin Luo, PhD & MD
19411065|NCT02963038|213712921|Sub-Investigator|Jianqiang Li, PhD & MD
19411365|NCT02958410|213735914|Principal Investigator|Cheng Qian, PhD
19451720|NCT05064787|214290477|Principal Investigator|Sherry Adkins, MSN
19452481|NCT05627323|214301434|Principal Investigator|Behnam Badie
19452482|NCT05627323|214301435|Principal Investigator|Araviad Ramakrishnan, MD
19452776|NCT04984356|214302979|Principal Investigator|Ibrahim Aldoss, MD
19452777|NCT04984356|214302980|Principal Investigator|Deepa Bhojwani, MD
19452778|NCT04984356|214302981|Principal Investigator|Rawan Faramand, MD
19452779|NCT04984356|214302982|Principal Investigator|Armin Ghobadi, MD
19452780|NCT04984356|214302983|Principal Investigator|Shannon Maude, MD
19452781|NCT04984356|214302984|Principal Investigator|Bhagirathbhai Dholaria, MD
19452782|NCT04984356|214302985|Principal Investigator|Ryan Mattison, MD
19452783|NCT04984356|214302987|Principal Investigator|Nicolas Boissel, MD PhD
19452784|NCT04984356|214302988|Principal Investigator|Andre Baruchel, MD
19452785|NCT04984356|214302989|Principal Investigator|Anita Rijneveld, MD
19452786|NCT04984356|214302990|Principal Investigator|Friso Calkoen, MD
19367180|NCT05070156|213126606|Principal Investigator|Qing Xu
19367181|NCT05070156|213126606|Sub-Investigator|Jianhua Chen
19538356|NCT05422521|215493106|Principal Investigator|Philippe VIAU, MD
19538357|NCT05422521|215493106|Sub-Investigator|Mickael LOSCHI, MD
19367732|NCT05397496|213135129|Principal Investigator|Lia Lia Palomba
19455191|NCT05172596|214335569|Principal Investigator|Surbhi Sidana
19455192|NCT05172596|214335570|Principal Investigator|Sagar Lonial
19455193|NCT05172596|214335571|Principal Investigator|Adam Sperling
19455194|NCT05172596|214335572|Principal Investigator|Andy Chen
19455195|NCT05172596|214335573|Principal Investigator|Usama Gergis
19455196|NCT05172596|214335574|Principal Investigator|Rahul Banerjee
19498265|NCT04083495|215093748|Principal Investigator|Anne Beaven, MD
19498266|NCT04083495|215093749|Principal Investigator|Rakhee Vaidya, MD
19412068|NCT05518253|213745192|Principal Investigator|Weijia fang, MD
19538807|NCT03191773|215497697|Principal Investigator|Yirong Jiang, MD
19538808|NCT03191773|215497698|Principal Investigator|Zhuowen Chen, MD
19538809|NCT03191773|215497699|Principal Investigator|Shunqing Wang, MD
19538810|NCT03191773|215497700|Principal Investigator|Xueyi Pan, MD
19538811|NCT03191773|215497701|Principal Investigator|Ying Feng, MD
19538866|NCT03182803|215498244|Principal Investigator|Jiangtao Wang
19498544|NCT02134262|215095569|Principal Investigator|Keiya Ozawa, MD, PhD
19369544|NCT05141253|213164737|Principal Investigator|Qinglei Gao, PhD, MD
19369696|NCT03029273|213167810|Principal Investigator|Shiyue Li, MD
19369697|NCT03029273|213167810|Principal Investigator|Chengzhi Zhou, MD
19370491|NCT02445222|213181574|Principal Investigator|Alan Wayne
19370492|NCT02445222|213181575|Principal Investigator|Charalambos Andreadis
19370493|NCT02445222|213181576|Principal Investigator|Kara Davis
19370494|NCT02445222|213181577|Principal Investigator|Jonathon Cohen
19370495|NCT02445222|213181578|Principal Investigator|Muna Qayed
19370496|NCT02445222|213181579|Principal Investigator|Michael R. Bishop
19370497|NCT02445222|213181580|Principal Investigator|Joseph P McGuirk
19370498|NCT02445222|213181581|Principal Investigator|Gregory Yanik
19370499|NCT02445222|213181582|Principal Investigator|John Magenau
19370500|NCT02445222|213181583|Principal Investigator|Veronika Bachanova
19370501|NCT02445222|213181584|Principal Investigator|Gary Myers, MD
19370502|NCT02445222|213181584|Principal Investigator|Gary D. Myers
19370503|NCT02445222|213181586|Principal Investigator|Paul L. Martin
19370504|NCT02445222|213181587|Principal Investigator|Stella M. Davies
19370505|NCT02445222|213181588|Principal Investigator|Samantha Jaglowski
19370506|NCT02445222|213181589|Principal Investigator|Brandon Hayes-Lattin
19370507|NCT02445222|213181590|Principal Investigator|Stephan Grupp
19370508|NCT02445222|213181591|Principal Investigator|Noelle Frey
19370509|NCT02445222|213181592|Principal Investigator|Theodore Laetsch, MD
19370510|NCT02445222|213181592|Principal Investigator|Theodore Laetsch
19370511|NCT02445222|213181593|Principal Investigator|Jason Westin
19370512|NCT02445222|213181594|Principal Investigator|Michael Boyer, MD
19370513|NCT02445222|213181594|Principal Investigator|Michael Boyer
19370514|NCT02445222|213181595|Principal Investigator|Christian Capitini
19370521|NCT04003649|213182297|Principal Investigator|Behnam Badie
19499585|NCT05020392|215106483|Principal Investigator|Yu Hu, M.D., Ph.D
19499590|NCT04881240|215106527|Principal Investigator|Aimee C. Talleur, MD
19499591|NCT04881240|215106527|Principal Investigator|Stephen Gottschalk, MD
19499628|NCT04146051|215107324|Principal Investigator|Gregory Sahagian, MD
19499629|NCT04146051|215107325|Principal Investigator|Tahseen Mozaffar, MD
19499630|NCT04146051|215107326|Principal Investigator|Thomas Ragole, M.D.
19499631|NCT04146051|215107327|Principal Investigator|Marc Feinberg, MD
19499632|NCT04146051|215107328|Principal Investigator|Adam Slansky, MD
19499633|NCT04146051|215107329|Principal Investigator|Tuan H. Vu, MD
19499634|NCT04146051|215107330|Principal Investigator|Michael Rivner, MD
19499635|NCT04146051|215107331|Principal Investigator|Mamatha Pasnoor, M.D.
19499636|NCT04146051|215107332|Principal Investigator|Bennett Myers, MD
19499637|NCT04146051|215107333|Principal Investigator|James F Howard, MD
19499638|NCT04146051|215107334|Principal Investigator|Nizar Chahin, MD
19499639|NCT04146051|215107335|Principal Investigator|Chafic Karam, M.D.
19499640|NCT04146051|215107336|Principal Investigator|George Small, M.D.
19499641|NCT04146051|215107337|Principal Investigator|Kelly Gwathmey, M.D.
19499642|NCT04146051|215107338|Principal Investigator|Zaeem Siddiqi, M.D.
19371193|NCT05445011|213193413|Principal Investigator|Heng Mei, M.D., Ph.D
19371312|NCT05326243|213194535|Principal Investigator|Shyh-Shin Chiou
19371313|NCT05326243|213194536|Principal Investigator|Shang-Ju Wu
19371314|NCT05326243|213194537|Principal Investigator|Liang-Tsai Hsiao
19372121|NCT05620342|213202209|Principal Investigator|Jared Weiss, MD
19501762|NCT03525782|215138764|Principal Investigator|Yiguang Lin, MD, PhD
19501763|NCT03525782|215138764|Principal Investigator|Size Chen, MD, PhD
19501764|NCT03525782|215138764|Sub-Investigator|Micheal Yin, PhD
19501765|NCT03525782|215138765|Principal Investigator|Yiguang Lin, MD, PhD
19501766|NCT03525782|215138765|Sub-Investigator|Micheal Yin, PhD
19501830|NCT05429905|215139274|Principal Investigator|Michaela Seng
19501831|NCT05429905|215139274|Principal Investigator|Francesca Lorraine Lim Wei Inng
19501832|NCT05429905|215139274|Principal Investigator|Liang Piu Koh
19501839|NCT04173988|215139474|Principal Investigator|Wang hongsheng, PHD
19501840|NCT04173988|215139474|Sub-Investigator|Cao Ping, master
19501841|NCT04173988|215139474|Sub-Investigator|Shen Chen, bachelor
19372486|NCT05257083|213204843|Principal Investigator|Leleu
19372487|NCT05257083|213204858|Principal Investigator|Offidani
19372488|NCT05257083|213204860|Principal Investigator|Aquino
19372489|NCT05257083|213204900|Principal Investigator|Mateos
19372490|NCT05257083|213204904|Principal Investigator|de la Rubia
19457258|NCT03666000|214354526|Principal Investigator|Scott Solomon, MD
19457259|NCT03666000|214354528|Principal Investigator|Abhinav Deol, MD
19457260|NCT03666000|214354529|Principal Investigator|Fiona He, MD
19457261|NCT03666000|214354530|Principal Investigator|Koen Van Besien, MD
19457262|NCT03666000|214354531|Principal Investigator|Ran Reshef, MD
19457263|NCT03666000|214354532|Principal Investigator|Adam Olszewski, MD
19457517|NCT04185038|214356700|Principal Investigator|Nick Vitanza, MD
19457550|NCT02715362|214357341|Principal Investigator|Xu Aimin, Doctor
19503029|NCT05038696|215151595|Sub-Investigator|Bernice Oh, M.D
19503030|NCT05038696|215151595|Sub-Investigator|Noriko Shimasaki, M.D, PhD
19503031|NCT05038696|215151595|Sub-Investigator|Michelle Poon, M.D
19503032|NCT05038696|215151595|Sub-Investigator|Esther Chan, M.D
19503033|NCT05038696|215151595|Sub-Investigator|Elaine Coustan-Smith, MS
19458165|NCT02813837|214367948|Principal Investigator|Yu Hu, Ph.D
19458166|NCT02813837|214367948|Principal Investigator|He Huang, Ph.D
19503367|NCT03576807|215156916|Principal Investigator|Kailin K Xu, DOCTOR
19540370|NCT05302037|215511767|Principal Investigator|Raghav Sundar, MBBS
19540983|NCT05633615|215517223|Principal Investigator|Charles W. Drescher
19540984|NCT05633615|215517224|Principal Investigator|Charles W. Drescher
19540985|NCT05633615|215517225|Principal Investigator|Charles W. Drescher
19540986|NCT05633615|215517226|Principal Investigator|Charles W. Drescher
19540987|NCT05633615|215517227|Principal Investigator|Charles W. Drescher
19540988|NCT05633615|215517228|Principal Investigator|Kathleen J. Yost
19540989|NCT05633615|215517229|Principal Investigator|Kathleen J. Yost
19540990|NCT05633615|215517230|Principal Investigator|Kathleen J. Yost
19540991|NCT05633615|215517231|Principal Investigator|Kathleen J. Yost
19540992|NCT05633615|215517232|Principal Investigator|Kathleen J. Yost
19540993|NCT05633615|215517233|Principal Investigator|Kathleen J. Yost
19540994|NCT05633615|215517234|Principal Investigator|Kathleen J. Yost
19540995|NCT05633615|215517235|Principal Investigator|Kathleen J. Yost
19540996|NCT05633615|215517236|Principal Investigator|Kathleen J. Yost
19540997|NCT05633615|215517237|Principal Investigator|Kathleen J. Yost
19540998|NCT05633615|215517238|Principal Investigator|Howard R. Terebelo
19540999|NCT05633615|215517239|Principal Investigator|Kathleen J. Yost
19541000|NCT05633615|215517240|Principal Investigator|Kathleen J. Yost
19541001|NCT05633615|215517241|Principal Investigator|Paul M. Barr
19541002|NCT05633615|215517242|Principal Investigator|Paul M. Barr
19541003|NCT05633615|215517243|Principal Investigator|Nilanjan Ghosh
19541004|NCT05633615|215517244|Principal Investigator|Rakhee Vaidya
19541005|NCT05633615|215517245|Principal Investigator|Sami Ibrahimi
19541006|NCT05633615|215517246|Principal Investigator|Charles W. Drescher
19541007|NCT05633615|215517247|Principal Investigator|Charles W. Drescher
19541008|NCT05633615|215517248|Principal Investigator|Charles W. Drescher
19541009|NCT05633615|215517249|Principal Investigator|Charles W. Drescher
19541010|NCT05633615|215517250|Principal Investigator|Suzanne R. Fanning
19541011|NCT05633615|215517251|Principal Investigator|Brian T. Hess
19541012|NCT05633615|215517252|Principal Investigator|Suzanne R. Fanning
19541013|NCT05633615|215517253|Principal Investigator|Suzanne R. Fanning
19541014|NCT05633615|215517254|Principal Investigator|Suzanne R. Fanning
19541015|NCT05633615|215517255|Principal Investigator|Suzanne R. Fanning
19541016|NCT05633615|215517256|Principal Investigator|Suzanne R. Fanning
19541017|NCT05633615|215517257|Principal Investigator|Suzanne R. Fanning
19541022|NCT05587543|215517339|Principal Investigator|Dongmei Ji, doctor
19375219|NCT02690545|213226730|Principal Investigator|Anne Beaven, MD
19459208|NCT05260957|214382809|Principal Investigator|Lazaros Lekakis, MD
19459263|NCT03999697|214384483|Principal Investigator|Lin Yang, Ph.D
19459421|NCT02617134|214389301|Principal Investigator|Yangyi Bao, MD
19459422|NCT02617134|214389301|Principal Investigator|Xiang Sun, MD
19459423|NCT02617134|214389301|Principal Investigator|Lin Yang, Ph.D.
19414040|NCT04420754|213761685|Principal Investigator|Victoria Villaflor, MD
19414041|NCT04420754|213761686|Principal Investigator|Jochen Lorch, MD
19414042|NCT04420754|213761688|Principal Investigator|Samer Srour, MB ChB
19414043|NCT04420754|213761688|Sub-Investigator|Maria E Cabanillas, MD
19414044|NCT04420754|213761688|Sub-Investigator|Mark Zafereo, MD, FACS
19459967|NCT02644655|214404771|Principal Investigator|Qijun Qian, PHD
19459968|NCT02644655|214404771|Principal Investigator|Huajun Jin, PHD
19459969|NCT02644655|214404771|Principal Investigator|Zhengang Yuan, PHD
19459970|NCT02644655|214404771|Sub-Investigator|Yao Huang, MD
19459971|NCT02644655|214404771|Sub-Investigator|Fuping Zhou, MD
19459972|NCT02644655|214404771|Sub-Investigator|Yongmei Ding, MD
19460162|NCT05096234|214409051|Principal Investigator|David Miklos
19545559|NCT05454241|215530793|Principal Investigator|Jianxiang Wang, Dr.
19545565|NCT05432635|215530824|Principal Investigator|Alex L. Herrera
19507296|NCT04732845|215176036|Principal Investigator|Benjamin Tomlinson, MD
19547500|NCT04484012|215535559|Principal Investigator|Elizabeth L. Budde
19416542|NCT04601831|213788234|Principal Investigator|Kiran Kumar, MD
19460551|NCT05535855|214413368|Principal Investigator|Marc Schwartz, MD
19509708|NCT04697940|215194935|Sub-Investigator|Qingming Yang, M.D
19509709|NCT04697940|215194935|Sub-Investigator|Yang Liu, M.D
19509710|NCT04697940|215194935|Sub-Investigator|Chunmeng Wang, M.S
19509711|NCT04697940|215194935|Sub-Investigator|Jinhong Shi, M.S
19510052|NCT02081937|215200031|Principal Investigator|Yu Zhao, Dr.
19510053|NCT02081937|215200031|Principal Investigator|Honghua Li, Dr.
19418215|NCT04691284|213825946|Principal Investigator|Luboš Drgoňa, Assoc. Prof
19418216|NCT04691284|213825946|Principal Investigator|Michal Mego, Prof
19418217|NCT04691284|213825946|Principal Investigator|Soňa Čiernikova, PhD
19418218|NCT04691284|213825946|Principal Investigator|Barbora Kašperová, MD
19552468|NCT04981691|215555956|Principal Investigator|Jun Zhang, MD & Ph. D
19418566|NCT02937103|213832695|Principal Investigator|Cheng Qian, PhD
19418595|NCT02935153|213832786|Principal Investigator|Cheng Qian, PhD
19418655|NCT02919046|213833643|Principal Investigator|Yongjun Fang, Ph.D
19552776|NCT05123209|215558340|Principal Investigator|Jianming Xu, M.D.
19419620|NCT05075603|213839592|Principal Investigator|Elizabeth Budde, MD, PhD
19419621|NCT05075603|213839593|Principal Investigator|Abhinav Deol
19419622|NCT05075603|213839594|Principal Investigator|Armin Ghobadi, MD
19419623|NCT05075603|213839595|Principal Investigator|Ahmed Galal, MD
19510409|NCT04781634|215202650|Principal Investigator|Sanbin Wang, MD
19510410|NCT04776330|215202651|Principal Investigator|Sanbin Wang, MD
19510416|NCT04649983|215202756|Principal Investigator|Sanbin Wang, MD
19510417|NCT04648475|215202757|Principal Investigator|Cheng Qian, PhD
19510418|NCT04648475|215202757|Principal Investigator|Ying Xiang, MD
19510444|NCT04348643|215202876|Principal Investigator|Cheng Qian, PhD
19510445|NCT04348643|215202876|Principal Investigator|Donglin Wang, MD
19510446|NCT04348643|215202877|Principal Investigator|Ning Li, MD
19510447|NCT04348643|215202877|Sub-Investigator|Yijie Ma, MM
19510449|NCT04272151|215202897|Principal Investigator|Cheng Qian, PhD
19510450|NCT04272151|215202897|Principal Investigator|Ying Xiang, MD
19510451|NCT04272125|215202898|Principal Investigator|Cheng Qian, PhD
19510452|NCT04272125|215202898|Principal Investigator|Ying Xiang, MD
19510453|NCT04271800|215202899|Principal Investigator|Cheng Qian, PhD
19510454|NCT04271800|215202899|Principal Investigator|Ying Xiang, MD
19510455|NCT04271644|215202900|Principal Investigator|Sanbin Wang, MD
19510456|NCT04271410|215202901|Principal Investigator|Sanbin Wang, MD
19510457|NCT04265963|215202902|Principal Investigator|Sanbin Wang, MD
19420109|NCT04662099|213850209|Principal Investigator|Heng Mei, M.D., Ph.D
19511321|NCT02915445|215212127|Principal Investigator|Nianyong Cheng, MD
19511322|NCT02915445|215212127|Principal Investigator|Kun Yang, MD
19511408|NCT04703686|215213160|Principal Investigator|Jacques O Bay, MD
19511409|NCT04703686|215213161|Principal Investigator|Fabien Le Bras, MD
19511410|NCT04703686|215213162|Principal Investigator|Olivier Casasnovas, MD
19511411|NCT04703686|215213163|Principal Investigator|Franck MORSCHHAUSER, MD PhD
19511412|NCT04703686|215213164|Principal Investigator|Guillaume Cartron, MD PhD
19511413|NCT04703686|215213165|Principal Investigator|Steven Le Gouill, MD PhD
19511414|NCT04703686|215213166|Principal Investigator|Catherine THIEBLEMONT, MD PhD
19511415|NCT04703686|215213167|Principal Investigator|Sylvain Choquet, MD
19511416|NCT04703686|215213168|Principal Investigator|Mohamad Mohty, MD PhD
19511417|NCT04703686|215213169|Principal Investigator|François X Gros, MD
19511418|NCT04703686|215213170|Principal Investigator|Pierre Sesques, MD
19511419|NCT04703686|215213171|Principal Investigator|Roch Houot, MD PhD
19511420|NCT04703686|215213172|Principal Investigator|Hervé Tilly, MD PhD
19511421|NCT04703686|215213173|Principal Investigator|Loïc Ysebaert, MD PhD
19511422|NCT04703686|215213174|Principal Investigator|Pierre Feugier, MD
19512353|NCT05393804|215222226|Principal Investigator|Gunjan Shah, MD
19421609|NCT04666168|213887706|Principal Investigator|Baoen Shan, PhD & MD
19421610|NCT04666168|213887706|Principal Investigator|Lihong Liu, PhD & MD
19421611|NCT04666168|213887706|Sub-Investigator|Jianqiang Li, PhD & MD
19421613|NCT04665076|213887734|Principal Investigator|Baoen Shan, PhD & MD
19421614|NCT04665076|213887734|Principal Investigator|Lihong Liu, PhD & MD
19421615|NCT04665076|213887734|Principal Investigator|Jianqiang Li, PhD & MD
19421713|NCT04626739|213889733|Principal Investigator|Jianmin Luo, PhD & MD
19421793|NCT04610125|213891012|Principal Investigator|Lian Jiang, MD
19421794|NCT04610125|213891012|Sub-Investigator|Jianqiang Li, PhD & MD
19553205|NCT05043571|215562471|Sub-Investigator|Bernice Oh, M.D
19553206|NCT05043571|215562471|Sub-Investigator|Noriko Shimasaki, M.D, PhD
19553207|NCT05043571|215562471|Sub-Investigator|Michelle Poon, M.D
19553208|NCT05043571|215562471|Sub-Investigator|Esther Chan, M.D
19553209|NCT05043571|215562471|Sub-Investigator|Elaine Coustan-Smith, MS
19422200|NCT04546906|213900360|Principal Investigator|Peihua Lu, PhD&MD
19422201|NCT04546906|213900360|Sub-Investigator|Jianqiang Li, PhD&MD
19553380|NCT05281809|215565635|Sub-Investigator|Cyrus Khan, MD
19553381|NCT05281809|215565635|Sub-Investigator|Salman Fazal, MD
19553382|NCT05281809|215565635|Sub-Investigator|Anna Koget, DO
19553383|NCT05281809|215565635|Sub-Investigator|Prerna Mewawalla, MD
19553384|NCT05281809|215565635|Sub-Investigator|Santhosh Sadashiv, MD
19553385|NCT05281809|215565635|Sub-Investigator|Yazan Samhouri, MD
19553397|NCT04796675|215565689|Principal Investigator|Yu Hu, M.D., Ph.D
19553398|NCT04803929|215565693|Principal Investigator|Jianping Lan
19512900|NCT03710421|215235998|Principal Investigator|Myo Htut
19553811|NCT04977193|215569040|Principal Investigator|June Song
19553812|NCT04977193|215569040|Sub-Investigator|Li Li
19377097|NCT05577091|213231971|Sub-Investigator|You Zhai, Dr.
19377098|NCT05577091|213231971|Sub-Investigator|Guanzhang Li, Dr.
19513218|NCT03208556|215244403|Principal Investigator|Jun Zhu, MD
19513219|NCT03208556|215244403|Sub-Investigator|Zhitao Ying, MD
19513220|NCT03208556|215244403|Sub-Investigator|Xiaoyu Xiang, PhD
19377624|NCT05105152|213236975|Principal Investigator|Adam Lamble, MD
19377780|NCT04571138|213238838|Principal Investigator|Emily Hsieh, MD
19377781|NCT04571138|213238839|Principal Investigator|Anant Vatsayan, MD
19377782|NCT04571138|213238840|Principal Investigator|Jodi Skiles, MD
19377783|NCT04571138|213238841|Principal Investigator|Rayne Rouce, MD
19377784|NCT04571138|213238842|Principal Investigator|Corinne Summers, MD
19377982|NCT03330691|213242474|Principal Investigator|Emily Hsieh, MD
19377983|NCT03330691|213242475|Principal Investigator|Anant Vatsayan, MD
19377984|NCT03330691|213242476|Principal Investigator|Jodi Skiles, MD
19377985|NCT03330691|213242477|Principal Investigator|Rebecca Gardner, MD
19378227|NCT05416554|213250695|Sub-Investigator|Michelle Monje, MD, PhD
19378228|NCT05416554|213250695|Sub-Investigator|Gayle Deutsch, PhD, ABPP
19378229|NCT05416554|213250695|Sub-Investigator|Matthew J Frank, MD, PhD
19378230|NCT05416554|213250695|Sub-Investigator|Sheila Lahijani, MD
19378231|NCT05416554|213250695|Sub-Investigator|Tracy P Murray, MSN, RN, AGACNP-BC
19513857|NCT03182816|215248842|Principal Investigator|Jiangtao Wang
19554638|NCT04787263|215577380|Principal Investigator|Franco Locatelli, MD, PhD
19554639|NCT04787263|215577380|Principal Investigator|Francesca del Bufalo, MD
19461730|NCT02587689|214451099|Principal Investigator|Yangyi Bao, MD
19461731|NCT02587689|214451099|Principal Investigator|Xiang Sun, MD
19461732|NCT02587689|214451099|Principal Investigator|Lin Yang, Ph.D.
19555012|NCT04892277|215579782|Principal Investigator|Saad J. Kenderian, M.D.
19461804|NCT02580747|214453415|Sub-Investigator|Yao Wang, Dr.
19555934|NCT05477927|215587196|Principal Investigator|YongShen Wang, Prof.
19557962|NCT04136275|215637492|Principal Investigator|Matthew J. Frigault, MD
19424171|NCT04324996|213951646|Principal Investigator|Jimin Gao, M.D.,Ph.D.
19424172|NCT04324996|213951646|Principal Investigator|Min Liu, A.B.
19463153|NCT04561557|214475105|Principal Investigator|Wei Wang, MD
19463154|NCT04561557|214475105|Sub-Investigator|Bitao Bu, MD
19463155|NCT04561557|214475105|Sub-Investigator|Min Zhang, MD
