id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na
254632624|NCT02659943|33299902|59581611|OG004|Complete Remission - 40 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632625|NCT02659943|33299902|59581612|OG005|Complete Remission - 40 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632626|NCT02659943|33299902|59581607|OG000|Complete Remission - 5 Months After First Re-Treatment||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632627|NCT02659943|33299902|59581608|OG001|Complete Remission - 5 Months After First Re-Treatment||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632628|NCT02659943|33299902|59581609|OG002|Complete Remission - 5 Months After First Re-Treatment||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|1|1.0||||||
254632629|NCT02659943|33299902|59581610|OG003|Complete Remission - 5 Months After First Re-Treatment||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632630|NCT02659943|33299902|59581611|OG004|Complete Remission - 5 Months After First Re-Treatment||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632631|NCT02659943|33299902|59581612|OG005|Complete Remission - 5 Months After First Re-Treatment||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632632|NCT02659943|33299902|59581607|OG000|Complete Remission - 6 Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632633|NCT02659943|33299902|59581608|OG001|Complete Remission - 6 Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632634|NCT02659943|33299902|59581609|OG002|Complete Remission - 6 Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632635|NCT02659943|33299902|59581610|OG003|Complete Remission - 6 Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|1|1.0||||||
254632636|NCT02659943|33299902|59581611|OG004|Complete Remission - 6 Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632637|NCT02659943|33299902|59581612|OG005|Complete Remission - 6 Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632638|NCT02659943|33299902|59581607|OG000|Complete Remission - 6 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632639|NCT02659943|33299902|59581608|OG001|Complete Remission - 6 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632640|NCT02659943|33299902|59581609|OG002|Complete Remission - 6 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632641|NCT02659943|33299902|59581610|OG003|Complete Remission - 6 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632642|NCT02659943|33299902|59581611|OG004|Complete Remission - 6 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|1|1.0||||||
254632643|NCT02659943|33299902|59581612|OG005|Complete Remission - 6 Months (first of two treatments)||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632644|NCT02659943|33299902|59581607|OG000|Complete Remission - 29+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632645|NCT02659943|33299902|59581608|OG001|Complete Remission - 29+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632646|NCT02659943|33299902|59581609|OG002|Complete Remission - 29+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632647|NCT02659943|33299902|59581610|OG003|Complete Remission - 29+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632648|NCT02659943|33299902|59581611|OG004|Complete Remission - 29+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632649|NCT02659943|33299902|59581612|OG005|Complete Remission - 29+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|1|1.0||||||
254632650|NCT02659943|33299902|59581607|OG000|Complete Remission - 35+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632651|NCT02659943|33299902|59581608|OG001|Complete Remission - 35+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632652|NCT02659943|33299902|59581609|OG002|Complete Remission - 35+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632653|NCT02659943|33299902|59581610|OG003|Complete Remission - 35+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|1|1.0||||||
254632654|NCT02659943|33299902|59581611|OG004|Complete Remission - 35+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632655|NCT02659943|33299902|59581612|OG005|Complete Remission - 35+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|3|3.0||||||
254632656|NCT02659943|33299902|59581607|OG000|Complete Remission - 45+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|2|2.0||||||
254632657|NCT02659943|33299902|59581608|OG001|Complete Remission - 45+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632658|NCT02659943|33299902|59581609|OG002|Complete Remission - 45+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632659|NCT02659943|33299902|59581610|OG003|Complete Remission - 45+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632660|NCT02659943|33299902|59581611|OG004|Complete Remission - 45+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632661|NCT02659943|33299902|59581612|OG005|Complete Remission - 45+ Months||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632662|NCT02659943|33299902|59581607|OG000|Progressive Disease||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632663|NCT02659943|33299902|59581608|OG001|Progressive Disease||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632664|NCT02659943|33299902|59581609|OG002|Progressive Disease||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632665|NCT02659943|33299902|59581610|OG003|Progressive Disease||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632666|NCT02659943|33299902|59581611|OG004|Progressive Disease||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|0|0.0||||||
254632667|NCT02659943|33299902|59581612|OG005|Progressive Disease||Number of Participants With a Duration of Best Response in Months|Best Response defined as the first documentation of response was assessed by the Revised Response Criteria for Malignant Lymphoma, and Recommendations for Initial Evaluation, Staging, and Response Assessment of Hodgkin and Non-Hodgkin Lymphoma: The Lugano Classification.|Participants|Count of Participants|1|1.0||||||
254632668|NCT02659943|33299903|59581607|OG000|< Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|2|2.0||||||
254632669|NCT02659943|33299903|59581608|OG001|< Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|2|2.0||||||
254632670|NCT02659943|33299903|59581609|OG002|< Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|1|1.0||||||
254632671|NCT02659943|33299903|59581610|OG003|< Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|3|3.0||||||
254632672|NCT02659943|33299903|59581611|OG004|< Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|2|2.0||||||
254632673|NCT02659943|33299903|59581612|OG005|< Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|6|6.0||||||
254632674|NCT02659943|33299903|59581607|OG000|Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632675|NCT02659943|33299903|59581608|OG001|Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632676|NCT02659943|33299903|59581609|OG002|Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632677|NCT02659943|33299903|59581610|OG003|Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|1|1.0||||||
254632678|NCT02659943|33299903|59581611|OG004|Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632679|NCT02659943|33299903|59581612|OG005|Grade 2||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|2|2.0||||||
254632680|NCT02659943|33299903|59581607|OG000|Grade 3||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632681|NCT02659943|33299903|59581608|OG001|Grade 3||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632682|NCT02659943|33299903|59581609|OG002|Grade 3||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632683|NCT02659943|33299903|59581610|OG003|Grade 3||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632684|NCT02659943|33299903|59581611|OG004|Grade 3||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632685|NCT02659943|33299903|59581612|OG005|Grade 3||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632686|NCT02659943|33299903|59581607|OG000|Grade 4||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|1|1.0||||||
254632687|NCT02659943|33299903|59581608|OG001|Grade 4||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632688|NCT02659943|33299903|59581609|OG002|Grade 4||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632689|NCT02659943|33299903|59581610|OG003|Grade 4||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632690|NCT02659943|33299903|59581611|OG004|Grade 4||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632691|NCT02659943|33299903|59581612|OG005|Grade 4||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632692|NCT02659943|33299903|59581607|OG000|Grade 5||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632693|NCT02659943|33299903|59581608|OG001|Grade 5||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632694|NCT02659943|33299903|59581609|OG002|Grade 5||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632695|NCT02659943|33299903|59581610|OG003|Grade 5||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632696|NCT02659943|33299903|59581611|OG004|Grade 5||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632697|NCT02659943|33299903|59581612|OG005|Grade 5||Number of Participants That Had Any Grade 2, 3, 4 and 5 Adverse Events|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Adverse events|Number|0|0.0||||||
254632698|NCT02659943|33299904|59581607|OG000|||Median Peak Chimeric Antigen Receptor (CAR) T Cells Level for Participants Treated|A quantitative polymerase chain reaction (PCR) assay or a flow cytometry assay will be used to quantitate Chimeric Antigen Receptor (CAR) + T cells. The absolute number of CAR+ peripheral blood mononuclear cells (PBMC) will be estimated by multiplying the percentage of CAR+ PBMC determined by PCR by the absolute number of lymphocytes plus monocytes per microliter of blood.|CAR+cell/microliter of blood|Median|42|42.0|Full Range|||31.0|606.0|
254632699|NCT02659943|33299904|59581608|OG001|||Median Peak Chimeric Antigen Receptor (CAR) T Cells Level for Participants Treated|A quantitative polymerase chain reaction (PCR) assay or a flow cytometry assay will be used to quantitate Chimeric Antigen Receptor (CAR) + T cells. The absolute number of CAR+ peripheral blood mononuclear cells (PBMC) will be estimated by multiplying the percentage of CAR+ PBMC determined by PCR by the absolute number of lymphocytes plus monocytes per microliter of blood.|CAR+cell/microliter of blood|Median|6|6.0|Full Range|||1.0|33.0|
