id|nct_id|name|downcase_name
56454718|NCT04049513|Transformed Follicular Lymphoma (TFL)|transformed follicular lymphoma (tfl)
56454719|NCT04049513|Follicular Lymphoma (FL)|follicular lymphoma (fl)
56454720|NCT04049513|Mantle Cell Lymphoma (MCL)|mantle cell lymphoma (mcl)
56454905|NCT03103971|Recurrent Adult Acute Lymphoblastic Leukemia|recurrent adult acute lymphoblastic leukemia
56454906|NCT03103971|Recurrent B-Cell Non-Hodgkin Lymphoma|recurrent b-cell non-hodgkin lymphoma
56454907|NCT03103971|Recurrent Diffuse Large B-Cell Lymphoma|recurrent diffuse large b-cell lymphoma
56454908|NCT03103971|Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma|recurrent primary mediastinal (thymic) large b-cell lymphoma
56454909|NCT03103971|Refractory Adult Acute Lymphoblastic Leukemia|refractory adult acute lymphoblastic leukemia
56454910|NCT03103971|Refractory B-Cell Non-Hodgkin Lymphoma|refractory b-cell non-hodgkin lymphoma
56454911|NCT03103971|Refractory Diffuse Large B-Cell Lymphoma|refractory diffuse large b-cell lymphoma
56454912|NCT03103971|Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma|refractory primary mediastinal (thymic) large b-cell lymphoma
56454913|NCT03103971|Recurrent Transformed Non-Hodgkin Lymphoma|recurrent transformed non-hodgkin lymphoma
56454914|NCT03103971|Recurrent High Grade B-Cell Lymphoma With MYC, BCL2, and BCL6 Rearrangements|recurrent high grade b-cell lymphoma with myc, bcl2, and bcl6 rearrangements
56454915|NCT03103971|Refractory High Grade B-Cell Lymphoma With MYC, BCL2, and BCL6 Rearrangements|refractory high grade b-cell lymphoma with myc, bcl2, and bcl6 rearrangements
56454916|NCT03103971|Recurrent B Acute Lymphoblastic Leukemia|recurrent b acute lymphoblastic leukemia
56454917|NCT03103971|Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|recurrent diffuse large b-cell lymphoma, not otherwise specified
56454918|NCT03103971|Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements|recurrent high grade b-cell lymphoma with myc and bcl2 or bcl6 rearrangements
56454919|NCT03103971|Refractory B Acute Lymphoblastic Leukemia|refractory b acute lymphoblastic leukemia
56454920|NCT03103971|Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|refractory diffuse large b-cell lymphoma, not otherwise specified
56454921|NCT03103971|Refractory High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements|refractory high grade b-cell lymphoma with myc and bcl2 or bcl6 rearrangements
56458098|NCT05483491|Gastric Cancer|gastric cancer
56458099|NCT05483491|Breast Cancer|breast cancer
56458100|NCT05483491|Cervical Cancer|cervical cancer
56458101|NCT05483491|Lung Cancer|lung cancer
56144584|NCT05225831|CD19+ and CD 22+ B-ALL|cd19+ and cd 22+ b-all
56145631|NCT05393986|Gastric Adenocarcinoma|gastric adenocarcinoma
56145633|NCT05393986|Gastroesophageal Junction Adenocarcinoma|gastroesophageal junction adenocarcinoma
56146200|NCT05458297|Chronic Lymphocytic Leukemia|chronic lymphocytic leukemia
56146201|NCT05458297|Mantle Cell Lymphoma|mantle cell lymphoma
56146202|NCT05458297|Follicular Lymphoma|follicular lymphoma
56146203|NCT05458297|Richter Transformation Lymphoma|richter transformation lymphoma
56146245|NCT05377827|T-Cell Non-Hodgkin Lymphoma|t-cell non-hodgkin lymphoma
56146246|NCT05377827|Acute Myeloid Leukemia|acute myeloid leukemia
56146247|NCT05377827|Angioimmunoblastic T-cell Lymphoma|angioimmunoblastic t-cell lymphoma
56146248|NCT05377827|Enteropathy-Associated T-Cell Lymphoma|enteropathy-associated t-cell lymphoma
56146249|NCT05377827|Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma|monomorphic epitheliotropic intestinal t-cell lymphoma
56146250|NCT05377827|Peripheral T Cell Lymphoma|peripheral t cell lymphoma
56146251|NCT05377827|Anaplastic Large Cell Lymphoma|anaplastic large cell lymphoma
56146252|NCT05377827|Adult T Cell Leukemia|adult t cell leukemia
56146253|NCT05377827|Adult T Cell Lymphoma|adult t cell lymphoma
56146254|NCT05377827|T Cell Prolymphocytic Leukemia|t cell prolymphocytic leukemia
56146255|NCT05377827|Extranodal NK/T-cell Lymphoma|extranodal nk/t-cell lymphoma
56146256|NCT05377827|Transformed Mycosis Fungoides|transformed mycosis fungoides
56146257|NCT05377827|Sezary Syndrome|sezary syndrome
56146258|NCT05377827|Primary Cutaneous Gamma-Delta T-Cell Lymphoma|primary cutaneous gamma-delta t-cell lymphoma
56146259|NCT05377827|Hepatosplenic T-cell Lymphoma|hepatosplenic t-cell lymphoma
56146265|NCT05353530|Glioblastoma Multiforme|glioblastoma multiforme
56146266|NCT05353530|Glioblastoma|glioblastoma
56146350|NCT05081479|Lymphoma|lymphoma
56146418|NCT04778579|Acute Lymphoid Leukemia|acute lymphoid leukemia
56146614|NCT04404660|Relapsed or Refractory B Cell Acute Lymphoblastic Leukemia|relapsed or refractory b cell acute lymphoblastic leukemia
56146984|NCT03144583|Leukemia|leukemia
56146985|NCT03144583|Lymphoma|lymphoma
56147560|NCT04696432|Non-Hodgkin's B-cell Lymphoma|non-hodgkin's b-cell lymphoma
56147578|NCT04648046|HIV Infections|hiv infections
56147622|NCT04557436|B Acute Lymphoblastic Leukemia|b acute lymphoblastic leukemia
56147641|NCT04510051|Malignant Brain Neoplasm|malignant brain neoplasm
56147642|NCT04510051|Recurrent Malignant Brain Neoplasm|recurrent malignant brain neoplasm
56147643|NCT04510051|Refractory Malignant Brain Neoplasm|refractory malignant brain neoplasm
56149227|NCT03502577|Recurrent Plasma Cell Myeloma|recurrent plasma cell myeloma
56149228|NCT03502577|Refractory Plasma Cell Myeloma|refractory plasma cell myeloma
56149912|NCT04014881|CD123+ Acute Myeloid Leukemia|cd123+ acute myeloid leukemia
56151665|NCT05350787|B-ALL|b-all
56152156|NCT04008251|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56152157|NCT04008251|B Cell Lymphoma|b cell lymphoma
56152219|NCT04011293|Relapsed or Refractory Hematological Malignancies|relapsed or refractory hematological malignancies
56155289|NCT03980691|HIV/AIDS|hiv/aids
56159126|NCT03980288|Advanced Hepatocellular Carcinoma|advanced hepatocellular carcinoma
56161264|NCT05371132|Metastatic Malignant Solid Neoplasm|metastatic malignant solid neoplasm
56161265|NCT05371132|Lymphoma|lymphoma
56161959|NCT03931720|Malignant Tumor|malignant tumor
56162351|NCT03919240|Acute Lymphoblastic Leukemia With Failed Remission|acute lymphoblastic leukemia with failed remission
56164374|NCT03879382|POMES Syndrome|pomes syndrome
56164375|NCT03879382|Relapsed and Refractory POMES Syndrome|relapsed and refractory pomes syndrome
56009103|NCT04844866|Diffuse Large B-cell Lymphoma|diffuse large b-cell lymphoma
56166547|NCT03796390|Acute Myelocytic Leukemia|acute myelocytic leukemia
56166709|NCT05620732|Advanced Pancreatic Carcinoma|advanced pancreatic carcinoma
56166710|NCT05620732|Advanced Gastric Carcinoma|advanced gastric carcinoma
56166852|NCT05495464|Lymphoma|lymphoma
56166853|NCT05495464|Mantle Cell Lymphoma|mantle cell lymphoma
56167407|NCT03993743|Advanced Hepatocellular Carcinoma|advanced hepatocellular carcinoma
56171884|NCT05631912|Non-hodgkin Lymphoma,B Cell|non-hodgkin lymphoma,b cell
56172119|NCT05397184|Relapsed/Refractory T-cell Acute Lymphoid Leukaemia|relapsed/refractory t-cell acute lymphoid leukaemia
56172296|NCT05169489|Diffuse Large B Cell Lymphoma (DLBCL)|diffuse large b cell lymphoma (dlbcl)
56172643|NCT04539366|Recurrent Neuroblastoma|recurrent neuroblastoma
56172644|NCT04539366|Recurrent Osteosarcoma|recurrent osteosarcoma
56172645|NCT04539366|Refractory Neuroblastoma|refractory neuroblastoma
56172646|NCT04539366|Refractory Osteosarcoma|refractory osteosarcoma
56172695|NCT04404595|Gastric Cancer|gastric cancer
56172696|NCT04404595|Pancreatic Cancer|pancreatic cancer
56172780|NCT04231747|Lymphoma Non-Hodgkin|lymphoma non-hodgkin
56172781|NCT04231747|Agressive Lymphoma|agressive lymphoma
56172782|NCT04231747|Diffuse-large B-cell Lymphoma (DLBCL)|diffuse-large b-cell lymphoma (dlbcl)
56173358|NCT02414269|Malignant Pleural Disease|malignant pleural disease
56173359|NCT02414269|Mesothelioma|mesothelioma
56173360|NCT02414269|Metastases|metastases
56173361|NCT02414269|Lung Cancer|lung cancer
56173362|NCT02414269|Breast Cancer|breast cancer
56173380|NCT02208362|Recurrent Glioblastoma|recurrent glioblastoma
56173381|NCT02208362|Recurrent Malignant Glioma|recurrent malignant glioma
56173382|NCT02208362|Recurrent WHO Grade II Glioma|recurrent who grade ii glioma
56173383|NCT02208362|Recurrent WHO Grade III Glioma|recurrent who grade iii glioma
56173384|NCT02208362|Refractory Glioblastoma|refractory glioblastoma
56173385|NCT02208362|Refractory Malignant Glioma|refractory malignant glioma
56173386|NCT02208362|Refractory WHO Grade II Glioma|refractory who grade ii glioma
56173387|NCT02208362|Refractory WHO Grade III Glioma|refractory who grade iii glioma
56173706|NCT03870945|B-cell Non Hodgkin Lymphoma|b-cell non hodgkin lymphoma
56174084|NCT03720496|Non-hodgkin Lymphoma,B Cell|non-hodgkin lymphoma,b cell
56175189|NCT05099237|Colorectal Cancer|colorectal cancer
56175190|NCT05099237|Lung Cancer|lung cancer
56175191|NCT05099237|Hematological Cancer|hematological cancer
56175192|NCT05099237|CAR T-Cell Therapy|car t-cell therapy
56176429|NCT03943472|Multiple Myeloma|multiple myeloma
56176867|NCT03937544|Relapsed B Acute Lymphoblastic Leukaemia|relapsed b acute lymphoblastic leukaemia
56176868|NCT03937544|Refractory B Acute Lymphoblastic Leukaemia|refractory b acute lymphoblastic leukaemia
56179473|NCT03890198|Gastric Cancer|gastric cancer
56179474|NCT03890198|Pancreatic Ductal Adenocarcinoma|pancreatic ductal adenocarcinoma
56179510|NCT03881774|Relapsed|relapsed
56179511|NCT03881774|B Cell Lymphoma|b cell lymphoma
56179512|NCT03881774|B Cell Leukemia|b cell leukemia
56180862|NCT03448978|Multiple Myeloma|multiple myeloma
56181655|NCT05170568|CD7-positive Relapsed/Refractory Lymphoid Hematologic Malignancies|cd7-positive relapsed/refractory lymphoid hematologic malignancies
56182726|NCT05239702|Crohn Disease|crohn disease
56182727|NCT05239702|Ulcerative Colitis|ulcerative colitis
56182728|NCT05239702|Dermatomyositis|dermatomyositis
56182729|NCT05239702|Still Disease|still disease
56182730|NCT05239702|Autoimmune Diseases|autoimmune diseases
56183582|NCT05620706|Advanced Hepatocellular Carcinoma|advanced hepatocellular carcinoma
56184038|NCT03778346|RRMM|rrmm
56188544|NCT05359211|Recurrent Diffuse Large B-Cell Lymphoma|recurrent diffuse large b-cell lymphoma
56188545|NCT05359211|Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|recurrent diffuse large b-cell lymphoma, not otherwise specified
56188546|NCT05359211|Recurrent Grade 3b Follicular Lymphoma|recurrent grade 3b follicular lymphoma
56188547|NCT05359211|Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma|recurrent primary mediastinal (thymic) large b-cell lymphoma
56188548|NCT05359211|Refractory Diffuse Large B-Cell Lymphoma|refractory diffuse large b-cell lymphoma
56188549|NCT05359211|Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|refractory diffuse large b-cell lymphoma, not otherwise specified
56188550|NCT05359211|Refractory Grade 3b Follicular Lymphoma|refractory grade 3b follicular lymphoma
56188551|NCT05359211|Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma|refractory primary mediastinal (thymic) large b-cell lymphoma
56188552|NCT05359211|Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma|transformed indolent b-cell non-hodgkin lymphoma to diffuse large b-cell lymphoma
56188936|NCT04889716|Large B-cell Lymphoma|large b-cell lymphoma
56188937|NCT04889716|DLBCL - Diffuse Large B Cell Lymphoma|dlbcl - diffuse large b cell lymphoma
56189281|NCT04422912|Mucosal -Dominant Pemphigus Vulgaris|mucosal -dominant pemphigus vulgaris
56189784|NCT03277729|Recurrent B-Cell Non-Hodgkin Lymphoma|recurrent b-cell non-hodgkin lymphoma
56189785|NCT03277729|Recurrent Chronic Lymphocytic Leukemia|recurrent chronic lymphocytic leukemia
56189786|NCT03277729|Recurrent Diffuse Large B-Cell Lymphoma|recurrent diffuse large b-cell lymphoma
56189787|NCT03277729|Recurrent Follicular Lymphoma|recurrent follicular lymphoma
56189788|NCT03277729|Recurrent Lymphoplasmacytic Lymphoma|recurrent lymphoplasmacytic lymphoma
56189789|NCT03277729|Recurrent Mantle Cell Lymphoma|recurrent mantle cell lymphoma
56189790|NCT03277729|Recurrent Marginal Zone Lymphoma|recurrent marginal zone lymphoma
56189791|NCT03277729|Refractory B-Cell Non-Hodgkin Lymphoma|refractory b-cell non-hodgkin lymphoma
56189792|NCT03277729|Refractory Diffuse Large B-Cell Lymphoma|refractory diffuse large b-cell lymphoma
56189793|NCT03277729|Refractory Follicular Lymphoma|refractory follicular lymphoma
56189794|NCT03277729|Refractory Lymphoplasmacytic Lymphoma|refractory lymphoplasmacytic lymphoma
56189795|NCT03277729|Refractory Mantle Cell Lymphoma|refractory mantle cell lymphoma
56189796|NCT03277729|Refractory Transformed Non-Hodgkin Lymphoma|refractory transformed non-hodgkin lymphoma
56189797|NCT03277729|Recurrent Transformed B-Cell Non-Hodgkin Lymphoma|recurrent transformed b-cell non-hodgkin lymphoma
56189798|NCT03277729|Recurrent Transformed Chronic Lymphocytic Leukemia|recurrent transformed chronic lymphocytic leukemia
56189799|NCT03277729|Refractory Marginal Zone Lymphoma|refractory marginal zone lymphoma
56189800|NCT03277729|Refractory Transformed B-Cell Non-Hodgkin Lymphoma|refractory transformed b-cell non-hodgkin lymphoma
56189801|NCT03277729|Refractory Transformed Chronic Lymphocytic Leukemia|refractory transformed chronic lymphocytic leukemia
56189802|NCT03277729|Recurrent Small Lymphocytic Lymphoma|recurrent small lymphocytic lymphoma
56189803|NCT03277729|Refractory Chronic Lymphocytic Leukemia|refractory chronic lymphocytic leukemia
56189804|NCT03277729|Refractory Small Lymphocytic Lymphoma|refractory small lymphocytic lymphoma
56189805|NCT03277729|Recurrent Central Nervous System Lymphoma|recurrent central nervous system lymphoma
56189806|NCT03277729|Refractory Central Nervous System Lymphoma|refractory central nervous system lymphoma
56190508|NCT05352828|Classical Hodgkin Lymphoma|classical hodgkin lymphoma
56190509|NCT05352828|Hodgkin Disease Refractory|hodgkin disease refractory
56190510|NCT05352828|Hodgkin Disease Recurrent|hodgkin disease recurrent
56190645|NCT04817774|Kidney Transplant Rejection|kidney transplant rejection
56190646|NCT04817774|End Stage Renal Disease|end stage renal disease
56190688|NCT04690595|Relapsed or Refractory B-cell Acute Lymphoblastic Leukemia|relapsed or refractory b-cell acute lymphoblastic leukemia
56191092|NCT05632380|Multiple Myeloma|multiple myeloma
56191576|NCT03912480|Type1diabetes|type1diabetes
56191670|NCT03910842|Non-Hodgkin Lymphoma of Intestine|non-hodgkin lymphoma of intestine
56191671|NCT03910842|Leukemia|leukemia
56191730|NCT05571540|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56191731|NCT05571540|B-ALL|b-all
56192924|NCT04155749|Relapsed and Refractory Multiple Myeloma|relapsed and refractory multiple myeloma
56194877|NCT03690011|T-cell Acute Lymphoblastic Lymphoma|t-cell acute lymphoblastic lymphoma
56194878|NCT03690011|T-non-Hodgkin Lymphoma|t-non-hodgkin lymphoma
56194980|NCT02431988|Diffuse Large B-Cell Lymphoma|diffuse large b-cell lymphoma
56195657|NCT05666700|Extramedullary Myeloma|extramedullary myeloma
56195897|NCT03854994|B Cell Lymphoma|b cell lymphoma
56195898|NCT03854994|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56196407|NCT03631576|Relapsed/Refractory AML|relapsed/refractory aml
56197804|NCT05404048|Large B-cell Lymphoma|large b-cell lymphoma
56199315|NCT03754764|Relapsed B-cell Acute Lymphoblastic Leukemia After CD19 CAR-T ACI|relapsed b-cell acute lymphoblastic leukemia after cd19 car-t aci
56201885|NCT04288726|Extranodal Natural Killer/T-Cell Lymphoma, Nasal Type|extranodal natural killer/t-cell lymphoma, nasal type
56201886|NCT04288726|Classical Hodgkin Lymphoma|classical hodgkin lymphoma
56202181|NCT03685786|Leukemia, Lymphocytic, Acute, B-Cell|leukemia, lymphocytic, acute, b-cell
56202182|NCT03685786|Leukemia, Lymphocytic, Chronic, B-Cell|leukemia, lymphocytic, chronic, b-cell
56202183|NCT03685786|Lymphoma, B-Cell|lymphoma, b-cell
56203526|NCT05318963|B-cell Lymphoma Recurrent|b-cell lymphoma recurrent
56203527|NCT05318963|B-cell Lymphoma Refractory|b-cell lymphoma refractory
56205359|NCT03932565|Nectin4-positive Advanced Malignant Solid Tumor|nectin4-positive advanced malignant solid tumor
56205849|NCT03642496|B-Cell Malignancies|b-cell malignancies
56207118|NCT03574168|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56207685|NCT03907527|Platinum-Resistant Fallopian Tube Carcinoma|platinum-resistant fallopian tube carcinoma
56207686|NCT03907527|Platinum-Resistant Ovarian Carcinoma|platinum-resistant ovarian carcinoma
56207687|NCT03907527|Platinum-Resistant Primary Peritoneal Carcinoma|platinum-resistant primary peritoneal carcinoma
56207688|NCT03907527|Recurrent Fallopian Tube Carcinoma|recurrent fallopian tube carcinoma
56207689|NCT03907527|Recurrent Ovarian Carcinoma|recurrent ovarian carcinoma
56207690|NCT03907527|Recurrent Primary Peritoneal Carcinoma|recurrent primary peritoneal carcinoma
56207691|NCT03907527|Refractory Fallopian Tube Carcinoma|refractory fallopian tube carcinoma
56207692|NCT03907527|Refractory Ovarian Carcinoma|refractory ovarian carcinoma
56207693|NCT03907527|Refractory Primary Peritoneal Carcinoma|refractory primary peritoneal carcinoma
56207694|NCT03907527|Stage III Fallopian Tube Cancer AJCC v8|stage iii fallopian tube cancer ajcc v8
56207695|NCT03907527|Stage III Ovarian Cancer AJCC v8|stage iii ovarian cancer ajcc v8
56207696|NCT03907527|Stage III Primary Peritoneal Cancer AJCC v8|stage iii primary peritoneal cancer ajcc v8
56207697|NCT03907527|Stage IIIA Fallopian Tube Cancer AJCC v8|stage iiia fallopian tube cancer ajcc v8
56207698|NCT03907527|Stage IIIA Ovarian Cancer AJCC v8|stage iiia ovarian cancer ajcc v8
56207699|NCT03907527|Stage IIIA Primary Peritoneal Cancer AJCC v8|stage iiia primary peritoneal cancer ajcc v8
56207700|NCT03907527|Stage IIIA1 Fallopian Tube Cancer AJCC v8|stage iiia1 fallopian tube cancer ajcc v8
56207701|NCT03907527|Stage IIIA1 Ovarian Cancer AJCC v8|stage iiia1 ovarian cancer ajcc v8
56207702|NCT03907527|Stage IIIA2 Fallopian Tube Cancer AJCC v8|stage iiia2 fallopian tube cancer ajcc v8
56207703|NCT03907527|Stage IIIA2 Ovarian Cancer AJCC v8|stage iiia2 ovarian cancer ajcc v8
56207704|NCT03907527|Stage IIIB Fallopian Tube Cancer AJCC v8|stage iiib fallopian tube cancer ajcc v8
56207705|NCT03907527|Stage IIIB Ovarian Cancer AJCC v8|stage iiib ovarian cancer ajcc v8
56207706|NCT03907527|Stage IIIB Primary Peritoneal Cancer AJCC v8|stage iiib primary peritoneal cancer ajcc v8
56207707|NCT03907527|Stage IIIC Fallopian Tube Cancer AJCC v8|stage iiic fallopian tube cancer ajcc v8
56207708|NCT03907527|Stage IIIC Ovarian Cancer AJCC v8|stage iiic ovarian cancer ajcc v8
56207709|NCT03907527|Stage IIIC Primary Peritoneal Cancer AJCC v8|stage iiic primary peritoneal cancer ajcc v8
56207710|NCT03907527|Stage IV Fallopian Tube Cancer AJCC v8|stage iv fallopian tube cancer ajcc v8
56207711|NCT03907527|Stage IV Ovarian Cancer AJCC v8|stage iv ovarian cancer ajcc v8
56207712|NCT03907527|Stage IV Primary Peritoneal Cancer AJCC v8|stage iv primary peritoneal cancer ajcc v8
56207713|NCT03907527|Stage IVA Fallopian Tube Cancer AJCC v8|stage iva fallopian tube cancer ajcc v8
56207714|NCT03907527|Stage IVA Ovarian Cancer AJCC v8|stage iva ovarian cancer ajcc v8
56207715|NCT03907527|Stage IVA Primary Peritoneal Cancer AJCC v8|stage iva primary peritoneal cancer ajcc v8
56207716|NCT03907527|Stage IVB Fallopian Tube Cancer AJCC v8|stage ivb fallopian tube cancer ajcc v8
56207717|NCT03907527|Stage IVB Ovarian Cancer AJCC v8|stage ivb ovarian cancer ajcc v8
56207718|NCT03907527|Stage IVB Primary Peritoneal Cancer AJCC v8|stage ivb primary peritoneal cancer ajcc v8
56208068|NCT03893019|Melanoma (Skin)|melanoma (skin)
56208243|NCT03338972|Recurrent Plasma Cell Myeloma|recurrent plasma cell myeloma
56208244|NCT03338972|Refractory Plasma Cell Myeloma|refractory plasma cell myeloma
56208483|NCT03884751|Hepatocellular Carcinoma|hepatocellular carcinoma
56209098|NCT03563326|Neoplasm, Stomach|neoplasm, stomach
56209099|NCT03563326|Metastases, Neoplasm|metastases, neoplasm
56209100|NCT03563326|Neoplasm Seeding|neoplasm seeding
56210716|NCT05103631|Liver Cell Carcinoma|liver cell carcinoma
56210717|NCT05103631|Solid Tumor|solid tumor
56210718|NCT05103631|Wilms Tumor|wilms tumor
56210719|NCT05103631|Malignant Rhabdoid Tumor|malignant rhabdoid tumor
56210720|NCT05103631|Yolk Sac Tumor|yolk sac tumor
56210721|NCT05103631|Rhabdomyosarcoma|rhabdomyosarcoma
56210722|NCT05103631|Liposarcoma|liposarcoma
56210723|NCT05103631|Embryonal Sarcoma of the Liver|embryonal sarcoma of the liver
56210724|NCT05094206|B-cell Non Hodgkin Lymphoma|b-cell non hodgkin lymphoma
56210725|NCT05094206|B-cell Chronic Lymphocytic Leukemia|b-cell chronic lymphocytic leukemia
56210897|NCT04633148|Prostate Cancer|prostate cancer
56210935|NCT04464200|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
56210936|NCT04464200|Primary Mediastinal Large B Cell Lymphoma|primary mediastinal large b cell lymphoma
56210937|NCT04464200|Transformed Follicular Lymphoma to Diffuse Large B Cell Lymphoma|transformed follicular lymphoma to diffuse large b cell lymphoma
56210938|NCT04464200|Chronic Lymphocytic Leukemia|chronic lymphocytic leukemia
56210939|NCT04464200|Indolent Non-Hodgkin Lymphoma|indolent non-hodgkin lymphoma
56210940|NCT04464200|Marginal Zone Lymphoma|marginal zone lymphoma
56210941|NCT04464200|Waldenstrom Macroglobulinemia|waldenstrom macroglobulinemia
56210942|NCT04464200|Burkitt's Lymphoma|burkitt's lymphoma
56210943|NCT04464200|Primary CNS Lymphoma|primary cns lymphoma
56210945|NCT04442022|Relapsed/Refractory Diffuse Large B-cell Lymphoma|relapsed/refractory diffuse large b-cell lymphoma
56210985|NCT04196491|Multiple Myeloma|multiple myeloma
56211164|NCT03448393|Acute Lymphoid Leukemia|acute lymphoid leukemia
56211165|NCT03448393|B-Cell Leukemia|b-cell leukemia
56211166|NCT03448393|Leukemia, Lymphocytic, B Cell|leukemia, lymphocytic, b cell
56211167|NCT03448393|B-Cell Lymphoma|b-cell lymphoma
56211168|NCT03448393|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin
56212236|NCT03287804|Multiple Myeloma|multiple myeloma
56213813|NCT03767751|Multiple Myeloma|multiple myeloma
56214356|NCT03751293|Relapsed or Refractory Multiple Myeloma|relapsed or refractory multiple myeloma
56215143|NCT04077866|Recurrent Glioblastoma|recurrent glioblastoma
56215144|NCT04077866|Refractory Glioblastoma|refractory glioblastoma
56215957|NCT05268172|Pleural Effusion, Malignant|pleural effusion, malignant
56218311|NCT02186860|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56219291|NCT02259556|Hodgkin's Lymphoma|hodgkin's lymphoma
56219292|NCT02259556|Non-Hodgkin's Lymphoma|non-hodgkin's lymphoma
56219891|NCT05239676|Lymphoma|lymphoma
56220978|NCT01109095|Glioblastoma Multiforme (GBM)|glioblastoma multiforme (gbm)
56221802|NCT05371093|Relapsed/Refractory Follicular Lymphoma|relapsed/refractory follicular lymphoma
56221804|NCT05364424|Diffuse Large B-Cell Lymphoma (DLBCL)|diffuse large b-cell lymphoma (dlbcl)
56221984|NCT04989803|Relapsed and/or Refractory B-cell Lymphoma|relapsed and/or refractory b-cell lymphoma
56222020|NCT04897321|Pediatric Solid Tumor|pediatric solid tumor
56222021|NCT04897321|Osteosarcoma|osteosarcoma
56222022|NCT04897321|Rhabdomyosarcoma|rhabdomyosarcoma
56222023|NCT04897321|Neuroblastoma|neuroblastoma
56222024|NCT04897321|Ewing Sarcoma|ewing sarcoma
56222025|NCT04897321|Wilms Tumor|wilms tumor
56222026|NCT04897321|Adrenocortical Cancer|adrenocortical cancer
56222027|NCT04897321|Desmoplastic Small Round Cell Tumor|desmoplastic small round cell tumor
56222028|NCT04897321|Germ Cell Cancer|germ cell cancer
56222029|NCT04897321|Rhabdoid Tumor|rhabdoid tumor
56222030|NCT04897321|Clear Cell Sarcoma|clear cell sarcoma
56222031|NCT04897321|Hepatoblastoma|hepatoblastoma
56222033|NCT04897321|Carcinoma|carcinoma
56222034|NCT04897321|Malignant Peripheral Nerve Sheath Tumors|malignant peripheral nerve sheath tumors
56222035|NCT04897321|Soft Tissue Sarcoma|soft tissue sarcoma
56222297|NCT04196413|Glioma of Spinal Cord|glioma of spinal cord
56222298|NCT04196413|Glioma of Brainstem|glioma of brainstem
56225391|NCT03874897|Advanced Solid Tumor|advanced solid tumor
56225548|NCT03929107|B Cell Lymphoma|b cell lymphoma
56227359|NCT05155189|Hepatocellular Carcinoma|hepatocellular carcinoma
56227525|NCT00924326|Primary Mediastinal B-cell Lymphoma|primary mediastinal b-cell lymphoma
56227526|NCT00924326|Diffuse, Large B-cell Lymphoma|diffuse, large b-cell lymphoma
56227527|NCT00924326|Diffuse Large B-Cell Lymphoma Transformed From Follicular Lymphoma|diffuse large b-cell lymphoma transformed from follicular lymphoma
56228338|NCT03483688|B-cell Non-Hodgkin Lymphoma|b-cell non-hodgkin lymphoma
56228963|NCT03716856|Refractory or Relapsed Multiple Myeloma|refractory or relapsed multiple myeloma
56229015|NCT03902197|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56229507|NCT03881761|B-Cell Lymphoma Stage I|b-cell lymphoma stage i
56229508|NCT03881761|Refractory|refractory
56229509|NCT03881761|Relapsed|relapsed
56230715|NCT03711864|Multiple Myeloma|multiple myeloma
56232468|NCT05470777|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56232898|NCT04257175|Acute Myeloid Leukemia|acute myeloid leukemia
56233035|NCT03931421|Multiple Myeloma|multiple myeloma
56233088|NCT04823091|T-Cell Lymphocytic Leukemia|t-cell lymphocytic leukemia
56233089|NCT04823091|T-Cell Chronic Lymphocytic Leukemia|t-cell chronic lymphocytic leukemia
56233090|NCT04823091|T Cell Non-Hodgkin Lymphoma|t cell non-hodgkin lymphoma
56233825|NCT03814447|Ovarian Cancer|ovarian cancer
56233871|NCT05164042|Relapse Leukemia|relapse leukemia
56233872|NCT05164042|Refractory Leukemia|refractory leukemia
56234140|NCT03815383|Relapsed or Refractory Multiple Myeloma|relapsed or refractory multiple myeloma
56235611|NCT03790891|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
56236001|NCT05438368|Cancer Disease|cancer disease
56236027|NCT05234190|Rejection; Transplant, Liver|rejection; transplant, liver
56236028|NCT05234190|Liver Failure|liver failure
56236029|NCT05234190|Liver Diseases|liver diseases
