id|nct_id|id_source|id_value|id_type|id_type_description|id_link
43201799|NCT02208362|org_study_id|13384|||
43201800|NCT02208362|secondary_id|NCI-2014-01488|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43201801|NCT02208362|secondary_id|13384|Other Identifier|City of Hope Medical Center|
43201802|NCT02208362|secondary_id|P30CA033572|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA033572
43201803|NCT02208362|secondary_id|R01FD005129|U.S. FDA Grant/Contract||https://reporter.nih.gov/quickSearch/R01FD005129
43320114|NCT04768608|org_study_id|2020-CAR-00CH2|||
43320144|NCT04652219|org_study_id|ICT-GC|||
43202028|NCT03870945|org_study_id|M-2018-331|||
43320257|NCT03618381|org_study_id|STRIvE-01|||
42874600|NCT04827745|org_study_id|2099GCCC|||
43099690|NCT02729493|org_study_id|ACCO-2015-06-03|||
43202439|NCT03720496|org_study_id|T2018-8|||
43099895|NCT02725125|org_study_id|ACCO-2015-06-04|||
42874775|NCT02445222|org_study_id|CCTL019A2205B|||
42874776|NCT02445222|secondary_id|2014-001673-14|EudraCT Number||
42874847|NCT02976857|org_study_id|CBMG2016002|||
42874990|NCT04003649|org_study_id|18251|||
42874991|NCT04003649|secondary_id|NCI-2018-02764|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42874992|NCT04003649|secondary_id|18251|Other Identifier|City of Hope Medical Center|
42874993|NCT04003649|secondary_id|R01CA236500|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/R01CA236500
43100275|NCT02710149|org_study_id|TMMU-BTC-003|||
42875095|NCT02975687|org_study_id|XH-CD19CART-001|||
42875096|NCT02975687|secondary_id|HY001001|Other Identifier|Juventas Cell Therapy Ltd.|
43100507|NCT03500991|org_study_id|BrainChild-01|||
43100992|NCT04107142|org_study_id|CTM-N2D|||
43101367|NCT02917083|org_study_id|H-37966, RELY-30|||
43101368|NCT02917083|secondary_id|RELY-30|Other Identifier|Center for Cell and Gene Therapy|
43320779|NCT04545762|org_study_id|19703|||
43320780|NCT04545762|secondary_id|NCI-2020-06711|Registry Identifier|NCI Clinical Trials Reporting Program (CTRP)|
43320805|NCT04419909|org_study_id|UPCC 40419|||
43320806|NCT04419909|secondary_id|834286|Other Identifier|University of Pennsylvania Institutional Review Board|
43101570|NCT04303247|org_study_id|dual CD19/CD22 CAR-T|||
43203349|NCT05099237|org_study_id|B01227|||
42875735|NCT03430011|org_study_id|H125001|||
43102335|NCT04295018|org_study_id|0203-007|||
43102336|NCT04295096|org_study_id|BM2L201909|||
43102430|NCT02575261|org_study_id|CAR-T for malignant glioma|||
43321324|NCT02850536|org_study_id|350-74|||
43103000|NCT03483103|org_study_id|017006|||
43204303|NCT03943472|org_study_id|anti-BCMA CART|||
43103226|NCT04093648|org_study_id|H-43874 TEGAR|||
43204655|NCT03937544|org_study_id|JEP-2019-003|||
43204656|NCT03937544|secondary_id|FF-2019-138|Other Identifier|UKM Medical Centre|
43104783|NCT05451212|org_study_id|CAB-MuSK-101|||
43104911|NCT05077527|org_study_id|AMC-112|||
43104912|NCT05077527|secondary_id|NCI-2021-02771|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43104913|NCT05077527|secondary_id|AMC-112|Other Identifier|AIDS Malignancy Consortium|
43104914|NCT05077527|secondary_id|AMC-112|Other Identifier|CTEP|
43104915|NCT05077527|secondary_id|UM1CA121947|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/UM1CA121947
43105107|NCT04340154|org_study_id|BR-1922-C|||
42877227|NCT04740203|org_study_id|CD19-005|||
43105240|NCT03635632|org_study_id|H-42207 GAIL-N|||
42877332|NCT00586391|org_study_id|19384-CRETI-NH|||
42877333|NCT00586391|nct_alias|NCT00608270|||
42877521|NCT05445011|org_study_id|Anti-FLT3 CAR-T Cell|||
43105765|NCT04283006|org_study_id|CD20/CD22-ZhejiangU|||
42878004|NCT05326243|org_study_id|PL001-NHL-201|||
42878661|NCT03019055|org_study_id|PRO00028724|||
43360184|NCT05016063|org_study_id|Dual CD33-CLL1 CAR-T cells|||
43206566|NCT03890198|org_study_id|MO-GPC01|||
43206590|NCT03881774|org_study_id|HenanCH CART 2-4|||
43108271|NCT03744676|org_study_id|017007|||
43323080|NCT05117138|org_study_id|MHSW016|||
43108392|NCT04162353|org_study_id|ICG185-001|||
43108427|NCT04162119|org_study_id|HNYY-XYK-01|||
43108634|NCT04156269|org_study_id|ICG182-001|||
43323151|NCT03327285|org_study_id|2017PHB033-01|||
43323152|NCT03327285|secondary_id|CBMG-C2017004|Other Identifier|CBMG|
43207600|NCT03448978|org_study_id|241-59-88|||
43208263|NCT05170568|org_study_id|PG-CART-07-001 (1)|||
42880323|NCT05620342|org_study_id|LCCC2115-ATL|||
43323499|NCT03321123|org_study_id|SCMC CART 20170920|||
43110014|NCT03741127|org_study_id|P-BCMA-101-002|||
43110024|NCT03601078|org_study_id|BB2121-MM-002|||
43110025|NCT03601078|secondary_id|U1111-1216-4209|Other Identifier|WHO|
43110026|NCT03601078|secondary_id|2018-000264-28|EudraCT Number||
42880754|NCT05257083|org_study_id|EMN28/68284528MMY3005|||
42880755|NCT05257083|secondary_id|2021-003284-10|EudraCT Number||
43209134|NCT05239702|org_study_id|CD7-002|||
43110466|NCT05286164|org_study_id|0248-21|||
42881003|NCT05032820|org_study_id|BMTCTN1902|||
42881004|NCT05032820|secondary_id|2U10HL069294-11|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/2U10HL069294-11
42881005|NCT05032820|secondary_id|5U24CA076518|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/5U24CA076518
42881039|NCT05000450|org_study_id|ALLO-605-201|||
42881040|NCT05000450|secondary_id|IGNITE Study|Other Identifier|Allogene|
42881175|NCT04855136|org_study_id|BB2121-MM-007|||
42881176|NCT04855136|secondary_id|2020-003248-10|EudraCT Number||
42881211|NCT04792489|org_study_id|M-2018-344|||
42981533|NCT05432401|org_study_id|PG-pCART-TAA05-001|||
43209719|NCT05620706|org_study_id|HEM-ONCO-023|||
43111185|NCT03614858|org_study_id|UnicarTherapy201807|||
43111231|NCT05064787|org_study_id|2021-0543|||
43210050|NCT03778346|org_study_id|SixthAHWenzhouMU|||
42881484|NCT04467853|org_study_id|BM2L201910|||
43111648|NCT04712864|org_study_id|LB1901-TCL-1001|||
42881714|NCT04093596|org_study_id|ALLO-715-101|||
43112641|NCT03617198|org_study_id|831464|||
43324469|NCT02981628|org_study_id|AALL1621|||
43324470|NCT02981628|secondary_id|NCI-2016-01494|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43324471|NCT02981628|secondary_id|AALL1621|Other Identifier|Children's Oncology Group|
43324472|NCT02981628|secondary_id|AALL1621|Other Identifier|CTEP|
43324473|NCT02981628|secondary_id|U10CA180886|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/U10CA180886
43112668|NCT02844062|org_study_id|SBNK-2016-015-01|||
43324593|NCT05334823|org_study_id|PB07|||
43113344|NCT04237428|org_study_id|PG-CART-19-001|||
42882298|NCT02690545|org_study_id|LCCC 1532-ATL|||
43113927|NCT05627323|org_study_id|CHM-1101-001|||
43114077|NCT05117008|org_study_id|PRO00042276|||
43114105|NCT04984356|org_study_id|WU-CART-007 1001|||
43325492|NCT03302403|org_study_id|CGZ001|||
42882942|NCT05577091|org_study_id|TTSW2021-01|||
43213384|NCT05359211|org_study_id|RG1122036|||
43213385|NCT05359211|secondary_id|NCI-2022-02316|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43213386|NCT05359211|secondary_id|10802|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43115366|NCT05168748|org_study_id|CIMJ995A12101|||
43115367|NCT05168748|secondary_id|2021-000677-89|EudraCT Number||
43213635|NCT04889716|org_study_id|UPCC 48420|||
43115808|NCT02772198|org_study_id|SHEBA-15-2076-AT-CTIL|||
43213866|NCT04422912|org_study_id|CAB-101|||
43326731|NCT04935580|org_study_id|GC012F-32|||
43214255|NCT03277729|org_study_id|9738|||
43214256|NCT03277729|secondary_id|NCI-2017-01595|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43214257|NCT03277729|secondary_id|9738|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43214258|NCT03277729|secondary_id|RG9217017|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43328104|NCT03252171|org_study_id|CAR-T for GD2 positive glioma|||
43117332|NCT05659628|org_study_id|Ningbo101|||
43117380|NCT02537977|org_study_id|TJ1537|||
43214795|NCT05352828|org_study_id|TESSCAR003|||
43117454|NCT05379569|org_study_id|SHSYXY-B-ALL|||
43214868|NCT04817774|org_study_id|TX200 KT02|||
43214869|NCT04817774|secondary_id|2019-001730-34|EudraCT Number||
43214891|NCT04690595|org_study_id|PMB-101|||
43117749|NCT05382377|org_study_id|KD-025-XJM|||
43215170|NCT05632380|org_study_id|0203-037|||
43117964|NCT05639972|org_study_id|192104|||
43117965|NCT05639972|secondary_id|Pro2022000437|Other Identifier|Rutgers, The State University of New Jersey|
43117966|NCT05639972|secondary_id|3P30CA072720-22S1|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/3P30CA072720-22S1
43328733|NCT05354375|org_study_id|XYFY2021-KL172-02|||
43329206|NCT04855253|org_study_id|2020LS100|||
43329207|NCT04855253|secondary_id|MT2020-27|Other Identifier|University of Minnesota Masonic Cancer Center|
43329238|NCT04715191|org_study_id|H-49871 CARE|||
43329299|NCT04377932|org_study_id|H-47757 AGAR|||
43329325|NCT04240808|org_study_id|19-2807|||
43329349|NCT04049383|org_study_id|PRO00045861|||
43215508|NCT03912480|org_study_id|KTLC002|||
43329620|NCT03564977|org_study_id|QingdaoCH201805|||
43215573|NCT03910842|org_study_id|T2018-14|||
43215613|NCT05571540|org_study_id|PBC049|||
43329917|NCT03545815|org_study_id|CHN-PLAGH-BT-028|||
42982574|NCT05576181|org_study_id|ThisCART19 FT400-007|||
42883994|NCT05312411|org_study_id|ENLIGHTen-01|||
43331010|NCT03060356|org_study_id|UPCC 11916, 825376|||
42884073|NCT05105152|org_study_id|PLAT-08|||
43216445|NCT04155749|org_study_id|ARC-101|||
43331332|NCT03559439|org_study_id|PTA001|||
43331496|NCT04934774|org_study_id|ICG177-001|||
42982612|NCT05640713|org_study_id|ThisCART19A （FT400-011）|||
42884277|NCT04571138|org_study_id|PLAT-07|||
43119026|NCT05588440|org_study_id|ONCT-808-101|||
42884334|NCT04450069|org_study_id|CBR-sCAR19-3001|||
43332331|NCT04888442|org_study_id|PB02|||
42884606|NCT03684889|org_study_id|PLAT-06|||
42884703|NCT03330691|org_study_id|PLAT-05|||
42884719|NCT03244306|org_study_id|PLAT-04|||
42884728|NCT03186118|org_study_id|PLAT-03|||
42884882|NCT02028455|org_study_id|PLAT-02|||
42884927|NCT01683279|org_study_id|PLAT-01|||
43217741|NCT03690011|org_study_id|H-43761 - CRIMSON NE|||
43217800|NCT02431988|org_study_id|UCL/14/0385|||
43217801|NCT02431988|secondary_id|2015-000348-40|EudraCT Number||
42885076|NCT03994705|org_study_id|DC11A|||
43218258|NCT05666700|org_study_id|21/015|||
42885271|NCT05651100|org_study_id|Kece-4|||
43218455|NCT03854994|org_study_id|201707202|||
43218827|NCT03631576|org_study_id|CART-19-04|||
42885556|NCT05416554|org_study_id|IRB-56813|||
42885557|NCT05416554|secondary_id|CCT5069|Other Identifier|OnCore|
43219707|NCT05404048|org_study_id|202100663|||
43220673|NCT03754764|org_study_id|CHN-PLAGH-BT-038|||
42886312|NCT05616468|org_study_id|BR-BGT-001|||
43120913|NCT05172596|org_study_id|CPHE885B12201|||
43120914|NCT05172596|secondary_id|2021-003747-22|EudraCT Number||
43334019|NCT04412174|org_study_id|PGC011|||
43222538|NCT04288726|org_study_id|H-46862 BESTA|||
43222730|NCT03685786|org_study_id|Weihong Chen06062018|||
43334938|NCT02706405|org_study_id|9457|||
43334939|NCT02706405|secondary_id|NCI-2015-02286|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43334940|NCT02706405|secondary_id|9457|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43334941|NCT02706405|secondary_id|P30CA015704|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA015704
43334942|NCT02706405|secondary_id|R01CA136551|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/R01CA136551
43334943|NCT02706405|secondary_id|RG6616001|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43335052|NCT03179007|org_study_id|H2017-04-P01|||
43335065|NCT02761915|org_study_id|CRUKD/15/001|||
43335066|NCT02761915|secondary_id|2013-004554-17|EudraCT Number||
43223730|NCT05318963|org_study_id|BM2L202102|||
43225210|NCT03932565|org_study_id|Lishui People's Hospital|||
43225596|NCT03642496|org_study_id|XJTU1AF2018LSL-C003|||
43123015|NCT03666000|org_study_id|PBCAR0191-01|||
43226547|NCT03574168|org_study_id|BT-ALL-001-v2|||
43226548|NCT03574168|secondary_id|ChiCTR1800016541|Registry Identifier|Chinese Clinical Trial Registry|
42983853|NCT03960060|org_study_id|CCT301-59-mST01|||
43226953|NCT03907527|org_study_id|RG1004303|||
43227167|NCT03893019|org_study_id|M-2015-307|||
43336460|NCT05626322|org_study_id|C4971003|||
43336461|NCT05626322|secondary_id|2022-50242721-00|Registry Identifier|CTIS|
43227315|NCT03338972|org_study_id|9762|||
43227316|NCT03338972|secondary_id|NCI-2017-01932|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43227317|NCT03338972|secondary_id|9762|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43227318|NCT03338972|secondary_id|RG9217023|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43227319|NCT03338972|secondary_id|P01CA018029|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P01CA018029
43336533|NCT05396885|org_study_id|ARC-112A|||
43227446|NCT03884751|org_study_id|CT011-HCC-01|||
43123809|NCT04185038|org_study_id|BrainChild-03|||
43124008|NCT02723942|org_study_id|CAR-T for GPC3+ HCC|||
43124011|NCT05015972|org_study_id|CTA30X|||
43124030|NCT02715362|org_study_id|GeneChem GPC3-CART|||
43227901|NCT03563326|org_study_id|WCH-GC-CART|||
42888819|NCT02650999|org_study_id|UPCC 46415|||
43337068|NCT02107963|org_study_id|140059|||
43337069|NCT02107963|secondary_id|14-C-0059|||
43124345|NCT02706782|org_study_id|Genechem meso-CART|||
42889035|NCT05436223|org_study_id|HRAIN01-NHL01-Ⅱ|||
43124589|NCT04154709|org_study_id|XYFY2019-KL135-02|||
43124746|NCT05344664|org_study_id|HXYT-I-017|||
43228985|NCT05103631|org_study_id|H-49796 CATCH|||
43228986|NCT05094206|org_study_id|PRO00041528|||
43229093|NCT04633148|org_study_id|UC02-PSMA-01|||
43229094|NCT04633148|secondary_id|2019-004211-32|EudraCT Number||
43229130|NCT04464200|org_study_id|20-167|||
43229132|NCT04442022|org_study_id|XPORT-DLBCL-030|||
43229133|NCT04442022|secondary_id|2020-000605-84|EudraCT Number||
43229170|NCT04196491|org_study_id|BB2121-MM-004|||
43229171|NCT04196491|secondary_id|U1111-1243-5088|Other Identifier|WHO|
43229256|NCT03448393|org_study_id|180059|||
43229257|NCT03448393|secondary_id|18-C-0059|||
42889434|NCT04186520|org_study_id|PRO00037171|||
43230092|NCT03287804|org_study_id|AUTO2-MM1|||
43230093|NCT03287804|secondary_id|2016-003893-42|EudraCT Number||
42889609|NCT05349266|org_study_id|FT400-003|||
42889623|NCT05336383|org_study_id|2021-1139|||
42889624|NCT05336383|secondary_id|NCI-2022-03304|Other Identifier|NCI-CTRP Clinical Trials Reporting Registry|
43338987|NCT02203825|org_study_id|CM-14-001|||
43338988|NCT02203825|secondary_id|5R44HL099217-03|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/5R44HL099217-03
42889702|NCT04337606|org_study_id|CHN-PLAGH-BT-046|||
43231238|NCT03767751|org_study_id|CHN-PLAGH-BT-037|||
42889861|NCT04336501|org_study_id|YMCART20190423|||
43231641|NCT03751293|org_study_id|0203-006|||
43126112|NCT04033302|org_study_id|GIMI-IRB-19005|||
43232267|NCT04077866|org_study_id|SAHZJU-RCT-BP102|||
43232907|NCT05268172|org_study_id|1362566548|||
43126790|NCT04169022|org_study_id|P/2018/402|||
43126804|NCT04186052|org_study_id|PG-CART-BCMA-001|||
43340908|NCT04473937|org_study_id|19-861|||
43341162|NCT04923919|org_study_id|BG-CT-19-005|||
43127399|NCT04184414|org_study_id|PA-P19-001|||
43127456|NCT02813837|org_study_id|SCT019-01|||
43127835|NCT05652920|org_study_id|Ori-C101-P1|||
43127850|NCT04236011|org_study_id|GBF002|||
43128035|NCT02794961|org_study_id|AF-08/04.2|||
43234793|NCT02186860|org_study_id|307-CTC-CAR T|||
43343219|NCT01953900|org_study_id|H-32335 VEGAS|||
43343220|NCT01953900|secondary_id|VEGAS|Other Identifier|CAGT|
43343221|NCT01953900|secondary_id|P01CA094237|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P01CA094237
43343270|NCT03528421|org_study_id|YMCART201705|||
43343525|NCT03927261|org_study_id|PRGN3006-001|||
43344050|NCT04581473|org_study_id|CT041-ST-01|||
43345011|NCT03497533|org_study_id|ChiCTR1800014528|||
43235536|NCT02259556|org_study_id|CHN-PLAGH-BT-011|||
43129813|NCT02765243|org_study_id|2016-EKZX-001|||
43236090|NCT05239676|org_study_id|AUTO-CART-001|||
43346125|NCT02443831|org_study_id|UCL 14/0529|||
43346182|NCT05202782|org_study_id|NU 20H09|||
43346183|NCT05202782|secondary_id|NCI-2021-08866|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43346184|NCT05202782|secondary_id|STU00215064|||
43346185|NCT05202782|secondary_id|NU 20H09|Other Identifier|Northwestern University|
43346186|NCT05202782|secondary_id|P30CA060553|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA060553
43346261|NCT05191472|org_study_id|212530|||
43346262|NCT05191472|secondary_id|NCI-2021-13897|Registry Identifier|NCI Clinical Trials Reporting Program (CTRP)|
43346834|NCT04219163|org_study_id|H-43516-CARMEN|||
43131345|NCT02735291|org_study_id|2015-06-01|||
43347323|NCT05206357|org_study_id|M20-429|||
43347324|NCT05206357|secondary_id|2021-004555-16|EudraCT Number||
43131499|NCT02737085|org_study_id|Southwest Hospital, China|||
43237010|NCT01109095|org_study_id|H-24487 - HERT GBM|||
43347473|NCT04577326|org_study_id|20-328|||
43347678|NCT03792633|org_study_id|831916|||
43347679|NCT03792633|secondary_id|18CT014|Other Identifier|CHOP|
43131990|NCT02721407|org_study_id|CD22CART|||
43237584|NCT05371093|org_study_id|KT-US-473-0133|||
43237585|NCT05371093|secondary_id|2021-003260-28|EudraCT Number||
43237587|NCT05364424|org_study_id|GO43693|||
43132429|NCT05260957|org_study_id|20210828|||
43237716|NCT04989803|org_study_id|KT-US-499-0150|||
43237717|NCT04989803|secondary_id|2020-000562-41|EudraCT Number||
43237754|NCT04897321|org_study_id|3CAR|||
43237905|NCT04196413|org_study_id|IRB-52934|||
43237906|NCT04196413|secondary_id|PEDSCCT6005|Other Identifier|OnCore|
43237907|NCT04196413|secondary_id|NCI-2020-05891|Other Identifier|CTRP|
43132746|NCT04162340|org_study_id|ICG155-001|||
43132904|NCT03999697|org_study_id|PG-CART-22-I-001|||
43133030|NCT05263817|org_study_id|CD19/BCMA-005|||
43133852|NCT02617134|org_study_id|PG-021-002|||
43134217|NCT04156178|org_study_id|ICG133-001|||
43349879|NCT03323944|org_study_id|827644 (UPCC 14217)|||
43350016|NCT04795882|org_study_id|UCL 129642|||
42892876|NCT04816526|org_study_id|DC-08-B|||
43240180|NCT03874897|org_study_id|CT041-CG4006|||
43134882|NCT04151186|org_study_id|CART-TM4SF1/CART-EpCAM-CAN-01|||
43240295|NCT03929107|org_study_id|lymphoma center Q003|||
43135556|NCT02624258|org_study_id|14BT055, 821157|||
43136185|NCT04182581|org_study_id|PGC0008|||
43351475|NCT03497819|org_study_id|YXA-meso19|||
43136503|NCT02672501|org_study_id|Genechem|||
43241600|NCT05155189|org_study_id|0921-028|||
42893657|NCT05531708|org_study_id|2021-IIT-004-E02|||
43241729|NCT00924326|org_study_id|090082|||
43241730|NCT00924326|nct_alias|NCT00862069|||
43241731|NCT00924326|secondary_id|09-C-0082|||
42893688|NCT05513612|org_study_id|2020-IIT-002-E03|||
43137102|NCT02644655|org_study_id|EHBHKY2015-02-007|||
43242280|NCT03483688|org_study_id|CBMG-C2017007|||
43137498|NCT04160195|org_study_id|200008|||
43137499|NCT04160195|secondary_id|20-C-0008|||
43242750|NCT03716856|org_study_id|CG6003|||
43242786|NCT03902197|org_study_id|CD19hsCAR20190401|||
43352555|NCT01865617|org_study_id|2639.00|||
43352556|NCT01865617|secondary_id|NCI-2013-00073|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43352557|NCT01865617|secondary_id|2639|||
43352558|NCT01865617|secondary_id|RG9213011|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43352559|NCT01865617|secondary_id|P50CA107399|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P50CA107399
43352560|NCT01865617|secondary_id|R01CA136551|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/R01CA136551
43243146|NCT03881761|org_study_id|HenanCH CART 2-3|||
42985684|NCT01818323|org_study_id|2012-001654-25|||
43137944|NCT05096234|org_study_id|IRB-56655|||
43137945|NCT05096234|secondary_id|CCT5038|Other Identifier|OnCore|
43352891|NCT05320081|org_study_id|MA-ML-Ⅱ-001|||
43352960|NCT04938115|org_study_id|CD7+ mixed lineage leukemia|||
43353177|NCT03593109|org_study_id|Legend-CART-201803-Ⅱ|||
43138556|NCT04153799|org_study_id|B2019-136-01|||
43244116|NCT03711864|org_study_id|YMCART201804|||
43353492|NCT04928105|org_study_id|Senl-T7 CART for CD7+ lymphoma|||
43139063|NCT05574114|org_study_id|22-217|||
43139073|NCT05535855|org_study_id|22-0054.cc|||
43139176|NCT05010564|org_study_id|H-49235 TRICAR-ALL|||
43139260|NCT04555551|org_study_id|18-367|||
43245495|NCT05470777|org_study_id|SZCART02|||
43245802|NCT04257175|org_study_id|6482-19-SMC|||
43245915|NCT03931421|org_study_id|lymphoma center Q004|||
43245945|NCT04823091|org_study_id|CAR7-T-cells|||
43246480|NCT03814447|org_study_id|MESO-CART|||
43246500|NCT05164042|org_study_id|HEM-ONCO-007|||
43246673|NCT03815383|org_study_id|0203-008|||
43354706|NCT04412889|org_study_id|PGC010|||
43354754|NCT04447573|org_study_id|BCMA CAR-T|||
43140331|NCT05298995|org_study_id|GD2CAR02|||
43355123|NCT03904069|org_study_id|20180091|||
43247506|NCT05176275|org_study_id|FirstSoochoowU|||
43355190|NCT04506983|org_study_id|HXYT-009|||
43247659|NCT03790891|org_study_id|2018-127|||
43355327|NCT03380039|org_study_id|XH-17-018|||
43247911|NCT05438368|org_study_id|GIMI-IRB-22005|||
43247930|NCT05234190|org_study_id|QEL-001-CLN-01|||
43247931|NCT05234190|secondary_id|2021-001379-18|EudraCT Number||
43355605|NCT03383965|org_study_id|CD30-targeting CAR-T|||
43248197|NCT03706326|org_study_id|2018-6301|||
43248453|NCT03064269|org_study_id|UnicarTherapy|||
43355941|NCT05127135|org_study_id|ThisCART7|||
43356160|NCT03349255|org_study_id|ETCH17AFPCAR101|||
43249061|NCT04903080|org_study_id|PBTC-059|||
43249215|NCT03767725|org_study_id|Weihong Chen06082018|||
43249296|NCT03916679|org_study_id|MESO-OS|||
43249740|NCT04697290|org_study_id|HXYT-012|||
43250025|NCT03289455|org_study_id|AUTO3-PA1|||
43250026|NCT03289455|secondary_id|2016-004680-39|EudraCT Number||
43250287|NCT05275062|org_study_id|YMCART9201|||
43356654|NCT05430945|org_study_id|BCMA-ZhejiangU|||
43251962|NCT05181501|org_study_id|CT103ACI001|||
43357247|NCT03322735|org_study_id|HenanCH284|||
43252963|NCT03370198|org_study_id|CYAD-N2T-004|||
43253205|NCT03356782|org_study_id|GIMI-IRB-17016|||
43253277|NCT05239689|org_study_id|CD38-001|||
43253494|NCT04503538|org_study_id|IRB00067341|||
43253495|NCT04503538|secondary_id|WFBCCC 99520|Other Identifier|Wake Forest Baptist Comprehensive Cancer Center|
43358030|NCT03312205|org_study_id|daopeicart|||
43358199|NCT05044039|org_study_id|202111018|||
43358200|NCT05044039|secondary_id|5R35CA210084|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/5R35CA210084
43254672|NCT03840317|org_study_id|Senl_1904A & Senl_1904B CAR-T|||
43358643|NCT03281551|org_study_id|PZ01|||
43143542|NCT04094766|org_study_id|XJTU-BLLCAR-L10D|||
43255903|NCT03811457|org_study_id|UCAR019|||
43358772|NCT03356795|org_study_id|GIMI-IRB-17017|||
43256151|NCT05463640|org_study_id|BG-CT-22-002(ADGRE2)|||
43256237|NCT03798509|org_study_id|HRAIN01-ALL01|||
43256361|NCT03799913|org_study_id|MESO|||
43256756|NCT03720457|org_study_id|HRAIN01-NHL01|||
43256757|NCT03720457|secondary_id|CTR20181354|Other Identifier|National Medical Products Administration|
43359318|NCT04500431|org_study_id|200802|||
43359386|NCT03121625|org_study_id|2016040|||
43257739|NCT03628612|org_study_id|AUTO-LT1|||
43359587|NCT03344705|org_study_id|YMCART201701|||
43258733|NCT03198052|org_study_id|ZZCART-002|||
43258929|NCT03298828|org_study_id|TMMU-CAR-001|||
43259625|NCT02456350|org_study_id|201504001|||
43144756|NCT05325801|org_study_id|Sirius|||
43144998|NCT02587689|org_study_id|PG-021-001|||
43360610|NCT03076437|org_study_id|SIITM20160115|||
43260473|NCT03207178|org_study_id|LYCT-1701|||
43145472|NCT02580747|org_study_id|s2015-080-06|||
43260881|NCT03118180|org_study_id|CART19-001|||
43261194|NCT03185494|org_study_id|CHN-PLAGH-BT-022|||
43261844|NCT05008575|org_study_id|CD33 CAR NK-AML|||
43362325|NCT05179603|org_study_id|ACT16941|||
43362326|NCT05179603|secondary_id|U1111-1251-5834|Registry Identifier|ICTRP|
43362327|NCT05179603|secondary_id|2021-002150-91|EudraCT Number||
43362328|NCT05179603|secondary_id|Merck MK3475-C39|Other Identifier|Merck Sharp & Dohme Corp.|
43362355|NCT03283631|org_study_id|Pro00083828|||
43362356|NCT03283631|secondary_id|5P50CA190991-03|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/5P50CA190991-03
43262199|NCT03361748|org_study_id|BB2121-MM-001|||
43262200|NCT03361748|secondary_id|U1111-1202-5554|Other Identifier|WHO|
43262201|NCT03361748|secondary_id|2017-002245-29|EudraCT Number||
43362496|NCT03267173|org_study_id|Yunwei Wei|||
43362586|NCT03258047|org_study_id|lymphoma center Q002|||
43362732|NCT04966143|org_study_id|LY011C1001|||
42899423|NCT05190653|org_study_id|27265|||
43363463|NCT04430595|org_study_id|GIMI-IRB-20005|||
43363680|NCT04864821|org_study_id|PA-P276-001|||
43147319|NCT03740256|org_study_id|H-43405 VISTA|||
43364267|NCT04853277|org_study_id|02000641|||
43364666|NCT03232619|org_study_id|SHBYCL001|||
43263621|NCT03114670|org_study_id|307-RV-CAR-123|||
43364721|NCT04792593|org_study_id|Senl-h19 CAR-T for B-ALL|||
43263656|NCT04440436|org_study_id|SD45|||
43364794|NCT05473221|org_study_id|BG-CT-22-002(CD33)|||
43365002|NCT04745559|org_study_id|MCC-20571|||
43365043|NCT05554575|org_study_id|BT-LBL-007-v2|||
43365045|NCT01318317|org_study_id|09174|||
43365046|NCT01318317|secondary_id|NCI-2011-00344|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
